,tag
765,"books, periodicals, and newspapers"
766,"digital goods: books, movies, music"
767,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
768,artist supply and craft shops
769,"digital goods: books, movies, music"
770,"music  shops - musical instruments, pianos, and sheet music"
771,"cable, satellite, and other pay television and radio services"
772,"hobby, toy and game shops"
773,"music shops - musical instruments, pianos, and sheet music"
774,"watch, clock, and jewelry repair shops"
775,telecom
776,art dealers and galleries
777,"jewelry, watch, clock, and silverware shops"
778,"books, periodicals, and newspapers"
779,"cable, satellite, and other pay television and radio services"
780,"music shops - musical instruments, pianos, and sheet music"
781,"digital goods: books, movies, music"
782,"gift, card,  novelty, and souvenir shops"
783,"music shops - musical instruments, pianos, and sheet music"
784,"watch, clock, and jewelry repair shops"
785,"florists supplies, nursery stock, and flowers"
786,"cable, satellite, and other pay television and radio services"
787,"watch, clock, and jewelry repair shops"
788,art dealers and galleries
789,"books, periodicals, and newspapers"
790,"watch, clock, and jewelry repair shops"
791,motor vehicle supplies and new parts
792,"stationery, office supplies and printing and writing paper"
793,"gift, card, novelty, and souvenir shops"
794,health and beauty spas
795,"opticians, optical goods, and eyeglasses"
796,"stationery, office supplies and printing and writing paper"
797,"computers, computer peripheral equipment, and software"
798,health and beauty spas
799,bicycle shops - sales and service
800,"computers, computer peripheral equipment, and software"
801,"florists supplies, nursery stock, and flowers"
802,artist supply and craft shops
803,"music shops - musical instruments, pianos, and sheet music"
804,"watch, clock, and jewelry repair shops"
805,art dealers and galleries
806,artist supply and craft shops
807,artist supply and craft shops
808,artist supply and craft shops
809,"computer programming , data processing, and integrated systems design services"
810,"digital goods: books, movies, music"
811,"watch, clock, and  jewelry repair shops"
812,"gift, card, novelty, and souvenir shops"
813,art dealers and galleries
814,"hobby, toy  and game shops"
815,tent and awning shops
816,"opticians, optical goods, and eyeglasses"
817,bicycle shops - sales and service
818,"florists supplies, nursery stock, and flowers"
819,"antique shops - sales, repairs, and restoration services"
820,artist supply and craft shops
821,artist supply and craft shops
822,"opticians, optical goods, and eyeglasses"
823,"digital goods: books, movies, music"
824,"music shops - musical instruments, pianos, and sheet music"
825,art dealers and galleries
826,"stationery, office supplies and printing and writing paper"
827,artist supply and craft shops
828,"computers, computer peripheral equipment, and software"
829,"books, periodicals, and newspapers"
830,bicycle shops - sales and service
831,artist supply and craft shops
832,"florists supplies, nursery stock, and flowers"
833,"music shops - musical instruments, pianos, and sheet music"
834,"gift, card, novelty, and souvenir shops"
835,"cable, satellite, and other pay television and radio services"
836,art dealers and galleries
837,"digital goods: books, movies, music"
838,"watch, clock, and jewelry repair shops"
839,"digital goods: books, movies, music"
840,"hobby, toy and game shops"
841,"antique shops - sales, repairs, and restoration services"
842,"music shops - musical instruments, pianos, and sheet music"
843,"music shops - musical instruments, pianos, and sheet music"
844,"books, periodicals, and newspapers"
845,"antique shops - sales, repairs, and restoration services"
846,"jewelry, watch, clock, and silverware shops"
847,"music shops - musical instruments, pianos, and sheet music"
848,"computer programming , data processing, and integrated systems  design services"
849,art dealers and galleries
850,shoe shops
851,bicycle shops - sales and service
852,"books, periodicals, and newspapers"
853,motor vehicle supplies and new parts
854,"music shops - musical instruments, pianos, and sheet music"
855,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
856,"music shops - musical instruments, pianos, and sheet music"
857,"computers, computer peripheral equipment, and software"
858,"jewelry, watch, clock, and silverware shops"
859,motor vehicle supplies and new parts
860,"watch, clock, and jewelry repair shops"
861,"equipment, tool, furniture, and appliance rent al and leasing"
862,"digital goods: books, movies, music"
863,"computer programming , data processing, and integrated systems design services"
864,"furniture, home furnishings and equipment shops, and manufacturers, except appliances"
865,"gift, card, novelty, and souvenir shops"
866,"stationery, office supplies and printing and writing paper"
867,health and beauty spas
868,"gift, card, novelty, and souvenir shops"
869,"opticians, optical goods, and eyeglasses"
870,shoe shops
871,"equipment, tool, furniture, and appliance rent al and leasing"
872,"watch, clock, and jewelry repair shops"
873,"music shops - musical instruments,  pianos, and sheet music"
874,"computers, computer peripheral equipment, and software"
875,shoe shops
876,"watch, clock, and jewelry repair shops"
877,tent and awning shops
878,"jewelry, watch, clock, and silverware shops"
879,"watch, clock, and jewelry repair shops"
880,"computer programming , data processing, and integrated systems design services"
881,"antique shops - sales, repairs, and restoration services"
882,"florists supplies, nursery stock, and flowers"
883,"florists supplies, nursery stock, and flowers"
884,motor vehicle supplies and new parts
885,"digital goods: books, movies, music"
886,telecom
887,"stationery, office supplies and printing and writing paper"
888,"lawn and garden supply outlets, including nurseries"
889,"antique shops - sales, repairs, and restoration services"
890,"jewelry, watch, clock, and silverware shops"
891,artist supply and craft shops
892,"antique shops - sales, repairs, and restoration services"
893,"music shops - musical instruments, pianos, and sheet music"
894,tent and awning shops
895,"equipment, tool, furniture, and appliance rent al and leasing"
896,"digital goods: books, movies, music"
897,"hobby, toy and game shops"
898,"watch, clock, and jewelry repair shops"
899,"jewelry, watch, clock, and silverware shops"
900,"cable, satellite, and other pay television and radio services"
901,"equipment, tool, furniture, and appliance rent al and leasing"
902,"cable, satellite, and other pay television and radio services"
903,"cable, satellite, and other pay television and radio services"
904,"watch,  clock, and jewelry repair shops"
905,"jewelry, watch, clock, and silverware shops"
906,artist supply and craft shops
907,"books, periodicals, and newspapers"
908,"digital goods: books, movies, music"
909,"lawn and garden supply outlets, including nurseries"
910,"computer programming , data processing, and integrated systems design services"
911,"watch, clock, and jewelry repair shops"
912,tent and awning shops
913,"music shops - musical instruments, pianos, and sheet music"
914,motor vehicle supplies and new parts
915,bicycle shops  - sales and service
916,bicycle shops - sales and service
917,tent and awning shops
918,"gift, card, novelty, and souvenir shops"
919,shoe shops
