overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
58,960,91873181182,Sem LLC,"[[digital goods: books, movies, music], [a], [take rate: 6.00]]","digital goods: books, movies, music",2215.0,2242.0,15846.0,816.3036614509864,3910.356804474488,1229.5238095238096,49.6317948912384,18755.3148932333,0.06301106662284932,619.0833859797615,0.0031517334533993635,0.9068472660794415,0.341985049833887,0.8999672049975687,0.8685191933075457,0.9101956774278818,0.9779484791208373,0.13661428748000473,0.020913602000477673,0.13469717407318296,0.5200839667774226
59,3550,98314397036,Lobortis Augue Industries,"([gift, card, novelty, and souvenir shops], [a], [take rate: 6.47])","gift, card, novelty, and souvenir shops",2210.0,1812.0,14974.0,825.1837056872323,2763.993684485819,1115.047619047619,35.88404618688021,12312.409505642065,0.06273764108138255,411.82311162634534,0.0054029716343989564,0.924713312281868,0.37819767441860463,0.897634518275723,0.9070642047515448,0.9185570093978033,0.9853946433204038,0.08968396752337081,0.014621249994794538,0.0896024842700384,0.5210872035868551
60,3424,45466221547,Eu LLC,"[(computers, computer peripheral Equipment, and software), (b), (take rate: 3.49)]","computers, computer peripheral equipment, and software",2197.0,1859.0,15188.0,809.8659061777553,1083.5438252114686,1127.2857142857142,25.80608504905861,8777.978503843839,0.06257616107341898,301.2395214964198,0.011256190904997743,0.9227605118829981,0.3693106312292359,0.9016583301592048,0.9635672079687425,0.917663139881884,0.9908531482031183,0.0639390639743447,0.010905104653958605,0.06554224064745306,0.5217455569505938
61,3469,67794222692,Nunc Ut Inc.,"((digital goods: books, movies, music), (c), (take rate: 1.55))","digital goods: books, movies, music",2215.0,2419.0,16044.0,803.3538767872197,710.758701721155,1257.3809523809523,34.16081302511675,13677.70930030481,0.06271328605840415,441.4117291694676,0.0031517334533993635,0.8994931028751869,0.3337624584717608,0.9033689662875213,0.9761016367204532,0.9081609938994275,0.9863279944713862,0.09962885299750068,0.014060766958482351,0.09604023281579095,0.5220096738950909
62,1920,83690644458,Id Erat Etiam Consulting,"[(gift, card, novelty, and souvenir shops), (b), (take rate: 3.15)]","gift, card, novelty, and souvenir shops",2217.0,4556.0,18665.0,812.2023942364733,4774.835643214336,1707.2380952380952,83.11241141043753,43839.169804540616,0.06368160425225684,1221.6867536492116,0.002251238180999593,0.8107030081435931,0.22491694352159464,0.9010445612943973,0.8394521846509414,0.8753034634835173,0.9598144432531575,0.31932585406620057,0.03634470903844713,0.2658087053309636,0.5234965110963812
63,1199,90087872851,Elit Pellentesque PC,"[[digital goods: books, movies, music], [a], [take rate: 6.77]]","digital goods: books, movies, music",2214.0,1662.0,14706.0,830.1993184452599,3885.3364654466877,1077.1904761904761,49.884999950515436,15981.196039313358,0.06301699247226719,515.5308481747668,0.0036019810895993043,0.9309456539803889,0.3893272425249169,0.8963169737938144,0.8693604705933754,0.9213220921416001,0.9778113361974333,0.1164075208770162,0.021049973790288914,0.11216671286824406,0.5238309957856677
64,707,81410315303,Sed Dictum PC,"[[opticians, optical goods, and eyeglasses], [a], [take rate: 6.35]]","opticians, optical goods, and eyeglasses",2206.0,1775.0,14842.0,804.7343373219818,3188.3030895971037,1100.5238095238096,42.729508805114655,14273.120491190326,0.06288715724353987,476.1801115767542,0.007203962179198609,0.9262506232341698,0.3836794019933555,0.9030063349904466,0.8927973371328687,0.9196178273058008,0.9816869498082865,0.10396584632784424,0.01806207091366611,0.10360496959183225,0.523987532347747
65,3625,37687523474,Nunc In Industries,"((digital goods: books, mOvies, music), (b), (take rate: 3.44))","digital goods: books, movies, music",2211.0,1861.0,15099.0,817.2664977403301,1453.8754313342588,1132.095238095238,34.968300016501,12160.787685642652,0.06271565289849064,404.4785729050316,0.004952723998199016,0.9226774139936845,0.3730066445182725,0.8997142788445327,0.9511152756384189,0.9173118526402193,0.9858906369915427,0.08857954954779661,0.014115235136127589,0.08800449499583687,0.5245368106304631
66,1295,35424691626,Eu Sem Pellentesque Limited,"((computers, computer peripheral equipment, and software), (b), (take rate: 3.90))","computers, computer peripheral equipment, and software",2218.0,1822.0,14973.0,817.2964549269955,1697.4129251254499,1113.095238095238,36.62696118748289,13145.474771678244,0.06279684852606665,426.7080096931396,0.0018009905447996521,0.9242978228353,0.3782392026578073,0.8997064094319825,0.9429266351269228,0.9186996111493702,0.9849922598320401,0.09575204040787001,0.01598379308901624,0.09284106852438975,0.5255239833599499
67,2852,94472466107,Eu Dolor Egestas PC,"((cable, satellite, and other pay television and radio services), (a), (take rate: 6.23))","cable, satellite, and other pay television and radio services",2216.0,1781.0,14946.0,817.6942670175633,4115.832704298467,1108.4761904761904,55.795331845439115,19125.125078018555,0.0631310517037995,604.0214486992467,0.0027014858171994227,0.926001329566229,0.3793604651162791,0.8996019087159085,0.8616103258011838,0.9190369860250284,0.9746101355710656,0.1393079961799058,0.02367482306533814,0.13142007048148813,0.5257325526339627
68,3,10648956813,Proin Nisl Institute,"[(computeRs, computer peripheral equipment, and software), (a), (take rate: 6.66)]","computers, computer peripheral equipment, and software",2208.0,1574.0,14380.0,825.5517500416476,4502.1609423874515,1046.7142857142858,60.48975819738224,18674.668605715975,0.06324301824473458,569.412503142964,0.006303466906798727,0.9346019611101878,0.4028654485049834,0.897537837205702,0.8486205269332413,0.923548070702644,0.9720675033051543,0.1360268574544464,0.026251513174984968,0.12389002320569788,0.5271713208503841
69,246,86662713230,Vestibulum Accumsan Associates,"[[watch, clock, aNd jewelry repair shops], [a], [take rate: 6.41]]","watch, clock, and jewelry repair shops",2211.0,1497.0,14277.0,805.7894194564951,3437.763019503322,1025.904761904762,48.96420084560092,15645.185879364832,0.06306061681149389,502.5964442752154,0.004952723998199016,0.9378012298487618,0.40714285714285714,0.9027291769020228,0.8844095621901877,0.9250679966888569,0.9783100666788709,0.11396001259209948,0.022053902307563347,0.10935250771745733,0.5285780036066877
70,3232,60978195146,Lobortis Tellus Corp.,"[[shoe shops], [c], [take rate: 1.44]]",shoe shops,2214.0,2360.0,16154.0,810.1725438075612,942.846627806673,1264.6666666666667,48.46512379981471,19268.59635943259,0.06295031273077306,634.0050421136764,0.0036019810895993043,0.9019444906099385,0.32919435215946846,0.9015777799380081,0.9682979734561739,0.907628845899678,0.9785803807289074,0.1403530453830676,0.01951547045574942,0.1379437559703037,0.5288638075690895
71,1482,13285958344,Purus Gravida Sagittis Inc.,"((gift, card, novElty, and souvenir shOps), (a), (take rate: 5.65))","gift, card, novelty, and souvenir shops",2210.0,1392.0,14002.0,831.7821475790586,2173.5599084079013,996.5238095238095,36.156864547480154,11607.793631763147,0.06277112901881497,411.3747838812078,0.0054029716343989564,0.9421638690377264,0.418563122923588,0.8959011825651748,0.9269167944406408,0.9272139791453633,0.9852468772858792,0.08455152394110928,0.015391909126120434,0.08950493928386008,0.5290857169383862
72,2106,74046727484,Vestibulum Accumsan Neque Ltd,"[[gift, card, novelty, anD souvenir shops], [b], [take rate: 5.10]]","gift, card, novelty, and souvenir shops",2202.0,1813.0,14930.0,800.1303341461196,3142.2848715820646,1107.904761904762,52.07018148416897,18211.088323627817,0.06304441842590032,613.31660572878,0.00900495272399815,0.9246717633372112,0.3800249169435216,0.9042157543120116,0.8943446415681681,0.919078723123048,0.9766277809219222,0.13265012449700067,0.02168112826629518,0.13344246586924863,0.5295742251562425
73,19,15560455575,Morbi Accumsan Laoreet Industries,"[[digital goods: books, movies, music], [b], [take rate: 4.08]]","digital goods: books, movies, music",2216.0,3024.0,16886.0,816.0184762658,4992.904882094397,1392.3809523809523,82.2319040663568,35707.50913117435,0.06369164063643343,1083.4281017752492,0.0027014858171994227,0.8743559913578195,0.29879568106312293,0.9000421199053161,0.8321198820308962,0.898300604492303,0.9602913505929659,0.26009458894241916,0.03657567671529458,0.23572705539439187,0.5299004436311728
74,1155,71538439295,Morbi Metus Limited,"[[music shops - musical instruments, pianos, and Sheet music], [b], [take rate: 3.71]]","music shops - musical instruments, pianos, and sheet music",2208.0,1530.0,14280.0,824.8395992657101,1490.1953530614328,1030.5238095238096,36.50485748917059,12115.194167278325,0.06278106611997344,424.4693185406055,0.006303466906798727,0.9364301146750873,0.40701827242524913,0.8977249111227665,0.9498940641616986,0.9247306218131986,0.9850583946011983,0.08824744496514861,0.015620591999233761,0.09235398491223344,0.5303381867582614
75,1642,67400260923,Eleifend PC,"[(computer programming , data Processing, and integrated sYStems design services), (a), (take rate: 5.97)]","computer programming , data processing, and integrated systems design services",2219.0,4933.0,19021.0,821.2318986124046,16003.66820324474,1784.7619047619048,140.1830817660599,77747.42318792838,0.06485410257461713,2338.8526351458936,0.0013507429085997114,0.7950390560079774,0.21013289036544847,0.8986726130920889,0.4618968778007001,0.8696411305188617,0.928903376169673,0.5663146090955431,0.06332745589810926,0.5088762639449478,0.530415501580195
76,3971,81761494572,Nulla Facilisis Institute,"([watch, clock, and jewelry repaIr shops], [a], [take rate: 6.82])","watch, clock, and jewelry repair shops",2207.0,2336.0,15991.0,802.8964847231362,9845.805894927147,1250.0,107.94691491897255,42543.80751818914,0.06420672476338299,1275.3436321805166,0.006753714542998668,0.9029416652817018,0.33596345514950166,0.9034891179856638,0.6689472172664521,0.9087000980821803,0.946363383380304,0.3098903955422691,0.048429326604474875,0.27748310989654035,0.5308961483732088
77,743,94455880010,Nunc Sit LLC,"[[computer programming , datA procEssing, and integrated systemS design services], [a], [take rate: 6.33]]","computer programming , data processing, and integrated systems design services",2212.0,2383.0,16025.0,809.8354524710365,8153.230854564783,1246.047619047619,96.55719111135672,37086.939251971366,0.06400158112346464,1236.3118915042264,0.004502476361999075,0.9009888648828319,0.3345514950166113,0.9016663300019313,0.7258579143771892,0.9089887796768157,0.9525323755173465,0.27014240014441243,0.04370834850137317,0.268990772212606,0.5311929756693117
78,3623,37459245212,Aliquet Phasellus Consulting,"[[computers, computer peripheral equipment, and software], [b], [take rate: 4.08]]","computers, computer peripheral equipment, and software",2207.0,1827.0,14931.0,822.5883592676007,2909.6180912001637,1107.5238095238096,60.30959396269657,20808.14238562846,0.063231316849182,619.6372350796804,0.006753714542998668,0.9240900781120159,0.3799833887043189,0.8983162862906787,0.9021677680767628,0.919106547855061,0.9721650852804441,0.15156714573855154,0.025982228530325994,0.13481767788625812,0.5314949921017417
79,2199,30122382323,Ipsum Company,"([watch, clock, and jewelry repair shops], [b], [take rate: 3.36])","watch, clock, and jewelry repair shops",2198.0,1454.0,14050.0,798.1846373767869,1356.8940825182863,1007.3333333333334,37.56790653879878,11714.081239135709,0.06275559406582677,366.00432592429985,0.010805943268797802,0.9395878344690045,0.4165697674418605,0.9047268667454424,0.9543761509533917,0.9264244523744931,0.9844826175815604,0.08532572612496042,0.015034402683711603,0.07963345409850017,0.5316967215741721
80,2342,89640578182,Magnis Foundation,"[[tent and awning shops], [a], [take rate: 6.22]]",tent and awning shops,2203.0,1031.0,12864.0,821.5662858946662,1571.6329474145305,871.6666666666666,27.171610354049964,7331.5772581597375,0.06251149254679632,239.25745726518755,0.00855470508779832,0.9571630380588333,0.46582225913621267,0.898584773352496,0.9471558279505207,0.9363335350626404,0.9901135416058283,0.0534034330497679,0.009416885480958771,0.0520564823728118,0.5318604481157869
81,3717,74019238521,Ac Limited,"[(opticians, optical goods, and eyeglasses), (b), (take rate: 3.69)]","opticians, optical goods, and eyeglasses",2208.0,1276.0,13666.0,812.5893421497024,1131.5244583292454,960.4761904761905,29.909295062111124,9158.509406707537,0.06265966689721876,333.1614511408449,0.006303466906798727,0.946983546617916,0.4325166112956811,0.9009429144742664,0.9619539198051864,0.9298468944120982,0.988630735198667,0.06671086271271742,0.012826827237203834,0.0724876599745477,0.5319203438635083
82,1514,21772962346,Purus Gravida Sagittis Ltd,"((florists supplies, nursery stock, and flowers), (a), (take rate: 6.63))","florists supplies, nursery stock, and flowers",2216.0,3885.0,18185.0,813.5450256894286,16282.665766536767,1597.2380952380952,143.34162290930894,70432.55247826732,0.06492673573280078,2271.7177184552406,0.0027014858171994227,0.8385823500083098,0.2448504983388704,0.9006918672672821,0.4525159372571441,0.8833378548522854,0.9271926221771838,0.5130328670561576,0.0649989654290926,0.49426937291110384,0.532217382111463
83,3465,66079287213,Hendrerit Corporation,"((gift, card, novelty, and souvenir shops), (a), (take rate: 6.02))","gift, card, novelty, and souvenir shops",2219.0,1333.0,13798.0,812.7460839901553,3251.311367729578,977.9047619047619,51.70798003352368,15422.764052435045,0.0630767917734655,540.4011085548896,0.0013507429085997114,0.9446152567724779,0.42703488372093024,0.90090174017375,0.8906787633935923,0.9285739129225011,0.9768239593314075,0.11233988519999813,0.022426137300161,0.11757786404356617,0.5322323145766985
84,3480,71094934182,Nonummy Ipsum Non LLC,"[[tent And awning shops], [c], [take rate: 1.86]]",tent and awning shops,2208.0,1210.0,13374.0,813.7370090112951,478.2819113878865,932.047619047619,25.856785384652355,7422.990305561265,0.06257489544526393,243.67428492495455,0.006303466906798727,0.9497257769652651,0.4446428571428571,0.9006414354300278,0.9839183750537212,0.9319233150385721,0.990825687487046,0.05406928848371965,0.010875978706846295,0.053017474409768735,0.5325943655624623
85,298,16644129035,Magna Associates,"[(artist supply anD craft shops), (b), (take rate: 5.03)]",artist supply and craft shops,2201.0,1065.0,13108.0,822.8524575518953,1648.3678066751218,898.3333333333334,34.17477362974069,9384.098524623645,0.0627829963623487,314.2402814083569,0.00945520036019809,0.9557503739405019,0.45568936877076416,0.8982469106721969,0.9445757152647756,0.934385803821727,0.9863204330184828,0.06835406074926283,0.015665012737750877,0.06837088321903566,0.5336813762554696
86,3981,84703983173,Amet Consulting,"((computer programming , data processing, and integratEd systems design services), (c), (take rate: 2.31))","computer programming , data processing, and integrated systems design services",2219.0,6091.0,19696.0,817.002394560378,4674.010822991368,1982.095238095238,95.36021200656813,59129.66798417662,0.06398142964689864,1772.5730046656502,0.0013507429085997114,0.7469253780953964,0.1821013289036545,0.8997836557490482,0.8428422918356282,0.8552279193361019,0.9531806927909143,0.4307023106022054,0.04324460183269193,0.38566787604712005,0.534102679810136
87,369,41974958954,Sed Libero Proin Incorporated,"[(cable, satellite, and oTher pay television and radio services), (a), (take rate: 5.51)]","cable, satellite, and other pay television and radio services",2204.0,1364.0,13905.0,820.566070952907,3246.375372854023,989.8095238095239,55.71852306407289,16997.711683869096,0.06314758482690372,585.4997252563134,0.00810445745159838,0.943327239488117,0.4225913621262458,0.8988475184528086,0.890844729984499,0.9277043900470934,0.9746517373496784,0.12381185193110918,0.024055300433205733,0.12739020332105733,0.5341328790585412
