POA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
POA2031,0,6,9,33,18,3,3,0,0,78,0,0,0,26,0,10,0,6,3,45,0,0,0,4,4,0,7,0,0,22,7,22,48,456,157,130,134,94,92,1148,30,52,88,274,59,52,52,39,56,698,896,1651,1746,6883,2275,1718,1276,814,553,17814,0,0,0,0,0,0,0,0,0,0,1722,2870,2540,5926,2380,1732,1195,678,378,19415,0,0,6,22,0,0,0,0,0,31,0,0,0,13,3,7,5,0,0,25,0,5,21,306,20,10,4,0,0,363,0,0,0,0,7,0,0,0,0,8,0,10,6,90,38,11,12,9,0,178,0,0,0,71,10,13,15,3,3,118,0,22,77,249,72,78,51,26,22,598,0,0,0,9,6,3,0,0,0,29,0,0,4,13,3,3,21,11,6,61,13,100,119,1310,425,266,165,97,18,2513,0,0,4,15,25,14,7,5,4,70,0,9,17,168,30,21,11,9,0,270
POA2032,0,0,17,34,7,5,11,3,0,75,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,4,3,21,22,174,53,57,60,49,18,464,4,25,61,123,35,29,28,25,14,339,275,679,1190,2246,841,728,611,461,229,7263,0,0,0,0,0,0,0,0,0,0,561,1159,1331,1668,832,606,408,229,124,6918,0,0,11,40,12,5,0,0,0,68,0,0,0,4,3,3,5,0,0,12,0,0,8,92,0,5,0,0,0,110,0,0,0,4,0,0,0,0,0,11,0,0,3,9,3,5,0,0,0,27,0,0,0,26,12,7,12,5,0,56,0,7,309,517,85,111,60,37,19,1139,0,0,0,6,0,0,4,0,0,15,0,0,0,0,3,0,11,14,5,35,4,13,36,145,85,68,33,21,3,406,0,0,4,8,0,9,3,0,0,35,0,16,10,42,19,0,0,0,3,86
POA2033,0,0,17,25,12,5,10,3,0,59,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,26,156,40,28,49,20,11,339,14,17,96,106,26,18,17,10,14,315,252,449,1225,2082,617,520,370,274,171,5954,0,0,0,3,0,0,0,0,0,0,447,770,1327,1666,569,500,287,224,114,5896,0,0,13,29,8,0,0,0,0,52,0,0,0,5,0,0,6,0,0,15,0,0,9,90,13,3,0,0,0,110,0,0,5,5,3,0,0,0,0,16,3,0,6,19,7,3,0,0,0,35,0,4,4,32,8,0,3,6,0,67,0,17,234,300,42,59,42,16,11,727,0,0,0,7,0,0,0,4,0,13,0,3,4,11,8,5,3,6,3,38,7,14,41,129,61,39,16,23,3,337,0,0,3,11,5,5,0,0,0,23,3,0,9,41,0,3,0,3,0,73
POA2034,0,0,0,12,8,9,7,0,0,35,0,0,0,20,3,3,0,0,0,20,0,0,0,0,5,4,0,0,0,9,5,19,18,306,98,57,81,50,20,646,28,45,49,241,69,43,42,19,15,543,515,1008,1054,4324,1440,1023,789,450,180,10779,0,0,0,0,0,0,0,0,0,0,941,1681,1526,3645,1415,1177,748,407,161,11709,0,0,0,9,6,0,0,0,0,8,0,0,0,3,3,4,0,0,0,8,0,0,17,234,13,3,0,4,0,262,0,0,0,0,3,0,0,0,0,3,0,6,8,70,22,13,6,0,0,126,0,0,6,38,11,8,9,4,0,81,0,7,7,54,26,38,21,6,12,173,0,0,0,3,0,4,8,7,0,26,0,0,0,5,3,5,9,16,3,42,24,66,83,975,265,160,84,69,19,1736,0,0,0,10,3,10,10,0,0,35,0,24,23,155,35,7,8,0,0,256
POA2035,0,0,4,44,24,8,13,4,0,106,0,0,0,18,4,0,0,0,0,30,0,0,0,3,4,0,0,0,0,17,4,29,38,442,186,198,209,147,60,1311,26,53,64,238,88,79,80,59,41,735,863,1878,1854,5284,2408,2031,1690,1231,628,17862,0,0,0,0,0,0,0,0,0,0,1666,3329,2854,4413,2410,1889,1191,763,394,18916,0,0,3,15,10,9,5,4,0,44,0,0,0,9,3,5,11,6,0,30,3,12,85,826,41,13,4,3,0,979,0,4,4,3,6,3,3,0,0,26,0,10,4,57,19,11,0,0,0,106,0,5,5,59,18,17,23,8,8,142,0,13,116,366,129,226,131,103,63,1161,0,0,0,4,5,7,26,38,11,89,0,0,0,10,7,17,49,71,28,197,9,50,55,536,258,190,120,86,33,1340,0,7,0,22,16,35,14,5,3,114,8,70,43,244,90,29,8,3,0,497
POA2036,0,0,5,23,16,14,10,4,0,74,0,5,0,13,0,3,0,5,0,24,0,0,0,6,0,5,0,0,0,14,4,37,37,362,183,178,150,124,33,1112,42,107,98,276,113,83,77,50,33,895,945,1909,1816,4824,2299,1912,1559,981,450,16699,0,0,0,6,0,0,0,0,0,11,1730,3232,2868,4535,2368,1871,1321,769,362,19054,3,10,10,117,75,64,21,5,0,297,0,0,0,4,4,15,12,5,0,49,6,10,24,455,23,11,9,0,0,545,0,0,0,9,5,4,5,0,0,30,0,6,8,28,18,10,14,5,0,87,0,0,3,27,30,28,41,26,9,179,3,23,184,520,135,169,122,59,33,1242,0,0,0,3,4,7,18,28,6,66,0,8,3,11,5,24,49,70,30,197,5,49,54,413,232,155,143,98,29,1184,0,0,3,31,19,34,25,10,0,116,0,38,20,103,60,19,9,4,0,257
POA2037,0,3,17,40,27,37,42,12,3,181,0,0,0,8,5,4,0,0,0,18,0,0,0,5,0,0,0,0,0,9,4,9,36,219,53,64,42,20,8,464,9,22,56,201,62,64,43,22,10,482,328,520,1177,3306,1046,964,801,360,114,8623,0,0,0,4,0,0,0,0,0,8,621,906,1365,3292,1050,957,816,350,66,9419,0,0,0,7,0,0,0,0,0,8,0,0,0,4,0,0,4,0,0,10,0,0,6,65,4,4,7,0,0,80,0,0,0,4,0,3,3,6,0,15,3,3,5,70,12,7,9,3,0,113,0,0,0,24,4,13,6,6,0,49,4,13,223,350,72,81,34,26,14,817,0,0,0,8,0,6,5,0,0,22,0,0,0,0,3,12,5,3,0,17,9,17,48,336,123,138,70,42,15,804,0,0,0,9,6,8,3,5,0,31,0,0,7,59,17,3,6,3,0,102
POA2038,0,0,0,11,10,4,8,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,12,4,3,10,81,30,30,18,8,3,188,7,19,28,85,30,26,19,11,7,229,248,516,510,1685,745,577,419,184,74,4956,0,0,0,3,0,0,0,0,0,3,453,882,788,2098,951,681,456,174,61,6549,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,17,0,0,0,0,0,24,0,0,0,4,0,4,3,0,0,15,0,0,0,23,10,5,6,4,0,48,0,0,0,9,9,3,0,0,0,16,0,3,4,49,10,8,13,6,0,90,0,0,0,0,5,0,4,0,0,15,0,0,0,0,0,0,0,4,4,8,4,32,22,154,109,76,58,29,3,484,0,0,0,0,0,3,0,4,0,15,0,0,5,23,0,7,0,0,0,26
POA2039,0,0,0,9,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,5,0,6,0,74,28,22,12,5,0,153,9,8,9,46,13,10,11,4,5,117,267,460,345,1528,689,524,437,188,37,4472,0,0,0,0,0,0,0,0,0,0,529,801,554,1769,784,552,507,199,24,5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,4,28,9,7,4,0,0,57,0,0,0,5,9,0,0,0,0,10,0,3,8,53,18,18,5,5,4,111,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,4,8,0,0,14,4,39,22,242,183,114,70,38,4,712,0,0,0,11,3,6,0,5,0,27,0,3,3,22,8,4,7,0,0,42
POA2040,0,0,0,34,12,13,11,6,0,77,0,0,0,5,0,0,4,0,0,11,0,0,0,3,10,0,0,0,0,14,0,11,14,170,83,58,63,45,25,468,21,32,41,149,58,37,35,45,47,466,733,1407,1101,3833,1882,1241,956,496,266,11923,0,0,0,0,0,0,0,0,0,3,1435,2594,1790,4697,2215,1450,855,288,136,15457,0,0,0,3,3,0,0,0,0,14,0,0,0,4,5,6,0,0,0,18,0,8,9,48,11,7,4,0,0,85,0,0,3,4,0,0,0,0,0,10,0,0,5,43,19,10,7,0,0,88,0,0,0,18,10,3,8,0,0,42,6,6,19,148,26,32,22,11,4,283,0,0,0,8,5,5,7,6,0,42,0,0,0,5,0,0,16,8,0,34,18,62,54,346,331,194,137,38,17,1203,0,0,0,17,13,10,4,5,0,49,0,3,0,35,19,4,8,0,0,78
POA2041,0,0,0,13,6,6,4,5,0,28,0,0,0,4,3,0,4,0,0,20,0,0,0,0,4,4,0,0,0,12,6,9,11,135,44,36,31,16,3,286,14,29,25,93,40,39,27,21,5,290,426,857,619,2275,1342,1072,914,443,112,8058,0,0,0,0,0,0,0,0,0,0,782,1484,1054,2524,1454,1281,1096,493,106,10280,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,4,25,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,6,19,29,11,10,0,0,81,0,0,0,5,4,0,0,0,0,16,0,3,7,96,20,26,14,0,11,171,0,0,0,0,0,0,0,0,0,15,0,0,0,7,0,0,10,0,0,23,9,91,48,355,349,264,202,97,20,1435,0,0,0,15,5,8,6,0,0,32,0,4,5,39,13,8,4,6,0,70
POA2042,0,0,12,27,15,16,13,6,3,89,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,7,21,198,48,31,40,20,11,381,6,16,64,171,53,28,22,13,5,387,311,597,1331,4115,1184,800,506,213,82,9146,0,0,0,0,0,0,0,0,0,0,626,1059,1782,5274,1553,1057,548,163,45,12115,0,0,4,11,4,4,0,0,0,21,0,0,0,5,0,3,0,0,0,7,0,0,8,77,5,6,3,0,0,93,0,0,0,3,0,0,4,0,0,4,5,0,3,61,17,8,4,0,0,103,0,0,0,22,9,4,0,0,0,38,0,4,66,115,24,30,20,5,8,265,0,0,0,6,3,4,4,3,0,27,0,0,4,4,0,0,0,0,0,13,3,23,59,491,221,148,64,23,3,1029,0,0,4,10,8,10,6,0,5,41,0,0,8,91,4,4,4,0,0,121
POA2043,0,0,0,19,12,8,6,0,0,42,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,11,13,141,22,20,3,8,0,228,0,9,6,82,20,16,13,6,0,150,221,279,380,2606,551,379,178,86,20,4694,0,0,0,0,0,0,0,0,0,0,445,480,511,2893,698,441,180,54,19,5719,0,0,0,5,3,0,0,0,0,10,0,0,0,11,0,0,0,0,0,11,0,0,0,49,0,0,0,0,0,60,0,0,0,5,0,0,0,0,0,6,0,0,0,46,9,4,0,0,0,68,0,0,0,12,0,3,0,0,0,24,0,10,46,215,17,17,14,8,0,339,0,0,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,6,6,7,23,463,119,87,33,12,0,742,0,0,0,12,6,0,0,0,0,22,3,0,0,57,3,0,0,0,0,65
POA2044,0,3,12,40,19,14,21,3,0,114,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,95,19,15,25,14,8,185,5,9,19,60,8,13,9,7,3,140,204,367,340,1726,520,357,294,145,64,4025,0,0,0,0,0,0,0,0,0,0,460,696,577,2118,634,393,220,63,24,5174,0,0,0,6,3,0,0,0,0,8,0,0,0,9,0,0,0,0,0,7,0,0,0,27,0,0,0,0,0,35,0,0,0,0,0,0,4,0,0,6,0,0,0,24,3,4,0,0,0,36,0,0,0,12,4,0,3,0,0,18,0,0,10,49,24,37,21,11,5,152,0,0,0,0,5,0,9,6,5,12,0,0,0,0,0,5,6,4,0,12,4,8,18,173,85,46,18,11,3,366,0,0,0,13,0,3,9,0,0,27,0,0,4,22,3,4,0,5,0,29
POA2045,0,0,0,8,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,14,16,17,21,15,7,93,3,3,4,15,7,4,15,4,8,69,109,395,392,556,561,498,352,243,174,3269,0,0,0,0,0,0,0,0,0,0,237,770,779,870,759,626,330,110,45,4524,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,5,0,8,5,0,0,18,0,0,0,6,5,0,5,0,0,13,0,3,4,18,15,20,0,4,0,68,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,10,0,0,9,0,12,8,35,51,38,42,4,4,195,0,0,0,3,0,3,4,5,0,12,0,0,3,0,0,0,0,0,0,7
POA2046,0,0,5,46,33,18,10,10,5,129,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,7,0,11,13,196,83,88,69,45,27,529,21,40,29,159,46,59,59,43,36,486,692,1623,1220,3806,2187,1823,1490,957,561,14360,0,0,0,3,0,0,0,0,0,5,1443,2935,2200,4569,2648,1971,1242,555,298,17869,0,0,0,6,3,0,0,0,0,12,0,0,0,9,6,3,3,4,0,35,0,0,3,62,12,5,0,0,0,87,0,0,0,8,8,0,0,0,0,16,4,4,0,25,15,0,0,7,0,52,0,0,4,15,22,19,13,9,0,78,3,18,46,322,144,171,87,57,40,880,0,0,0,8,6,10,16,15,0,63,0,4,0,16,12,29,38,15,4,116,7,28,24,224,173,141,114,55,17,793,0,0,0,16,7,17,3,9,6,55,0,0,0,27,9,8,4,4,0,47
POA2047,0,0,5,12,15,6,3,4,4,42,0,0,0,4,4,0,0,0,0,4,0,0,0,7,0,0,0,0,0,9,0,13,8,122,41,17,33,14,12,267,4,16,16,84,31,26,24,38,70,295,313,585,514,1841,940,800,661,407,278,6336,0,0,0,0,0,3,0,0,0,4,643,1048,917,2152,1083,946,705,370,156,8032,0,0,0,4,5,0,0,0,0,6,0,0,0,8,0,0,0,0,0,9,0,6,0,32,6,0,0,0,0,41,0,0,0,0,3,0,0,0,0,9,3,0,0,8,6,9,5,0,0,24,0,0,0,10,3,5,0,0,0,18,0,4,12,77,19,50,30,15,11,204,0,0,0,0,4,3,0,0,0,16,0,0,0,10,0,7,19,10,8,57,4,26,11,152,96,90,55,26,8,478,0,0,0,3,9,8,5,10,0,32,0,0,0,26,5,7,4,0,0,43
POA2048,0,5,8,16,7,9,4,3,0,51,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,8,76,21,23,25,42,9,207,3,10,14,52,11,12,7,6,4,130,145,343,472,1453,581,373,236,167,81,3849,0,0,0,0,0,0,0,0,0,0,292,631,755,1907,784,444,248,107,35,5204,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,14,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,3,0,0,23,0,0,0,15,3,6,6,5,0,29,0,0,4,34,10,23,13,6,3,91,0,0,0,3,3,0,0,0,3,9,0,0,0,4,0,0,0,0,0,4,3,17,17,144,58,60,34,14,0,350,0,0,0,8,6,5,0,0,0,21,0,0,0,19,0,4,0,0,0,20
POA2049,0,0,4,34,16,13,13,0,5,88,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,20,103,38,42,50,41,12,314,6,16,41,153,40,21,28,7,9,303,263,489,726,2605,857,563,434,218,117,6286,0,0,0,0,0,0,0,0,0,0,522,929,1114,3163,1062,637,394,142,60,8031,0,0,0,7,0,6,0,0,0,15,0,0,0,5,0,3,6,0,0,14,0,0,5,51,3,4,0,0,0,66,0,0,0,3,0,0,0,0,0,4,0,0,0,23,10,3,6,0,0,38,0,0,0,17,8,8,8,0,0,44,0,3,26,136,27,38,26,15,3,270,0,0,0,0,6,8,0,4,0,15,0,0,0,0,3,0,3,0,0,12,0,13,37,198,113,80,42,21,11,519,0,0,0,16,6,3,5,0,0,32,0,0,0,24,0,0,3,0,0,38
POA2050,0,0,3,17,5,4,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,7,18,104,15,16,6,9,3,179,9,12,33,113,36,20,9,8,4,237,164,193,955,2088,523,385,203,87,29,4626,0,0,0,0,0,0,0,0,0,0,288,349,1209,2337,618,434,226,80,29,5576,0,0,3,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,35,5,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,15,46,12,0,0,0,0,74,0,0,0,17,3,3,0,4,0,30,0,3,89,175,30,16,14,15,3,349,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,5,12,70,210,80,53,37,9,0,472,0,0,0,8,0,0,0,0,0,16,0,0,8,26,0,6,0,0,0,46
POA2060,0,0,3,33,7,0,6,3,0,48,0,0,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,12,19,233,48,36,29,25,12,417,13,20,35,166,43,36,25,37,15,398,311,438,659,3238,933,824,746,495,177,7831,0,0,0,0,0,0,0,0,0,3,570,687,899,2649,821,820,767,530,165,7908,0,0,0,6,0,4,0,0,0,12,0,0,0,0,4,0,0,0,0,7,0,8,7,123,13,0,5,0,0,150,0,0,0,0,0,0,0,0,0,5,4,0,9,37,8,20,10,3,0,87,0,0,0,13,3,0,9,0,0,26,0,21,51,399,81,75,49,17,3,698,0,0,0,0,0,0,3,3,0,11,0,0,0,8,0,3,3,4,0,16,4,15,55,303,153,167,108,79,15,902,0,0,0,12,7,13,8,4,0,38,0,0,4,72,13,3,3,0,0,97
POA2061,0,0,0,7,3,4,0,5,0,18,0,0,0,9,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,3,0,0,3,86,20,18,14,7,3,155,3,8,9,94,36,33,28,32,14,267,94,117,209,1250,389,439,416,279,85,3272,0,0,0,0,0,4,0,0,0,5,142,162,285,1050,319,372,365,271,60,3032,0,0,0,10,0,0,0,0,0,10,0,0,0,0,5,0,0,4,0,6,0,0,0,30,3,0,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,28,4,11,0,6,0,52,0,0,0,4,0,0,0,0,0,9,0,6,19,102,31,54,29,34,28,293,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,5,6,5,0,16,0,5,9,140,65,61,46,40,3,376,0,0,0,3,0,9,5,3,0,19,0,0,0,26,3,0,3,0,0,36
POA2062,0,0,0,6,4,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,8,3,62,32,18,14,8,5,150,0,12,5,25,15,7,17,7,3,97,202,434,258,1259,579,405,351,193,53,3726,0,0,0,4,0,0,0,0,0,4,409,715,403,1364,646,453,382,205,43,4616,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,8,33,6,0,0,0,0,49,0,0,0,4,0,0,0,0,0,7,0,0,4,13,5,4,6,3,0,32,0,0,0,3,8,4,0,0,0,11,0,6,4,66,10,17,13,9,6,135,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,4,0,6,3,19,6,33,19,133,93,64,52,36,8,441,0,0,0,0,4,3,0,0,0,13,0,0,0,15,6,0,0,3,0,28
POA2063,0,0,0,4,4,0,3,0,0,11,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,10,4,27,18,15,13,5,4,100,4,13,6,16,18,7,11,13,13,100,129,511,375,608,560,422,356,216,178,3356,0,0,0,0,0,0,0,0,0,0,243,872,682,688,645,478,371,245,164,4376,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,12,4,8,10,3,0,0,0,35,0,0,0,0,0,0,0,0,0,5,0,7,11,86,31,57,23,13,10,250,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,4,0,17,0,33,24,30,76,67,52,19,12,310,0,0,0,0,3,0,6,0,0,12,0,0,0,12,3,3,0,4,4,20
POA2064,0,0,0,19,5,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,8,77,20,20,11,7,6,171,7,17,11,63,21,13,23,9,8,174,239,617,421,1747,605,449,374,200,91,4750,0,4,0,0,0,0,0,0,0,6,462,902,615,1127,453,364,292,132,68,4409,0,0,3,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11,3,5,0,0,24,0,0,0,11,0,5,0,4,0,17,4,72,30,474,146,116,81,36,15,968,0,0,0,0,4,0,5,6,3,9,0,0,0,5,0,8,0,3,0,17,3,21,26,62,62,49,34,17,9,279,0,0,0,3,0,3,3,0,0,20,0,0,0,12,3,0,5,0,0,33
POA2065,0,0,9,46,18,7,8,3,0,93,0,0,0,9,6,0,0,0,0,19,0,0,0,12,4,6,5,0,0,27,9,21,27,401,119,63,72,32,24,764,23,29,46,237,42,50,39,35,39,534,903,1403,1332,6797,2099,1608,1360,733,290,16520,0,0,0,4,0,0,0,0,0,5,1684,2232,1879,5870,1878,1516,1225,664,232,17176,0,0,4,29,0,3,0,0,0,34,0,0,0,3,0,0,0,0,0,8,0,5,10,218,13,4,5,0,0,253,0,0,3,3,4,0,0,0,0,14,3,5,9,88,28,21,4,4,0,155,0,0,10,23,10,4,0,0,0,47,5,30,77,771,180,205,168,75,27,1535,0,0,0,3,0,12,5,15,4,54,0,4,0,15,0,0,5,5,4,43,15,57,77,625,340,213,179,135,31,1676,0,0,6,30,4,8,11,9,0,71,3,5,3,114,18,9,13,4,0,162
POA2066,0,4,3,54,24,14,6,0,0,104,0,0,0,3,0,0,0,8,0,11,0,0,0,5,3,5,0,0,0,18,3,37,23,347,129,77,75,50,26,766,28,38,29,186,55,41,37,40,82,542,1062,2039,1575,5746,2373,1807,1414,837,484,17331,0,0,0,8,7,3,6,0,0,15,1996,3539,2683,5166,2409,1797,1287,792,340,19999,0,0,0,34,10,9,5,0,0,59,0,0,0,7,0,5,0,0,0,15,3,7,5,144,20,6,0,0,0,178,0,3,0,4,0,0,0,0,0,11,3,8,0,40,25,25,5,5,0,117,0,5,5,29,5,3,6,10,3,67,4,56,69,790,211,225,167,83,39,1645,0,0,3,6,5,12,22,16,8,75,0,4,0,13,7,14,24,11,5,85,7,135,115,408,310,224,169,140,51,1558,0,0,0,36,6,14,3,4,0,63,0,5,7,60,8,8,6,0,4,100
POA2067,0,3,23,72,17,15,11,5,3,144,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,27,22,176,38,41,47,29,37,411,15,51,45,179,66,47,38,34,20,487,661,1576,1468,4853,1895,1363,1243,669,431,14159,0,0,0,0,0,0,0,0,0,0,1158,2077,1474,2105,868,725,589,385,252,9637,0,3,4,41,0,7,3,0,0,51,0,0,0,3,0,6,0,0,0,11,0,0,7,66,13,4,4,0,0,93,0,0,3,9,5,3,0,0,0,23,0,3,7,34,13,6,4,8,0,75,0,3,0,8,0,7,0,5,0,28,29,305,461,2183,821,639,516,242,115,5309,0,0,0,8,7,11,33,19,6,93,0,0,0,14,0,3,10,16,10,57,13,36,49,121,112,100,89,51,35,603,0,0,4,10,20,8,11,4,3,50,4,0,4,30,9,0,0,5,0,64
