POA_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
POA2060,6,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,3,4,0,0,23,3,8,9,5,0,0,31,5,5,3,9,0,0,25,23,4,4,12,13,0,54,148,6,0,28,4,0,186,472,5,0,49,5,0,533,725,0,0,71,8,0,816,668,0,0,75,0,0,745,481,0,0,56,0,0,545,358,0,0,36,3,0,396,201,0,0,19,0,0,227,313,0,0,49,3,0,365,49,4,5,24,8,10,92,3463,29,40,448,51,19,4048
POA2061,4,4,0,0,0,0,9,0,3,0,0,0,0,5,3,52,15,0,0,0,66,0,62,38,0,0,0,98,0,17,9,6,0,0,29,0,18,3,3,0,0,24,29,10,3,13,0,0,45,155,3,4,22,0,0,189,228,0,0,32,0,0,267,257,0,0,27,0,0,290,156,0,0,19,0,0,187,148,0,0,22,0,0,172,113,0,0,16,0,0,133,271,0,0,35,0,0,309,34,16,3,20,0,3,76,1409,180,77,223,0,7,1890
POA2062,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,12,3,12,10,4,0,0,25,0,0,0,3,0,0,12,3,0,0,5,0,0,10,24,0,0,14,0,0,41,129,0,0,22,0,0,153,224,0,0,41,0,0,265,218,0,0,44,0,0,261,144,0,0,23,0,0,166,97,0,0,5,0,0,107,56,0,0,9,0,0,64,105,0,0,20,0,0,126,7,0,0,4,0,0,19,1015,22,18,198,4,4,1260
POA2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,7,0,0,10,20,0,0,7,0,0,26,44,0,0,8,0,0,50,54,0,0,6,0,0,62,39,0,0,5,0,0,46,24,0,0,0,0,0,29,31,0,0,4,0,0,36,122,0,0,16,0,0,131,5,0,0,10,0,0,20,348,0,4,68,4,0,421
POA2064,3,0,0,0,0,0,8,0,0,0,0,0,0,6,3,27,13,5,0,0,42,0,34,19,9,0,0,66,4,11,12,5,0,0,30,6,14,13,8,0,0,43,28,11,4,11,0,0,53,115,11,3,20,0,0,154,560,5,3,33,5,0,599,456,0,0,32,0,0,489,112,0,0,19,0,0,129,46,0,0,7,0,0,55,30,0,0,4,0,0,31,48,0,0,3,0,0,54,23,15,0,13,0,3,49,1430,121,71,168,9,6,1811
POA2065,3,4,0,7,0,0,16,0,3,0,0,0,0,6,5,34,16,8,0,0,62,6,34,33,15,0,0,89,0,6,10,11,0,0,36,41,11,9,32,8,0,99,108,4,14,47,4,0,178,891,5,4,93,3,6,1000,1275,3,6,121,10,0,1412,1299,0,0,122,7,4,1429,863,0,0,86,4,0,945,602,0,0,62,5,0,668,351,0,0,35,0,0,389,547,0,0,68,3,0,608,78,7,5,38,4,5,148,6069,116,91,747,47,17,7089
POA2066,0,6,0,4,0,0,14,3,0,16,0,0,0,20,0,27,30,7,0,0,68,3,39,48,13,0,0,100,10,9,16,9,0,0,43,24,13,9,15,6,0,71,88,5,4,28,0,0,132,707,3,13,74,7,0,806,1015,7,3,127,17,0,1165,703,3,0,77,11,0,798,368,0,0,49,9,0,425,232,0,0,34,12,0,270,124,0,0,19,0,0,143,295,0,0,37,0,0,335,47,9,10,24,12,6,99,3624,108,156,511,81,12,4491
POA2067,7,4,3,3,0,0,16,0,5,0,0,0,0,0,4,13,3,8,3,0,29,9,11,14,18,0,0,61,7,4,0,16,4,0,39,24,4,0,26,5,0,65,66,3,4,33,6,0,114,434,6,9,56,16,0,521,1002,4,0,74,11,0,1101,863,0,0,73,15,0,957,488,0,0,58,3,4,557,421,0,0,32,15,4,469,200,0,0,25,0,0,225,472,0,0,43,9,0,522,84,5,5,55,11,13,164,4084,58,55,534,100,23,4849
POA2068,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,11,4,0,0,0,21,5,8,11,4,0,0,22,3,5,8,0,0,0,11,18,0,7,8,0,0,37,39,0,0,13,0,0,56,87,0,11,16,0,0,113,213,8,15,36,0,0,275,157,0,0,19,0,0,176,117,0,0,20,0,0,138,100,0,0,26,0,0,125,91,0,0,19,0,0,107,271,0,0,46,0,0,329,18,0,3,24,7,3,49,1124,38,52,233,19,3,1469
POA2069,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,4,0,0,4,0,0,0,7,0,0,11,4,0,0,12,0,0,18,25,0,0,6,0,0,27,86,0,0,5,0,0,93,123,5,0,17,0,0,148,187,0,0,17,0,0,203,84,0,0,14,0,0,102,52,0,0,10,0,0,65,65,0,0,6,0,0,71,214,0,0,34,0,4,251,17,0,4,12,5,0,40,856,3,4,160,8,4,1036
POA2070,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7,3,4,0,19,6,0,5,0,3,0,10,0,0,0,9,0,0,6,13,0,0,7,11,0,28,33,0,0,7,10,0,53,68,0,0,14,9,0,98,183,0,0,21,3,0,217,153,0,0,21,0,0,174,116,0,0,17,6,0,128,97,0,0,11,0,0,111,74,0,0,5,0,0,84,231,0,0,25,0,6,258,22,0,0,11,3,0,39,993,3,14,149,58,10,1226
POA2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,5,0,0,11,4,0,22,87,0,0,7,3,0,106,149,0,0,16,0,0,170,168,0,0,22,0,0,192,103,0,0,15,0,0,118,70,0,0,8,0,0,78,69,0,0,9,0,0,81,204,0,0,26,3,0,231,20,0,0,15,0,0,38,883,0,5,134,17,7,1046
POA2072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,3,0,0,0,7,0,0,5,0,0,0,0,0,0,3,9,0,0,3,0,0,11,145,0,0,10,0,0,158,260,0,0,16,3,0,280,234,0,0,16,3,0,257,93,0,0,5,0,0,103,88,0,0,7,0,0,101,48,0,0,6,0,0,56,102,0,0,18,0,0,125,10,0,0,14,0,3,30,997,3,4,112,12,3,1129
POA2073,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,9,0,0,10,11,0,0,0,0,0,12,55,0,0,10,0,0,63,120,0,0,14,0,0,140,180,0,0,15,0,0,194,100,0,0,11,0,0,113,72,0,0,15,0,0,87,63,0,0,8,0,0,67,213,0,0,29,0,0,244,12,0,0,10,0,0,27,822,4,18,123,9,0,974
POA2074,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,10,0,0,0,10,0,0,5,0,0,3,13,0,0,5,6,0,0,12,3,4,6,9,0,7,28,3,0,0,18,0,0,25,85,0,0,15,0,0,107,192,0,0,36,0,0,235,188,0,0,22,0,0,209,100,0,0,12,0,0,115,92,0,0,10,0,0,103,80,0,0,8,0,0,87,225,0,0,29,0,0,255,19,0,0,10,3,0,40,987,6,44,174,10,9,1238
POA2075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,8,0,0,14,28,0,0,8,0,0,37,87,0,0,20,0,0,108,246,0,0,23,0,0,270,104,0,0,32,4,0,138,83,0,0,8,0,0,85,101,0,0,14,0,0,119,260,0,0,35,9,0,298,14,0,0,10,0,0,28,933,0,7,158,19,0,1117
POA2076,0,0,5,3,0,0,5,0,5,0,0,0,0,5,0,10,5,3,0,0,22,3,14,10,6,0,0,41,0,5,5,9,0,0,26,4,5,8,9,7,0,37,12,5,11,17,0,5,47,102,7,7,29,4,0,154,162,0,5,32,0,0,204,178,4,0,29,3,0,213,143,0,0,14,7,0,171,101,0,0,6,0,0,114,70,0,0,7,0,0,81,201,0,0,26,0,0,231,16,11,5,22,8,7,65,1000,78,66,208,42,15,1406
POA2077,3,6,4,0,0,0,12,0,8,4,4,0,0,22,7,42,23,15,0,0,90,12,70,48,25,4,0,155,16,29,17,30,0,3,95,34,27,29,36,3,0,125,162,22,22,63,6,0,272,1542,37,24,173,20,3,1798,1995,13,6,179,31,3,2233,644,4,4,62,11,0,730,294,0,0,38,6,0,338,108,0,0,3,0,0,112,48,0,0,0,0,0,49,29,0,0,8,0,0,41,82,23,8,31,8,11,175,4985,276,184,675,93,28,6244
POA2079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,4,4,0,0,0,0,0,0,5,0,0,6,0,0,5,12,0,0,6,0,0,18,77,0,0,18,0,0,89,89,0,0,12,0,0,103,85,0,0,10,0,0,96,59,0,0,10,0,0,69,23,0,0,0,0,0,27,19,0,0,0,0,0,17,5,0,0,0,0,0,6,0,0,0,10,0,0,16,371,6,6,85,7,4,473
POA2080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,9,4,0,0,5,0,0,10,3,0,0,0,0,0,5,12,0,0,4,0,0,17,13,0,0,4,0,0,16,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,5,5,15,0,0,74
POA2081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,16,16,0,0,4,0,0,17,37,0,0,5,0,0,47,51,0,0,17,0,0,69,28,0,0,0,0,0,34,11,0,0,0,0,0,14,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,5,155,0,0,47,7,0,209
POA2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,10,0,0,8,0,0,17,24,0,0,14,0,0,35,55,0,0,12,0,0,66,26,0,0,10,0,0,36,11,0,0,0,0,0,15,0,0,0,0,0,0,0,4,0,0,5,0,0,4,4,0,0,0,0,0,3,134,0,0,55,0,0,198
POA2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,12,0,0,4,0,0,18,13,0,0,11,0,0,21,12,0,0,8,0,0,26,16,0,0,8,0,0,26,19,0,0,3,0,0,17,3,0,0,4,0,0,7,3,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,5,0,0,3,85,0,0,43,4,0,141
POA2084,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,3,0,8,0,0,0,9,0,0,14,7,0,0,4,0,0,16,7,0,0,21,0,0,33,5,0,0,5,0,0,11,4,0,0,8,0,0,10,18,0,0,4,0,0,21,32,0,0,6,0,0,39,0,0,0,8,0,0,6,72,0,0,85,21,0,179
POA2085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,4,0,0,9,25,0,0,7,0,0,33,11,0,0,17,0,0,24,9,0,0,4,0,0,16,11,0,0,9,0,0,23,20,0,0,10,0,0,34,54,0,0,8,0,0,62,145,0,0,17,0,0,167,8,0,3,0,6,0,15,300,0,9,80,4,0,393
POA2086,0,0,0,3,0,0,7,0,0,14,0,0,6,21,0,0,0,0,0,0,5,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,13,0,0,12,3,0,25,21,0,0,17,4,0,47,23,0,0,15,0,0,35,29,0,0,16,0,0,45,46,0,0,8,0,0,58,74,0,0,26,0,0,101,86,0,0,5,0,0,95,187,0,0,22,0,0,207,11,0,0,12,0,0,25,495,6,25,135,13,6,683
POA2087,0,6,0,0,0,0,4,0,7,0,0,0,0,6,0,9,9,0,0,0,20,0,24,12,3,4,0,42,0,7,11,0,0,0,18,0,5,14,3,0,0,21,4,0,3,9,3,0,19,26,0,0,12,3,0,39,36,0,0,22,0,0,51,49,0,0,14,0,0,61,63,0,0,11,0,0,76,64,0,0,19,0,0,80,81,0,0,10,0,0,87,149,0,0,20,3,0,169,8,3,4,13,4,0,36,481,53,55,137,14,0,737
POA2088,0,0,0,3,0,0,6,0,4,0,0,0,0,3,5,0,3,3,0,0,16,3,18,22,10,0,4,47,8,8,4,10,0,0,29,15,4,10,11,0,0,37,44,0,3,26,0,0,70,464,4,0,73,0,0,542,680,0,0,95,6,0,779,548,0,0,77,4,0,626,362,0,0,53,0,0,412,240,0,0,32,0,0,277,163,3,0,32,0,0,194,562,0,0,95,4,0,665,55,4,4,34,4,3,104,3140,51,43,550,21,8,3822
POA2089,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,7,9,0,0,9,0,0,20,0,0,0,3,0,0,6,10,0,3,8,9,0,24,63,0,0,26,0,0,86,447,0,0,35,3,0,487,553,0,0,62,0,0,614,432,0,0,60,7,0,500,335,0,0,41,0,0,377,195,0,0,28,0,0,224,128,0,0,17,0,0,144,215,0,0,41,0,0,256,30,0,0,20,5,0,55,2418,3,18,350,21,0,2806
POA2090,4,0,0,0,0,0,3,0,0,0,4,0,0,0,3,4,0,4,0,0,18,3,12,9,0,0,0,26,5,4,0,11,0,0,20,14,0,0,6,0,0,23,62,0,0,19,0,0,83,304,0,0,37,0,0,343,439,0,0,66,6,0,506,485,0,0,65,0,0,547,397,0,0,51,0,0,449,222,0,0,26,0,0,251,125,0,0,16,0,0,142,267,0,0,46,0,0,314,41,0,0,10,4,4,64,2367,24,21,362,7,5,2778
POA2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,4,0,0,0,0,8,0,10,0,0,3,0,16,4,3,0,4,0,0,15,0,3,0,4,11,0,17,12,0,0,9,0,0,16,15,0,0,0,0,0,15,21,0,0,3,0,0,24,28,0,0,4,0,0,35,22,0,0,6,0,0,24,136,0,0,23,3,0,160,7,3,0,5,0,0,18,248,40,4,51,22,0,367
POA2093,4,0,0,0,0,0,6,0,0,4,0,0,0,4,0,19,5,3,0,0,26,0,25,4,3,0,0,36,4,15,0,6,0,0,25,4,16,5,4,0,0,37,25,4,0,25,0,0,52,109,10,0,28,0,0,153,393,3,0,68,5,0,474,380,0,0,55,3,0,433,282,0,0,35,0,0,314,119,0,0,19,0,0,139,116,0,0,18,0,0,134,331,3,0,37,0,3,371,33,6,0,22,6,3,65,1789,106,26,327,15,11,2277
POA2094,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,0,10,31,0,0,10,0,0,42,68,0,0,22,0,0,90,123,0,0,21,0,0,143,120,0,0,13,0,0,132,85,0,0,16,0,0,95,64,0,0,14,0,0,83,167,0,0,29,0,0,198,9,0,0,8,0,0,21,677,6,3,150,0,3,844
POA2095,3,4,3,3,0,0,15,0,9,0,0,0,0,9,5,29,5,3,0,5,49,4,41,17,6,0,0,69,3,9,4,9,0,0,32,11,3,4,13,0,0,41,39,3,11,16,0,0,71,110,3,4,32,3,6,165,228,3,0,63,5,0,305,419,0,0,85,3,0,512,473,0,0,90,0,5,569,369,0,0,66,0,0,448,234,0,0,47,9,0,285,768,0,0,157,5,0,930,39,9,3,29,3,13,97,2719,127,64,624,38,22,3585
POA2096,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,21,0,0,0,0,24,5,5,4,11,0,0,24,8,5,4,10,0,0,32,20,0,0,15,7,0,40,89,0,0,34,0,0,131,310,0,0,61,3,0,372,464,0,0,74,4,0,546,310,0,0,55,3,0,375,137,0,0,21,4,0,160,74,0,0,16,0,0,84,237,0,0,58,3,0,295,30,3,0,15,0,0,50,1692,45,13,373,21,10,2149
POA2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7,8,0,0,11,0,0,22,64,0,0,22,5,0,87,178,0,0,48,0,0,231,212,0,0,45,5,0,263,143,0,0,30,0,0,168,113,0,0,16,0,0,129,77,0,0,11,0,0,87,157,0,0,23,0,0,169,11,0,0,14,6,0,28,954,4,3,228,16,4,1216
POA2099,5,12,4,8,0,0,32,0,6,6,6,0,0,15,0,65,20,5,5,0,98,7,121,56,10,7,0,201,0,48,18,14,0,0,89,15,35,15,41,6,0,126,53,25,17,63,12,0,182,371,25,17,109,19,4,542,1192,11,9,174,17,3,1403,1227,8,4,189,19,3,1456,691,0,0,77,0,4,774,292,3,3,62,0,0,368,181,0,0,33,5,0,220,300,0,0,69,10,3,380,80,26,11,44,13,12,187,4435,398,175,906,117,41,6070
POA2100,0,0,3,0,0,0,6,0,3,0,0,0,0,9,0,11,52,10,6,0,75,0,33,19,3,3,0,62,0,3,17,11,0,0,31,4,6,10,9,3,0,36,21,0,11,23,3,6,67,92,6,3,40,6,0,142,207,0,0,43,4,0,254,194,0,0,52,0,0,253,160,0,0,27,0,0,190,125,4,0,34,0,0,158,105,0,0,21,0,0,132,172,0,0,44,3,0,222,22,8,0,14,3,9,58,1102,74,125,325,32,18,1680
POA2101,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,17,0,9,0,28,0,17,26,7,8,8,47,4,9,26,14,15,3,70,7,0,4,16,0,0,34,17,5,3,23,0,0,51,89,3,6,49,7,0,149,272,6,4,81,10,0,364,305,0,0,83,4,0,390,232,0,0,45,0,0,279,153,0,0,39,0,0,196,91,0,0,26,0,0,119,159,0,0,33,3,0,195,11,5,12,21,6,7,69,1339,43,100,427,63,21,1997
POA2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,7,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,10,8,0,0,20,3,0,29,4,0,0,8,0,0,16,23,0,0,14,0,0,39,83,0,0,22,4,0,110,69,0,0,16,0,0,89,43,0,0,4,3,0,48,106,0,0,3,0,0,109,7,0,0,4,5,0,16,366,0,0,103,21,0,486
POA2103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,16,10,0,0,28,3,0,3,3,5,0,16,32,0,0,12,0,0,52,83,0,3,25,0,0,112,145,0,0,51,3,0,199,97,0,5,32,6,0,134,74,0,0,18,0,0,89,43,0,0,17,0,0,62,121,0,0,33,0,0,147,8,0,0,15,4,0,29,606,4,26,219,16,3,872
POA2104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,11,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,3,0,0,5,4,0,0,3,0,0,7,3,0,0,3,0,0,10,3,0,0,0,0,0,6,5,0,0,0,0,0,10,33,0,0,8,0,0,40,6,0,0,5,0,0,7,63,0,11,29,4,6,107
POA2105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,3,0,0,10,0,0,13,3,0,0,0,0,0,10,3,0,0,6,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,6,16,0,0,0,0,0,22,0,0,0,0,0,6,4,36,0,0,33,0,6,68
POA2106,0,0,0,0,0,0,0,0,0,18,0,0,0,16,0,0,12,0,0,0,12,0,0,0,6,0,0,6,0,0,0,3,0,0,7,0,0,0,3,0,0,6,10,0,0,11,0,0,19,56,0,0,38,0,6,99,97,0,0,47,4,0,150,107,0,0,23,0,0,128,60,0,0,23,0,0,78,60,0,0,6,0,0,76,35,0,0,12,3,0,49,123,0,0,28,0,0,146,9,0,0,13,3,0,15,560,0,27,205,15,10,816
POA2107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,4,0,0,4,11,0,0,7,0,0,15,30,0,0,20,0,0,51,61,0,0,20,0,0,90,41,0,0,33,0,0,76,72,0,0,24,0,0,93,53,0,0,21,0,0,77,52,0,0,10,0,0,60,180,0,0,37,0,0,223,5,0,0,21,3,0,36,511,0,0,209,13,3,734
POA2108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,7,0,0,8,0,0,8,0,0,0,4,0,0,7,8,0,0,0,0,0,7,6,0,0,5,0,0,12,4,0,0,3,0,0,12,43,0,0,3,0,0,44,4,0,0,3,4,0,12,80,0,0,34,3,0,113
POA2110,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,13,19,0,0,0,37,0,15,20,0,0,0,34,0,9,7,0,0,0,16,0,5,7,4,0,0,17,7,3,3,9,0,0,33,52,11,8,11,0,0,72,71,0,0,12,0,0,94,55,0,0,8,0,0,60,36,0,0,10,0,0,50,36,0,0,4,0,0,41,23,0,0,8,0,0,32,104,0,0,30,0,0,130,9,6,3,7,5,3,30,399,75,72,104,7,3,663
POA2111,3,5,0,0,0,0,11,0,13,4,0,0,0,16,0,53,13,3,0,0,71,0,65,26,4,0,0,93,3,14,7,0,0,0,29,18,23,3,3,3,0,53,141,11,12,15,6,0,175,477,8,6,49,0,0,538,360,0,3,38,0,0,408,296,0,0,29,0,0,320,147,0,0,19,0,0,170,93,0,0,18,4,0,110,43,0,0,11,0,0,49,100,0,0,8,0,5,116,28,13,3,16,0,0,62,1721,202,76,201,17,9,2228
POA2112,3,5,0,0,0,0,16,0,4,3,3,0,0,12,5,42,14,3,0,0,66,7,67,52,20,0,0,143,20,35,15,25,0,0,93,54,35,21,30,6,0,138,355,21,17,55,10,0,455,1275,18,13,122,19,0,1452,1222,19,7,114,16,4,1379,903,4,3,80,9,0,995,432,0,0,47,5,0,487,153,0,0,25,0,0,181,101,0,0,11,0,0,112,145,0,0,22,0,0,165,77,23,14,53,13,16,184,4750,275,160,603,65,28,5883
POA2113,3,0,0,3,0,0,9,0,0,0,0,0,0,3,10,25,6,14,0,0,54,3,51,27,14,3,7,106,16,11,6,24,5,0,65,20,31,40,25,25,6,151,170,15,16,40,6,0,252,989,14,24,112,23,6,1158,1223,7,6,111,8,3,1364,998,3,6,59,3,0,1074,326,0,3,44,6,0,381,132,0,0,11,3,0,144,67,0,0,10,0,0,74,97,0,0,16,0,0,115,54,11,8,36,9,11,129,4114,173,154,519,101,23,5080
POA2114,3,3,0,0,0,0,6,0,5,4,0,0,0,11,15,13,9,5,4,0,39,34,43,42,11,0,0,127,12,8,10,16,4,0,52,81,18,13,25,9,0,145,494,7,5,50,0,0,564,1061,9,12,125,9,0,1212,709,3,3,62,0,0,782,485,5,0,52,6,0,538,250,0,0,22,0,0,278,125,0,0,13,0,0,147,58,0,0,0,0,0,55,50,0,0,9,0,0,61,60,9,0,24,10,7,114,3433,119,97,420,46,9,4128
