POA_CODE_2021,MSEO_SEO,MSEO_UOLSE_VWorW,MSEO_UOLSE_NWorNAA,MSEO_UOLSE_Tot,MSEO_NS,MSEO_Tot,MOL_Afrikaans_SEO,MOL_Afrikaans_UOLSE_VWorW,MOL_Afrikaans_UOLSE_NWorNAA,MOL_Afrikaans_UOLSE_Tot,MOL_Afrikaans_NS,MOL_Afrikaans_Tot,MOL_Arabic_SEO,MOL_Arabic_UOLSE_VWorW,MOL_Arabic_UOLSE_NWorNAA,MOL_Arabic_UOLSE_Tot,MOL_Arabic_NS,MOL_Arabic_Tot,MOL_AIndLng_SEO,MOL_AIndLng_UOLSE_VWorW,MOL_AIndLng_UOLSE_NWorNAA,MOL_AIndLng_UOLSE_Tot,MOL_AIndLng_NS,MOL_AIndLng_Tot,MOL_CL_Canton_SEO,MOL_CL_Canton_UOLSE_VWorW,MOL_CL_Canton_UOLSE_NWorNAA,MOL_CL_Canton_UOLSE_Tot,MOL_CL_Canton_NS,MOL_CL_Canton_Tot,MOL_CL_Mandarin_SEO,MOL_CL_Mandarin_UOLSE_VWorW,MOL_CL_Mandarin_UOLSE_NWorNAA,MOL_CL_Mandarin_UOLSE_Tot,MOL_CL_Mandarin_NS,MOL_CL_Mandarin_Tot,MOL_CL_Oth_SEO,MOL_CL_Oth_UOLSE_VWorW,MOL_CL_Oth_UOLSE_NWorNAA,MOL_CL_Oth_UOLSE_Tot,MOL_CL_Oth_NS,MOL_CL_Oth_Tot,MOL_CL_Tot_SEO,MOL_CL_Tot_UOLSE_VWorW,MOL_CL_Tot_UOLSE_NWorNAA,MOL_CL_Tot_UOLSE_Tot,MOL_CL_Tot_NS,MOL_CL_Tot_Tot,MOL_Croatian_SEO,MOL_Croatian_UOLSE_VWorW,MOL_Croatian_UOLSE_NWorNAA,MOL_Croatian_UOLSE_Tot,MOL_Croatian_NS,MOL_Croatian_Tot,MOL_French_SEO,MOL_French_UOLSE_VWorW,MOL_French_UOLSE_NWorNAA,MOL_French_UOLSE_Tot,MOL_French_NS,MOL_French_Tot,MOL_German_SEO,MOL_German_UOLSE_VWorW,MOL_German_UOLSE_NWorNAA,MOL_German_UOLSE_Tot,MOL_German_NS,MOL_German_Tot,MOL_Greek_SEO,MOL_Greek_UOLSE_VWorW,MOL_Greek_UOLSE_NWorNAA,MOL_Greek_UOLSE_Tot,MOL_Greek_NS,MOL_Greek_Tot,MOL_IAL_Bengali_SEO,MOL_IAL_Bengali_UOLSE_VWorW,MOL_IAL_Bengali_UOLSE_NWorNAA,MOL_IAL_Bengali_UOLSE_Tot,MOL_IAL_Bengali_NS,MOL_IAL_Bengali_Tot,MOL_IAL_Guj_SEO,MOL_IAL_Guj_UOLSE_VWorW,MOL_IAL_Guj_UOLSE_NWorNAA,MOL_IAL_Guj_UOLSE_Tot,MOL_IAL_Guj_NS,MOL_IAL_Guj_Tot,MOL_IAL_Hindi_SEO,MOL_IAL_Hindi_UOLSE_VWorW,MOL_IAL_Hindi_UOLSE_NWorNAA,MOL_IAL_Hindi_UOLSE_Tot,MOL_IAL_Hindi_NS,MOL_IAL_Hindi_Tot,MOL_IAL_Nepali_SEO,MOL_IAL_Nepali_UOLSE_VWorW,MOL_IAL_Nepali_UOLSE_NWorNAA,MOL_IAL_Nepali_UOLSE_Tot,MOL_IAL_Nepali_NS,MOL_IAL_Nepali_Tot,MOL_IAL_Punjabi_SEO,MOL_IAL_Punjabi_UOLSE_VWorW,MOL_IAL_Punjabi_UOLSE_NWorNAA,MOL_IAL_Punjabi_UOLSE_Tot,MOL_IAL_Punjabi_NS,MOL_IAL_Punjabi_Tot,MOL_IAL_Sinhal_SEO,MOL_IAL_Sinhal_UOLSE_VWorW,MOL_IAL_Sinhal_UOLSE_NWorNAA,MOL_IAL_Sinhal_UOLSE_Tot,MOL_IAL_Sinhal_NS,MOL_IAL_Sinhal_Tot,MOL_IAL_Urdu_SEO,MOL_IAL_Urdu_UOLSE_VWorW,MOL_IAL_Urdu_UOLSE_NWorNAA,MOL_IAL_Urdu_UOLSE_Tot,MOL_IAL_Urdu_NS,MOL_IAL_Urdu_Tot,MOL_IAL_Oth_SEO,MOL_IAL_Oth_UOLSE_VWorW,MOL_IAL_Oth_UOLSE_NWorNAA,MOL_IAL_Oth_UOLSE_Tot,MOL_IAL_Oth_NS,MOL_IAL_Oth_Tot,MOL_IAL_Tot_SEO,MOL_IAL_Tot_UOLSE_VWorW,MOL_IAL_Tot_UOLSE_NWorNAA,MOL_IAL_Tot_UOLSE_Tot,MOL_IAL_Tot_NS,MOL_IAL_Tot_Tot,MOL_Italian_SEO,MOL_Italian_UOLSE_VWorW,MOL_Italian_UOLSE_NWorNAA,MOL_Italian_UOLSE_Tot,MOL_Italian_NS,MOL_Italian_Tot,MOL_Japan_SEO,MOL_Japan_UOLSE_VWorW,MOL_Japan_UOLSE_NWorNAA,MOL_Japan_UOLSE_Tot,MOL_Japan_NS,MOL_Japan_Tot,MOL_Khmer_SEO,MOL_Khmer_UOLSE_VWorW,MOL_Khmer_UOLSE_NWorNAA,MOL_Khmer_UOLSE_Tot,MOL_Khmer_NS,MOL_Khmer_Tot,MOL_Korean_SEO,MOL_Korean_UOLSE_VWorW,MOL_Korean_UOLSE_NWorNAA,MOL_Korean_UOLSE_Tot,MOL_Korean_NS,MOL_Korean_Tot,MOL_Macedon_SEO,MOL_Macedon_UOLSE_VWorW,MOL_Macedon_UOLSE_NWorNAA,MOL_Macedon_UOLSE_Tot,MOL_Macedon_NS,MOL_Macedon_Tot,MOL_Malayalam_SEO,MOL_Malayalam_UOLSE_VWorW,MOL_Malayalam_UOLSE_NWorNAA,MOL_Malayalam_UOLSE_Tot,MOL_Malayalam_NS,MOL_Malayalam_Tot,MOL_Persian_ED_SEO,MOL_Persian_ED_UOLSE_VWorW,MOL_Persian_ED_UOLSE_NWorNAA,MOL_Persian_ED_UOLSE_Tot,MOL_Persian_ED_NS,MOL_Persian_ED_Tot,MOL_Polish_SEO,MOL_Polish_UOLSE_VWorW,MOL_Polish_UOLSE_NWorNAA,MOL_Polish_UOLSE_Tot,MOL_Polish_NS,MOL_Polish_Tot,MOL_Portuguese_SEO,MOL_Portuguese_UOLSE_VWorW,MOL_Portuguese_UOLSE_NWorNAA,MOL_Portuguese_UOLSE_Tot,MOL_Portuguese_NS,MOL_Portuguese_Tot,MOL_Russian_SEO,MOL_Russian_UOLSE_VWorW,MOL_Russian_UOLSE_NWorNAA,MOL_Russian_UOLSE_Tot,MOL_Russian_NS,MOL_Russian_Tot,MOL_Samoan_SEO,MOL_Samoan_UOLSE_VWorW,MOL_Samoan_UOLSE_NWorNAA,MOL_Samoan_UOLSE_Tot,MOL_Samoan_NS,MOL_Samoan_Tot,MOL_Serbian_SEO,MOL_Serbian_UOLSE_VWorW,MOL_Serbian_UOLSE_NWorNAA,MOL_Serbian_UOLSE_Tot,MOL_Serbian_NS,MOL_Serbian_Tot,MOL_SAL_Filipin_SEO,MOL_SAL_Filipin_UOLSE_VWorW
POA3000,7433,..,..,..,..,7433,..,10,0,10,0,10,..,150,8,156,0,159,..,0,0,0,0,0,..,744,124,871,3,874,..,3602,864,4467,10,4474,..,112,34,147,0,147,..,4462,1020,5480,12,5491,..,14,0,15,4,20,..,115,0,115,0,115,..,39,0,39,0,39,..,58,3,57,0,60,..,87,0,83,0,83,..,61,3,65,0,65,..,640,7,654,4,654,..,229,3,228,0,231,..,113,4,108,0,108,..,86,5,88,0,88,..,98,0,98,0,98,..,168,0,171,0,171,..,1478,21,1506,5,1508,..,133,3,141,0,141,..,111,13,127,0,129,..,49,0,46,0,46,..,360,109,469,5,468,..,9,4,17,0,17,..,109,3,115,0,114,..,88,11,97,0,97,..,25,0,25,0,25,..,72,3,74,0,74,..,34,5,33,0,33,..,5,0,5,0,5,..,19,0,19,0,19,..,160
POA3002,1905,..,..,..,..,1905,..,6,0,6,0,6,..,9,0,10,0,10,..,3,0,3,0,3,..,35,0,30,0,30,..,40,8,48,0,48,..,3,0,3,0,3,..,78,3,82,0,82,..,4,0,4,0,4,..,11,0,11,0,11,..,16,0,18,0,18,..,23,0,23,0,23,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,16,..,33,0,35,0,33,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6
POA3003,2026,..,..,..,..,2026,..,0,0,0,0,0,..,37,3,39,0,39,..,3,0,3,0,3,..,103,19,126,0,126,..,370,94,466,5,473,..,14,0,17,0,17,..,487,121,603,5,611,..,3,0,3,0,3,..,25,0,25,0,25,..,14,0,14,0,14,..,21,0,21,0,21,..,18,0,20,0,20,..,5,0,5,0,5,..,101,0,102,0,103,..,24,0,28,0,28,..,20,0,20,0,22,..,19,0,19,0,19,..,13,0,17,0,17,..,18,0,18,0,18,..,214,3,221,3,221,..,51,3,56,0,56,..,28,0,30,0,30,..,3,0,3,0,3,..,59,24,89,0,86,..,9,0,9,0,9,..,15,0,15,0,21,..,17,0,22,0,22,..,4,0,4,0,4,..,20,0,25,0,25,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,20
POA3004,3347,..,..,..,..,3347,..,9,0,9,0,9,..,34,0,34,0,34,..,0,0,0,0,0,..,93,6,101,0,100,..,329,52,384,0,389,..,9,0,9,0,9,..,434,63,494,6,493,..,10,0,11,0,11,..,55,0,55,0,55,..,35,0,36,0,39,..,51,0,51,0,51,..,11,0,11,0,11,..,27,0,27,0,24,..,80,0,83,0,83,..,17,0,17,0,17,..,14,0,13,0,13,..,20,0,20,0,21,..,13,0,13,0,13,..,16,0,16,0,16,..,194,6,197,4,197,..,53,0,54,0,54,..,29,6,38,0,38,..,3,0,3,0,3,..,31,7,33,0,33,..,9,9,11,0,11,..,10,0,10,0,10,..,50,3,53,0,52,..,12,0,12,0,12,..,74,0,77,0,77,..,32,0,37,0,37,..,0,0,0,0,0,..,10,0,10,0,10,..,26
POA3006,5622,..,..,..,..,5622,..,8,0,8,0,8,..,138,10,149,0,149,..,0,0,0,0,0,..,299,28,327,0,328,..,946,132,1080,7,1091,..,36,3,40,0,40,..,1282,165,1447,11,1456,..,14,0,15,0,17,..,74,3,79,0,79,..,41,0,38,0,41,..,43,0,43,0,43,..,57,0,57,0,57,..,73,0,73,0,73,..,470,12,476,4,481,..,42,0,42,0,42,..,52,3,60,0,60,..,56,0,60,0,60,..,51,0,57,0,57,..,110,5,113,0,111,..,905,23,928,8,931,..,133,0,133,0,133,..,78,19,91,0,91,..,9,0,7,0,7,..,170,36,208,3,215,..,13,0,13,0,13,..,66,0,66,0,67,..,126,4,129,0,129,..,8,0,13,0,13,..,89,0,90,0,90,..,36,10,41,0,48,..,0,0,0,0,0,..,23,0,24,0,24,..,60
POA3008,3251,..,..,..,..,3251,..,9,0,9,0,9,..,158,16,172,0,172,..,3,0,3,0,3,..,210,31,234,3,237,..,870,153,1024,10,1029,..,28,11,39,0,39,..,1104,192,1296,10,1306,..,10,0,6,0,6,..,35,5,36,0,39,..,28,0,30,0,30,..,41,0,41,0,41,..,71,0,69,0,72,..,26,0,27,0,27,..,383,12,393,0,392,..,18,0,18,0,18,..,41,0,41,0,45,..,26,0,26,0,26,..,43,0,43,0,43,..,116,0,117,6,123,..,726,17,745,9,750,..,74,0,84,0,84,..,36,9,40,0,40,..,5,0,5,0,5,..,116,26,137,0,137,..,12,0,13,0,13,..,75,3,79,0,78,..,68,3,73,0,73,..,15,0,15,0,15,..,61,9,67,0,67,..,26,3,31,0,31,..,5,0,5,0,5,..,21,0,21,0,21,..,37
POA3011,6686,..,..,..,..,6686,..,3,0,3,0,3,..,58,9,64,0,65,..,7,0,7,0,7,..,161,58,220,0,218,..,158,88,248,5,250,..,31,9,44,0,44,..,349,160,507,4,511,..,36,3,40,0,47,..,38,0,38,3,40,..,39,0,39,0,38,..,117,34,151,0,156,..,104,7,110,0,110,..,81,5,89,0,89,..,94,9,104,0,104,..,143,0,148,0,148,..,39,0,43,0,37,..,25,0,25,0,24,..,87,6,98,0,95,..,9,0,9,0,9,..,582,28,610,0,618,..,97,20,115,0,116,..,41,4,48,0,48,..,8,0,8,0,8,..,11,6,19,0,19,..,71,24,99,5,99,..,12,0,11,0,11,..,18,5,19,0,19,..,22,0,20,0,20,..,19,5,25,0,25,..,13,0,7,0,7,..,7,0,7,0,7,..,26,20,44,0,44,..,27
POA3012,7887,..,..,..,..,7887,..,8,0,8,0,8,..,151,10,161,4,162,..,9,3,14,0,14,..,197,85,277,5,281,..,179,86,265,0,264,..,19,7,26,5,30,..,394,174,566,8,580,..,63,17,83,0,83,..,55,3,61,0,61,..,23,0,21,0,27,..,149,46,192,0,192,..,79,8,83,0,83,..,35,3,37,0,37,..,90,0,90,0,90,..,89,0,86,0,86,..,45,0,46,0,46,..,19,0,19,0,19,..,145,14,155,0,155,..,23,0,27,0,27,..,514,32,547,0,547,..,179,32,208,0,210,..,17,6,21,0,25,..,7,0,7,0,7,..,18,3,22,0,22,..,81,18,97,0,97,..,20,0,20,0,20,..,13,8,20,0,20,..,31,3,27,0,27,..,45,4,52,0,52,..,5,0,5,0,8,..,9,0,9,0,9,..,41,12,57,0,52,..,35
POA3013,5869,..,..,..,..,5869,..,4,0,4,0,4,..,32,5,34,0,34,..,0,0,0,0,0,..,43,16,61,0,61,..,43,14,50,0,50,..,10,3,9,0,9,..,91,33,126,0,126,..,29,0,34,0,34,..,15,0,23,0,23,..,29,0,29,0,29,..,227,65,290,0,289,..,14,0,14,0,11,..,3,0,3,0,3,..,21,0,21,0,21,..,21,0,21,0,21,..,9,0,14,0,14,..,7,0,7,0,7,..,6,0,6,0,6,..,6,0,6,0,6,..,87,4,93,0,93,..,102,14,112,0,114,..,16,0,18,0,23,..,0,0,0,0,0,..,3,0,3,0,5,..,70,26,97,0,97,..,3,0,3,0,3,..,0,0,5,0,5,..,17,0,20,0,20,..,12,0,12,0,12,..,7,0,7,0,7,..,0,0,0,0,0,..,23,5,23,0,23,..,0
POA3015,7242,..,..,..,..,7242,..,15,0,15,0,15,..,173,32,209,3,210,..,0,0,0,0,0,..,37,11,48,0,48,..,47,18,65,5,60,..,10,0,11,0,11,..,92,23,113,5,114,..,47,8,50,0,50,..,36,0,34,0,36,..,23,0,23,0,23,..,168,35,203,0,203,..,10,0,12,0,12,..,6,0,3,0,3,..,56,3,54,0,54,..,12,0,9,0,9,..,19,0,21,0,21,..,7,0,7,0,7,..,11,0,11,0,11,..,4,0,4,0,4,..,122,7,132,0,128,..,105,15,125,3,126,..,13,3,21,0,21,..,6,0,6,0,6,..,10,0,10,0,10,..,84,17,102,0,102,..,5,0,5,0,5,..,13,0,14,0,14,..,22,6,23,0,23,..,10,0,10,0,10,..,4,4,8,0,8,..,5,0,5,0,5,..,34,13,43,0,43,..,10
POA3016,6548,..,..,..,..,6548,..,13,0,11,0,11,..,44,3,50,0,50,..,4,0,4,0,4,..,14,3,15,0,15,..,28,6,37,0,38,..,3,0,3,0,3,..,49,5,60,0,61,..,59,4,54,0,54,..,26,0,27,0,27,..,41,0,41,0,41,..,167,12,180,0,180,..,5,0,5,0,5,..,6,0,6,0,6,..,26,0,26,0,26,..,0,0,0,0,0,..,9,0,11,0,11,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,0,0,..,51,0,56,0,56,..,109,3,107,0,114,..,10,0,9,0,9,..,9,0,9,0,9,..,0,0,3,0,3,..,50,9,57,0,57,..,4,0,4,0,4,..,18,0,18,0,20,..,10,0,15,0,15,..,16,0,21,0,21,..,11,0,10,0,10,..,3,0,3,0,3,..,20,5,22,0,23,..,10
POA3018,4993,..,..,..,..,4993,..,12,0,12,0,12,..,28,0,31,0,31,..,0,0,0,0,0,..,34,9,40,0,40,..,57,16,76,5,76,..,0,0,0,0,0,..,91,22,114,5,120,..,58,5,63,0,63,..,26,3,28,0,28,..,33,0,35,0,35,..,90,9,92,0,92,..,10,0,10,0,10,..,5,0,5,0,5,..,22,0,22,0,22,..,4,0,4,0,4,..,16,0,16,0,24,..,5,0,5,0,5,..,9,0,9,0,9,..,6,0,6,0,6,..,74,0,74,0,72,..,86,12,92,0,92,..,20,5,22,0,22,..,0,0,0,0,0,..,3,3,6,0,6,..,34,3,34,4,33,..,3,0,6,0,6,..,11,0,11,0,11,..,9,0,9,0,9,..,39,0,39,0,39,..,9,0,4,0,4,..,5,0,5,0,5,..,19,0,22,0,22,..,11
POA3019,1482,..,..,..,..,1482,..,0,0,0,0,0,..,70,7,77,0,77,..,0,0,0,0,0,..,187,93,273,0,275,..,72,44,115,0,121,..,23,3,29,0,29,..,273,143,417,0,421,..,10,6,16,0,16,..,8,0,7,0,7,..,4,0,4,0,4,..,23,3,28,0,28,..,36,0,36,0,36,..,17,0,21,0,21,..,45,0,48,0,48,..,22,0,23,0,23,..,26,0,26,0,26,..,3,0,3,0,3,..,83,3,85,0,85,..,4,0,4,0,4,..,230,5,237,0,240,..,11,3,12,0,12,..,11,3,14,0,16,..,0,0,0,0,0,..,14,3,19,0,21,..,16,4,18,0,18,..,8,0,8,0,8,..,8,0,11,0,11,..,11,0,10,0,10,..,13,0,9,0,9,..,3,0,3,0,3,..,3,0,3,0,3,..,18,5,22,0,22,..,38
POA3020,7599,..,..,..,..,7599,..,0,0,0,0,0,..,289,56,352,0,353,..,0,0,0,0,0,..,433,171,606,0,608,..,227,150,378,3,384,..,56,22,84,0,84,..,720,345,1065,7,1074,..,135,30,165,0,165,..,29,0,29,0,28,..,20,0,20,0,21,..,462,110,569,7,578,..,123,5,128,0,128,..,25,0,25,0,26,..,173,3,178,0,177,..,322,7,331,0,325,..,234,15,253,0,258,..,73,6,79,0,77,..,291,11,297,6,302,..,15,0,18,0,18,..,1254,51,1308,10,1320,..,280,59,335,5,342,..,21,0,28,0,28,..,8,0,8,0,8,..,10,3,20,0,20,..,195,71,265,0,266,..,10,0,10,0,10,..,57,24,86,0,86,..,95,23,113,0,113,..,32,3,37,0,37,..,17,3,20,0,17,..,63,10,75,5,80,..,61,15,85,0,85,..,135
POA3021,7102,..,..,..,..,7102,..,0,0,0,0,0,..,489,118,610,4,615,..,0,0,0,0,0,..,387,213,599,0,602,..,178,98,280,0,280,..,99,57,153,0,153,..,663,365,1028,0,1033,..,306,84,396,0,396,..,28,0,30,0,30,..,45,0,42,0,46,..,352,112,465,5,470,..,39,5,46,0,46,..,19,0,19,0,19,..,234,10,241,3,239,..,217,17,230,0,230,..,925,85,1008,13,1020,..,105,3,111,0,110,..,313,22,338,3,345,..,33,0,32,0,32,..,1885,146,2026,20,2047,..,204,32,226,0,230,..,8,0,9,0,9,..,4,0,13,0,13,..,15,0,15,0,15,..,443,184,623,3,627,..,50,0,49,3,52,..,32,11,43,0,43,..,104,14,118,0,119,..,16,7,24,0,24,..,12,0,17,0,15,..,269,49,311,6,316,..,224,82,309,0,310,..,258
POA3022,704,..,..,..,..,704,..,0,0,0,0,0,..,15,0,15,0,15,..,0,0,0,0,0,..,4,0,9,0,9,..,11,10,18,0,18,..,3,0,3,0,5,..,19,9,28,0,32,..,18,3,20,0,20,..,0,0,0,0,0,..,7,0,4,0,4,..,17,4,15,0,15,..,4,0,7,0,7,..,3,0,3,0,8,..,10,0,12,0,12,..,3,0,3,0,3,..,33,0,30,0,35,..,9,0,10,0,10,..,11,0,14,0,14,..,4,0,3,0,3,..,76,11,85,0,88,..,18,0,19,0,19,..,0,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,5,3,13,0,13,..,0,0,0,0,0,..,8,0,12,0,12,..,22,3,23,0,23,..,0,0,0,0,0,..,4,0,4,0,4,..,11,3,10,0,17,..,8,0,13,0,13,..,5
POA3023,13157,..,..,..,..,13157,..,14,0,14,0,14,..,703,94,797,7,805,..,0,0,0,0,0,..,424,135,554,3,557,..,352,149,496,10,510,..,181,56,233,0,233,..,957,335,1292,11,1304,..,266,47,306,0,312,..,26,3,24,0,24,..,22,0,22,0,22,..,344,49,393,0,398,..,107,5,113,0,113,..,75,0,81,0,81,..,520,20,540,0,542,..,75,0,76,3,83,..,889,57,949,3,951,..,270,10,275,0,279,..,510,33,542,4,548,..,92,0,94,0,94,..,2550,116,2668,22,2688,..,303,48,347,0,349,..,28,0,32,0,32,..,8,5,9,0,9,..,48,3,53,0,53,..,576,88,664,6,671,..,136,3,139,0,139,..,81,14,97,0,97,..,111,15,127,0,129,..,66,11,77,0,80,..,22,4,21,0,21,..,138,17,152,6,158,..,241,37,278,4,282,..,461
POA3024,8494,..,..,..,..,8494,..,17,0,13,0,13,..,127,11,138,4,143,..,4,0,4,0,4,..,44,5,44,0,45,..,136,36,174,0,175,..,5,0,8,0,8,..,184,44,226,0,230,..,20,0,23,0,23,..,39,3,39,0,39,..,7,0,7,0,7,..,53,9,60,0,60,..,228,8,230,0,230,..,234,29,260,4,263,..,802,30,833,7,837,..,63,5,74,4,75,..,1004,96,1098,14,1113,..,153,9,160,6,161,..,245,22,264,8,267,..,135,11,140,0,140,..,2864,201,3066,34,3098,..,56,3,57,0,57,..,10,0,9,0,7,..,5,0,5,0,5,..,24,0,26,0,26,..,14,6,18,0,16,..,147,14,154,0,157,..,20,9,28,0,28,..,21,6,22,0,22,..,22,6,27,0,34,..,30,3,36,0,36,..,61,11,67,0,69,..,52,9,58,0,58,..,117
POA3025,3314,..,..,..,..,3314,..,10,0,10,0,10,..,612,95,709,3,717,..,0,0,0,0,0,..,83,24,112,0,112,..,34,11,45,0,46,..,7,0,7,0,7,..,128,38,164,0,166,..,53,11,66,0,66,..,13,0,13,0,13,..,15,0,16,0,16,..,223,66,291,0,290,..,3,0,3,0,3,..,13,0,12,0,12,..,29,0,29,0,34,..,6,0,6,0,6,..,22,0,20,0,20,..,4,0,4,0,4,..,16,0,16,0,16,..,4,0,4,0,4,..,101,5,106,0,105,..,200,49,247,0,245,..,0,0,0,0,0,..,5,0,3,0,3,..,3,3,4,0,10,..,57,28,89,0,86,..,7,0,7,0,7,..,18,3,27,0,27,..,20,0,20,0,20,..,16,0,16,0,16,..,6,0,6,0,6,..,4,0,4,0,4,..,42,7,48,0,48,..,14
POA3026,1693,..,..,..,..,1693,..,0,0,0,0,0,..,66,8,64,0,64,..,0,0,0,0,0,..,58,19,75,0,75,..,42,22,62,0,69,..,43,13,55,0,61,..,144,58,196,0,199,..,23,0,27,0,29,..,13,0,17,0,17,..,0,0,0,0,0,..,29,4,30,0,30,..,8,0,7,0,7,..,16,0,16,0,16,..,69,3,71,0,71,..,0,0,0,0,0,..,105,3,110,0,112,..,28,0,28,0,28,..,36,0,44,0,44,..,4,0,4,0,4,..,273,8,281,0,283,..,30,0,31,0,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,60,5,66,3,69,..,51,6,59,4,60,..,8,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,3,0,3,..,51,4,54,0,54,..,8,4,14,0,14,..,103
POA3027,1605,..,..,..,..,1605,..,6,0,6,0,6,..,68,9,77,0,79,..,0,0,0,0,0,..,83,12,100,0,100,..,323,111,437,10,444,..,5,5,13,0,13,..,415,133,543,10,556,..,7,0,7,0,7,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,11,0,11,..,54,0,52,0,52,..,164,10,174,0,174,..,340,5,343,7,354,..,39,0,39,0,41,..,309,20,322,0,322,..,44,0,44,0,47,..,169,9,184,3,188,..,38,3,44,0,46,..,1153,46,1199,17,1215,..,13,0,13,0,13,..,13,0,13,0,13,..,10,4,15,0,15,..,19,5,28,0,28,..,15,4,16,0,21,..,51,0,51,0,51,..,12,0,14,0,14,..,7,0,7,0,9,..,13,0,13,0,11,..,9,0,9,0,9,..,40,0,41,0,40,..,19,0,20,0,20,..,49
POA3028,8229,..,..,..,..,8229,..,5,0,5,0,5,..,292,43,339,3,335,..,0,0,0,0,0,..,108,47,155,5,153,..,190,79,268,6,271,..,8,5,16,0,16,..,308,131,436,7,448,..,82,15,97,0,97,..,34,0,38,0,38,..,27,0,27,0,27,..,228,47,270,3,275,..,27,0,27,0,26,..,56,0,64,0,64,..,240,3,245,0,248,..,101,0,102,4,105,..,300,26,328,5,330,..,32,5,31,0,33,..,90,10,96,6,107,..,37,0,35,0,40,..,889,46,936,24,953,..,179,16,195,4,195,..,16,0,15,0,20,..,41,7,48,0,48,..,7,3,15,0,15,..,164,35,199,0,199,..,35,4,40,0,40,..,39,4,39,0,39,..,37,6,46,0,44,..,27,5,37,0,37,..,27,9,32,0,36,..,20,0,22,0,22,..,100,23,130,0,128,..,92
POA3029,23410,..,..,..,..,23410,..,37,0,38,0,38,..,1630,227,1854,27,1881,..,0,0,0,0,0,..,285,93,377,0,380,..,819,317,1138,20,1159,..,80,17,94,0,94,..,1184,427,1607,23,1626,..,82,5,90,0,90,..,107,9,116,3,119,..,32,0,31,0,33,..,242,28,272,7,275,..,1096,37,1131,15,1147,..,2304,140,2443,22,2466,..,3213,152,3366,39,3408,..,478,38,508,6,517,..,7510,630,8137,119,8257,..,542,23,564,6,573,..,2784,173,2956,38,2996,..,439,18,452,6,457,..,18357,1213,19567,250,19810,..,338,39,379,0,376,..,39,6,43,0,43,..,28,9,33,0,33,..,65,23,96,0,96,..,242,32,269,0,277,..,530,36,561,7,566,..,107,18,127,4,131,..,78,13,92,0,92,..,51,7,60,0,60,..,57,3,65,0,65,..,479,57,531,8,538,..,138,27,167,5,169,..,675
POA3030,31151,..,..,..,..,31151,..,185,3,186,0,186,..,630,66,690,3,697,..,4,0,5,0,5,..,594,146,737,11,744,..,2281,845,3125,28,3153,..,94,25,115,0,121,..,2967,1013,3973,45,4020,..,139,15,155,0,155,..,161,8,171,0,168,..,76,0,79,0,78,..,342,26,371,3,373,..,515,25,543,3,541,..,658,24,679,10,689,..,2476,76,2551,24,2575,..,161,19,185,0,183,..,1761,132,1898,35,1931,..,432,21,451,8,459,..,990,37,1025,16,1047,..,414,6,423,6,429,..,7405,347,7751,102,7856,..,630,71,698,8,706,..,79,5,84,0,90,..,36,11,48,0,48,..,240,69,307,4,312,..,300,22,322,3,321,..,353,9,360,4,359,..,204,34,236,8,244,..,119,15,129,0,131,..,139,7,146,4,155,..,128,12,140,0,140,..,252,25,276,3,288,..,183,30,216,0,216,..,394
POA3031,5823,..,..,..,..,5823,..,3,0,3,0,3,..,109,26,135,4,142,..,0,0,0,0,0,..,178,70,246,10,250,..,149,62,211,5,208,..,27,19,40,0,40,..,354,148,500,11,506,..,10,0,15,0,15,..,45,0,47,0,52,..,33,5,38,0,39,..,44,8,52,0,54,..,16,0,16,0,16,..,12,0,12,0,12,..,42,0,42,0,40,..,24,0,24,0,24,..,16,0,16,0,16,..,20,0,20,0,20,..,11,0,11,0,11,..,9,0,9,0,9,..,144,0,144,0,141,..,89,9,94,0,94,..,25,0,28,0,28,..,4,0,4,0,4,..,9,0,16,0,12,..,7,0,8,0,8,..,10,0,10,0,10,..,15,0,15,0,15,..,8,0,9,0,9,..,25,0,26,0,26,..,6,0,6,0,6,..,0,0,0,0,0,..,15,0,9,0,9,..,13
