POA_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
POA2032,0,0,0,0,0,0,5,3,8,16,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,3,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,13,29,19,13,7,8,8,102,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,4,14,73,29,15,10,0,0,146,0,0,0,6,7,0,12,5,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,3,0,0,29,4,3,10,20,0,5,13,5,0,53,0,9,10,23,23,12,0,0,0,71,0,0,4,9,0,0,5,0,0,24,0,0,0,18,0,8,6,0,0,39,0,0,7,63,14,13,4,0,0,97,0,0,0,7,0,4,8,0,0,16,0,5,14,24,0,5,0,0,0,49
POA2033,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,6,0,0,4,7,0,0,0,0,0,11,0,0,6,11,0,0,0,0,0,14,0,0,0,9,0,3,0,0,4,12,0,0,18,37,7,15,11,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,14,0,0,0,0,5,0,0,0,5,3,3,0,6,58,16,9,5,9,0,104,0,3,0,12,4,4,7,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,20,0,0,21,19,11,0,3,0,0,61,0,0,9,20,10,6,12,7,6,70,0,0,4,15,5,3,3,0,0,35,0,0,7,19,6,3,0,0,0,39,0,0,7,49,20,3,4,0,0,86,0,0,0,3,0,0,0,0,0,10,0,7,11,21,0,3,0,0,0,40
POA2034,0,0,0,0,0,0,6,0,0,6,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,18,4,4,0,0,0,38,0,7,9,111,47,38,24,14,0,246,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,14,0,0,0,31,8,16,9,0,0,61,0,0,0,28,8,9,16,6,0,52,0,0,0,0,0,0,0,0,0,0,0,3,0,38,17,11,6,9,0,80,0,3,0,12,5,6,3,0,0,24,0,11,7,44,37,19,15,3,4,143,0,0,0,8,0,0,3,0,0,5,0,0,0,0,3,0,3,0,0,9,0,0,0,20,9,0,4,0,0,37,0,0,0,17,4,10,4,0,0,29,4,19,11,112,22,8,3,9,0,190
POA2035,0,0,0,0,0,5,16,19,7,50,0,0,0,3,0,5,5,4,0,18,0,0,0,0,0,0,4,0,0,4,0,0,7,7,0,0,0,0,0,17,0,6,0,16,4,0,3,7,0,35,3,8,15,94,59,35,31,14,4,257,0,0,0,11,0,0,3,0,0,12,0,0,0,3,0,5,0,0,0,13,0,0,0,0,5,10,7,0,0,19,0,4,7,74,35,26,24,3,4,181,0,0,0,27,9,14,23,10,0,94,0,0,0,0,0,0,0,0,0,7,0,0,0,19,16,16,11,0,0,59,0,5,14,16,14,9,14,3,0,82,0,8,19,68,95,25,13,19,4,252,0,0,0,12,9,0,5,0,0,29,0,0,7,40,10,10,15,0,0,83,0,5,3,41,24,12,19,0,0,103,0,0,0,8,4,11,7,0,0,34,3,12,8,54,14,12,3,0,0,100
POA2036,0,0,0,0,0,8,27,24,8,62,0,0,0,0,6,4,10,0,0,25,0,0,0,0,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,10,0,0,3,5,3,3,8,3,0,21,0,6,16,105,63,59,29,18,0,303,0,0,0,4,0,3,0,0,0,13,0,0,5,13,0,0,0,0,0,20,0,0,3,9,3,3,0,0,0,20,0,13,17,94,56,58,42,10,4,297,0,0,5,34,13,19,17,3,3,93,0,0,0,0,0,0,0,0,0,4,0,0,6,24,13,20,18,13,3,91,0,6,7,14,6,13,9,0,0,57,0,3,13,56,50,13,12,15,0,166,0,0,5,6,5,4,0,0,0,23,0,0,0,17,3,5,7,0,0,41,0,0,8,32,18,11,8,0,0,75,0,0,0,5,15,16,12,6,0,40,3,0,9,33,15,6,0,0,0,67
POA2037,0,0,0,0,0,0,6,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,8,0,5,0,12,0,0,0,0,0,24,0,0,21,81,41,42,31,13,5,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,9,0,0,0,43,12,6,10,0,0,71,0,0,0,16,6,0,8,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,5,4,0,0,41,0,3,11,18,5,5,3,0,0,48,0,0,7,30,5,8,0,0,0,55,0,0,3,14,5,4,3,0,0,25,0,3,3,18,0,0,3,0,0,38,0,4,8,54,20,5,3,0,0,90,0,0,0,5,3,4,0,0,0,18,5,6,19,54,12,15,7,4,0,123
POA2038,0,0,0,0,0,0,3,0,4,10,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,4,0,0,8,0,0,8,0,4,8,45,28,22,13,6,3,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,4,0,20,7,5,6,0,0,33,0,0,0,5,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,8,0,0,19,0,9,4,7,0,0,0,0,0,24,0,0,0,18,12,3,8,0,0,40,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,10,0,0,0,22,5,3,0,0,0,24,0,0,0,3,0,0,0,0,0,5,0,10,10,27,10,7,9,3,0,69
POA2039,0,0,0,0,0,0,11,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,12,0,0,9,27,29,21,22,4,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17,3,10,3,0,0,32,0,0,0,6,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,9,9,0,0,41,0,0,0,9,5,3,0,0,0,18,0,0,0,26,4,6,5,0,0,42,0,0,0,9,3,3,0,0,0,10,0,0,0,4,0,0,0,0,0,7,0,0,0,16,3,0,0,0,0,18,0,0,0,7,0,0,0,0,0,8,4,3,6,25,8,10,4,0,0,59
POA2040,0,0,0,0,0,5,11,12,5,23,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,6,0,0,4,7,0,0,0,0,0,13,0,0,4,3,4,3,7,0,0,16,0,6,10,86,77,59,34,13,4,279,0,0,3,4,4,0,5,6,4,18,0,0,0,6,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,12,0,0,3,59,7,12,11,4,0,107,0,0,0,10,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,18,11,17,9,4,0,52,0,3,3,11,10,4,0,0,0,39,0,0,8,26,14,5,11,0,0,67,0,0,0,13,3,5,3,0,0,24,0,0,4,15,4,3,0,0,0,20,0,3,3,44,19,11,6,0,0,79,0,0,0,9,4,3,3,0,0,18,0,8,10,45,18,10,12,0,0,101
POA2041,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,4,0,10,10,0,5,4,0,35,0,0,3,51,49,59,31,11,0,212,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,12,0,0,0,25,9,8,5,5,0,55,0,0,0,3,9,0,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,9,11,11,7,70,0,8,4,9,10,0,4,0,0,33,0,0,4,41,13,5,7,0,0,83,0,0,0,11,4,3,4,0,0,15,0,0,0,7,9,0,0,0,0,15,0,4,0,12,10,6,0,0,0,31,0,0,0,0,0,4,0,6,0,9,11,16,0,45,30,11,11,3,0,131
POA2042,0,0,0,5,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,4,12,0,0,0,0,0,19,0,0,0,16,3,0,0,0,0,28,0,0,10,116,41,25,15,4,0,215,0,0,0,3,3,0,8,3,0,20,0,0,0,5,0,0,0,0,0,5,0,0,0,4,5,3,0,0,0,10,0,0,5,42,6,7,9,0,0,69,0,0,0,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,4,11,11,4,4,4,0,42,0,5,3,22,3,5,0,5,0,44,0,0,11,27,12,0,8,0,0,66,0,0,5,10,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0,17,0,0,10,72,8,8,3,0,0,103,0,0,0,12,6,0,0,0,0,20,3,6,12,75,17,9,5,0,0,137
POA2043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,76,26,16,15,0,0,141,0,0,0,3,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,26,7,0,0,0,0,49,0,0,0,16,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,5,4,0,3,42,0,0,0,16,4,0,0,0,0,22,0,0,0,34,3,7,0,5,0,52,0,0,0,6,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,11,0,0,0,18,7,6,0,0,0,25,0,0,0,11,0,0,0,0,0,14,0,4,0,65,3,5,3,0,0,76
POA2044,0,0,0,0,0,0,3,4,3,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,15,0,0,0,5,0,0,0,0,0,7,0,0,0,32,21,6,9,0,0,79,0,0,0,9,0,18,26,17,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,34,8,11,15,0,0,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,18,0,0,4,9,3,4,0,0,0,18,0,0,0,13,5,4,0,0,0,29,0,0,0,6,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,10,0,0,0,44,9,5,0,0,0,63,0,0,0,0,0,4,0,0,0,6,3,4,0,34,0,4,0,0,0,46
POA2045,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,21,10,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,7,0,0,0,17,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,6,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,8,3,3,4,0,0,20,0,0,0,0,0,0,4,0,0,4,0,3,0,5,0,0,6,0,0,21
POA2046,0,0,0,0,8,3,11,11,4,28,0,0,0,7,0,10,3,0,0,19,0,0,0,3,0,7,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,13,0,11,6,52,49,42,25,13,3,197,0,0,0,7,3,4,5,4,0,16,0,0,0,8,0,0,0,0,0,9,0,0,0,0,8,0,3,0,0,13,0,3,3,55,22,18,20,0,0,124,0,4,0,14,4,6,6,8,0,44,0,0,0,0,0,0,0,0,0,0,0,0,6,12,19,10,3,7,0,50,0,5,0,9,3,9,4,0,5,41,0,4,0,38,13,8,13,0,0,73,0,0,0,15,4,7,7,5,0,35,0,0,0,11,4,3,0,0,0,24,0,6,0,46,23,0,4,5,0,84,0,0,0,16,11,11,6,5,5,52,7,5,5,28,12,7,10,6,0,81
POA2047,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,4,0,0,8,0,0,5,30,37,20,16,8,5,134,0,0,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,3,43,5,7,9,0,0,77,0,0,0,4,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,9,5,5,0,35,0,0,4,0,4,5,4,0,0,21,0,3,0,15,14,9,7,0,0,47,0,0,0,12,0,3,0,4,0,26,0,0,0,4,0,4,0,0,0,8,0,0,0,24,13,6,0,0,0,41,0,0,0,9,4,10,6,3,0,26,3,3,0,12,10,8,6,3,4,51
POA2048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,8,25,20,12,9,3,0,78,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,7,0,0,0,12,11,0,3,0,0,26,0,0,0,5,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,4,0,13,0,5,4,11,5,0,0,0,0,20,0,0,0,8,3,0,0,0,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,14,5,3,4,0,0,29,0,0,0,3,0,5,0,4,0,9,0,0,5,23,6,0,4,0,0,40
POA2049,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,9,0,0,0,3,0,6,3,0,0,12,0,0,8,55,18,20,17,6,0,125,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,39,0,6,5,0,0,61,0,0,0,7,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3,4,0,5,19,0,0,6,10,5,0,0,0,0,14,0,0,4,16,8,9,0,0,0,30,0,0,0,11,3,0,0,4,0,20,0,0,0,7,0,0,0,0,0,12,0,0,0,24,12,0,5,0,0,41,0,0,0,3,5,0,0,0,0,6,4,5,5,41,6,5,0,0,0,69
POA2050,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,30,54,20,17,3,0,0,136,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,11,0,0,5,52,10,8,0,0,0,75,0,0,0,17,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,0,20,0,0,8,12,5,5,0,0,0,27,0,0,13,15,0,5,0,0,0,33,0,0,0,14,0,0,0,0,0,16,0,0,0,15,5,3,0,0,0,21,0,0,0,16,6,0,3,0,0,29,0,0,0,10,4,0,0,0,0,11,4,0,20,36,5,10,7,0,0,79
POA2060,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,6,0,0,0,10,0,0,0,0,0,12,0,0,0,9,0,0,3,0,0,22,0,0,11,71,28,27,19,12,0,173,0,0,0,0,0,5,0,0,0,5,0,0,0,6,0,0,4,0,0,11,0,0,0,3,3,3,0,0,0,8,0,5,9,71,21,9,10,0,0,124,0,0,0,23,0,9,5,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,3,4,3,41,0,3,5,16,3,3,10,0,0,41,0,4,0,52,15,14,19,0,0,102,0,0,0,24,6,7,0,3,0,47,0,0,0,26,12,0,3,0,0,43,0,3,10,49,15,3,0,0,0,80,0,0,0,9,0,0,0,0,0,9,4,15,13,41,15,14,9,4,0,114
POA2061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,3,18,13,19,11,8,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,26,4,5,5,3,0,43,0,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,5,4,3,0,21,0,4,4,6,7,0,0,0,0,28,0,0,0,18,9,9,11,0,0,46,0,0,0,8,3,3,4,0,0,18,0,0,0,14,5,0,3,0,0,26,0,0,0,17,3,0,0,0,0,24,0,0,0,3,0,0,0,0,0,3,4,3,4,24,15,14,3,3,0,65
POA2062,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,5,6,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,3,0,3,0,28,14,19,21,6,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,14,4,5,3,0,0,28,0,0,0,11,6,4,7,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,4,5,0,18,0,7,0,9,3,7,0,0,0,21,0,3,0,26,10,10,10,5,0,61,0,0,0,0,0,0,0,0,0,5,0,0,0,10,4,0,0,0,0,21,0,3,0,25,4,0,0,0,0,32,0,0,0,4,0,0,0,0,0,6,0,5,10,12,9,8,9,0,0,50
POA2063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,9,0,3,7,9,11,11,3,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,9,5,4,0,0,18,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,14,5,4,3,0,4,3,6,0,0,20,0,0,0,12,4,7,10,3,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,3,6,0,0,0,0,21,0,0,3,3,4,0,0,0,0,9,0,0,0,5,0,0,0,0,0,4,3,3,3,5,0,6,3,4,0,28
POA2064,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,23,42,5,0,0,0,0,66,0,0,0,0,0,0,6,0,0,4,0,0,14,18,15,9,9,5,0,71,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,20,0,0,3,0,5,6,0,0,0,15,0,4,5,54,14,8,14,0,0,106,0,0,0,3,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,8,5,7,7,5,0,4,0,34,0,0,0,12,4,0,5,5,0,27,0,0,0,10,3,4,0,3,0,24,0,0,0,28,12,0,4,0,0,42,0,3,4,69,7,5,13,0,0,99,0,4,0,4,0,0,0,0,0,9,4,5,9,11,7,3,4,0,0,41
POA2065,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,3,0,4,0,0,0,0,8,0,0,16,24,0,0,0,0,0,37,0,0,0,7,6,4,3,4,0,34,3,6,25,136,89,71,32,11,0,382,0,0,0,0,4,4,5,3,8,14,0,0,0,16,3,0,0,0,0,25,0,0,0,6,5,8,4,0,0,18,0,8,12,192,34,12,18,3,0,281,0,0,0,48,6,6,8,0,0,78,0,0,0,0,0,0,0,0,0,0,0,3,0,29,12,8,4,5,3,65,0,12,5,49,20,15,17,3,0,121,0,3,15,110,43,27,26,9,0,242,0,4,0,22,6,8,6,7,0,57,0,5,0,74,19,8,9,0,0,116,0,5,9,95,22,10,0,0,0,138,0,0,0,14,4,0,4,0,0,23,5,20,13,110,25,22,13,6,0,218
POA2066,0,0,0,0,0,4,0,0,0,8,0,0,0,8,0,0,0,4,0,10,0,0,0,3,0,0,3,0,0,11,0,0,20,48,0,0,0,0,0,70,0,6,0,14,4,0,4,5,0,30,0,9,14,72,60,51,43,16,8,271,0,0,3,6,3,3,0,0,0,20,0,3,3,18,4,0,4,0,0,33,0,0,0,4,11,6,5,3,0,24,0,9,20,142,39,27,22,4,3,259,0,0,0,47,7,12,20,4,3,96,0,0,0,0,0,0,0,0,0,0,0,4,4,12,7,17,14,6,6,71,4,9,9,31,13,16,11,6,0,90,6,18,11,97,46,26,22,16,4,241,0,11,0,36,9,9,12,0,0,77,0,6,3,40,6,4,7,0,0,69,0,4,10,79,20,9,5,0,0,131,0,4,0,18,4,0,3,6,0,36,4,31,17,56,29,15,9,3,5,168
POA2067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,4,4,0,0,0,0,16,0,0,37,80,0,0,0,0,0,128,0,0,0,6,0,0,3,0,0,8,0,17,18,41,31,26,24,12,0,162,0,0,0,0,6,0,0,0,0,7,0,3,0,10,0,0,0,0,0,18,0,0,0,5,9,10,12,10,12,51,5,10,32,148,46,36,21,6,0,305,0,4,3,12,3,9,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,4,0,13,5,15,17,34,21,18,13,9,4,125,0,6,5,33,23,14,4,7,0,85,0,0,0,18,4,5,6,0,0,34,3,14,15,169,51,38,54,5,4,350,4,9,18,118,24,8,3,0,0,181,0,0,0,0,0,0,0,0,0,12,3,22,13,29,3,10,0,4,0,80
POA2068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,7,0,0,0,5,0,0,0,0,0,11,0,0,0,0,5,4,3,4,0,17,0,10,15,38,57,34,34,10,0,199,0,0,0,0,0,5,0,3,0,14,0,0,0,7,0,0,0,0,0,11,0,0,0,0,10,6,0,6,0,25,4,4,4,33,23,11,17,6,0,107,0,0,0,9,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,5,0,20,3,18,9,13,7,10,9,0,0,66,4,3,9,26,26,19,7,0,0,103,0,0,0,9,0,3,0,0,0,14,0,0,0,29,7,6,12,3,0,55,0,3,0,30,13,11,9,0,0,56,0,0,0,0,6,0,4,4,0,13,3,18,5,17,17,6,10,0,0,76
