POA_CODE_2021,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_T_M_EO,C15_17F_O_E_T_M_O_EVWW,C15_17F_O_E_T_M_O_ENWNA,C15_17F_O_E_T_M_O_PENS,C15_17F_O_E_T_M_O_E_T,C15_17F_O_E_T_M_LPENS,C15_17F_O_E_T_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_T_M_EO,C15_17F_T_M_O_EVWW,C15_17F_T_M_O_ENWNA,C15_17F_T_M_O_PENS,C15_17F_T_M_O_E_T,C15_17F_T_M_LPENS,C15_17F_T_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_T_M_EO,C18_20F_O_E_T_M_O_EVWW,C18_20F_O_E_T_M_O_ENWNA,C18_20F_O_E_T_M_O_PENS,C18_20F_O_E_T_M_O_E_T,C18_20F_O_E_T_M_LPENS,C18_20F_O_E_T_M_T,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_T_M_EO,C18_20F_T_M_O_EVWW,C18_20F_T_M_O_ENWNA,C18_20F_T_M_O_PENS,C18_20F_T_M_O_E_T,C18_20F_T_M_LPENS,C18_20F_T_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_T_M_EO,C21_24F_O_E_T_M_O_EVWW,C21_24F_O_E_T_M_O_ENWNA,C21_24F_O_E_T_M_O_PENS,C21_24F_O_E_T_M_O_E_T,C21_24F_O_E_T_M_LPENS,C21_24F_O_E_T_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_T_M_EO,C21_24F_T_M_O_EVWW,C21_24F_T_M_O_ENWNA,C21_24F_T_M_O_PENS,C21_24F_T_M_O_E_T,C21_24F_T_M_LPENS,C21_24F_T_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_T_M_EO,TCF_O_E_T_M_O_EVWW,TCF_O_E_T_M_O_ENWNA,TCF_O_E_T_M_O_PENS,TCF_O_E_T_M_O_E_T,TCF_O_E_T_M_LPENS,TCF_O_E_T_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_T_M_EO,TCF_T_M_O_EVWW,TCF_T_M_O_ENWNA,TCF_T_M_O_PENS,TCF_T_M_O_E_T,TCF_T_M_LPENS,TCF_T_M_T
POA2231,4,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,4,0,0,4,0,77,19,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,23,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,3,0,13,512,7,0,0,7,6,522,30,24,0,0,24,0,52,0,4,0,0,4,0,4,0,0,0,0,0,0,0,33,20,0,0,20,0,52,0,0,0,0,0,0,0,543,30,0,0,30,6,576
POA2232,18,0,719,25,87,0,0,93,0,117,0,0,3,0,5,0,9,0,0,0,0,0,0,0,25,93,7,0,97,0,122,0,0,0,0,0,0,0,728,106,7,0,115,0,838,338,8,0,0,8,0,342,15,48,5,0,54,0,73,0,0,5,0,6,0,6,0,0,0,0,0,0,0,15,51,3,0,58,0,76,0,0,0,0,0,0,0,352,58,3,0,63,0,419,131,7,0,0,7,0,133,13,36,6,0,43,0,53,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,40,5,0,45,0,63,0,0,0,0,0,0,0,146,42,5,0,50,0,197,5203,135,3,0,139,0,5341,385,918,30,0,948,0,1331,5,33,21,0,50,0,59,0,0,0,0,0,0,0,393,951,54,0,997,0,1393,8,0,0,0,0,0,6,5597,1083,52,0,1137,3,6742
POA2233,12,0,857,27,19,0,0,19,0,43,0,4,0,0,4,0,4,0,0,0,0,0,0,0,27,22,0,0,22,0,48,0,0,0,0,0,0,0,871,35,0,0,35,0,904,350,3,0,0,3,0,355,6,15,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,0,0,21,0,25,0,0,0,0,0,0,0,358,23,0,0,23,0,382,160,3,0,0,3,0,165,4,13,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,14,0,15,0,0,0,0,0,0,0,166,13,0,0,14,0,178,6087,140,0,0,140,0,6222,226,306,5,0,311,0,541,0,18,0,0,16,0,16,0,0,0,0,0,0,0,226,323,4,0,330,0,557,7,0,0,0,0,0,7,6320,459,4,0,469,0,6790
POA2234,20,0,741,56,155,3,0,160,0,218,0,3,0,0,10,0,10,0,0,0,0,0,0,0,56,164,4,0,165,0,226,0,0,0,0,0,0,0,777,178,4,0,188,0,959,434,10,0,0,10,0,454,25,91,0,0,95,0,115,0,4,3,0,7,0,7,0,0,0,0,0,0,0,25,99,4,0,106,0,127,0,0,0,0,0,0,0,464,110,4,0,116,0,579,230,12,0,0,12,0,235,15,63,0,0,63,0,79,0,4,0,0,4,0,4,0,0,0,0,0,0,0,15,69,0,0,69,0,81,0,0,0,0,0,0,0,244,79,0,0,77,0,322,5004,219,0,5,226,0,5229,354,1077,22,0,1103,0,1458,4,44,9,0,55,0,63,0,8,0,0,8,0,8,360,1132,29,0,1161,0,1521,0,0,0,0,0,0,0,5362,1353,29,5,1387,9,6762
POA2250,27,5,1314,38,128,3,0,131,0,174,3,17,5,0,24,0,27,0,0,0,0,0,0,0,45,145,13,0,155,0,199,0,0,0,0,0,0,0,1331,167,9,0,184,3,1518,442,12,0,0,12,0,456,18,68,0,0,67,0,87,0,7,0,0,8,0,8,0,0,0,0,0,0,0,18,74,5,0,75,0,93,0,0,0,0,0,0,0,460,86,5,0,89,0,550,224,5,0,0,5,0,228,12,20,4,0,24,0,38,0,0,4,0,4,0,3,0,0,0,0,0,0,0,12,20,9,0,29,0,43,0,0,0,0,0,0,0,238,27,9,0,35,0,269,9259,278,6,0,285,9,9550,503,1431,51,4,1482,0,1986,19,119,51,0,168,0,186,3,0,0,0,0,0,3,525,1545,104,4,1648,0,2178,4,3,3,0,9,10,19,9790,1830,109,4,1941,19,11749
POA2251,21,0,773,22,38,3,0,39,0,60,0,0,0,0,3,0,3,0,0,0,0,0,0,0,22,37,6,0,40,0,61,0,0,0,0,0,0,0,775,58,6,0,63,0,838,330,10,0,0,10,0,336,10,9,0,0,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,17,0,25,0,0,0,0,0,0,0,337,19,0,0,19,0,360,167,0,0,0,0,0,167,7,7,4,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,0,7,0,9,0,0,0,0,0,0,0,172,7,4,0,7,0,175,5535,131,0,0,134,4,5675,206,256,9,0,257,0,467,0,11,3,0,16,0,14,0,0,0,0,0,0,0,210,264,14,0,272,0,481,6,0,0,0,0,6,7,5749,395,15,0,411,8,6168
POA2256,4,0,206,10,11,0,0,12,0,16,0,0,0,0,7,0,7,0,0,0,0,0,0,0,10,11,8,0,13,0,23,0,0,0,0,0,0,0,206,15,8,0,20,0,228,76,0,0,0,0,0,78,5,9,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,11,0,12,0,0,0,0,0,0,0,80,10,0,0,9,0,90,25,0,0,0,0,0,29,0,8,0,0,8,0,5,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,8,3,0,11,0,8,0,0,0,0,0,0,0,26,8,3,0,9,0,38,1543,50,3,0,47,0,1596,102,144,11,0,154,0,254,5,11,12,0,20,0,25,0,0,0,0,0,0,0,106,148,21,0,170,0,277,0,0,0,0,0,3,5,1649,193,25,0,224,3,1873
POA2257,7,0,427,20,21,0,0,20,0,48,0,0,3,0,7,0,7,0,0,0,0,0,0,0,20,20,0,0,25,0,45,0,0,0,0,0,0,0,439,31,0,0,33,0,473,148,3,0,0,3,0,150,7,11,0,0,11,0,15,0,4,3,0,6,0,6,0,0,0,0,0,0,0,7,9,3,0,13,0,17,0,0,0,0,0,0,0,155,12,3,0,13,0,167,64,0,0,0,0,0,69,6,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,7,0,0,0,0,0,0,0,74,5,0,0,5,0,75,3678,101,3,0,104,5,3788,189,242,3,0,249,0,442,0,9,7,0,22,0,22,3,0,0,0,0,0,3,191,253,14,0,268,0,459,8,0,0,0,0,0,5,3872,356,16,0,373,6,4255
POA2258,3,0,114,7,14,0,0,14,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,13,0,22,0,0,0,0,0,0,0,116,13,0,0,13,0,130,49,6,0,0,6,0,53,0,6,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,0,0,0,0,0,0,0,56,10,0,0,10,0,64,20,0,0,0,0,0,17,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,20,3,0,0,3,0,24,822,23,0,0,23,0,850,46,66,7,0,68,0,111,0,3,0,0,3,0,3,0,0,0,0,0,0,0,46,73,7,0,74,0,116,0,0,0,0,0,4,4,871,92,7,0,100,4,973
POA2259,15,0,1278,40,90,0,0,94,0,139,0,3,0,0,9,0,6,0,0,0,0,0,0,0,45,97,5,0,99,0,146,0,0,0,0,0,0,0,1305,111,4,0,116,0,1424,401,4,0,0,4,0,407,9,43,0,0,45,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,48,0,0,43,0,54,0,0,0,0,0,0,0,411,47,0,0,47,0,458,190,0,0,0,0,0,193,12,18,0,0,21,0,27,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,24,4,0,28,0,31,0,0,0,0,0,0,0,195,21,4,0,27,0,224,9134,217,11,0,223,10,9370,358,848,20,0,866,6,1230,0,39,35,0,78,0,80,0,0,0,0,0,0,0,367,889,55,0,943,6,1313,3,5,0,0,5,15,20,9501,1113,65,0,1168,30,10702
POA2260,16,0,690,17,27,0,0,29,0,46,0,0,0,0,0,0,4,0,0,0,0,0,0,0,18,31,4,0,28,0,52,0,0,0,0,0,0,0,690,47,4,0,50,0,735,290,4,0,0,4,0,296,9,9,0,0,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,12,0,21,0,0,0,0,0,0,0,303,14,0,0,14,0,312,118,0,0,0,0,0,123,6,8,0,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8,0,14,0,0,0,0,0,0,0,126,9,0,0,12,0,135,4544,97,3,0,101,5,4654,188,255,6,0,260,0,451,0,13,7,0,17,0,15,0,0,0,0,0,0,0,191,270,13,0,278,0,470,0,0,0,0,0,0,0,4738,365,15,0,380,10,5122
POA2261,19,0,941,26,31,0,0,32,0,61,0,0,0,0,4,0,3,0,0,0,0,0,0,0,29,35,0,0,37,0,62,0,0,0,0,0,0,0,952,55,0,0,55,0,1007,322,4,0,0,4,0,329,9,8,0,0,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,9,0,20,0,0,0,0,0,0,0,332,14,0,0,16,0,347,118,0,0,0,0,0,118,4,6,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,9,0,10,0,0,0,0,0,0,0,121,6,0,0,9,0,128,7706,136,0,0,136,11,7857,213,290,9,0,295,0,515,6,8,7,0,18,0,27,0,0,0,4,4,0,5,226,303,14,4,318,3,546,10,0,0,0,0,9,21,7943,438,14,4,457,23,8427
POA2262,3,0,329,3,17,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,17,0,17,0,0,0,0,0,0,0,326,20,0,0,20,0,347,78,6,0,0,6,0,81,6,5,0,0,5,0,12,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,9,0,0,8,0,14,0,0,0,0,0,0,0,86,7,0,0,6,0,96,33,0,0,0,0,0,33,0,4,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,0,39,4,0,0,4,0,38,2789,61,0,0,61,0,2849,86,88,0,0,94,0,176,0,3,0,0,4,0,4,0,0,0,0,0,0,0,86,91,4,0,93,0,187,3,0,0,0,0,3,6,2878,158,4,0,154,8,3042
POA2263,0,0,314,4,12,0,0,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,16,0,21,0,0,0,0,0,0,0,314,14,0,0,12,0,334,82,3,0,0,3,0,91,4,4,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,11,0,0,0,0,0,0,0,90,8,0,0,7,0,95,33,0,0,0,0,0,38,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,4,0,0,0,0,0,0,0,39,7,3,0,10,0,43,2568,51,0,0,51,11,2621,58,119,10,0,133,0,192,3,13,8,0,23,0,28,0,0,0,0,0,0,0,63,137,18,0,158,0,219,0,0,0,0,0,4,7,2630,188,18,0,207,11,2851
POA2264,7,0,262,7,22,0,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22,0,0,22,0,29,0,0,0,0,0,0,0,262,25,0,0,26,0,284,82,0,0,0,0,0,85,0,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,89,3,0,0,3,0,91,31,0,0,0,0,0,31,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,0,0,0,0,32,3,0,0,3,0,34,1903,30,6,0,31,10,1943,56,90,4,0,96,0,152,5,0,0,0,0,0,8,0,0,0,0,0,0,0,64,91,4,0,97,0,160,4,0,0,0,0,0,0,1968,125,8,0,134,8,2104
POA2265,0,0,128,5,16,0,0,16,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,0,0,16,0,22,0,0,0,0,0,0,0,128,16,0,0,16,0,149,48,0,0,0,0,0,48,3,10,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,10,0,6,0,0,0,0,0,0,0,52,10,0,0,10,0,56,28,0,0,0,0,0,28,0,4,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,35,4,0,0,4,0,38,1215,23,0,0,26,0,1246,39,106,6,0,108,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,106,6,0,108,0,147,0,0,0,0,0,0,0,1255,128,3,0,133,5,1388
POA2267,0,0,34,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,34,0,0,0,0,0,40,18,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,21,0,0,0,0,0,19,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,278,4,0,0,4,0,290,19,7,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,7,0,28,4,0,0,0,0,0,4,300,15,0,0,15,0,318
POA2278,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,54,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,412,3,0,0,3,0,420,4,4,0,0,4,0,8,4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,12,0,0,0,0,0,3,3,418,5,0,0,5,3,432
POA2280,4,0,521,9,15,0,0,16,0,21,0,5,0,0,5,0,5,0,0,0,0,0,0,0,9,15,0,0,18,0,23,0,0,0,0,0,0,0,525,21,0,0,22,0,545,246,0,0,0,0,0,250,4,13,0,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,15,0,16,0,0,0,0,0,0,0,253,12,0,0,21,0,271,106,0,0,0,0,0,102,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,106,7,0,0,12,0,113,4083,63,0,0,63,7,4149,97,134,12,0,146,0,244,3,7,7,0,23,0,25,0,0,0,0,0,0,0,100,143,21,0,167,0,268,0,0,0,0,0,4,8,4183,204,21,0,231,9,4419
POA2281,0,0,284,6,9,0,0,11,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,11,0,19,0,0,0,0,0,0,0,283,12,3,0,15,0,297,97,0,0,0,0,0,100,5,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,7,0,0,0,0,0,0,0,103,3,0,0,3,0,109,50,0,0,0,0,0,50,3,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,4,0,0,0,0,0,0,0,52,5,0,0,3,0,57,2041,31,0,3,38,0,2079,59,73,3,0,71,0,133,0,0,5,0,3,0,3,0,0,0,0,0,0,0,59,69,0,0,74,0,136,0,0,0,0,0,3,3,2100,104,3,3,109,3,2210
POA2282,0,0,390,7,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,0,0,18,0,28,0,0,0,0,0,0,0,395,21,0,0,21,0,415,157,0,0,0,0,0,157,4,5,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,4,0,11,0,0,0,0,0,0,0,161,5,0,0,4,0,164,87,0,0,0,0,0,86,0,4,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,7,0,0,0,0,0,0,0,88,4,0,0,4,0,92,2637,43,3,0,48,0,2679,60,143,6,0,143,0,209,0,4,9,0,9,0,9,0,0,0,0,0,0,0,60,140,13,0,153,0,220,0,0,0,0,0,0,0,2700,185,14,0,196,0,2904
POA2283,3,0,410,12,18,0,0,18,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,15,0,0,15,0,28,0,0,0,0,0,0,0,415,22,0,0,22,0,437,123,0,0,0,0,0,129,3,4,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,5,0,5,0,0,0,0,0,0,0,132,7,0,0,7,0,138,66,0,0,0,0,0,66,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,67,0,0,0,4,0,72,2996,44,0,0,44,0,3040,115,95,0,0,95,0,213,0,6,0,0,7,0,9,0,0,0,0,0,0,0,116,106,0,0,110,0,218,6,0,0,0,0,3,8,3120,145,0,0,148,3,3271
POA2284,5,0,194,13,6,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,6,0,17,0,0,0,0,0,0,0,198,9,0,0,10,0,210,70,3,0,0,3,0,72,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,70,0,0,0,4,0,71,48,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,52,1664,40,0,0,45,6,1709,59,79,3,0,84,3,142,0,5,4,0,7,0,7,0,0,0,0,0,0,0,59,84,9,0,91,3,153,4,0,0,0,0,0,4,1730,123,8,0,133,4,1865
POA2285,11,0,665,13,37,0,0,37,0,47,0,4,0,0,4,0,3,0,0,0,0,0,0,0,13,47,0,0,47,0,56,0,0,0,0,0,0,0,663,56,0,0,56,0,720,183,3,0,0,3,0,188,5,20,0,0,20,0,29,0,3,3,0,3,0,3,0,0,0,0,0,0,0,5,20,3,0,23,0,32,0,0,0,0,0,0,0,191,29,3,0,31,0,218,76,4,0,0,4,0,78,0,9,0,0,9,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,0,0,15,0,14,0,0,0,0,0,0,0,76,14,0,0,16,0,98,5264,137,3,0,142,3,5411,173,640,15,0,655,0,823,4,35,16,0,47,0,52,0,0,0,0,0,0,0,174,678,27,0,703,0,878,7,0,0,0,0,0,13,5448,808,30,0,844,3,6300
POA2286,0,0,83,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,85,0,0,0,0,0,89,35,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,4,0,41,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,741,9,0,0,9,0,750,15,26,0,0,26,0,38,5,0,0,0,0,0,5,0,0,0,0,0,0,0,17,26,0,0,26,0,39,0,0,0,0,0,0,0,755,36,0,0,38,0,795
POA2287,21,0,742,24,108,9,0,123,0,140,0,23,18,0,42,0,42,0,0,0,0,0,0,0,24,138,21,0,159,0,179,0,0,0,0,0,0,0,746,156,21,0,181,0,925,277,8,0,0,8,0,281,14,64,0,0,66,0,79,0,10,6,0,15,0,15,0,0,0,0,0,0,0,14,74,10,0,83,0,92,0,0,0,0,0,0,0,284,78,10,0,89,0,374,108,4,0,0,4,0,110,5,29,0,0,29,0,38,0,6,4,0,11,0,11,0,0,0,0,0,0,0,5,30,6,0,38,0,46,0,0,0,0,0,0,0,120,38,6,0,37,0,159,5303,170,0,0,170,3,5474,235,1144,60,0,1198,0,1437,3,167,84,0,242,0,252,0,0,0,8,7,0,7,239,1305,143,8,1448,0,1692,0,3,0,0,3,5,6,5547,1474,143,8,1619,7,7169
