POA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA2038,4,228,6,240,13,481,21,514,3,189,5,195,3,230,12,245,7,727,47,786,5,711,43,759,9,663,33,704,18,425,35,478,35,322,38,393,29,122,9,161,41,19,0,60,163,4119,258,4535,0,243,7,248,3,487,24,516,0,188,14,208,5,284,17,299,6,807,56,864,6,783,40,820,9,698,31,745,20,528,28,577,26,375,24,419,50,121,5,184,49,18,3,74,181,4528,248,4956,4,468,13,487,14,966,45,1027,4,380,21,404,8,514,28,545,16,1531,104,1648,12,1490,83,1581,19,1362,70,1444,38,955,64,1052,61,699,57,815,84,248,12,343,88,41,9,133,340,8640,504,9487
POA2039,0,281,10,292,11,423,19,453,3,145,7,159,0,154,6,163,5,580,15,598,11,728,28,764,10,624,28,665,14,422,11,447,28,319,12,361,22,123,6,151,6,10,0,22,111,3819,154,4082,0,261,9,267,7,440,15,460,0,159,5,168,0,166,7,175,0,666,23,689,3,813,26,835,8,659,22,689,12,497,11,524,31,392,13,437,29,152,5,188,24,15,0,37,116,4224,128,4472,0,546,14,556,15,865,34,914,3,310,17,325,4,320,13,339,7,1245,33,1292,15,1542,50,1604,16,1282,53,1353,26,917,23,968,59,710,26,796,46,274,13,337,26,26,4,55,231,8043,284,8553
POA2040,7,751,17,772,45,1386,44,1473,12,529,22,567,8,445,26,472,17,1425,72,1508,20,1865,83,1971,32,1614,72,1724,42,1054,49,1139,59,637,30,730,94,230,37,361,89,64,15,163,429,9998,459,10881,7,713,18,733,22,1343,35,1407,13,449,15,474,13,583,28,625,22,1646,99,1768,19,1978,77,2064,26,1782,68,1882,50,1148,41,1241,81,838,41,956,163,305,29,496,168,76,22,266,576,10865,479,11923,11,1459,35,1505,69,2728,80,2880,28,978,37,1042,17,1030,55,1103,42,3069,172,3275,37,3836,160,4035,61,3400,139,3605,86,2205,92,2386,135,1477,69,1686,256,533,61,854,262,139,36,427,1006,20859,938,22803
POA2041,8,409,21,440,19,853,34,907,7,357,13,375,4,248,11,266,4,806,33,853,9,1088,59,1150,17,1154,48,1219,40,941,50,1034,53,714,28,790,47,318,27,397,39,37,13,90,243,6930,347,7519,0,406,19,426,8,821,32,857,5,305,15,321,7,277,11,300,13,906,40,961,16,1252,51,1313,24,1276,38,1342,25,1003,42,1072,40,850,27,914,67,353,20,443,55,56,3,112,256,7499,308,8058,6,816,45,870,28,1675,62,1761,9,656,28,694,11,527,22,565,19,1717,80,1814,21,2337,111,2465,40,2434,89,2555,70,1943,95,2104,85,1560,58,1710,112,677,47,838,91,95,16,208,502,14427,651,15584
POA2042,3,345,15,359,23,536,21,574,12,254,9,274,0,727,47,772,23,2478,128,2630,21,1667,102,1785,31,1234,80,1346,44,886,76,1013,26,466,31,517,37,139,9,183,30,26,3,60,245,8758,522,9524,0,296,13,311,11,568,19,597,5,289,19,316,13,950,51,1018,35,2477,135,2645,26,1378,66,1470,24,1109,55,1184,28,737,34,800,46,432,28,506,64,145,10,213,50,27,8,82,302,8408,443,9146,3,637,32,668,35,1104,35,1178,12,545,33,591,11,1675,98,1788,57,4957,266,5280,43,3050,163,3257,56,2339,132,2532,72,1629,112,1810,70,898,61,1025,100,281,21,397,77,51,13,145,546,17164,961,18673
POA2043,0,248,9,259,14,271,9,296,6,87,4,92,0,214,3,222,0,1458,67,1526,0,1145,51,1198,13,660,21,692,7,399,21,426,12,153,9,179,14,37,3,59,8,3,3,14,81,4681,200,4963,0,217,0,221,4,265,9,279,3,107,3,116,5,253,3,266,6,1513,59,1579,10,991,25,1022,8,524,21,551,10,356,13,379,18,145,15,178,19,64,6,86,10,6,0,20,92,4447,159,4694,0,471,6,473,18,533,21,570,3,193,7,209,0,470,14,490,11,2973,125,3105,8,2134,77,2225,20,1187,40,1251,22,750,38,806,31,301,20,350,32,98,11,145,23,13,3,37,169,9125,361,9657
POA2044,3,271,8,278,16,361,19,402,11,134,3,149,10,224,15,244,8,897,36,944,5,810,34,853,5,532,16,551,19,359,20,398,25,236,14,274,36,81,9,130,27,14,0,41,173,3913,172,4258,0,197,10,204,5,353,13,367,6,119,5,133,4,195,10,209,10,866,35,916,10,773,30,811,17,497,15,520,19,328,14,357,33,253,10,294,43,85,12,145,41,22,6,64,188,3677,151,4025,3,464,14,482,21,711,32,767,14,254,11,279,9,417,28,447,24,1756,72,1859,20,1586,66,1668,25,1024,31,1072,37,684,36,757,62,490,17,573,79,170,21,274,65,40,6,108,360,7591,327,8278
POA2045,0,132,3,136,5,414,7,428,3,232,8,244,5,199,3,204,9,257,3,273,10,319,12,336,7,465,12,487,8,425,9,440,32,305,7,346,58,137,7,204,65,40,5,115,209,2919,84,3208,0,105,4,109,6,377,6,395,4,218,6,229,4,163,0,165,10,216,5,236,0,312,8,319,9,532,10,561,16,476,4,498,51,293,12,352,101,128,10,243,119,42,6,174,320,2878,78,3269,0,238,6,245,12,794,19,821,7,455,12,472,6,353,5,364,17,476,9,506,10,634,14,658,19,996,25,1040,22,900,11,937,86,595,19,704,157,272,17,445,186,85,17,289,524,5793,162,6480
POA2046,6,794,38,846,46,1483,41,1572,16,637,14,674,8,547,29,579,20,1421,75,1521,29,1850,94,1972,35,1813,49,1896,43,1496,52,1591,64,1109,66,1232,129,551,41,717,163,121,37,327,567,11830,534,12924,0,656,29,692,27,1540,53,1623,15,642,7,672,12,520,22,550,18,1523,90,1629,45,2062,73,2174,41,2099,52,2187,60,1710,57,1823,107,1322,56,1490,261,632,61,957,259,174,126,561,842,12886,644,14360,12,1453,67,1536,76,3020,93,3198,31,1280,27,1341,18,1063,54,1129,41,2947,166,3154,64,3917,167,4146,71,3911,101,4081,99,3206,106,3417,171,2431,121,2722,392,1181,105,1675,421,299,166,885,1401,24709,1172,27288
POA2047,3,344,16,355,20,568,34,623,5,264,8,276,3,266,22,292,11,759,36,803,9,834,38,874,12,714,28,758,13,656,21,692,21,491,19,527,32,282,15,334,47,65,20,128,176,5242,248,5673,0,307,3,313,9,549,27,585,5,242,6,250,5,254,4,266,8,863,56,918,8,879,40,920,14,891,38,940,15,758,20,800,43,594,28,661,66,307,42,407,104,90,79,278,267,5727,340,6336,3,651,19,672,32,1123,65,1206,6,498,10,525,11,519,29,556,18,1618,89,1719,11,1713,71,1798,24,1609,67,1699,28,1417,44,1488,64,1083,46,1190,98,586,54,746,151,154,100,406,445,10971,595,12011
POA2048,0,151,5,161,16,322,10,345,3,171,4,183,7,238,13,261,3,750,36,791,5,595,25,630,11,546,27,583,13,348,23,382,14,208,23,244,31,101,22,157,20,20,10,50,116,3459,192,3764,0,143,4,145,7,332,8,343,4,155,4,161,3,288,10,308,5,827,32,865,4,563,25,591,8,560,18,581,5,345,15,373,17,205,11,236,43,109,11,167,48,23,9,81,144,3565,142,3849,0,294,6,305,25,655,13,688,5,328,11,340,12,532,24,568,5,1580,72,1657,8,1159,45,1219,19,1105,42,1160,19,698,37,749,30,418,31,479,77,210,35,324,67,44,15,130,259,7024,338,7619
POA2049,4,273,13,287,14,504,25,548,6,231,8,247,9,382,32,419,19,1278,107,1398,11,933,52,997,23,732,47,804,35,523,48,609,34,315,27,378,42,150,10,206,50,18,10,77,241,5346,387,5971,4,248,13,263,6,463,16,489,5,234,10,250,3,443,31,475,22,1402,90,1517,16,1015,59,1093,22,800,39,857,17,526,19,563,38,372,26,434,79,132,7,218,81,33,14,117,298,5666,324,6286,3,523,22,553,23,970,41,1035,10,462,22,499,8,826,62,894,40,2676,203,2918,22,1949,114,2090,39,1537,86,1669,51,1045,69,1176,72,682,52,810,121,280,24,430,131,46,16,200,534,11013,716,12258
POA2050,5,153,11,167,6,195,9,209,4,233,9,243,5,588,23,614,9,1233,88,1336,13,820,53,888,11,529,54,595,14,341,23,382,17,188,28,229,7,60,10,85,4,9,4,17,96,4341,322,4758,0,150,13,164,7,175,12,193,0,333,6,344,7,576,30,608,3,1214,59,1275,15,735,53,811,3,482,38,523,9,354,21,385,10,184,9,203,19,67,6,87,21,12,0,29,101,4277,247,4626,5,295,28,322,17,366,17,403,7,567,19,584,11,1162,59,1223,18,2448,148,2612,26,1558,112,1696,19,1010,89,1117,20,695,48,761,28,371,35,438,29,126,20,173,25,22,3,51,191,8620,567,9381
POA2060,0,310,19,331,16,444,25,480,4,247,10,261,4,374,23,402,9,1628,108,1743,8,1248,82,1331,8,782,48,837,8,730,60,796,22,543,38,603,55,334,24,415,37,52,7,100,168,6699,438,7302,0,298,18,311,9,412,20,438,3,199,19,221,0,415,24,439,10,1767,106,1887,8,1263,77,1354,6,873,50,933,21,765,36,824,37,677,38,746,62,388,39,495,86,73,19,177,252,7133,444,7831,0,612,32,646,24,854,46,928,5,448,27,481,4,792,47,843,18,3397,214,3627,22,2509,160,2688,16,1655,98,1770,32,1498,91,1625,56,1215,72,1348,118,724,66,906,124,119,31,273,419,13834,882,15135
POA2061,0,65,10,79,7,98,3,108,0,56,0,57,0,108,7,123,7,580,51,635,3,416,30,451,0,315,26,349,9,363,33,409,18,294,33,346,25,200,30,262,16,36,12,70,100,2548,231,2879,0,81,9,94,3,104,7,117,0,56,0,56,0,142,13,155,7,689,58,756,3,454,35,490,4,342,42,389,17,387,34,439,20,366,27,416,38,207,31,279,44,30,13,85,131,2865,281,3272,0,148,16,166,8,200,15,219,0,112,0,119,0,256,18,275,12,1275,111,1389,7,870,68,946,6,663,68,734,29,748,69,851,35,661,59,764,69,406,61,538,62,66,27,155,231,5407,516,6158
POA2062,4,226,4,236,13,427,11,450,0,145,9,148,0,103,7,109,0,453,13,469,9,571,7,581,7,474,23,505,8,344,13,359,6,281,14,303,15,143,14,165,13,23,0,34,68,3177,112,3362,3,196,4,202,3,417,15,434,0,125,6,136,0,119,4,122,4,574,9,589,0,646,21,664,9,557,15,579,4,388,12,405,16,319,15,351,23,165,11,193,16,36,4,53,76,3542,113,3726,4,422,12,432,15,842,30,888,0,271,13,282,0,219,12,226,10,1023,25,1058,13,1209,26,1247,11,1028,38,1083,14,732,23,766,19,603,32,652,40,299,20,362,21,64,4,91,147,6716,223,7088
POA2063,4,131,4,143,8,523,16,548,5,251,9,263,5,156,5,162,5,159,12,170,3,336,11,350,5,462,12,476,13,411,5,431,9,297,8,315,28,160,9,197,51,37,7,91,125,2924,100,3143,0,118,10,129,10,484,15,511,0,240,3,245,3,123,3,132,0,179,11,196,0,399,12,411,6,543,16,560,3,409,9,422,14,326,12,356,29,175,11,216,117,49,6,178,198,3049,110,3356,4,252,8,265,18,1009,32,1064,0,490,14,508,6,280,8,291,7,338,18,361,5,737,22,764,6,1007,30,1041,15,816,18,850,30,622,19,669,57,335,21,412,166,81,16,270,318,5970,205,6493
POA2064,3,272,4,281,16,678,28,717,5,201,8,217,0,233,6,241,8,668,39,718,10,867,44,920,17,582,23,620,14,402,10,423,20,297,10,326,24,117,4,140,26,38,7,65,140,4345,185,4666,0,230,9,239,0,588,29,617,3,174,4,186,0,225,7,235,0,707,31,748,13,953,37,1001,11,581,17,605,18,419,10,449,34,313,27,374,43,148,6,200,37,39,3,91,167,4384,195,4750,6,496,18,517,17,1267,55,1339,9,377,16,402,4,461,16,477,15,1378,66,1464,16,1815,83,1926,26,1160,41,1230,31,819,25,874,47,614,36,702,67,262,15,345,63,78,10,156,304,8734,374,9417
POA2065,3,893,23,923,28,1294,41,1364,13,468,11,489,15,740,23,772,10,3135,131,3283,15,2904,119,3045,19,1891,67,1980,28,1373,49,1445,72,1035,45,1156,55,485,11,552,61,95,16,167,321,14324,527,15174,9,868,32,903,18,1349,35,1403,7,480,23,510,6,785,33,819,22,3434,152,3606,25,3055,114,3189,30,2005,61,2099,30,1529,57,1608,60,1251,50,1360,100,590,41,733,104,141,45,290,412,15466,641,16520,11,1765,54,1831,49,2642,69,2768,20,945,35,1007,13,1518,50,1588,35,6568,289,6893,46,5960,235,6233,51,3897,130,4078,54,2899,103,3054,135,2285,91,2514,152,1072,56,1281,162,235,58,464,739,29787,1168,31698
POA2066,12,1046,41,1099,64,2156,67,2287,13,926,20,960,7,838,30,873,16,2316,96,2425,28,2750,104,2881,37,2090,63,2196,28,1529,52,1613,43,1151,37,1233,92,612,29,734,93,101,22,215,431,15510,566,16511,9,1011,39,1062,41,1953,53,2039,16,814,17,844,8,701,23,728,22,2506,101,2630,24,2983,113,3121,20,2287,61,2373,36,1716,54,1807,80,1284,46,1414,148,651,39,837,232,172,82,484,634,16077,626,17331,20,2056,82,2164,102,4103,119,4327,30,1738,41,1806,24,1539,47,1604,39,4820,193,5053,50,5732,215,6000,55,4377,123,4565,65,3244,108,3419,127,2437,80,2642,242,1262,65,1573,324,275,105,703,1064,31588,1193,33844
POA2067,7,651,34,692,40,1535,67,1640,7,668,23,700,7,763,38,815,15,1908,124,2047,25,2209,88,2325,12,1556,67,1632,31,1164,58,1251,62,913,44,1016,112,437,19,566,125,109,5,240,437,11920,564,12918,4,634,29,661,18,1500,59,1576,7,581,25,615,10,816,25,854,10,2181,113,2308,21,2428,90,2542,23,1795,75,1895,46,1266,54,1363,101,1090,43,1243,178,453,41,669,246,157,27,431,667,12907,585,14159,8,1286,62,1358,55,3028,129,3220,17,1252,46,1318,19,1583,65,1666,24,4095,233,4358,45,4642,183,4864,36,3351,139,3525,72,2432,112,2609,164,1998,89,2253,293,887,62,1235,370,261,33,673,1112,24825,1149,27078
POA2068,6,462,11,482,35,1279,29,1339,9,594,18,622,5,417,13,439,3,599,18,626,9,1096,39,1140,20,1332,36,1386,11,999,23,1032,31,670,18,718,60,322,18,402,71,83,22,180,264,7857,241,8367,0,432,6,440,22,1351,39,1407,11,588,18,615,6,387,15,404,8,622,20,644,9,1304,39,1355,12,1453,39,1512,33,1053,26,1109,47,764,19,834,98,354,20,477,156,85,41,283,398,8393,294,9085,13,896,19,920,49,2634,70,2753,22,1178,34,1236,9,808,20,840,10,1221,41,1272,10,2402,76,2490,31,2786,76,2903,48,2051,52,2142,80,1426,34,1548,162,680,39,879,224,169,68,460,660,16254,540,17450
POA2069,0,324,8,336,13,1132,30,1180,5,551,10,563,3,429,19,451,9,551,12,573,5,862,24,894,8,1039,20,1062,6,832,31,866,13,625,19,662,41,338,17,393,54,95,13,168,170,6773,209,7151,7,288,12,303,8,1087,26,1124,0,509,5,518,8,364,10,389,7,588,17,614,9,1008,29,1044,9,1131,23,1161,18,855,18,897,40,671,35,744,58,363,28,450,85,99,38,218,251,6954,246,7451,8,607,28,641,26,2219,59,2300,9,1057,13,1079,15,795,28,840,14,1141,34,1187,20,1869,52,1938,15,2166,44,2227,26,1691,47,1761,52,1298,51,1401,95,697,46,840,133,194,56,383,420,13728,453,14604
POA2070,0,358,19,377,25,1119,32,1176,13,501,12,528,7,403,6,415,7,557,18,574,8,882,33,921,8,1004,25,1040,14,773,18,807,34,599,21,653,59,325,10,394,65,86,9,158,238,6608,201,7053,0,331,19,348,6,1043,18,1068,3,482,14,502,7,389,14,408,9,625,21,648,9,1108,28,1142,13,1108,25,1144,10,885,18,915,36,641,18,693,68,374,19,468,117,134,10,256,284,7121,198,7601,0,690,40,729,35,2162,53,2248,18,984,32,1030,19,788,20,824,10,1178,35,1224,14,1992,58,2065,19,2114,46,2185,32,1663,36,1724,69,1240,36,1347,125,704,30,855,179,219,16,412,518,13728,402,14648
POA2071,0,258,11,265,27,963,24,1009,9,562,13,588,10,443,14,463,12,543,17,566,6,702,21,729,9,930,27,964,15,779,16,810,32,556,14,601,39,335,14,379,55,80,15,154,207,6146,186,6545,3,234,10,248,12,901,23,932,4,455,17,473,9,387,14,406,8,525,15,549,5,921,30,946,6,1096,27,1125,18,866,17,907,47,605,10,663,74,349,23,443,123,101,55,274,300,6437,237,6968,0,493,20,519,35,1867,43,1945,15,1020,26,1064,13,827,24,871,13,1071,31,1118,7,1624,46,1684,16,2026,52,2092,32,1647,35,1716,79,1163,27,1268,116,680,32,825,182,177,71,430,506,12587,426,13510
POA2072,3,187,5,201,12,521,18,552,6,309,11,326,0,270,8,279,8,485,21,505,3,584,21,614,4,566,17,589,9,491,17,513,15,322,14,344,29,175,7,209,23,44,4,68,111,3947,140,4200,0,171,12,179,9,550,16,571,3,291,10,306,3,264,15,279,0,526,22,551,0,656,23,680,7,698,29,732,14,495,13,526,30,386,16,431,38,182,9,230,74,32,9,115,178,4254,160,4595,3,364,17,381,18,1071,35,1122,11,600,24,633,7,533,19,558,6,1008,41,1061,10,1241,41,1293,8,1262,40,1325,23,981,37,1039,41,707,28,773,67,357,14,434,98,73,12,187,290,8206,300,8795
POA2073,0,393,14,408,43,1245,27,1307,14,561,16,589,8,482,19,505,15,593,18,626,0,1031,17,1059,4,1197,31,1236,17,1066,31,1111,20,716,23,756,35,360,10,410,55,101,12,166,213,7745,221,8174,0,389,12,407,15,1359,28,1405,10,709,9,739,5,481,14,497,5,634,25,673,8,1252,32,1294,9,1380,36,1425,17,1112,26,1151,32,763,25,818,67,357,15,442,81,109,15,202,258,8552,233,9045,10,783,26,817,58,2599,52,2712,24,1275,28,1332,7,963,28,1004,23,1232,45,1296,14,2284,54,2350,18,2582,66,2664,32,2177,57,2259,53,1483,39,1573,102,721,24,850,136,206,26,370,468,16297,453,17221
POA2074,8,523,12,545,38,1648,27,1714,16,906,15,938,9,635,15,658,16,704,22,742,12,1311,23,1346,14,1615,26,1654,24,1347,27,1406,47,946,26,1021,102,686,24,818,150,280,29,464,438,10610,259,11306,5,498,3,503,25,1505,28,1556,10,747,15,776,10,570,12,591,16,744,26,793,9,1541,31,1578,14,1770,33,1822,34,1406,30,1468,79,1118,29,1227,199,849,43,1093,349,306,58,714,761,11052,303,12114,13,1022,23,1049,70,3150,54,3271,27,1659,28,1709,16,1202,26,1244,38,1449,47,1527,23,2848,52,2924,27,3386,58,3476,61,2758,58,2873,125,2064,56,2249,311,1541,71,1917,500,590,87,1174,1194,21664,560,23423
POA2075,10,512,18,539,49,1726,36,1803,23,683,17,722,15,523,9,550,18,573,17,607,4,1305,21,1334,17,1502,31,1551,16,1232,31,1274,37,924,30,985,109,648,16,769,91,201,19,310,373,9824,246,10445,0,463,13,483,19,1672,36,1727,12,655,5,676,4,480,14,493,9,638,19,658,7,1605,33,1644,20,1620,21,1668,30,1268,37,1333,56,1063,32,1158,148,754,26,931,219,209,24,449,532,10433,252,11222,8,985,33,1021,64,3397,72,3533,36,1343,21,1403,18,1003,25,1045,23,1204,33,1262,11,2907,52,2977,39,3129,54,3224,46,2498,66,2608,92,1989,65,2141,254,1405,42,1702,309,414,41,760,908,20259,501,21665
POA2076,5,605,12,620,55,1833,37,1929,21,911,28,967,19,722,15,755,18,804,15,840,19,1487,42,1540,34,1700,57,1785,38,1430,33,1511,61,993,30,1078,145,649,28,824,234,194,38,460,652,11327,333,12311,0,521,8,530,33,1669,35,1736,17,930,27,965,13,590,13,613,14,795,26,832,20,1679,40,1743,42,1973,44,2052,52,1426,31,1511,99,1153,41,1298,217,751,53,1020,409,231,85,720,904,11712,407,13025,3,1128,19,1156,86,3506,73,3664,41,1841,51,1932,25,1314,30,1366,31,1599,45,1672,41,3165,82,3283,75,3664,95,3834,90,2860,69,3014,161,2146,69,2375,364,1403,81,1852,645,415,127,1188,1558,23045,737,25340
POA2077,18,1349,59,1419,101,2661,113,2873,27,998,32,1058,30,1101,43,1177,46,2753,109,2904,49,3829,145,4026,79,2554,93,2728,68,1901,65,2031,117,1421,62,1596,145,669,42,862,110,147,34,287,794,19382,794,20967,18,1253,53,1313,49,2526,82,2658,24,946,26,999,26,1086,35,1138,38,3027,112,3170,54,3910,140,4102,70,2737,85,2887,101,2130,62,2293,164,1632,69,1865,184,697,57,934,245,176,58,478,968,20115,760,21848,28,2595,111,2737,151,5183,196,5532,53,1946,60,2058,58,2186,81,2314,82,5775,217,6077,104,7745,288,8131,153,5285,176,5615,172,4038,125,4332,280,3054,123,3460,333,1367,101,1799,348,326,85,766,1766,39495,1556,42819
POA2079,5,237,8,252,28,550,6,579,14,267,0,283,6,211,5,213,4,384,11,401,6,521,16,540,11,578,17,605,17,509,5,536,15,289,3,310,20,142,3,166,15,20,0,38,140,3699,78,3915,0,210,0,214,9,494,11,508,6,250,0,259,4,186,10,198,15,412,12,432,9,586,14,608,8,573,11,592,17,518,6,546,17,290,3,314,39,126,0,167,28,28,0,57,151,3672,75,3895,8,443,13,462,35,1039,12,1090,14,517,3,533,10,391,11,412,18,795,20,834,16,1109,26,1148,21,1151,24,1193,38,1031,15,1088,39,577,11,621,59,270,3,332,43,51,6,94,293,7372,143,7816
POA2080,0,48,0,48,11,135,5,147,0,62,4,70,0,45,0,46,4,59,0,63,5,101,4,104,3,147,0,153,4,114,3,121,3,66,0,79,8,35,0,45,3,5,0,11,41,819,21,878,0,34,3,42,0,135,0,140,3,50,0,55,0,42,0,41,3,71,0,79,0,130,6,131,0,129,3,131,9,103,4,117,6,86,0,92,8,35,0,50,6,4,0,13,42,829,15,883,0,84,3,84,15,273,5,285,4,113,4,123,3,83,0,88,10,131,5,143,7,227,10,238,4,277,0,284,11,218,10,235,13,151,0,163,19,74,0,91,12,9,0,21,82,1648,34,1766
POA2081,0,127,3,133,25,436,4,461,9,196,0,208,9,158,0,166,4,180,5,190,3,303,5,311,5,420,3,432,9,379,5,390,10,211,8,224,23,113,3,140,9,17,0,28,102,2544,41,2688,3,155,0,159,5,359,5,372,7,210,0,212,3,139,5,148,3,195,5,201,9,370,9,384,0,443,3,446,11,358,0,374,13,208,3,229,22,118,3,148,18,15,0,31,96,2562,46,2703,7,283,3,292,27,791,9,832,13,402,4,417,8,295,7,311,10,374,9,390,8,672,11,699,5,866,4,881,22,737,9,762,26,421,15,459,47,234,7,289,32,29,3,59,202,5107,86,5394
POA2082,5,155,4,159,10,428,6,445,8,183,5,194,5,146,5,153,3,158,5,162,3,363,6,371,5,426,12,444,11,316,5,325,23,246,5,277,11,130,8,144,11,22,0,37,100,2565,48,2714,0,132,3,136,14,400,5,423,3,192,3,205,0,113,4,120,0,160,6,167,0,388,5,394,11,470,10,487,8,301,4,318,13,291,5,317,19,112,9,144,15,27,6,42,94,2597,57,2746,3,284,3,294,28,826,11,862,11,376,9,398,6,261,3,271,8,317,6,327,8,750,11,771,10,898,19,929,15,617,14,647,36,543,10,591,33,243,14,294,27,46,6,75,194,5160,103,5458
POA2083,0,38,4,43,4,69,0,73,0,33,4,39,0,37,0,37,0,71,5,73,0,79,5,89,3,107,15,122,7,167,7,178,4,117,5,121,12,59,6,70,0,4,0,6,30,775,47,846,0,34,0,39,0,56,0,66,0,35,7,41,0,34,3,36,0,66,3,68,0,83,0,94,0,126,8,133,0,153,4,164,9,102,8,114,10,46,4,63,8,3,0,13,30,740,47,818,0,70,4,78,4,128,4,133,0,66,8,76,0,71,3,73,0,135,6,140,0,167,9,180,6,225,19,254,6,320,14,340,12,219,11,237,16,106,10,134,13,8,0,21,55,1516,94,1665
