POA_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
POA5471,0,0,0,7,4,0,19,43,3,63
POA5472,0,0,0,14,12,0,26,124,14,165
POA5473,14,3,10,84,38,3,131,431,65,627
POA5480,25,5,30,135,51,3,186,487,44,714
POA5481,10,0,10,43,17,3,67,351,35,452
POA5482,34,0,38,53,31,4,85,308,18,411
POA5483,6,3,12,56,27,0,82,166,28,276
POA5485,13,0,10,85,43,3,125,343,79,550
POA5490,0,0,0,27,9,0,39,80,14,132
POA5491,71,5,77,253,94,12,361,1047,67,1473
POA5493,0,0,0,0,5,3,6,50,0,62
POA5495,8,3,7,49,29,0,77,400,56,530
POA5501,57,9,76,1363,535,57,1955,4213,435,6607
POA5502,28,0,21,234,87,20,348,939,131,1411
POA5510,0,0,0,14,12,0,26,54,11,89
POA5520,14,0,14,60,23,13,96,310,41,447
POA5521,4,0,4,21,8,0,26,87,7,122
POA5522,80,7,93,148,82,8,241,1005,93,1335
POA5523,63,8,72,279,144,9,435,1046,92,1562
POA5540,418,33,453,1927,910,103,2942,8895,771,12604
POA5550,5,0,10,149,49,5,202,523,65,790
POA5552,0,0,3,65,14,0,80,167,28,269
POA5554,155,31,187,737,338,45,1121,3026,311,4457
POA5555,8,0,8,73,25,5,101,295,49,442
POA5556,124,16,140,436,237,18,695,2839,320,3851
POA5558,153,43,201,500,286,24,808,3400,378,4581
POA5560,7,0,7,65,14,6,79,249,41,371
POA5570,11,0,9,42,27,4,80,414,32,523
POA5571,89,12,96,174,116,9,292,1324,154,1769
POA5572,0,0,0,24,11,0,38,86,6,132
POA5573,70,18,87,284,130,7,418,1228,185,1834
POA5575,72,20,94,256,137,22,417,1459,163,2042
POA5576,25,5,30,134,52,8,193,689,98,983
POA5577,10,3,16,53,31,3,94,361,56,499
POA5580,8,0,17,48,20,3,75,212,17,299
POA5581,37,0,38,30,32,0,61,447,24,531
POA5582,11,5,17,54,46,3,98,389,35,521
POA5583,25,3,24,68,32,0,104,593,61,755
POA5600,157,16,175,923,350,54,1332,3592,243,5168
POA5601,4,0,4,3,7,0,9,76,3,91
POA5602,28,3,35,174,67,7,247,754,124,1122
POA5603,0,3,4,76,34,4,118,192,31,335
POA5604,4,0,4,18,23,4,46,131,16,191
POA5605,103,8,108,212,121,20,349,1121,107,1581
POA5606,377,49,432,2112,839,104,3057,7969,818,11850
POA5607,43,3,50,904,347,39,1286,2505,494,4289
POA5608,219,31,254,1645,737,108,2491,7228,960,10675
POA5609,22,3,19,400,100,26,523,939,53,1515
POA5611,3,0,0,12,0,0,9,75,18,106
POA5630,0,0,0,25,10,0,35,63,0,104
POA5631,38,0,43,184,80,15,278,520,37,834
POA5632,0,0,0,43,20,7,64,84,12,163
POA5633,4,0,6,37,23,0,59,148,15,221
POA5640,42,9,51,144,71,9,226,535,80,836
POA5641,37,4,39,168,49,6,220,499,64,788
POA5642,4,0,4,44,10,0,48,123,13,190
POA5650,0,0,3,37,10,0,47,52,20,124
POA5651,0,0,0,14,6,0,12,38,6,54
POA5652,29,8,36,110,51,3,169,309,42,518
POA5653,0,0,0,6,3,0,9,34,4,49
POA5654,0,0,6,33,16,0,55,105,20,184
POA5655,0,0,0,21,6,0,28,43,5,78
POA5660,0,0,0,7,6,0,12,19,0,33
POA5661,0,0,0,25,5,0,30,56,19,108
POA5670,5,3,8,80,21,0,98,261,32,395
POA5671,0,0,0,15,4,0,23,100,18,139
POA5680,54,13,61,291,135,14,444,1170,151,1761
POA5690,42,7,48,549,280,50,878,1891,379,3143
POA5700,205,19,231,1361,647,72,2075,6102,827,9007
POA5701,0,0,0,3,5,0,6,17,6,30
POA5710,17,8,22,363,148,30,541,1051,695,2282
POA5713,0,0,0,4,0,0,4,10,0,12
POA5715,0,0,0,4,0,0,11,11,0,21
POA5717,0,0,0,4,0,0,4,16,7,27
POA5719,0,0,0,6,0,0,5,43,6,52
POA5720,0,0,3,38,11,0,52,149,30,229
POA5722,4,0,10,27,7,4,34,184,22,235
POA5723,14,11,30,146,43,0,189,1045,374,1601
POA5724,0,0,0,13,9,0,17,40,9,75
POA5725,5,0,3,844,136,45,1024,1549,388,2952
POA5730,0,0,0,9,11,0,29,58,12,96
POA5731,0,0,0,20,3,0,31,103,70,203
POA5732,0,0,0,11,11,5,24,73,28,129
POA5733,0,0,0,11,3,0,20,79,12,112
POA5734,0,0,0,5,7,0,18,69,8,96
POA5950,0,0,0,0,0,0,0,0,0,4
POA6000,61,23,83,1094,422,31,1549,9645,1663,12861
POA6003,18,0,22,322,133,12,460,2558,349,3372
POA6004,92,5,98,1042,439,27,1514,8283,1016,10809
POA6005,99,8,108,569,261,25,852,4382,381,5618
POA6006,215,25,250,1604,510,79,2191,5537,397,8130
POA6007,178,50,234,1200,383,46,1633,4902,467,7000
POA6008,252,72,327,2653,964,91,3707,9025,775,13507
POA6009,454,28,493,2966,1239,118,4314,10946,620,15885
POA6010,625,107,742,3083,1271,141,4492,10310,814,15616
POA6011,206,44,254,1477,778,50,2306,5149,406,7864
POA6012,168,41,211,1469,581,63,2108,5061,451,7622
POA6014,662,43,716,4215,1325,174,5709,11416,589,17711
POA6015,296,12,319,1149,466,52,1675,3738,195,5601
POA6016,166,8,173,2179,455,86,2722,5506,354,8583
POA6017,66,3,67,567,169,16,758,2945,307,4002
POA6018,1149,224,1387,7755,2414,292,10460,22350,1704,34508
POA6019,428,19,454,4070,1409,150,5626,13601,1167,20398
POA6020,452,30,489,3928,2123,181,6230,11453,659,18347
POA6021,577,43,640,3480,1290,96,4873,11901,784,17551
POA6022,69,3,70,983,359,50,1387,2657,142,4186
POA6023,293,20,314,3289,1219,151,4661,7480,384,12530
POA6024,169,11,185,2417,1067,141,3621,7054,431,11105
POA6025,408,38,449,5832,2335,252,8419,16246,910,25574
POA6026,678,52,740,3915,1848,196,5962,12131,535,18637
POA6027,595,93,695,7176,2978,311,10463,23146,1693,35310
POA6028,194,15,213,4247,1663,152,6069,12450,651,19164
POA6029,64,3,73,521,217,21,753,1467,108,2330
POA6030,689,97,793,6942,2378,354,9669,21213,1913,32797
POA6031,56,4,58,3990,1014,176,5175,8168,597,13943
POA6032,0,0,0,20,16,9,41,99,19,167
POA6033,8,0,8,58,42,0,104,233,35,371
POA6034,0,0,0,915,175,34,1122,1375,171,2667
POA6035,120,25,151,2157,563,99,2823,4867,581,8266
POA6036,76,6,81,3304,983,158,4449,8391,672,13511
POA6037,28,8,35,622,208,39,874,1808,271,2953
POA6038,37,0,35,2395,473,97,2963,4162,365,7482
POA6041,22,6,27,201,119,7,325,918,118,1357
POA6042,4,0,4,4,0,0,7,65,19,100
POA6043,3,0,3,11,24,0,37,160,22,221
POA6044,31,5,35,109,76,6,187,886,101,1174
POA6050,605,102,707,2255,911,92,3262,9639,662,13557
POA6051,107,4,114,1814,579,51,2446,8333,697,11470
POA6052,202,36,242,2064,629,71,2766,6322,448,9529
POA6053,378,46,428,2701,810,124,3633,8454,580,12668
POA6054,371,36,410,3316,1207,152,4677,11565,1054,17296
POA6055,201,32,234,6979,1602,231,8808,14490,1351,24650
POA6056,734,236,971,6083,2586,300,8962,22822,2434,34217
POA6057,283,35,318,2868,1081,119,4068,8797,707,13570
POA6058,237,26,267,2192,766,114,3069,6988,631,10687
POA6059,762,48,815,3637,1402,111,5146,14404,901,20446
POA6060,704,63,786,3800,1213,149,5170,15596,1174,21938
POA6061,491,44,546,6374,1699,207,8273,22580,2740,33596
POA6062,803,64,876,5210,1970,152,7326,19941,1366,28637
POA6063,122,14,138,2363,743,105,3216,7994,663,11873
POA6064,361,143,506,4567,1831,174,6567,17047,1512,25122
POA6065,782,120,915,13967,3825,532,18331,32453,2189,52977
POA6066,185,8,198,2834,1194,87,4113,10126,676,14916
POA6067,0,0,0,0,0,0,0,28,3,37
POA6068,0,0,0,0,0,0,0,4,0,10
POA6069,414,37,451,9570,2365,390,12326,20457,1806,34593
POA6070,47,4,58,726,276,47,1046,1789,123,2960
POA6071,52,5,64,541,259,29,833,1912,153,2900
POA6072,10,0,10,116,88,11,211,450,38,695
POA6073,128,14,140,475,253,26,759,1819,121,2699
POA6074,11,0,17,172,63,5,242,556,41,832
POA6076,604,69,676,3549,1808,175,5534,12058,777,18368
POA6077,35,0,35,170,141,9,317,1069,63,1445
POA6078,5,0,5,118,70,7,198,530,49,779
POA6079,0,0,0,0,0,0,6,24,0,32
POA6081,47,8,55,879,348,43,1268,2566,159,3991
POA6082,32,3,35,564,200,39,793,1755,193,2743
POA6083,38,4,41,533,233,25,795,2027,207,3032
POA6084,53,12,64,1494,534,80,2114,4600,574,7290
POA6090,0,0,0,3,0,0,5,8,9,21
POA6100,159,17,182,2287,813,78,3181,9633,904,13713
POA6101,201,28,232,2739,749,97,3587,9968,1038,14593
POA6102,428,292,718,1479,457,55,1998,8919,1419,12331
POA6103,125,13,136,1465,479,42,1988,6813,625,9419
POA6104,329,97,432,2128,714,74,2912,8698,1152,12760
POA6105,314,27,335,2524,752,67,3345,9022,989,13362
POA6106,0,0,0,0,0,0,0,9,5,16
POA6107,533,43,583,8345,2070,235,10643,25642,2653,38939
POA6108,300,23,329,3796,1620,168,5586,12556,923,19062
POA6109,174,34,215,2115,610,56,2773,6820,828,10422
POA6110,592,192,790,8058,2415,340,10815,21972,2140,34927
POA6111,308,66,379,3554,1622,205,5381,12694,1248,19320
POA6112,544,73,626,14652,3460,598,18718,31077,2997,52786
POA6121,23,6,24,518,239,23,777,1621,119,2514
POA6122,126,12,139,4777,1244,257,6278,8707,776,15756
POA6123,21,0,21,428,137,18,579,1005,124,1703
POA6124,16,0,16,197,79,11,284,589,64,941
POA6125,37,7,47,489,260,31,780,1737,541,3062
POA6126,3,0,3,31,9,3,39,169,19,229
POA6147,199,11,216,2389,921,91,3403,8231,631,12268
POA6148,480,97,583,3356,1230,108,4686,10141,637,15469
POA6149,448,64,512,3418,1570,121,5110,9873,482,15466
POA6150,389,97,492,1944,1092,65,3099,7525,586,11207
POA6151,236,52,290,2460,1119,97,3674,10290,828,14794
POA6152,733,197,942,3705,1606,156,5473,15677,1266,22412
POA6153,486,16,510,3659,1610,123,5394,11666,629,17690
POA6154,509,44,568,1909,633,67,2608,5752,294,8660
POA6155,606,30,647,10354,3141,287,13784,26548,2526,42858
POA6156,528,102,641,3279,1127,168,4579,9373,801,14751
POA6157,397,42,439,2470,956,120,3549,7988,589,12128
POA6158,212,40,254,1329,575,72,1975,4167,299,6439
POA6159,110,4,114,501,335,23,854,2442,187,3481
POA6160,155,10,166,1054,584,53,1692,5834,741,8265
POA6161,0,0,0,17,3,0,22,110,22,149
POA6162,315,12,330,1988,738,111,2831,6750,552,10137
POA6163,1134,325,1479,8189,3491,404,12077,31410,2786,46271
POA6164,484,69,560,13674,3492,538,17707,31476,2253,51437
POA6165,0,0,0,3,3,0,6,54,6,61
POA6166,157,17,180,1799,773,82,2649,5721,500,8873
POA6167,338,33,373,4897,1430,234,6559,13473,2532,22573
POA6168,662,152,825,2954,1636,141,4721,14652,2060,21438
POA6169,587,166,762,5469,2397,325,8197,18476,1900,28573
POA6170,38,4,49,3831,817,151,4803,7294,725,12824
POA6171,158,9,169,8204,1877,400,10479,15483,1609,27574
POA6172,176,39,216,2322,855,151,3326,6516,665,10504
POA6173,43,3,46,2633,670,136,3438,5459,433,9331
POA6174,18,0,15,1150,271,73,1489,2494,263,4240
POA6175,31,7,35,801,268,44,1113,1792,136,3042
POA6176,9,0,15,452,122,22,594,852,90,1542
POA6180,38,5,46,1404,386,94,1881,2904,271,5063
POA6181,6,0,6,72,54,7,124,256,5,394
POA6182,0,0,0,0,0,0,0,0,0,0
POA6207,10,0,7,216,80,15,307,542,107,959
POA6208,257,65,325,1801,759,114,2676,7028,835,10541
POA6209,39,6,50,230,125,9,369,1216,173,1757
POA6210,2164,401,2584,10131,4634,524,15289,43055,4335,62679
POA6211,67,12,80,1309,552,55,1914,4603,373,6890
POA6213,17,0,18,92,27,3,121,366,55,542
POA6214,4,0,4,98,43,7,151,355,41,545
POA6215,79,27,106,578,260,35,869,2337,334,3533
POA6218,9,0,12,78,32,3,115,279,34,434
POA6219,9,0,12,97,30,0,131,334,35,502
POA6220,124,14,146,568,248,28,846,2518,231,3602
POA6221,6,0,6,36,14,0,44,200,18,264
POA6223,0,0,0,27,12,0,38,87,4,129
POA6224,18,0,18,171,71,11,255,676,99,1029
POA6225,123,52,179,1231,621,78,1927,4938,659,7523
POA6226,0,0,3,180,64,5,247,443,41,735
POA6227,3,0,9,179,36,7,220,334,38,589
POA6228,3,0,3,20,9,0,32,72,18,119
POA6229,0,3,4,11,0,0,21,122,26,167
POA6230,858,161,1030,7034,2728,395,10161,23629,2894,36676
POA6232,226,81,303,2045,660,110,2815,5593,605,9011
POA6233,187,18,208,3755,1178,234,5161,9920,831,15909
POA6236,29,7,32,319,152,26,491,1212,127,1834
POA6237,23,4,29,434,203,25,663,1330,160,2153
POA6239,102,6,106,668,248,33,954,2612,265,3832
POA6240,0,0,0,18,18,0,35,101,12,148
POA6243,4,0,4,9,3,0,12,50,5,70
POA6244,27,3,33,233,88,17,333,797,148,1279
POA6251,0,0,0,47,16,0,68,179,18,261
POA6252,0,0,0,13,4,0,19,101,7,130
POA6253,11,0,16,71,55,4,132,404,41,571
POA6254,12,0,12,76,26,5,104,304,50,462
POA6255,74,9,86,618,215,19,853,2529,287,3666
POA6256,4,0,4,69,28,0,95,216,33,344
POA6258,131,11,146,869,300,49,1221,3740,400,5355
POA6260,34,9,43,170,45,7,227,817,153,1193
POA6262,19,0,19,84,29,0,120,433,78,627
POA6271,38,8,49,540,196,40,775,1817,202,2798
POA6275,27,3,30,164,73,4,244,904,156,1306
POA6280,822,90,925,4728,1640,273,6633,16810,1582,25018
POA6281,100,11,112,1558,518,70,2148,4077,542,6765
POA6282,16,0,16,271,90,7,369,779,94,1246
POA6284,31,0,32,617,107,42,764,1156,226,2145
POA6285,120,15,139,2036,531,135,2704,4979,694,8379
POA6286,7,0,5,152,34,5,199,415,60,678
POA6288,0,0,3,77,51,7,133,332,41,505
POA6290,90,13,106,175,84,12,274,1259,134,1660
POA6302,90,18,108,387,202,20,606,2097,293,2992
POA6304,47,7,58,174,85,17,273,1012,178,1468
POA6306,41,3,41,133,53,7,194,543,71,810
POA6308,26,7,37,197,86,3,280,893,152,1326
POA6309,5,0,7,30,10,0,34,185,31,256
POA6311,10,0,10,88,29,0,118,344,46,506
POA6312,105,48,154,597,233,19,853,2479,440,3770
POA6313,0,0,0,39,15,0,57,129,14,203
POA6315,44,5,47,245,98,8,353,1046,179,1577
POA6316,5,0,3,65,17,4,83,195,35,313
POA6317,75,18,100,517,175,28,726,2229,345,3293
POA6318,0,0,0,79,19,5,94,241,43,380
POA6320,8,0,8,71,22,3,99,273,62,435
POA6321,3,3,4,67,22,4,92,253,41,393
POA6322,7,0,7,32,12,3,57,122,22,198
POA6323,10,5,7,127,48,3,177,618,86,890
POA6324,71,35,106,467,188,37,695,1981,422,3100
POA6326,8,0,8,70,31,7,104,283,47,441
POA6327,3,3,5,47,16,3,63,119,28,212
POA6328,0,0,0,71,23,3,98,213,31,347
POA6330,1021,128,1156,5523,2136,329,7985,21192,2224,31396
POA6333,130,22,155,906,325,68,1301,3428,490,5225
POA6335,8,0,12,126,50,5,185,353,47,585
POA6336,0,0,0,67,18,0,87,162,27,277
POA6337,0,3,0,101,29,4,137,216,60,414
POA6338,7,3,6,129,25,5,155,405,27,585
POA6341,0,0,0,55,6,4,63,117,12,195
POA6343,0,0,0,42,3,4,48,91,31,174
POA6346,15,0,15,149,40,4,196,412,75,684
POA6348,12,6,16,156,29,10,194,607,96,903
POA6350,6,0,0,46,18,5,69,159,55,273
POA6351,0,0,0,12,0,0,12,26,3,47
POA6352,0,0,0,27,13,0,41,55,32,130
POA6353,8,0,9,143,38,3,185,405,42,633
POA6355,4,0,4,76,28,3,108,214,30,354
POA6356,0,0,0,19,0,0,25,60,7,97
POA6357,0,0,0,9,4,0,13,27,10,52
POA6358,5,0,5,20,5,0,23,46,17,79
POA6359,6,5,14,67,19,4,90,215,54,357
POA6361,0,0,0,18,7,0,23,46,18,85
POA6363,0,0,0,18,5,0,21,48,4,73
POA6365,4,0,8,92,41,4,131,246,45,424
POA6367,9,0,6,40,20,0,64,201,22,285
POA6368,0,0,0,16,12,0,28,29,10,64
POA6369,25,13,37,98,31,4,136,310,92,542
POA6370,8,4,6,68,26,0,96,206,54,360
POA6372,7,0,7,13,0,0,15,64,16,87
POA6373,0,0,0,15,7,0,23,41,0,68
POA6375,37,6,42,113,51,3,166,506,60,731
POA6383,34,9,39,84,49,3,136,448,206,788
POA6384,0,0,0,3,0,0,3,11,3,21
POA6385,0,0,0,0,0,0,6,12,0,17
POA6386,0,0,0,9,0,0,8,42,40,94
POA6390,14,3,20,274,73,12,360,811,129,1302
POA6391,18,3,17,171,59,16,249,476,99,821
POA6392,11,4,15,52,19,4,69,248,39,358
POA6393,0,0,0,15,5,0,22,55,10,92
POA6394,8,0,8,63,29,0,92,271,45,404
POA6395,48,7,53,238,82,15,337,785,109,1232
POA6396,5,0,3,64,3,4,73,195,28,297
POA6397,0,0,0,7,3,3,15,55,6,79
POA6398,8,3,13,51,22,0,77,392,29,499
POA6401,165,39,203,1052,442,60,1546,4215,1010,6775
POA6403,0,0,0,19,12,0,26,99,10,142
POA6405,5,0,5,61,21,6,87,141,38,264
POA6407,23,4,26,154,59,3,221,496,61,776
POA6409,8,0,6,54,10,6,67,202,44,315
POA6410,38,10,46,99,38,8,146,582,94,825
POA6411,0,0,0,13,8,0,20,78,19,120
POA6412,0,0,0,5,0,0,5,29,18,50
POA6413,0,0,0,5,0,0,4,42,7,57
POA6414,0,0,0,7,3,0,20,27,19,59
POA6415,60,5,69,394,140,21,559,1419,266,2241
POA6418,14,9,24,108,33,6,147,374,80,599
POA6419,0,0,0,9,3,0,9,33,3,46
POA6420,3,0,3,13,3,3,21,45,0,67
POA6421,0,0,3,29,3,4,33,72,22,137
POA6422,0,0,0,15,0,0,18,23,3,44
POA6423,8,0,8,17,7,0,21,98,17,131
POA6424,0,0,0,7,7,0,15,36,16,59
POA6425,0,0,0,12,6,0,16,43,9,75
POA6426,10,7,15,91,30,4,126,534,143,804
POA6427,0,0,0,7,0,0,5,38,43,93
POA6428,0,0,0,8,0,0,12,22,9,45
POA6429,4,0,4,87,47,3,143,476,190,812
POA6430,140,31,173,3875,922,179,4975,10508,1510,16995
POA6431,0,0,0,142,112,24,278,372,154,806
POA6432,29,0,26,987,284,53,1326,3144,1133,5607
POA6434,0,0,0,22,0,0,24,74,70,172
POA6436,0,0,0,3,3,0,9,84,47,140
POA6437,0,0,0,127,26,3,152,250,184,589
POA6438,3,0,3,64,32,13,104,352,273,732
POA6440,5,0,5,136,42,4,170,574,450,1197
POA6442,10,6,12,365,103,19,487,998,443,1930
POA6443,4,0,3,55,13,0,60,440,141,643
POA6445,0,0,0,39,11,3,48,60,12,124
POA6446,0,0,0,22,4,0,28,59,6,92
POA6447,0,0,0,35,19,0,52,81,4,139
POA6448,5,0,6,57,15,0,75,194,44,312
POA6450,249,20,278,1910,692,121,2727,6686,1192,10603
POA6452,0,0,0,0,0,0,0,4,0,4
POA6460,18,6,26,99,29,3,135,354,80,569
POA6461,10,0,6,65,42,6,115,253,29,399
POA6462,0,0,0,33,10,0,47,64,9,119
POA6463,0,0,0,10,3,0,10,8,0,16
POA6465,0,0,0,3,3,0,8,30,4,41
POA6466,0,0,0,14,5,0,11,27,4,50
POA6467,0,0,0,5,0,0,8,21,0,28
POA6468,0,0,0,31,6,0,37,96,31,163
POA6470,0,0,0,3,0,0,9,0,0,6
POA6472,3,0,3,21,9,0,37,80,11,127
POA6473,0,0,0,17,0,0,16,12,3,36
POA6475,6,0,6,57,18,3,83,197,12,291
POA6476,5,0,5,5,7,0,11,33,0,39
POA6477,7,0,7,25,17,0,40,132,21,200
POA6479,4,4,11,91,27,3,121,271,53,449
POA6480,0,0,0,4,3,0,3,19,9,33
POA6484,0,0,0,3,0,0,3,21,4,28
POA6485,3,4,9,42,21,0,65,280,48,388
POA6487,0,0,0,5,0,0,7,30,0,41
POA6488,0,0,0,11,7,0,25,105,19,148
POA6489,0,0,0,10,0,0,12,55,16,84
POA6490,3,0,4,24,19,0,41,127,51,217
POA6501,10,0,13,138,58,6,203,517,59,775
POA6502,22,7,28,128,75,10,208,689,110,1009
POA6503,24,0,30,343,128,15,488,1306,154,1951
POA6504,3,0,3,29,10,0,31,106,40,183
POA6505,0,0,0,27,3,0,33,65,6,106
POA6506,0,0,0,6,0,0,5,39,4,53
POA6507,0,0,4,68,25,0,94,269,86,451
POA6509,0,0,0,18,9,0,27,76,20,125
POA6510,43,10,50,227,117,5,355,1005,203,1565
POA6511,12,4,16,58,20,0,77,304,37,416
POA6512,5,0,5,12,3,0,15,54,8,78
POA6513,0,0,0,33,14,3,48,71,12,133
POA6514,7,10,17,50,41,4,93,419,62,577
POA6515,4,0,6,42,12,0,61,156,48,267
POA6516,33,6,36,217,89,13,318,1224,167,1710
POA6517,6,0,11,51,13,0,69,211,61,339
POA6518,0,5,6,18,12,0,33,117,40,191
POA6519,7,0,6,84,20,3,108,277,68,455
POA6521,7,0,7,43,15,0,64,206,31,293
POA6522,6,4,9,55,19,0,77,199,58,331
POA6525,68,14,78,445,161,30,637,2119,367,3126
POA6528,9,0,10,57,22,3,79,204,29,313
POA6530,627,139,771,4758,1850,291,6897,17098,2853,26850
POA6532,57,9,66,1170,390,62,1625,3253,521,5405
POA6535,53,5,61,179,82,9,271,886,177,1334
POA6536,25,4,27,152,70,0,225,875,195,1293
POA6537,3,5,8,125,31,6,160,550,128,837
POA6556,22,0,22,311,125,17,457,1090,101,1640
POA6558,9,7,6,111,50,7,162,437,1899,2494
POA6560,14,0,15,184,70,4,257,758,106,1123
POA6562,10,5,12,187,72,18,277,746,119,1140
POA6564,4,0,4,37,22,4,59,197,21,280
POA6566,52,10,63,332,199,27,557,1921,371,2856
POA6567,6,0,8,50,20,0,67,295,66,423
POA6568,3,0,3,28,4,0,35,133,18,182
POA6569,5,0,5,37,8,0,53,138,24,215
POA6571,0,0,0,3,0,0,4,49,10,57
POA6572,0,0,0,7,5,0,14,28,9,45
POA6574,0,0,0,11,3,0,11,40,4,55
POA6575,0,0,0,22,8,0,27,44,12,83
POA6603,16,0,21,173,50,6,232,570,88,891
POA6605,0,0,0,7,7,0,8,18,7,36
POA6606,3,0,3,20,4,0,20,91,4,112
POA6608,0,0,0,19,5,0,25,57,28,115
POA6609,22,0,25,130,55,4,193,362,107,665
POA6612,8,0,12,22,4,0,28,84,17,121
POA6613,3,0,3,13,4,0,16,22,0,40
POA6614,0,0,0,0,0,0,3,17,0,18
POA6616,0,0,0,0,0,0,0,29,15,45
POA6620,6,4,8,62,16,5,79,218,147,447
POA6623,17,8,22,70,23,3,94,256,96,444
POA6625,0,0,0,9,0,0,7,33,0,42
POA6627,0,0,0,6,7,0,13,35,3,45
POA6628,0,0,0,3,0,0,3,7,0,14
POA6630,3,0,3,60,22,3,84,219,81,386
POA6631,0,0,0,0,0,0,0,13,0,13
POA6632,0,0,0,14,0,0,13,28,0,44
POA6635,0,0,4,32,9,3,46,133,149,331
POA6638,0,0,9,53,17,0,69,219,247,531
POA6639,0,0,0,4,0,0,4,67,36,113
POA6640,0,0,0,9,0,0,10,165,34,209
POA6642,0,0,0,127,56,7,193,540,290,1028
POA6646,0,0,0,46,23,0,70,224,150,452
POA6701,47,14,70,624,223,66,910,2624,744,4281
POA6705,0,0,0,18,11,10,47,72,14,129
POA6707,14,3,16,474,107,33,614,1641,262,2521
POA6710,4,0,6,146,39,24,210,373,144,729
POA6712,0,0,0,0,0,0,0,8,42,45
POA6713,0,0,0,282,52,10,345,469,112,928
POA6714,6,4,11,3437,548,169,4156,6614,2373,13141
POA6716,0,0,0,211,23,25,256,412,164,835
POA6718,0,0,0,80,101,20,201,362,264,828
POA6720,0,0,0,429,98,26,558,781,330,1659
POA6721,3,0,3,795,157,56,1008,1812,511,3337
POA6722,20,7,23,1947,408,116,2467,4525,1466,8465
POA6725,36,10,50,1689,553,132,2374,4719,1463,8556
POA6726,15,7,25,860,244,67,1170,2600,648,4414
POA6728,24,7,23,637,358,73,1066,2108,979,4154
POA6740,0,4,4,153,185,17,357,538,238,1134
POA6743,14,9,22,845,394,145,1381,2710,874,4970
POA6751,0,0,0,773,124,53,945,1492,605,3046
POA6753,6,0,6,1104,236,85,1425,2686,1293,5402
POA6754,0,0,0,232,34,11,270,506,238,1018
POA6758,0,3,4,114,56,30,200,458,474,1130
POA6760,3,0,3,57,78,35,169,392,296,853
POA6762,0,0,0,68,90,29,185,246,155,589
POA6765,9,0,9,279,160,38,472,685,132,1283
POA6770,3,3,11,278,372,161,813,1170,374,2358
POA7000,240,20,262,1884,828,86,2791,10294,826,13914
POA7004,163,48,221,1052,446,88,1583,4962,382,6920
POA7005,429,22,458,1765,920,68,2750,8919,565,12235
POA7007,45,0,43,570,226,33,825,1879,103,2802
POA7008,318,21,338,2058,780,99,2941,7764,455,11159
POA7009,188,28,224,2109,736,98,2943,8150,574,11665
POA7010,522,58,584,2543,1045,100,3690,10972,876,15544
POA7011,363,42,413,2389,934,134,3457,8794,690,12937
POA7012,3,0,3,146,67,9,228,438,34,694
POA7015,588,71,667,1609,877,58,2542,6681,415,9642
POA7016,35,6,38,464,130,23,624,1269,687,2577
POA7017,94,5,92,1110,422,64,1593,3414,133,5144
POA7018,629,82,717,3547,1788,186,5523,13382,823,19724
POA7019,47,7,62,1373,410,68,1850,3773,388,6004
POA7020,17,0,16,491,181,22,693,1418,53,2163
POA7021,50,4,53,480,218,25,730,1289,59,2077
POA7022,18,3,22,144,73,6,224,552,38,815
POA7023,4,0,7,48,36,0,80,230,26,336
POA7024,5,0,6,124,55,8,189,248,27,463
POA7025,31,6,38,254,147,16,420,1016,90,1523
POA7026,13,3,15,194,68,12,276,572,90,934
POA7027,3,0,3,26,16,0,42,212,72,325
POA7030,124,15,146,3148,1099,171,4420,9844,1082,15340
POA7050,316,30,349,2407,963,124,3493,8188,432,12116
POA7052,139,6,141,1372,607,66,2042,4096,172,6316
POA7053,101,12,114,590,268,35,894,2056,98,3054
POA7054,128,15,146,1856,685,134,2673,4586,263,7517
POA7055,3,0,5,118,20,8,144,256,16,415
POA7109,126,15,138,1568,518,97,2188,5314,593,8089
POA7112,41,0,40,462,216,33,715,1976,204,2886
POA7113,53,42,96,148,72,7,223,754,157,1129
POA7116,28,0,23,349,135,16,495,1433,126,2057
POA7117,18,6,27,100,54,3,153,599,50,811
POA7119,3,0,3,7,5,0,13,25,0,34
POA7120,36,4,40,206,101,8,324,1181,132,1639
POA7139,0,0,0,0,0,0,0,4,0,7
POA7140,189,26,216,1724,689,84,2496,6712,712,9919
POA7150,34,4,40,481,191,22,697,1877,157,2723
POA7155,16,0,16,135,53,8,192,560,43,795
POA7162,4,0,4,90,59,3,154,395,21,569
POA7163,4,0,5,48,36,9,85,214,35,333
POA7170,41,0,46,1070,480,23,1572,2989,115,4680
POA7171,64,5,65,630,231,43,903,2094,142,3136
POA7172,130,12,150,725,301,35,1068,2389,187,3643
POA7173,61,5,70,1095,477,68,1641,4133,469,6246
POA7174,0,0,0,40,11,0,51,95,9,162
POA7175,0,0,0,24,11,0,37,110,8,154
POA7176,0,0,4,26,11,0,42,93,14,149
POA7177,6,5,9,63,35,0,102,256,16,374
POA7178,10,3,14,29,15,0,50,216,24,288
