POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA2066,349,544,893,1540,1883,3422,3,6,10,124,150,274,0,4,6,4243,4546,8790,10,17,26,323,375,703,13,12,29,4,5,7,36,52,87,92,91,188,49,69,121,109,119,222,224,277,502,7,6,17,6,16,29,224,308,532,259,363,618,5,13,22,7270,8320,15590,537,532,1064,270,269,536,175,182,359,0,0,0,41,50,86,92,100,192,131,147,278,6855,6360,13208,61,62,127,29,31,56,6942,6459,13392,840,877,1720,16511,17331,33844
POA2067,745,1125,1863,640,844,1483,4,5,14,178,241,416,0,0,4,2052,2322,4369,6,3,12,103,98,197,5,7,10,9,3,6,18,30,48,51,70,126,68,80,147,72,95,170,310,382,693,7,8,13,7,14,18,160,240,398,287,388,673,0,10,9,3985,4841,8824,635,591,1228,190,177,365,82,82,164,0,0,0,27,26,48,54,78,137,84,100,184,6345,6363,12710,55,30,84,16,20,37,6416,6418,12839,785,824,1606,12918,14159,27078
POA2068,165,252,419,1030,1143,2168,3,5,16,39,52,88,0,0,0,2120,2427,4546,4,11,12,202,201,401,10,9,23,8,4,11,15,22,31,121,133,254,36,42,82,39,58,95,125,137,262,0,0,0,6,5,11,97,160,257,122,175,294,5,0,8,3973,4585,8554,93,128,224,72,75,147,102,102,203,0,0,0,3,12,11,33,37,70,30,49,79,3500,3427,6933,47,32,82,13,18,31,3559,3484,7044,375,409,779,8367,9085,17450
POA2069,180,261,436,995,1103,2098,6,0,4,52,62,115,0,0,0,1468,1576,3038,0,8,8,99,89,185,5,9,13,0,0,3,22,25,42,72,75,143,31,28,59,57,62,113,146,160,307,0,0,3,0,7,7,172,196,365,141,169,313,9,7,12,3265,3569,6833,113,109,224,57,47,104,90,103,189,0,0,0,9,7,19,36,45,77,41,50,97,3037,2892,5936,32,24,60,9,11,28,3084,2934,6018,328,373,702,7151,7451,14604
POA2070,232,378,609,954,1118,2073,0,4,6,59,76,138,0,0,0,1145,1288,2441,17,4,16,80,87,169,3,3,7,0,5,6,6,24,31,18,18,36,36,43,77,35,49,80,190,211,401,6,7,10,11,16,23,176,248,417,117,125,239,10,3,12,2849,3329,6177,126,115,241,71,62,132,118,112,230,0,0,0,21,15,43,37,34,75,60,53,109,3240,3198,6440,46,20,60,5,6,15,3288,3224,6511,308,328,638,7053,7601,14648
POA2071,223,342,570,743,873,1618,0,0,0,80,94,173,0,0,0,975,1065,2041,0,5,12,79,76,154,4,13,20,9,10,16,19,13,33,15,9,23,22,25,54,37,48,85,186,183,368,0,6,0,7,3,12,190,264,461,102,145,253,0,3,7,2475,2849,5322,171,179,351,94,86,180,126,144,267,0,0,0,39,26,62,28,31,61,65,50,121,3085,2959,6045,18,14,36,0,13,13,3103,2991,6097,279,328,609,6545,6968,13510
POA2072,147,235,388,422,508,931,0,0,0,79,99,175,0,0,0,510,601,1114,0,0,0,48,50,97,0,6,5,3,3,3,9,5,13,3,14,17,18,20,39,40,35,74,142,154,297,0,0,7,0,3,9,121,188,309,115,133,248,3,4,8,1516,1821,3341,106,91,194,59,56,121,52,61,115,0,0,0,15,8,20,25,28,43,33,35,74,2040,2021,4062,14,17,30,5,7,12,2058,2048,4108,220,253,471,4200,4595,8795
POA2073,208,323,532,1278,1500,2782,0,0,0,104,133,235,0,0,0,1448,1568,3016,0,0,0,75,79,154,8,10,13,10,10,11,15,17,30,36,30,60,38,36,77,52,73,128,193,222,416,5,6,3,4,5,5,278,435,705,118,175,292,0,8,12,3664,4294,7957,219,266,483,86,109,193,110,93,201,0,0,0,46,44,92,25,28,55,73,73,147,3442,3501,6941,36,24,56,4,11,22,3485,3541,7021,338,340,678,8174,9045,17221
POA2074,188,272,462,1902,2314,4211,0,0,0,82,123,209,0,0,0,1839,2162,4001,16,12,22,103,113,222,6,10,16,5,7,13,26,44,70,26,25,55,47,53,100,66,93,153,263,284,554,9,10,20,38,39,76,451,650,1102,245,264,512,6,11,22,5149,6214,11359,315,312,625,87,111,200,91,103,194,0,0,0,64,57,125,33,41,74,99,100,198,4861,4402,9266,36,41,80,7,23,30,4903,4467,9376,479,532,1013,11306,12114,23423
POA2075,229,358,590,1442,1670,3114,0,0,0,118,132,249,0,0,0,1447,1838,3283,12,13,24,105,118,229,0,12,12,3,3,6,19,38,52,33,38,75,43,44,82,77,90,169,222,254,478,6,4,17,10,17,26,290,413,705,204,261,463,9,13,22,4040,4955,8997,230,237,471,90,114,206,885,827,1718,0,0,0,52,55,107,60,75,136,114,130,239,4379,4123,8497,24,27,56,13,16,27,4416,4165,8579,427,439,871,10445,11222,21665
POA2076,281,416,696,1802,2146,3952,0,0,0,187,235,421,4,4,10,2383,2714,5096,17,8,25,103,124,225,4,13,19,11,8,20,21,35,59,32,32,56,44,56,103,90,114,203,252,296,553,3,6,11,128,161,287,463,544,1010,278,321,606,10,12,18,5840,6832,12671,462,472,934,128,135,262,64,85,144,0,0,0,60,70,126,52,60,119,117,128,243,4829,4257,9084,40,40,81,14,17,40,4882,4323,9203,547,632,1178,12311,13025,25340
POA2077,687,1002,1685,1748,1974,3723,3,0,3,333,433,760,0,3,5,3265,3656,6920,25,21,46,156,192,349,36,35,76,33,31,64,42,48,92,55,50,102,96,141,236,143,160,297,370,431,802,21,29,52,90,130,216,388,520,915,550,664,1217,12,17,28,7363,8533,15903,2299,2286,4582,608,561,1169,78,78,152,0,0,0,150,134,280,101,122,224,249,253,503,8407,7869,16276,62,68,133,28,44,72,8499,7987,16479,1190,1153,2342,20967,21848,42819
POA2079,74,104,178,460,519,981,0,0,0,50,53,106,0,0,0,803,830,1633,9,14,24,28,27,51,12,10,19,4,6,12,8,11,16,0,0,8,9,15,29,37,42,73,61,76,141,5,12,17,46,38,82,123,134,262,83,89,178,5,4,7,1742,1884,3625,156,137,297,77,76,154,11,19,29,0,0,0,31,21,50,17,24,39,44,41,87,1652,1484,3135,11,9,30,0,12,12,1666,1507,3175,146,123,274,3915,3895,7816
POA2080,14,19,33,121,125,250,0,0,0,22,23,41,0,0,0,147,166,318,4,6,5,6,6,12,5,6,7,0,0,6,0,4,3,0,0,0,3,8,7,14,21,34,15,21,34,0,0,3,10,9,19,30,33,68,34,39,72,0,0,7,419,456,878,41,42,83,7,6,15,3,0,6,0,0,0,0,3,3,0,0,0,0,3,3,339,311,651,6,0,6,0,6,3,342,316,665,46,38,85,878,883,1766
POA2081,25,40,63,442,468,905,4,0,0,48,62,109,0,0,0,525,556,1075,0,0,3,28,24,50,7,10,16,8,7,14,3,4,6,7,9,14,16,12,23,17,23,42,27,48,81,4,7,4,16,22,35,85,102,190,74,89,166,0,6,5,1309,1438,2743,52,62,108,41,33,73,17,20,37,0,0,0,3,3,3,4,7,10,10,10,17,1134,1003,2137,12,15,24,0,3,7,1147,1024,2163,96,83,176,2688,2703,5394
POA2082,18,43,61,474,491,967,0,0,0,50,54,101,0,0,0,533,594,1122,0,0,3,12,24,38,9,15,25,0,0,3,3,9,16,0,0,3,8,16,20,8,8,15,32,51,80,0,0,0,11,13,23,82,109,190,68,77,143,8,4,12,1310,1465,2769,15,13,29,11,11,20,5,12,14,0,0,0,0,0,0,3,3,12,3,3,12,1246,1086,2338,9,11,16,8,11,20,1264,1109,2376,91,88,175,2714,2746,5458
POA2083,10,13,21,128,113,241,0,0,0,10,6,18,0,0,0,86,122,205,0,0,0,12,5,15,0,0,6,0,0,0,0,4,3,0,0,0,5,0,4,0,0,0,13,17,26,0,0,0,5,6,7,18,19,37,24,21,43,3,0,5,296,316,610,0,0,0,7,3,4,7,6,10,4,0,3,0,0,0,4,11,9,4,5,12,461,392,858,7,10,12,6,3,10,471,402,874,55,63,127,846,818,1665
POA2084,14,20,32,348,397,743,0,0,0,15,10,30,8,0,9,356,375,728,0,0,0,31,24,52,10,6,20,0,0,0,8,9,17,6,3,15,11,4,21,21,19,41,35,33,66,0,0,0,0,0,0,40,62,108,36,53,86,0,3,0,928,1003,1927,6,8,9,8,6,16,17,7,22,0,0,0,0,0,0,5,8,12,5,8,12,835,728,1560,8,8,13,0,3,3,844,736,1580,91,65,156,1909,1850,3759
POA2085,39,66,100,922,1209,2125,0,0,4,53,46,101,0,0,0,1232,1394,2624,6,10,17,80,87,171,0,12,14,8,6,9,20,30,50,104,115,224,25,32,57,80,78,153,107,140,249,6,6,9,4,0,4,182,220,401,166,194,349,0,0,3,2990,3576,6565,47,45,90,18,24,40,20,15,37,0,0,0,8,13,19,6,7,16,17,24,41,2231,1984,4212,21,9,30,6,9,15,2261,2002,4261,166,154,321,5546,5901,11452
POA2086,54,108,163,1028,1139,2167,0,0,9,81,78,155,0,0,0,1579,1708,3284,0,5,3,103,102,207,7,15,21,8,14,19,15,21,32,102,105,206,39,45,81,82,101,187,112,125,238,7,0,6,8,11,16,138,163,306,200,206,409,0,4,4,3507,3845,7355,52,46,93,26,36,63,22,25,45,0,0,0,16,20,33,30,35,65,42,47,97,3056,2753,5812,24,5,29,6,18,27,3086,2777,5862,245,283,533,7049,7167,14214
POA2087,83,126,214,827,991,1814,21,25,41,48,78,131,0,0,0,1374,1458,2837,4,6,9,121,141,258,10,26,29,0,3,5,10,19,28,147,162,304,37,41,81,58,76,134,86,116,208,3,4,14,4,3,6,147,192,347,175,207,382,6,3,9,3084,3553,6639,39,44,86,40,46,88,44,47,97,0,0,0,16,5,18,31,34,72,48,47,93,2743,2518,5261,16,20,41,16,18,35,2775,2552,5331,297,330,628,6412,6747,13161
POA2088,132,269,403,2268,2632,4903,0,0,0,66,80,145,0,0,0,2865,3682,6552,3,4,9,277,344,620,15,20,36,9,7,16,38,58,99,24,22,48,47,48,96,41,63,105,257,311,568,5,4,4,3,14,17,214,294,504,146,230,375,12,13,24,6284,7833,14114,145,144,293,86,72,154,109,128,232,0,0,0,10,12,16,44,50,87,53,58,112,5430,5917,11352,66,55,119,20,39,67,5518,6018,11536,715,772,1485,13033,15294,28329
POA2089,103,170,273,622,743,1365,0,0,0,25,34,59,0,0,0,1021,1368,2395,0,0,0,67,94,163,3,8,17,6,4,8,12,23,31,9,6,16,8,17,28,25,38,59,72,108,181,0,0,0,5,5,13,75,113,186,48,91,133,3,0,3,2015,2655,4668,118,107,228,26,35,62,64,63,131,0,0,0,12,9,23,9,22,38,26,33,61,2587,2649,5234,34,25,60,14,28,34,2630,2699,5325,340,402,745,5334,6156,11491
POA2090,105,207,307,816,1009,1821,0,0,0,41,36,82,0,0,0,1258,1540,2795,4,6,5,105,150,258,6,9,9,7,7,15,8,21,26,3,3,8,20,33,52,18,25,33,109,124,237,0,0,4,0,0,8,84,126,204,83,126,215,0,3,4,2564,3214,5777,120,107,229,52,55,103,77,96,176,0,0,0,4,13,15,10,27,38,14,39,50,2916,3123,6038,28,43,72,16,19,34,2959,3186,6145,349,400,747,6236,7300,13533
POA2092,22,54,76,554,650,1207,0,0,0,21,18,36,0,0,0,898,942,1833,0,0,0,104,99,203,17,12,28,0,5,6,11,12,28,4,6,17,17,11,27,9,7,18,51,49,97,3,7,9,3,7,4,52,63,112,42,58,102,0,0,4,1782,1947,3733,7,10,19,15,15,33,8,15,20,0,0,0,6,5,17,13,9,29,21,19,43,1590,1477,3076,5,4,7,0,5,8,1601,1489,3093,194,171,366,3660,3719,7384
POA2093,95,150,252,1618,1891,3509,0,0,0,73,67,138,0,0,0,2484,2895,5379,5,3,7,181,238,422,17,14,31,10,11,31,37,33,66,13,17,25,41,36,70,39,43,82,199,220,423,0,10,8,0,5,11,139,209,351,157,204,361,3,8,10,5015,5902,10918,121,96,212,74,77,151,44,55,96,0,0,0,16,18,30,24,31,56,40,50,92,5444,5263,10703,33,38,63,15,34,52,5485,5333,10815,540,482,1014,11413,12141,23555
POA2094,12,26,38,410,477,883,0,0,0,14,18,33,0,0,0,530,698,1225,0,0,0,23,27,52,5,9,14,6,0,5,13,11,24,0,0,0,13,12,32,12,16,20,43,62,104,0,0,0,0,0,0,41,48,88,27,45,71,0,0,0,1127,1426,2556,19,8,21,5,4,10,12,10,24,0,0,0,0,3,4,4,5,4,8,9,15,1518,1608,3130,11,4,17,4,15,18,1539,1628,3167,151,157,311,2873,3269,6141
POA2095,62,107,168,874,1017,1893,0,0,0,46,60,99,0,0,0,1572,1788,3357,4,0,3,76,111,188,12,12,19,7,10,16,15,24,41,4,3,12,23,44,68,21,42,66,109,119,227,0,0,0,4,12,14,78,107,187,111,125,240,5,7,11,2969,3488,6463,18,19,37,23,18,42,33,43,75,0,3,3,5,10,14,16,17,39,22,27,52,4300,4025,8324,33,31,61,16,34,48,4346,4087,8438,536,486,1029,8020,8276,16296
POA2096,51,65,118,854,941,1795,0,3,3,50,58,113,0,0,0,1624,1767,3386,7,0,7,50,49,104,15,21,39,4,16,21,19,17,34,4,5,11,15,12,29,23,30,53,81,73,158,0,3,3,8,6,14,110,147,258,72,93,165,8,4,6,2948,3247,6196,32,18,50,18,17,43,17,12,33,0,0,0,0,0,0,13,19,33,15,19,40,3869,3787,7650,44,30,70,16,30,51,3930,3846,7776,377,334,709,7398,7557,14955
POA2097,50,87,137,1124,1362,2484,0,0,0,71,77,145,0,0,0,2062,2220,4282,0,0,0,113,114,228,17,28,51,9,18,30,24,26,46,11,6,18,25,22,48,32,48,82,108,149,255,14,15,31,4,5,6,160,192,357,128,158,290,4,3,5,3907,4448,8356,32,23,52,38,20,58,18,17,37,0,0,0,8,6,13,19,23,40,23,29,57,3333,3119,6458,38,17,53,9,19,23,3373,3159,6531,393,371,760,7840,8148,15991
POA2099,618,759,1372,2143,2620,4763,3,0,4,183,206,390,0,0,0,5014,5470,10481,3,5,4,404,464,872,60,70,136,52,64,115,45,73,114,37,28,64,92,95,191,143,177,318,285,357,642,23,33,48,11,22,36,281,406,693,408,471,878,9,14,24,9189,10577,19767,622,505,1124,267,199,463,53,71,125,0,0,0,149,142,289,70,94,160,220,234,452,8811,8318,17131,65,48,114,42,86,129,8923,8453,17376,1142,1085,2229,21038,21874,42917
POA2100,162,224,383,1317,1543,2862,0,0,3,90,118,210,0,0,0,2815,3073,5885,0,4,4,192,191,388,33,37,66,21,23,48,22,28,50,33,45,75,34,28,60,83,94,173,172,190,362,0,3,3,4,4,7,201,228,426,194,228,422,0,12,9,5210,5851,11060,121,95,211,78,86,164,22,29,50,0,0,0,29,17,42,28,44,79,59,57,120,4606,4174,8784,34,24,63,20,31,47,4658,4235,8894,550,533,1083,10865,11107,21973
POA2101,51,103,153,1423,1731,3159,0,0,0,157,171,332,0,0,0,2156,2482,4643,3,0,0,114,110,222,34,42,83,4,4,7,22,20,39,15,17,34,31,27,58,115,140,258,137,167,307,6,6,11,5,7,10,196,262,456,211,218,429,0,6,11,4639,5421,10056,36,25,60,15,11,29,29,29,62,0,0,0,10,7,16,26,45,70,36,55,88,4306,3919,8227,42,30,68,23,23,48,4373,3964,8337,545,557,1101,9720,10168,19885
POA2102,26,48,73,597,745,1343,0,0,0,44,44,93,0,0,0,927,1117,2045,0,0,0,74,89,166,0,8,4,3,6,6,10,3,16,6,5,16,7,19,23,41,51,96,45,52,100,3,4,9,0,4,4,91,99,189,97,115,212,4,3,4,1957,2360,4322,18,16,37,4,7,11,9,12,21,0,0,0,17,13,26,14,14,25,30,25,53,1661,1568,3231,4,7,11,5,11,10,1669,1586,3253,263,342,602,3977,4396,8379
POA2103,37,56,90,824,988,1803,0,0,0,49,41,92,0,0,0,1125,1350,2482,0,0,0,88,95,180,17,16,28,0,0,0,8,17,23,5,6,9,16,23,41,63,69,135,86,94,179,0,0,5,7,6,13,157,173,335,87,111,200,4,4,3,2520,2995,5516,22,26,56,19,20,37,10,22,32,0,0,0,9,0,8,11,10,21,12,14,25,2266,2068,4333,26,15,43,6,13,22,2296,2099,4394,369,354,724,5293,5585,10877
POA2104,4,9,10,363,497,863,0,0,0,14,17,31,0,0,0,337,417,753,0,0,0,22,31,48,0,0,3,0,0,3,4,7,15,0,0,0,3,6,9,13,15,31,40,47,92,0,5,3,0,4,3,53,77,131,43,40,76,0,0,0,902,1168,2073,0,0,0,10,3,9,4,10,10,0,0,0,3,3,9,0,0,7,8,5,12,732,736,1465,4,5,5,4,10,19,743,747,1487,86,116,195,1752,2056,3807
POA2105,8,10,18,159,141,304,0,0,0,12,11,23,0,0,0,113,133,246,0,0,0,12,9,19,5,3,3,0,0,0,3,0,3,0,0,0,0,6,6,3,10,10,21,21,40,0,0,0,4,0,6,15,27,41,11,11,19,0,0,0,359,359,720,0,3,3,5,0,4,0,0,7,0,0,0,0,0,0,0,3,9,0,3,9,558,503,1065,12,9,18,4,6,5,573,518,1090,75,88,166,1020,988,2008
POA2106,20,48,77,798,892,1688,0,0,0,36,32,72,0,0,0,837,967,1812,0,3,0,35,48,85,27,23,48,0,0,0,18,14,32,3,3,5,18,18,31,26,37,63,81,113,194,0,0,3,5,0,7,104,121,222,91,110,196,0,0,0,2075,2382,4454,11,16,29,12,19,29,13,17,28,0,0,0,7,4,13,6,12,16,13,14,30,2327,2182,4511,11,8,17,11,21,32,2348,2216,4565,230,219,449,4724,4929,9659
POA2107,39,87,122,1161,1256,2418,0,0,0,25,38,69,0,0,0,1177,1430,2607,0,0,0,61,64,123,18,23,35,0,0,0,21,30,51,0,0,0,19,23,32,44,59,106,117,116,239,3,0,5,12,10,18,124,211,334,105,122,229,0,0,5,2891,3381,6269,7,8,13,11,16,24,33,37,69,0,0,0,0,0,3,17,19,44,16,26,47,4118,3862,7982,32,26,56,26,35,55,4171,3918,8091,382,394,773,7562,7863,15422
POA2108,11,9,21,188,194,385,0,0,0,4,4,9,0,0,0,143,160,298,0,0,0,6,5,13,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,7,9,10,19,18,36,0,0,0,0,0,3,18,26,49,7,14,23,0,0,0,403,434,839,0,4,0,3,7,8,12,9,17,0,0,0,0,0,0,0,0,0,0,0,0,368,337,706,5,0,8,5,3,5,375,346,717,70,64,134,864,872,1740
POA2110,51,85,138,529,610,1141,0,0,0,18,18,37,0,0,0,1677,1789,3463,4,4,8,217,199,413,4,12,18,0,0,0,10,14,27,33,44,79,12,14,25,28,45,77,77,91,170,0,0,0,9,9,23,80,98,171,70,56,123,0,0,5,2766,3003,5773,46,47,93,57,62,113,26,27,47,0,0,0,11,5,20,10,12,26,24,24,43,1446,1317,2760,8,10,19,9,12,17,1463,1333,2802,368,470,837,4797,5057,9846
POA2111,115,196,313,689,792,1481,0,0,0,50,62,112,0,0,0,2368,2665,5032,5,7,8,365,410,771,10,11,23,0,0,0,16,16,27,40,42,77,26,23,49,25,53,86,101,172,278,3,0,7,5,3,10,128,136,266,128,140,267,3,11,16,3957,4535,8497,117,100,217,121,112,229,14,25,42,0,0,0,17,20,37,28,42,62,47,62,101,2675,2494,5167,21,25,44,10,22,34,2709,2539,5246,391,417,810,7470,7983,15456
POA2112,582,885,1466,1111,1279,2392,29,30,52,239,281,521,5,7,9,4701,5327,10027,8,6,13,629,661,1282,31,39,71,9,9,16,15,22,38,373,378,752,84,108,189,130,176,308,414,467,878,3,11,11,38,60,98,228,289,519,534,588,1125,11,8,20,8570,9752,18325,677,568,1247,772,758,1532,48,50,102,3,0,0,78,71,153,84,84,170,162,158,324,6465,6222,12685,50,39,92,18,32,53,6539,6296,12832,1098,1111,2204,18450,19577,38026
POA2113,468,644,1103,819,904,1719,12,22,38,200,227,429,0,0,0,2399,2863,5268,12,14,35,248,239,485,14,24,45,9,4,14,19,22,38,194,224,419,63,84,141,133,149,283,284,359,637,0,6,7,21,19,39,149,234,384,336,396,726,11,11,18,4917,5798,10720,884,833,1713,537,448,988,119,91,209,0,0,0,67,73,142,71,77,154,144,152,287,5396,5113,10509,55,37,99,21,22,40,5471,5176,10647,1023,944,1963,13558,14075,27637
POA2114,455,662,1120,767,891,1655,10,9,17,213,239,451,12,21,30,2805,3018,5821,8,9,11,232,244,478,17,22,38,11,9,21,16,26,48,78,80,160,57,67,121,108,120,230,426,497,930,4,0,11,25,28,50,213,259,471,351,383,740,14,9,23,5361,5935,11302,758,740,1498,359,286,646,11,17,28,0,0,0,43,57,96,44,55,98,87,109,196,4770,4331,9097,48,25,73,16,25,37,4831,4378,9206,615,654,1270,12482,12790,25267
POA2115,181,251,433,424,461,882,5,4,8,94,105,195,27,32,64,1598,1666,3267,0,0,0,145,143,293,7,5,12,19,13,33,15,8,24,99,93,191,34,37,73,75,75,148,209,246,458,6,7,14,8,3,13,100,123,217,212,218,440,0,0,5,3074,3260,6333,164,165,326,369,344,720,7,3,9,0,0,0,15,21,40,34,37,66,47,60,109,2072,1767,3838,22,12,33,9,11,19,2104,1792,3893,476,401,877,6419,6275,12686
POA2116,87,136,222,207,264,480,6,5,12,67,89,150,3,3,7,892,999,1892,3,5,7,80,66,152,8,12,19,8,0,4,6,6,10,54,54,113,16,20,34,23,35,58,161,166,330,3,0,3,3,3,8,50,63,120,123,137,260,0,7,17,1721,1946,3669,113,93,209,236,219,457,0,4,4,0,0,0,10,13,25,17,18,31,25,34,65,1130,1024,2154,10,10,14,6,7,12,1148,1035,2182,270,211,474,3607,3667,7274
POA2117,380,498,874,753,837,1586,3,20,26,273,308,582,40,48,86,2659,2889,5545,21,27,48,244,228,468,14,29,39,8,24,36,11,14,30,89,96,186,57,54,111,112,147,252,483,521,998,3,19,23,11,25,40,234,258,496,321,374,698,5,5,14,5352,5913,11266,347,319,668,454,417,874,8,7,15,0,0,0,33,37,70,132,157,289,166,194,356,3589,3170,6763,32,17,52,8,25,35,3636,3213,6849,675,608,1285,11015,11168,22185
POA2118,713,909,1626,830,1013,1841,4,3,10,350,408,760,18,33,49,1963,2180,4151,23,29,53,166,165,329,6,7,10,30,35,64,16,12,28,42,48,90,115,115,230,130,133,264,556,596,1147,6,9,17,16,15,32,288,375,662,420,447,863,7,7,16,4999,5620,10622,794,795,1588,786,736,1520,3,5,13,0,0,0,50,50,105,74,79,151,124,131,250,5702,5172,10867,25,18,48,9,16,24,5734,5204,10939,681,644,1321,13843,14043,27888
POA2119,158,259,411,799,933,1727,0,0,0,128,150,274,61,62,124,1007,1206,2217,12,11,22,61,65,131,4,0,7,10,3,14,6,15,20,8,7,20,33,29,66,57,66,125,211,283,497,9,7,14,9,11,19,196,228,427,123,161,284,0,8,5,2741,3245,5985,291,373,661,90,98,183,6,8,15,0,0,0,39,47,79,29,36,62,68,78,145,2215,2235,4447,22,23,48,5,7,17,2246,2263,4509,275,269,540,5866,6591,12458
POA2120,225,314,537,1242,1440,2684,6,0,4,304,378,683,0,0,0,2051,2337,4390,15,17,30,124,125,248,13,17,28,0,0,0,36,35,66,13,17,33,71,57,129,72,81,155,236,248,484,4,3,9,65,95,161,304,369,669,299,338,638,0,12,12,4862,5568,10431,435,444,881,166,149,313,26,14,38,0,0,0,31,32,61,40,51,91,72,79,150,4078,3638,7715,56,39,89,17,21,40,4150,3695,7842,413,377,792,10344,10646,20988
POA2121,757,1000,1755,1153,1291,2448,0,0,0,480,532,1016,46,47,95,2107,2378,4478,23,20,38,107,106,207,9,14,28,10,26,36,32,39,74,56,51,105,130,152,280,171,201,368,766,921,1686,14,13,25,28,32,57,293,384,679,445,528,977,6,7,12,5862,6744,12609,1563,1535,3100,433,443,873,12,15,21,0,0,0,80,65,147,69,88,161,147,154,306,6997,6834,13838,46,27,77,16,29,48,7058,6894,13956,805,783,1588,16639,17566,34209
POA2122,765,1094,1859,865,1036,1899,10,10,20,328,430,758,36,50,85,2486,2854,5344,13,15,29,131,118,255,14,20,37,18,26,46,19,21,36,120,128,241,112,112,223,107,126,231,497,595,1089,4,7,15,20,19,29,285,341,633,404,480,889,14,7,22,5491,6396,11882,591,494,1086,475,332,809,34,44,83,0,0,0,47,38,90,47,57,107,94,102,190,6790,6536,13324,45,38,78,19,17,33,6852,6587,13440,944,894,1844,15239,15941,31187
POA2125,294,393,682,988,1063,2058,0,3,6,201,210,409,115,119,230,1800,1936,3733,3,6,11,124,132,258,5,5,12,13,22,39,20,16,35,23,33,61,55,50,111,90,106,192,210,232,443,3,7,16,17,26,46,198,255,458,174,195,367,14,17,25,4067,4436,8504,476,473,940,199,213,413,14,5,12,0,0,0,48,51,99,42,44,83,91,92,187,2727,2502,5235,30,17,51,9,10,13,2765,2530,5299,320,268,580,8218,8411,16620
POA2126,447,523,968,902,990,1890,0,0,0,257,328,589,13,18,26,1517,1724,3246,0,3,6,106,102,209,3,6,16,7,13,19,17,21,40,51,45,99,41,39,80,118,131,257,271,293,559,8,8,17,32,36,66,236,293,525,256,282,536,3,7,7,3837,4342,8177,1089,1033,2117,281,274,559,10,11,22,0,0,0,75,79,153,79,81,162,154,163,317,3186,2901,6089,25,14,44,8,10,18,3228,2925,6153,373,403,774,9425,9661,19082
