POA_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
POA2044,6,5,11,4,4,0,23,0,5,0,0,3,0,5,4,0,0,0,3,0,7,0,0,0,0,0,0,5,3,3,3,0,0,0,13,8,3,3,3,4,0,16,5,0,6,0,0,0,18,6,14,7,3,7,0,34,9,7,7,0,0,0,21,8,11,3,7,0,0,30,11,17,0,0,0,0,30,14,21,7,4,7,0,58,11,15,6,3,4,0,34,13,8,3,5,4,0,35,36,57,3,0,3,0,106,83,119,5,10,6,0,235,72,71,5,10,6,3,166,46,53,5,5,0,0,104,9,19,8,7,3,0,48,347,432,79,69,54,7,985
POA2045,10,10,14,0,7,0,32,0,0,4,0,0,0,7,0,0,3,0,0,0,6,0,0,4,0,0,0,5,5,0,5,0,0,0,9,0,3,5,0,0,0,3,0,9,4,0,0,0,14,4,3,12,0,0,0,22,5,0,5,0,0,0,14,4,3,0,0,0,0,14,6,4,3,0,3,0,13,9,10,9,0,3,0,36,0,3,3,0,0,0,10,0,9,5,0,0,0,21,4,14,5,0,4,0,27,13,50,22,3,4,0,90,12,62,22,5,3,0,107,17,138,33,3,0,0,194,9,8,7,3,5,0,34,93,335,166,20,32,4,651
POA2046,35,35,28,3,14,0,118,9,0,7,0,0,0,14,9,0,9,0,6,0,27,6,6,6,0,0,0,20,11,13,11,0,7,0,40,17,11,7,3,3,0,44,19,20,18,4,6,0,65,24,19,12,3,5,0,77,15,33,9,4,7,0,62,17,28,11,3,11,0,69,17,25,13,0,4,0,61,42,64,32,9,18,0,156,19,29,8,5,4,0,62,20,43,14,7,5,0,84,51,77,20,3,5,0,156,135,259,75,21,16,7,507,83,218,59,10,14,0,380,107,387,82,16,11,0,605,45,81,38,6,16,0,193,665,1337,465,109,143,15,2738
POA2047,23,11,3,3,6,0,46,7,4,0,0,0,0,7,6,0,0,0,0,0,5,3,0,3,0,0,0,7,3,6,3,0,0,0,10,11,0,4,0,0,0,16,9,4,0,4,3,0,18,11,0,0,0,5,0,16,5,11,8,0,4,0,27,12,9,8,0,3,0,40,9,10,3,0,3,0,24,15,28,15,0,3,0,59,11,11,3,0,0,0,19,10,14,5,4,0,0,43,16,30,0,0,3,5,60,64,95,19,8,11,6,204,42,85,24,3,3,0,165,76,170,36,3,12,0,302,21,36,13,3,10,0,83,349,525,161,42,71,12,1160
POA2048,8,14,8,0,4,0,29,0,0,0,0,0,0,6,5,3,3,0,0,0,9,0,0,0,0,0,0,5,0,6,3,3,0,0,8,0,0,3,0,0,0,12,5,6,3,0,0,0,18,10,5,0,4,0,0,23,4,10,0,3,6,0,22,0,17,0,0,4,0,23,9,3,3,0,0,0,21,19,16,4,0,0,0,43,9,5,0,3,0,0,18,7,12,4,0,0,0,14,27,17,4,0,4,0,58,43,59,9,9,3,0,123,29,56,11,7,3,0,111,58,95,24,5,6,0,186,11,8,3,0,7,0,32,240,335,96,35,43,8,746
POA2049,21,14,12,0,3,0,47,0,0,0,0,0,0,3,4,0,3,0,0,0,11,0,0,0,0,0,0,3,4,0,5,0,0,0,16,0,7,5,0,3,0,16,12,6,7,7,0,0,33,10,7,0,0,0,0,24,12,10,5,0,0,0,25,22,14,4,3,0,0,40,8,7,0,4,9,0,24,28,23,5,3,5,3,62,13,13,8,0,4,0,43,25,20,7,0,0,0,52,47,40,8,13,0,0,103,74,138,27,7,3,7,257,46,101,14,4,12,0,170,54,118,21,3,0,0,201,21,18,5,0,9,0,49,398,535,145,50,46,18,1190
POA2050,10,6,0,4,3,0,17,4,0,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,5,3,5,0,0,0,0,6,5,5,0,0,0,0,7,7,4,5,3,0,0,21,7,3,0,0,0,0,8,0,6,0,0,0,0,10,9,4,0,0,0,0,18,25,8,6,0,0,0,40,13,4,0,0,0,0,14,16,8,0,5,0,0,23,37,14,0,5,0,0,53,71,48,7,4,6,5,141,30,33,7,0,3,0,72,34,41,12,7,3,4,95,9,10,5,0,5,0,35,290,187,41,30,25,6,581
POA2060,15,8,0,0,5,0,32,0,3,0,0,0,0,4,7,0,0,3,0,0,11,6,0,0,0,0,0,7,7,0,0,0,0,0,10,3,4,0,0,0,0,12,15,0,0,0,0,0,20,8,3,0,0,0,0,17,14,6,0,0,0,0,22,14,4,3,0,0,0,23,8,8,0,0,5,0,15,14,13,9,9,0,0,38,14,3,0,0,0,0,20,11,12,0,0,0,0,27,20,18,4,0,0,0,43,61,35,10,3,8,0,128,43,48,19,8,0,0,116,93,99,34,9,12,0,249,25,9,8,3,4,0,47,378,283,93,44,41,7,842
POA2061,8,3,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,6,0,0,0,0,0,3,4,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,0,0,0,0,3,8,0,0,0,0,0,13,6,0,0,0,0,0,6,0,0,0,0,0,0,7,9,4,4,0,0,0,11,19,4,0,4,0,0,29,20,3,5,0,0,0,28,35,24,13,0,3,0,74,11,3,4,0,6,0,21,133,44,43,11,10,6,244
POA2062,19,13,8,0,5,0,40,3,0,0,0,0,0,3,0,5,0,0,0,0,8,5,0,0,0,0,0,4,0,0,3,0,0,0,4,0,4,0,0,0,0,4,4,11,0,4,0,0,16,3,8,3,0,3,0,19,3,8,0,0,0,0,10,8,0,3,5,0,0,16,7,0,0,0,0,0,8,16,6,6,3,0,0,34,7,7,0,0,0,0,18,9,11,0,0,0,0,26,13,13,4,4,0,3,34,36,55,5,6,0,0,107,23,57,7,6,0,0,92,42,116,17,14,0,5,192,15,17,3,0,0,0,36,206,318,59,51,27,4,666
POA2063,13,15,10,0,0,0,43,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,0,0,0,0,8,6,4,0,0,0,0,9,3,6,3,0,0,0,7,0,4,4,0,0,0,10,0,0,0,0,0,0,4,5,10,0,3,0,0,13,0,7,3,0,0,0,8,3,15,11,0,0,0,29,0,0,4,0,0,0,4,5,9,0,0,0,0,7,5,3,3,0,0,0,14,13,31,12,0,0,0,59,11,28,16,3,5,0,65,40,200,36,7,10,0,291,6,14,5,0,0,0,30,117,346,118,20,13,0,607
POA2064,7,19,7,0,4,0,39,0,0,0,0,0,0,5,0,3,0,0,0,0,6,0,7,5,0,0,0,7,0,0,0,0,0,0,5,0,4,0,0,4,0,6,0,6,0,3,0,0,15,5,14,3,0,0,0,22,0,5,0,0,0,0,11,4,11,4,0,10,0,27,5,10,7,0,0,0,32,12,22,5,0,0,0,46,7,0,6,0,0,0,12,11,9,9,0,0,0,27,26,25,5,4,4,0,61,41,75,9,5,4,0,136,21,40,7,0,8,0,78,22,95,8,0,5,0,131,5,16,8,0,0,0,35,176,367,78,27,42,3,697
POA2065,49,37,21,5,8,0,118,8,7,0,0,3,0,16,3,0,0,0,4,0,14,4,4,3,0,0,0,16,7,5,9,0,3,4,22,12,11,4,0,5,0,32,30,12,5,3,6,0,57,24,16,11,7,4,0,54,20,18,4,4,9,0,53,25,13,6,8,4,0,62,22,15,7,4,0,0,52,51,57,13,10,15,0,137,43,37,10,9,0,0,99,41,53,16,8,9,0,125,61,52,9,7,7,0,143,184,203,37,22,28,0,476,109,191,34,14,11,0,364,151,365,60,15,8,9,601,39,54,24,6,11,6,135,884,1135,270,121,127,24,2566
POA2066,50,56,28,4,11,4,152,8,6,8,0,4,0,18,15,3,4,4,4,0,32,4,4,7,0,0,0,21,8,6,11,0,0,0,32,5,16,12,0,0,0,34,15,22,16,5,11,0,72,18,20,14,3,6,0,65,33,17,18,0,8,0,83,22,31,13,0,6,0,74,35,33,9,10,8,3,90,69,95,32,21,21,3,242,72,41,16,9,8,0,141,56,62,17,4,13,0,166,107,115,34,10,16,0,281,185,346,81,30,17,4,660,82,253,71,13,3,0,426,132,660,109,25,31,0,958,53,104,39,16,12,0,217,967,1891,544,155,177,29,3770
POA2067,46,43,17,3,0,7,112,4,0,6,0,0,0,16,6,3,5,0,0,0,11,5,0,3,0,0,0,9,5,3,6,0,0,0,13,13,5,9,0,9,0,33,10,16,10,0,5,0,45,14,26,12,0,7,0,52,10,19,10,0,4,0,42,24,16,4,9,0,0,55,13,13,11,5,0,0,38,26,46,26,4,5,0,104,12,17,16,4,0,0,53,14,33,16,6,4,0,64,21,50,23,0,6,4,108,62,133,46,13,20,3,276,45,109,45,10,13,0,223,91,255,63,19,12,3,447,35,52,21,10,9,0,130,450,836,336,85,102,18,1829
POA2068,20,34,26,3,4,0,89,3,0,4,0,0,0,6,3,7,3,0,0,0,18,5,0,3,0,0,0,10,5,9,6,0,3,0,23,8,3,8,0,0,0,25,19,11,4,0,3,0,38,8,12,10,0,3,0,29,7,17,12,0,0,0,41,4,13,5,4,0,0,22,11,17,14,0,0,0,33,18,43,20,0,4,0,83,9,12,5,3,0,0,26,11,12,12,5,8,0,34,18,34,21,8,7,0,91,56,117,57,21,10,0,261,45,145,54,12,7,0,262,97,459,87,25,10,0,676,23,63,27,4,6,0,127,376,1005,377,87,68,8,1916
POA2069,29,48,26,6,9,0,117,0,0,0,0,0,0,0,8,12,4,0,0,0,19,0,0,3,0,0,0,3,8,11,7,0,6,0,24,7,3,0,0,0,0,14,6,17,7,0,0,0,31,4,14,9,0,0,0,29,3,14,15,3,0,0,36,5,9,3,0,3,0,21,3,5,3,4,4,0,22,25,34,26,11,6,0,100,0,7,0,0,5,0,18,10,22,6,0,0,0,42,22,32,17,0,3,0,72,40,103,41,12,8,0,202,19,103,36,13,8,0,179,54,378,98,18,18,0,568,27,42,21,7,4,0,105,262,848,326,70,76,6,1594
POA2070,24,34,17,4,10,5,97,0,6,0,0,0,0,6,9,7,5,0,4,0,15,3,5,0,0,0,0,13,14,4,6,0,5,0,23,4,13,4,0,0,0,22,5,13,12,0,0,0,32,5,13,7,0,0,0,20,5,10,6,0,4,0,29,4,12,7,0,3,0,33,5,8,5,0,0,0,20,18,35,20,6,4,3,89,9,19,3,0,3,0,35,13,21,15,0,0,0,47,24,25,7,7,3,0,61,40,120,32,10,12,0,204,25,132,39,10,0,0,202,64,315,96,30,13,0,514,20,45,26,0,4,0,101,281,824,320,74,63,9,1567
POA2071,28,32,33,3,5,0,107,5,7,0,0,0,0,10,6,6,7,0,3,0,14,0,5,0,0,0,0,12,6,5,4,0,5,0,27,0,4,3,0,0,0,11,8,19,8,3,4,0,33,7,9,6,0,0,0,19,5,15,3,0,0,0,22,3,10,8,0,0,0,26,5,11,0,0,5,0,25,10,26,23,7,4,0,70,11,16,6,4,3,0,28,6,17,5,0,3,0,34,22,36,14,3,9,0,73,47,90,42,13,10,0,205,27,82,47,11,6,0,174,67,275,105,21,12,4,484,20,47,20,3,8,0,102,287,702,340,61,80,12,1477
POA2072,14,13,7,0,3,0,40,0,0,4,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,4,0,0,0,0,5,6,4,5,0,3,0,19,8,9,12,0,4,0,35,9,5,5,0,0,0,17,0,0,9,0,7,0,17,6,5,9,0,0,0,17,0,8,3,0,0,0,19,15,21,10,9,7,0,61,11,13,4,0,0,0,25,17,12,3,6,5,0,33,10,22,11,0,7,0,52,44,64,22,15,12,0,158,20,40,18,6,3,4,92,34,145,34,11,9,0,229,19,28,17,0,0,0,68,213,393,173,45,64,4,894
POA2073,39,36,38,4,8,0,120,3,3,4,0,3,0,13,9,12,6,0,0,0,18,6,9,8,0,0,0,17,5,9,6,0,4,0,26,5,8,10,0,3,0,29,14,20,17,3,9,0,61,12,13,12,3,3,0,44,18,15,12,6,0,0,54,8,17,16,3,4,0,45,11,8,9,0,0,0,30,33,43,46,0,5,0,128,13,18,6,3,4,0,37,13,32,21,3,3,0,66,22,46,26,3,5,0,102,68,164,76,9,7,0,336,40,190,70,4,6,0,315,101,444,119,29,19,4,712,26,73,30,6,4,0,145,429,1166,519,73,100,8,2292
POA2074,37,30,45,4,9,0,132,0,0,0,0,0,0,3,9,4,7,0,0,0,24,3,9,13,5,3,0,25,10,4,5,0,0,0,21,18,14,10,4,3,0,42,15,17,30,4,6,0,77,15,19,17,0,0,0,49,19,13,19,0,10,0,64,20,24,20,3,0,0,60,16,11,10,5,3,0,49,36,58,45,6,9,4,154,13,35,16,5,3,0,75,19,49,31,3,3,0,101,33,67,32,3,3,0,146,62,257,108,17,9,3,459,63,268,75,13,10,0,432,118,543,161,17,12,0,858,36,82,35,10,5,0,169,542,1521,678,98,94,15,2944
POA2075,48,44,31,10,8,3,146,6,0,3,0,3,0,11,9,0,3,5,3,0,23,8,6,3,4,3,0,28,8,11,10,0,0,0,32,13,8,7,3,0,0,27,20,19,16,4,0,0,60,11,13,12,5,5,0,53,20,20,9,5,6,0,53,12,23,16,0,11,0,61,15,20,11,3,0,0,47,37,58,30,7,9,0,141,10,17,14,3,4,0,53,21,50,23,4,5,0,107,30,69,24,10,8,0,139,86,244,86,13,11,5,448,61,267,67,16,3,0,418,129,587,132,34,22,0,903,35,103,45,4,7,0,198,586,1559,541,122,110,11,2934
POA2076,44,46,40,6,11,4,152,7,0,11,0,3,0,19,10,6,8,0,0,0,25,7,5,6,0,4,0,28,7,5,6,0,4,0,27,10,9,8,3,0,0,39,19,22,19,6,4,0,69,28,26,27,0,5,0,79,13,22,14,3,3,0,54,16,20,17,4,10,0,69,16,21,15,5,7,0,64,38,87,48,8,12,0,194,15,44,21,7,9,0,95,28,55,30,6,0,0,116,39,101,40,9,6,0,193,74,310,135,14,12,5,553,71,302,82,18,7,0,474,129,533,140,16,25,3,838,39,111,52,6,13,4,227,606,1714,717,117,134,13,3297
POA2077,49,56,43,16,17,0,170,10,3,10,0,4,0,27,17,19,14,5,9,0,48,14,12,5,4,7,0,39,15,17,10,3,3,0,43,34,26,23,8,7,0,88,47,46,37,9,16,4,156,52,52,41,11,22,0,174,39,61,38,10,15,5,170,64,78,36,9,19,3,206,63,73,34,10,21,0,195,139,212,81,22,31,8,495,79,175,42,16,22,0,335,83,182,24,12,4,3,307,107,276,59,20,26,3,487,185,527,111,34,27,4,882,93,303,80,16,8,0,503,46,191,52,9,5,4,312,61,114,33,15,21,9,246,1185,2413,763,214,272,44,4895
POA2079,15,4,7,0,3,0,33,7,4,3,0,0,0,17,3,0,9,0,0,0,11,7,4,8,0,0,0,18,11,4,5,0,0,0,17,3,0,3,0,0,0,9,11,7,13,0,0,0,32,7,10,12,10,5,0,39,9,18,7,0,10,0,40,13,14,12,0,6,0,43,11,17,7,0,3,0,44,24,49,15,8,9,3,109,16,35,19,5,9,0,73,18,40,6,3,3,0,72,15,77,14,5,0,0,110,47,162,34,4,6,0,253,26,90,27,0,8,0,155,13,41,15,3,5,0,74,15,25,23,0,0,0,68,269,600,232,50,64,7,1219
POA2080,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,5,4,0,0,0,9,0,4,0,0,0,0,10,4,5,4,0,0,0,13,3,5,0,0,0,0,13,4,0,0,0,0,0,9,0,17,0,0,0,0,22,0,5,4,0,0,0,8,6,5,3,0,0,0,9,9,14,3,0,0,0,21,12,43,6,3,5,0,68,8,18,9,0,0,0,33,3,14,4,0,0,0,15,0,5,4,0,0,0,6,58,147,57,4,15,0,277
POA2081,8,11,9,0,0,0,26,0,0,0,0,0,0,3,0,5,7,0,0,0,13,3,0,3,0,0,0,10,4,3,4,0,0,0,18,10,0,7,0,0,0,22,4,13,12,4,0,0,31,0,10,10,0,4,0,25,8,8,9,3,0,0,28,5,17,6,5,6,0,33,3,14,10,3,0,0,30,13,28,10,5,0,0,61,6,22,8,0,3,0,41,11,24,7,0,0,0,37,13,41,14,0,5,0,81,25,128,23,0,3,0,189,15,56,18,6,0,0,90,15,31,13,0,0,0,55,6,12,17,4,7,0,46,153,422,188,30,38,0,833
POA2082,5,3,4,0,4,0,16,4,0,0,0,0,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,9,7,3,7,0,0,0,17,5,3,6,0,3,0,16,12,9,9,0,4,0,33,6,12,7,0,0,0,32,10,13,6,3,3,0,31,12,11,4,3,0,0,36,3,18,3,3,0,0,29,13,43,16,0,7,0,83,9,27,6,5,0,0,42,7,32,11,6,0,0,53,9,55,9,0,4,0,76,40,113,23,3,3,0,189,12,64,12,0,5,0,89,6,20,7,0,0,0,36,7,19,5,0,5,0,33,159,442,146,23,43,0,824
POA2083,4,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,3,0,0,0,0,3,3,4,0,0,0,0,8,0,6,0,0,0,0,5,10,4,4,0,0,0,11,7,4,0,0,3,0,13,4,0,0,0,0,0,4,0,12,0,0,3,0,17,5,3,0,0,0,0,13,4,9,4,0,0,0,19,5,0,6,0,0,0,11,4,3,0,0,0,0,12,8,10,8,0,0,0,28,17,11,7,0,3,0,45,4,4,6,0,0,0,18,4,8,0,0,0,0,9,4,0,3,0,0,0,14,82,84,47,5,9,0,222
POA2084,12,8,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,0,0,6,0,4,3,0,0,0,7,4,7,0,0,0,0,9,0,9,0,0,0,0,13,5,4,3,5,0,0,11,0,5,3,0,0,0,12,0,3,0,0,0,0,4,4,9,13,0,0,0,33,0,0,0,0,0,0,7,0,8,9,0,0,0,12,3,11,6,0,0,0,27,10,36,20,6,3,0,76,15,38,16,0,0,0,67,14,57,24,3,0,0,101,7,14,9,0,0,0,32,83,204,120,19,11,0,441
POA2085,20,13,22,4,7,0,56,3,3,0,0,0,0,14,0,6,3,0,3,0,15,4,3,3,0,0,0,17,6,3,4,0,0,0,13,8,9,5,0,5,0,33,4,6,11,0,5,0,29,12,8,4,0,8,0,31,10,20,16,5,5,0,52,6,15,21,0,0,0,44,6,15,11,0,5,0,41,24,32,21,4,4,0,77,9,15,7,3,8,0,40,9,29,12,5,0,0,57,9,44,18,8,0,0,79,36,196,63,8,16,0,316,37,162,46,9,0,0,255,53,210,50,5,3,0,326,10,38,29,4,3,0,86,265,830,356,56,67,0,1575
POA2086,11,30,23,5,4,0,70,3,3,3,0,0,0,11,3,3,4,0,3,0,11,0,5,4,0,0,0,17,4,5,6,0,0,0,21,13,10,10,0,0,0,29,13,11,14,4,0,0,38,8,16,17,0,6,0,45,7,16,17,0,0,0,45,13,18,12,0,4,0,52,10,6,7,5,6,0,34,17,46,27,0,6,0,95,10,18,14,3,0,0,46,13,48,7,5,0,0,73,14,73,30,0,9,0,127,55,244,76,13,7,0,397,44,233,53,8,9,0,343,64,293,65,14,4,0,436,19,59,36,7,8,0,133,316,1139,422,65,80,7,2021
POA2087,13,26,9,0,10,0,61,0,0,3,0,0,0,9,4,3,8,0,0,0,12,4,8,4,0,0,0,13,3,9,0,0,0,0,14,5,15,14,0,4,0,30,11,11,11,0,0,0,40,8,11,14,0,0,0,39,6,17,14,3,0,0,43,5,18,18,0,3,0,43,4,7,9,0,3,0,28,12,37,29,0,5,0,91,10,17,10,5,0,0,44,6,24,17,0,0,0,56,13,35,27,0,8,0,89,27,183,68,7,7,0,303,28,161,35,9,4,0,237,34,277,51,11,3,0,377,15,45,23,3,3,0,85,205,907,373,48,63,3,1602
POA2088,58,44,39,12,4,0,161,6,5,0,0,0,0,9,8,3,5,0,0,0,22,4,5,0,0,0,0,12,3,0,4,0,0,0,7,15,5,7,5,0,0,31,22,7,10,3,0,0,44,14,9,8,0,0,0,38,16,12,0,3,4,0,34,11,11,5,5,5,0,38,16,4,5,0,0,4,29,46,26,22,3,8,0,108,20,15,10,0,5,0,41,30,18,11,0,5,0,65,27,30,7,0,4,0,72,94,112,44,18,9,0,277,56,106,34,9,12,0,217,193,616,189,37,28,9,1065,53,73,43,5,12,0,181,702,1106,435,108,85,14,2447
POA2089,8,6,4,5,0,0,24,3,0,0,0,0,0,4,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,8,7,0,3,0,5,0,18,9,0,0,4,0,0,20,6,5,5,0,0,0,10,6,0,0,4,0,0,11,4,4,4,0,0,0,16,8,5,3,3,4,0,20,19,14,4,4,0,0,39,3,0,0,0,0,0,15,14,15,0,3,0,0,33,25,20,8,4,0,0,58,66,46,8,14,5,3,148,43,44,6,4,4,0,107,51,95,20,11,6,0,185,15,16,5,7,0,0,46,301,280,81,60,40,9,766
POA2090,25,15,6,3,0,0,53,5,0,0,0,0,0,3,5,3,0,0,0,0,8,0,3,0,0,0,0,5,4,6,0,0,3,0,8,4,0,0,0,0,0,5,10,11,0,0,0,0,26,10,5,6,0,0,0,26,13,3,3,4,0,0,24,5,11,0,0,4,6,23,6,3,0,0,0,0,12,17,15,5,6,6,0,42,4,7,0,0,0,0,11,17,15,0,0,0,0,33,22,14,5,4,5,0,47,78,58,13,13,3,0,165,64,53,10,0,0,0,125,60,174,39,12,10,0,301,21,27,8,7,8,3,75,367,417,104,53,49,16,998
POA2092,14,16,13,0,0,0,47,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,8,0,0,6,0,3,0,10,4,3,0,0,0,0,8,6,0,0,0,0,0,14,3,5,0,0,0,0,15,0,9,6,0,0,0,15,3,5,3,0,0,0,11,3,10,0,0,0,0,16,11,18,15,5,0,0,53,0,5,6,0,0,0,10,3,11,6,0,5,0,23,5,19,4,5,4,0,33,15,58,23,0,9,0,102,12,78,26,7,3,0,121,44,283,55,13,9,0,403,14,36,12,4,4,0,67,140,563,182,35,35,0,958
POA2093,51,32,24,5,7,0,113,6,3,3,0,3,0,16,9,11,4,0,4,0,25,0,10,9,0,0,0,18,5,4,8,3,4,0,29,16,10,9,0,5,0,33,10,21,6,7,6,0,59,23,21,15,9,5,0,67,16,10,12,0,7,0,46,8,22,14,0,3,0,50,10,14,8,3,3,0,46,26,60,36,4,10,0,137,6,30,15,4,3,0,60,19,48,14,8,3,0,92,44,72,18,10,14,0,158,96,249,50,27,20,0,439,55,258,48,8,8,0,382,112,632,109,18,11,0,887,32,86,27,3,8,0,159,554,1592,420,108,125,11,2811
POA2094,4,12,4,0,0,0,24,3,0,0,0,0,0,6,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,3,5,0,0,0,0,0,6,8,5,0,0,0,0,16,0,3,0,0,0,0,6,4,3,3,0,3,0,12,3,3,4,0,0,0,9,6,14,5,0,5,0,35,3,0,3,0,0,0,13,6,11,5,0,0,0,17,7,12,12,0,0,0,38,32,52,15,3,5,0,104,27,45,12,7,4,0,95,35,117,16,6,3,0,181,5,15,0,6,0,0,29,162,302,89,26,19,3,602
POA2095,27,6,5,0,5,0,45,4,0,3,0,0,0,4,0,0,0,0,0,0,5,4,4,0,0,0,0,8,5,0,3,0,0,0,7,8,3,0,0,0,0,11,8,3,4,0,3,0,12,9,3,0,0,0,0,19,4,0,0,0,3,0,13,7,8,3,0,4,0,16,0,6,5,0,4,0,19,23,10,8,0,0,0,45,6,15,0,0,0,0,29,4,7,7,3,0,0,24,21,19,3,0,0,0,46,47,53,22,8,5,0,139,60,69,23,5,7,0,161,99,153,35,7,10,0,308,24,20,15,0,6,0,61,352,385,141,39,47,8,972
POA2096,17,16,12,4,5,0,58,0,5,0,0,0,0,8,0,4,3,5,4,0,16,3,3,0,0,0,0,7,8,9,0,0,0,0,17,8,9,4,0,0,0,14,11,12,7,0,4,0,32,15,8,3,0,4,0,32,14,19,4,0,6,0,29,16,11,11,0,4,0,37,9,12,0,4,0,0,29,30,42,18,5,0,0,99,8,13,3,3,0,0,30,24,27,6,6,0,0,58,46,37,12,6,0,0,91,85,137,47,18,10,0,301,50,104,26,4,3,0,199,58,298,58,7,0,0,425,26,46,16,9,5,0,90,426,805,235,68,43,5,1583
