POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA2088,124,27,69,0,0,226,8,8,18,0,0,26,6,0,13,0,0,22,6,0,19,0,0,27,13,8,24,0,0,41,50,14,70,0,0,128,33,9,71,0,0,116,64,26,179,3,0,275,39,22,135,0,0,197,88,57,203,0,0,352,889,231,232,4,0,1355,121,33,70,0,0,220,1432,431,1099,12,0,2980
POA2089,8,13,39,0,0,60,0,0,9,0,0,9,0,0,5,0,0,8,0,0,11,0,0,11,8,3,22,0,0,34,8,7,55,0,0,63,0,0,61,0,0,70,12,22,105,0,0,137,10,18,120,0,0,142,16,21,158,0,0,194,80,76,172,0,0,329,9,19,46,0,0,73,157,169,799,0,3,1123
POA2090,33,19,44,0,0,93,6,0,8,0,0,16,0,0,7,0,0,10,7,0,12,0,0,17,3,0,13,0,0,19,20,10,53,0,0,80,13,13,51,0,0,75,13,20,115,0,0,153,15,10,116,0,0,138,33,23,161,0,0,223,197,96,182,0,0,476,33,14,48,0,0,92,371,203,807,0,0,1382
POA2092,49,0,4,0,0,57,3,0,0,0,0,3,3,0,0,0,0,3,13,0,0,0,0,13,7,0,0,0,0,7,22,0,0,0,0,24,29,0,0,0,0,31,66,9,6,0,0,85,50,0,3,0,0,54,91,13,5,0,0,111,492,21,11,0,0,525,66,3,3,0,0,72,900,56,25,0,0,988
POA2093,110,18,25,0,0,158,10,3,14,0,0,34,16,3,4,0,0,23,20,4,12,0,0,34,24,6,13,0,0,41,82,11,58,3,0,155,44,12,72,0,0,129,131,33,156,3,0,321,126,33,135,0,0,293,275,45,136,7,0,464,1052,136,98,0,0,1289,124,21,35,0,0,180,2017,322,765,14,0,3117
POA2094,19,4,8,0,0,34,0,3,4,0,0,6,0,0,3,0,0,5,0,8,3,0,0,11,3,0,0,0,0,6,17,4,8,0,0,28,12,7,15,0,0,33,21,13,35,0,0,69,20,16,37,0,0,66,40,31,52,0,0,125,137,81,68,0,0,293,18,10,8,0,0,30,286,181,252,0,0,713
POA2095,11,24,50,0,0,80,4,0,7,0,0,10,4,5,7,0,0,11,0,4,13,0,0,18,0,0,13,0,0,10,4,6,41,0,0,55,7,10,35,0,0,55,14,18,103,0,0,131,0,19,83,0,0,96,23,31,131,0,0,185,128,97,288,0,0,516,17,12,60,0,0,94,223,226,813,0,0,1265
POA2096,48,3,27,0,0,74,16,0,6,0,0,22,6,0,0,0,0,13,19,0,8,0,0,31,13,3,5,0,0,21,34,0,57,0,0,98,43,6,50,0,0,94,72,11,134,0,0,216,52,6,145,0,0,197,144,10,191,0,0,349,500,22,136,0,0,656,63,4,43,0,0,111,1006,62,814,3,3,1883
POA2097,80,0,17,0,0,97,14,6,7,0,0,20,18,0,11,0,0,28,26,0,8,0,0,31,25,0,11,0,0,40,66,3,35,0,0,102,77,3,41,0,0,116,143,11,80,0,0,227,145,5,83,0,0,233,269,15,88,0,0,373,627,14,54,0,0,693,99,3,21,0,0,128,1571,53,456,3,0,2085
POA2099,134,10,78,0,0,224,41,3,27,0,0,69,24,3,29,0,0,51,30,5,38,0,0,77,50,3,69,0,0,125,127,8,163,0,0,297,142,9,241,5,0,396,264,17,494,0,0,774,242,24,413,0,0,682,473,39,392,0,0,910,1061,51,209,3,5,1323,197,9,139,0,0,342,2783,181,2287,3,3,5259
POA2100,97,3,16,0,0,123,31,0,3,0,0,34,21,0,4,0,0,28,31,5,8,0,0,39,46,3,12,0,0,65,111,7,26,0,0,150,100,12,31,0,0,146,247,20,88,0,0,359,206,18,88,0,0,313,449,47,88,0,0,582,940,38,43,0,0,1017,141,15,23,0,0,183,2415,177,441,0,9,3039
POA2101,80,0,24,0,0,108,14,0,3,0,0,20,11,6,8,0,0,20,14,5,8,0,0,34,32,0,12,0,0,44,90,3,38,0,0,132,77,5,61,0,0,141,140,8,113,0,0,268,137,6,104,0,0,247,301,8,115,0,0,426,616,14,80,4,3,716,146,5,33,0,0,184,1651,69,599,8,4,2333
POA2102,27,7,0,0,0,45,6,0,0,0,0,12,4,0,0,0,0,12,9,3,9,0,0,21,4,11,7,0,0,25,36,26,8,0,0,70,38,26,15,0,0,81,54,41,39,0,0,137,72,36,34,0,0,141,130,50,68,0,0,250,290,77,24,0,0,390,34,34,5,0,0,74,711,323,212,0,3,1252
POA2103,36,9,15,0,0,70,11,5,7,0,0,15,10,0,3,0,0,13,10,0,3,0,0,15,11,6,10,0,0,23,32,3,15,0,0,54,31,14,17,0,0,59,85,19,36,0,0,142,64,19,35,0,0,114,145,24,43,0,0,215,313,43,26,3,0,384,61,13,16,0,0,85,816,152,217,6,0,1192
POA2104,25,0,0,0,0,27,6,0,0,0,0,6,3,3,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,3,11,4,0,0,0,14,9,0,0,0,0,9,21,0,0,0,0,26,23,0,0,0,0,25,63,4,4,0,0,74,146,4,0,0,0,154,29,3,0,0,0,32,339,29,12,0,0,378
POA2105,20,0,0,0,0,20,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,15,0,0,0,0,15,19,0,0,0,0,19,23,0,0,0,0,25,28,0,0,0,0,28,49,0,0,0,0,49,88,5,0,0,0,94,16,0,0,0,0,21,282,0,4,0,0,293
POA2106,61,5,7,0,0,69,15,0,0,0,0,20,10,0,0,0,0,10,11,0,6,0,0,16,19,0,8,0,0,27,47,5,17,0,0,75,46,6,28,3,0,76,98,4,54,5,0,165,80,3,38,3,0,126,166,13,47,0,0,225,354,11,14,0,0,383,86,3,15,0,0,102,981,48,241,10,0,1288
POA2107,106,0,5,0,0,109,13,0,0,0,0,13,20,0,0,0,0,20,24,0,0,0,0,31,38,0,5,0,0,42,100,0,16,0,0,121,73,4,18,0,0,96,194,3,22,0,0,214,138,6,14,0,0,160,327,5,19,0,0,351,736,6,17,0,0,757,144,0,9,0,0,146,1916,19,118,0,0,2062
POA2108,18,0,0,0,0,13,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,18,0,0,0,0,18,7,0,0,0,0,9,18,0,4,0,0,20,76,0,0,0,0,71,18,0,4,0,0,14,161,0,6,0,0,170
POA2110,62,3,3,0,0,68,0,0,0,0,0,3,3,0,0,0,0,3,5,0,0,0,0,4,8,0,3,0,0,18,28,6,4,0,0,37,22,3,8,0,0,33,49,12,11,0,0,76,33,10,14,0,0,57,75,24,14,0,0,116,495,40,8,0,0,541,70,6,3,0,0,83,863,108,69,0,0,1040
POA2111,63,13,17,0,0,99,8,4,3,0,0,14,10,0,6,0,0,22,16,5,8,0,0,27,15,3,19,0,0,34,46,11,46,0,0,104,48,16,66,0,0,131,105,35,159,0,0,290,81,14,113,0,0,209,154,37,102,0,0,292,506,88,46,0,0,648,84,18,29,0,0,132,1133,238,618,3,0,1992
POA2112,148,28,72,0,0,244,24,6,5,0,0,41,19,0,10,0,0,30,31,3,21,0,0,60,40,9,28,0,0,76,122,28,118,0,0,268,100,28,172,0,0,295,232,49,456,0,0,744,200,42,347,0,0,591,344,94,252,0,0,689,829,117,113,0,0,1056,202,23,94,0,0,328,2293,433,1701,0,0,4424
POA2113,94,27,48,0,0,168,17,4,11,0,0,28,11,3,0,0,0,18,27,9,8,0,0,46,28,4,20,0,0,52,69,21,57,0,0,146,69,18,127,0,0,204,156,49,337,0,0,545,127,40,250,0,0,418,223,53,210,0,0,488,492,67,105,0,0,662,98,21,62,0,0,188,1405,303,1249,4,0,2958
POA2114,81,19,38,0,0,139,18,0,16,0,0,39,25,0,4,0,0,28,24,3,24,0,0,50,35,5,33,0,0,78,91,16,101,0,0,210,77,26,151,0,0,256,162,36,334,0,0,532,142,24,225,0,0,394,235,65,148,0,0,448,440,64,90,0,0,594,102,15,68,0,0,179,1442,276,1227,0,0,2939
POA2115,49,9,0,0,0,63,5,0,0,0,0,12,14,3,6,0,0,17,14,8,3,0,0,26,24,10,0,0,0,36,54,23,7,0,0,85,55,26,15,0,0,92,110,55,56,0,0,224,106,60,49,0,0,212,168,64,20,0,0,255,223,56,14,0,0,293,60,22,14,0,0,99,882,339,185,0,0,1414
POA2116,23,12,3,0,0,39,4,0,0,0,0,3,9,5,0,0,0,10,4,10,0,0,0,14,11,7,0,0,0,15,27,16,7,0,0,50,43,25,10,0,0,80,82,61,31,0,0,173,52,40,24,0,0,116,109,38,9,0,0,156,118,26,6,0,0,144,39,15,9,0,0,57,518,246,96,0,0,862
POA2117,87,40,3,0,0,133,20,7,3,0,0,31,13,8,0,0,0,28,24,14,8,0,0,42,43,22,5,0,0,62,83,64,15,0,0,161,84,81,29,0,0,199,177,182,65,0,0,431,134,167,31,0,0,327,321,208,17,0,0,550,375,112,10,0,0,491,104,47,3,0,0,158,1465,954,190,0,0,2613
POA2118,145,17,19,0,0,185,24,0,0,0,0,26,17,5,6,0,0,27,20,7,9,0,0,39,52,13,15,0,0,75,104,19,43,0,0,168,106,31,71,0,0,210,245,61,250,0,0,550,179,72,155,0,0,417,334,105,85,0,0,517,527,60,35,0,0,624,145,26,43,0,0,210,1894,421,731,0,0,3053
POA2119,82,0,6,0,0,90,12,0,0,0,0,12,7,0,0,0,0,15,12,0,4,0,0,18,15,0,3,0,0,14,61,6,4,0,0,71,70,3,7,0,0,77,144,3,10,0,0,153,111,5,9,0,0,128,230,3,19,0,0,256,558,12,8,0,0,584,103,0,0,0,5,109,1408,45,75,0,5,1529
POA2120,150,23,4,0,0,175,36,6,0,0,0,41,26,0,0,0,0,25,43,0,3,0,0,47,64,3,3,0,0,78,113,15,13,0,0,142,158,21,16,0,0,191,288,45,47,0,0,375,296,26,32,0,0,355,493,72,30,0,0,599,678,33,7,0,0,723,145,10,8,0,0,164,2489,260,171,0,0,2920
POA2121,192,22,44,0,0,256,26,6,4,0,0,39,26,5,4,0,0,31,33,0,18,0,0,48,26,10,21,0,0,56,101,17,55,0,0,174,113,21,83,0,0,229,215,47,286,0,0,548,191,45,264,0,3,495,294,63,201,0,3,558,723,74,86,0,0,885,155,18,73,0,3,241,2097,330,1133,0,10,3561
POA2122,148,53,43,0,0,243,15,9,8,0,0,41,25,8,9,0,0,38,24,9,13,0,0,50,37,21,12,0,0,68,92,56,41,0,0,188,79,72,44,0,0,192,195,185,131,4,0,518,106,184,82,0,0,374,262,189,62,3,0,509,489,156,30,0,0,675,149,62,32,0,0,249,1621,1001,502,10,3,3142
POA2125,159,3,0,0,0,164,30,3,0,0,0,36,16,0,0,0,0,18,28,0,0,0,0,33,38,0,0,0,0,35,93,9,0,0,0,103,90,8,0,0,0,101,210,9,3,0,0,222,185,12,0,0,0,198,352,41,5,0,0,402,696,27,3,0,0,734,136,4,0,0,0,139,2041,124,16,0,0,2187
POA2126,161,15,0,0,0,176,28,3,0,0,0,31,29,5,0,0,0,35,35,3,0,0,0,41,43,0,0,0,0,44,115,22,0,0,0,140,115,38,0,0,0,158,239,50,0,0,0,294,210,39,0,0,0,250,377,108,0,0,0,484,673,57,0,0,0,734,146,22,0,0,0,168,2169,373,9,0,0,2549
POA2127,23,9,69,0,0,98,10,3,9,0,0,23,3,0,14,0,0,18,8,0,31,0,0,33,8,0,36,0,0,47,22,14,129,0,0,165,22,4,295,0,0,319,44,28,822,0,0,889,32,24,570,0,8,622,65,35,373,0,7,478,91,31,175,0,0,310,20,8,137,0,0,167,358,146,2648,0,18,3171
POA2128,0,0,0,0,0,5,5,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,5,4,0,0,0,8,7,9,12,0,0,23,4,0,29,0,0,36,9,17,44,0,0,73,8,23,22,0,0,51,12,18,6,0,0,35,14,3,9,0,0,27,10,6,0,0,0,18,81,75,124,0,0,279
POA2130,18,9,10,0,0,34,0,0,4,0,0,3,4,3,10,0,0,12,6,4,9,0,0,11,7,4,9,0,0,16,9,11,33,0,0,50,17,12,37,0,0,58,19,23,96,0,0,132,15,21,89,0,0,129,31,38,73,0,0,142,85,75,55,0,0,214,11,12,25,0,0,47,220,200,443,0,0,861
POA2131,41,10,59,0,0,115,9,3,14,0,0,26,13,4,16,0,0,30,10,4,30,0,0,43,11,0,42,0,0,56,42,12,110,0,0,156,36,19,138,0,0,192,71,43,359,0,0,477,46,34,224,0,0,296,95,45,157,0,0,297,197,45,67,0,0,307,40,11,57,0,0,117,606,234,1272,0,0,2114
POA2132,53,17,9,0,0,84,12,0,3,0,0,16,7,4,3,0,0,15,5,9,3,0,0,15,16,0,5,0,0,27,35,15,19,0,0,62,33,8,28,0,0,71,68,30,70,4,0,166,61,18,62,0,0,140,110,50,36,0,0,200,236,57,14,0,0,302,41,17,13,0,0,71,671,234,251,4,0,1160
POA2133,39,23,12,0,0,71,12,6,0,0,0,19,10,9,0,0,0,16,14,6,3,0,0,20,14,13,7,0,0,34,47,18,26,0,0,95,44,31,36,0,0,106,72,48,48,0,0,169,60,55,34,0,0,146,122,86,21,0,0,222,179,67,5,0,0,253,71,27,7,0,0,105,677,370,204,0,0,1253
POA2134,44,7,42,0,0,91,4,0,4,0,0,6,4,0,3,0,0,7,0,4,13,0,0,19,9,3,12,0,0,32,19,10,51,0,0,79,12,4,54,0,0,73,34,13,160,0,0,203,16,15,126,0,0,163,48,29,107,0,0,183,108,34,51,0,0,195,34,13,42,0,0,93,334,134,669,6,0,1139
POA2135,96,4,24,0,0,131,14,0,5,0,0,17,15,0,8,0,0,16,6,0,9,0,0,18,16,0,11,0,0,25,58,13,47,0,0,114,50,0,56,0,0,107,124,17,182,0,0,317,65,9,130,0,0,210,127,15,81,0,0,227,565,19,52,0,0,643,152,5,37,0,0,191,1286,96,632,4,0,2030
POA2136,31,6,14,0,0,48,5,9,0,0,0,12,0,0,0,0,0,3,11,0,0,0,0,17,8,4,5,0,0,15,22,13,19,0,0,52,28,17,31,0,0,75,57,40,94,0,0,188,34,26,40,0,0,101,84,32,28,0,0,140,135,26,4,0,0,165,47,13,11,0,0,75,471,184,243,0,0,901
POA2137,84,16,58,3,0,155,18,7,15,0,0,33,16,0,6,0,0,22,20,7,21,0,0,46,25,5,19,0,0,54,62,14,79,0,0,153,81,24,74,3,0,177,143,30,179,9,0,355,102,32,171,9,0,312,223,58,192,7,0,475,597,105,198,0,0,898,126,23,68,0,0,216,1487,313,1080,27,0,2911
POA2138,54,10,60,0,0,128,5,0,9,0,0,19,5,0,10,0,0,19,7,3,18,0,0,27,12,9,19,0,0,31,31,17,67,0,0,120,39,9,105,0,0,155,60,22,329,0,0,409,57,16,289,0,0,357,92,21,318,0,0,434,200,41,190,8,0,437,43,9,99,0,0,154,604,161,1515,10,0,2291
POA2140,17,3,45,4,0,69,0,0,14,0,0,16,0,0,14,0,0,14,7,0,27,0,0,36,8,0,30,0,0,39,9,3,128,0,0,140,8,0,249,0,0,261,26,15,747,0,0,791,20,14,313,0,0,346,36,24,161,0,0,222,55,4,74,0,0,134,20,0,115,0,0,138,201,69,1922,9,4,2201
POA2141,111,35,47,3,0,201,25,0,7,0,0,31,19,4,11,0,0,32,25,10,8,0,0,44,44,9,27,0,0,73,107,50,78,0,0,232,100,69,132,0,0,304,186,112,354,0,0,654,152,99,287,0,0,545,236,111,116,0,0,467,231,49,68,0,0,346,134,39,74,0,0,251,1381,581,1213,3,0,3185
POA2142,50,8,23,0,0,85,14,4,3,0,0,23,9,4,13,0,0,27,32,0,21,0,0,57,22,14,30,0,0,65,68,21,129,0,0,216,91,43,213,0,0,348,203,73,286,0,0,565,129,45,79,0,0,265,145,31,30,0,0,201,77,13,18,0,0,121,111,19,48,0,0,176,960,284,898,4,3,2149
POA2143,51,5,7,0,0,58,10,0,0,0,0,15,12,0,5,0,0,19,13,4,3,0,0,24,21,0,7,0,0,28,49,5,21,0,0,75,44,8,32,0,0,88,100,15,41,0,0,151,86,10,27,0,0,123,102,14,10,0,0,127,75,3,6,0,0,89,45,3,9,0,0,63,617,69,167,4,3,855
POA2144,102,22,53,0,0,172,22,7,14,0,0,43,12,3,13,0,0,35,26,4,30,0,0,56,46,8,34,0,0,87,115,17,102,0,0,232,108,32,158,0,0,297,259,73,295,0,0,629,149,60,111,0,0,332,213,37,37,0,0,293,135,12,17,0,0,168,136,26,63,0,0,224,1321,295,941,7,4,2563
POA2145,269,67,55,0,0,399,63,13,10,0,0,93,63,15,9,0,0,91,88,29,12,0,0,123,104,35,48,0,0,179,353,125,140,0,0,619,467,197,309,0,4,976,848,489,813,0,7,2145,810,407,265,0,0,1486,1101,253,104,0,0,1460,737,137,83,0,6,961,429,145,112,0,0,686,5334,1910,1965,0,13,9222
POA2146,68,19,8,0,0,97,22,9,6,0,0,36,21,4,4,0,0,25,28,9,4,0,0,38,52,6,3,0,0,57,128,54,28,0,0,210,158,73,71,0,4,308,296,145,169,0,0,611,252,94,48,0,0,398,293,52,18,0,0,364,153,24,13,0,0,187,102,35,18,0,0,145,1574,514,382,0,4,2472
POA2147,205,5,5,0,0,216,41,4,0,0,0,49,56,0,0,0,0,54,84,11,3,0,0,96,106,0,7,0,0,110,367,13,11,0,0,391,467,22,21,0,0,508,879,59,53,0,0,993,773,42,29,0,0,838,801,26,6,0,0,830,320,8,6,0,0,335,269,13,7,0,0,292,4379,196,132,5,0,4708
POA2148,260,44,10,0,0,319,61,5,9,0,0,76,75,9,0,0,0,88,127,28,12,0,0,161,123,33,17,0,0,180,489,114,94,0,0,695,650,180,143,0,0,973,1252,415,196,0,0,1860,988,223,46,0,0,1253,730,144,19,0,0,897,324,67,12,0,0,404,382,103,38,0,0,513,5465,1353,602,0,3,7422
POA2150,15,12,101,0,0,125,4,0,16,0,0,24,0,0,15,0,0,15,9,4,28,0,0,42,16,7,49,0,0,67,29,13,192,3,0,233,27,14,297,4,0,343,30,40,613,11,5,689,30,26,305,4,0,356,38,20,163,5,0,219,35,8,75,0,0,117,18,13,136,3,0,169,232,158,1984,27,3,2400
POA2151,76,8,23,0,0,113,18,6,9,0,0,28,16,5,4,0,0,29,21,7,18,0,0,42,23,10,28,0,0,60,86,25,76,0,0,187,84,14,128,0,0,234,161,81,185,0,0,431,158,64,98,0,0,320,278,73,43,0,0,387,322,25,17,0,0,366,98,33,30,0,0,156,1333,354,671,0,0,2358
POA2152,34,8,13,0,0,56,12,10,0,0,0,20,12,6,11,0,0,27,12,0,3,0,0,15,13,9,5,0,0,29,50,23,18,0,0,95,84,37,76,0,0,197,135,78,100,0,0,319,127,59,41,0,0,233,175,51,25,0,0,251,161,28,11,0,0,199,54,15,21,0,0,93,872,329,335,0,0,1531
POA2153,379,25,22,0,0,420,88,9,6,0,0,102,49,10,3,0,0,66,110,7,7,0,0,129,150,21,6,0,0,177,415,54,42,0,0,516,475,59,55,0,0,598,925,179,209,0,0,1311,804,183,137,0,5,1129,1478,207,101,0,10,1786,1797,106,42,0,0,1940,500,44,33,0,0,577,7165,896,659,0,17,8739
POA2154,257,23,20,0,0,296,58,3,9,0,0,72,39,3,0,0,0,45,58,8,5,0,0,73,92,3,7,0,0,104,206,29,27,0,0,257,259,32,28,0,0,321,476,62,73,0,0,611,333,69,58,0,0,466,750,118,57,0,0,925,1320,62,30,0,0,1414,317,30,14,0,0,358,4170,442,329,0,0,4940
POA2155,349,24,10,0,0,381,81,3,4,0,0,86,62,4,5,0,0,77,102,7,10,0,0,122,156,4,13,0,0,173,485,33,30,0,0,540,615,50,77,0,0,746,1284,130,237,0,3,1656,1362,137,122,0,3,1624,2744,150,65,0,4,2961,2787,94,36,0,5,2915,734,37,28,0,6,801,10760,677,637,0,17,12090
POA2156,92,11,0,0,0,101,23,0,0,0,0,24,16,6,0,0,0,21,22,12,0,0,0,28,29,0,0,0,0,31,69,3,0,0,0,79,66,4,0,0,0,71,158,10,0,0,0,171,110,9,0,0,0,119,253,15,0,0,0,264,548,14,0,0,0,570,132,5,0,0,0,135,1516,85,8,0,0,1605
POA2157,39,0,0,0,0,39,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,8,13,0,0,0,0,13,30,0,0,0,0,30,37,0,0,0,0,37,59,0,0,0,0,63,45,0,0,0,0,45,97,0,0,0,0,97,149,0,0,0,0,149,33,0,0,0,0,33,515,0,0,0,0,516
POA2158,52,7,0,0,0,61,18,0,0,0,0,18,4,4,0,0,0,8,9,3,0,0,0,12,12,6,0,0,0,22,45,14,0,0,0,57,46,6,3,0,0,49,88,8,0,0,0,103,72,7,0,5,0,86,146,20,0,0,0,171,331,13,0,0,0,341,90,3,3,0,0,95,904,85,13,4,0,1013
POA2159,33,0,0,0,0,35,4,0,0,0,0,4,7,0,0,0,0,11,17,0,0,0,0,17,13,0,0,0,0,13,33,0,0,0,0,34,41,0,0,0,0,40,76,4,4,0,0,79,57,0,0,0,0,57,100,0,0,0,0,105,156,0,7,0,0,164,44,0,4,0,0,47,577,10,11,3,4,599
POA2160,129,24,25,0,0,177,18,7,10,0,0,34,19,3,9,0,0,32,35,9,19,0,0,62,52,8,33,0,0,98,141,41,119,0,0,302,184,66,192,0,0,445,323,143,209,3,0,680,278,97,66,4,0,443,321,81,26,7,0,428,193,27,19,0,0,246,174,54,64,0,0,294,1873,573,779,14,5,3234
POA2161,112,14,15,0,0,147,19,4,5,0,0,35,17,3,0,0,0,32,39,6,11,0,0,53,54,7,14,0,0,77,184,37,62,0,0,290,218,39,107,0,0,359,388,115,110,0,0,616,294,67,28,0,0,387,325,64,25,0,0,409,168,27,4,0,0,205,206,41,22,0,0,267,2032,432,412,0,9,2872
POA2162,74,9,6,0,0,86,14,5,3,0,0,21,18,0,8,0,0,27,24,3,7,0,0,38,41,10,9,0,0,59,103,27,22,0,0,149,141,29,33,0,0,207,254,62,38,0,0,357,188,45,8,0,0,245,197,27,9,0,0,238,112,14,0,0,0,132,122,21,13,0,0,157,1305,254,154,0,0,1714
POA2163,27,0,16,0,0,44,15,0,3,0,0,16,7,0,3,0,0,13,15,0,7,0,0,21,23,0,8,0,0,29,60,6,34,0,0,100,59,0,25,0,0,88,109,7,25,4,0,142,80,13,3,0,0,105,56,12,13,0,0,76,25,5,0,0,0,34,34,4,13,0,0,58,511,51,154,8,0,727
POA2164,86,0,0,0,0,89,17,0,0,0,0,14,23,0,0,0,0,24,24,7,0,0,0,31,69,7,0,0,0,76,144,24,0,0,0,172,185,28,3,0,0,219,324,54,9,0,0,389,265,27,6,0,0,299,228,18,3,0,0,254,109,12,0,0,3,120,142,14,3,0,0,163,1617,197,31,0,6,1856
POA2165,137,29,26,0,0,188,48,8,7,0,0,68,32,4,8,0,0,41,51,11,12,0,0,72,67,13,18,0,0,102,233,46,87,0,0,362,228,80,91,0,0,400,414,149,66,0,0,637,269,79,19,0,0,367,290,45,6,0,0,345,135,20,16,0,0,177,176,36,26,0,0,239,2077,522,385,3,6,2989
POA2166,244,54,46,0,0,351,63,17,18,0,0,99,58,13,14,0,0,88,69,34,27,0,0,131,86,30,33,0,0,159,314,101,160,0,4,569,284,118,121,0,0,524,463,144,67,0,0,674,297,70,15,0,0,383,320,42,17,0,0,377,166,24,12,0,0,208,219,50,33,0,0,308,2589,700,575,3,6,3877
POA2167,49,11,0,0,0,58,5,0,0,0,0,5,7,3,0,0,0,12,21,6,0,0,0,33,24,8,0,0,0,36,63,49,4,0,0,118,106,52,0,0,0,165,239,100,7,0,0,353,195,35,6,0,0,229,153,17,0,0,0,164,60,12,0,0,0,72,79,12,4,0,0,88,1006,306,20,0,3,1336
POA2168,209,16,9,0,0,233,60,4,0,0,0,70,46,12,0,0,0,60,94,4,0,0,0,101,137,11,0,0,0,150,384,41,5,0,0,427,493,69,11,0,0,575,896,111,15,0,0,1028,554,39,10,0,0,600,380,30,3,0,0,406,202,12,0,0,0,218,268,31,3,0,0,301,3731,376,54,0,0,4164
POA2170,408,64,59,0,0,530,113,14,27,0,0,158,88,21,25,0,0,137,176,34,61,0,0,263,248,39,73,0,0,363,714,153,299,0,0,1163,931,200,397,0,0,1522,1891,433,413,0,0,2738,1375,242,102,0,3,1716,1482,104,76,0,0,1657,693,44,47,0,0,787,697,94,126,0,0,916,8808,1446,1704,3,9,11968
POA2171,215,3,0,0,0,224,62,0,0,0,0,63,58,0,0,0,0,58,78,5,0,0,0,81,119,6,0,0,0,125,403,19,3,0,0,423,521,44,0,0,0,565,1107,87,4,0,3,1197,971,42,0,0,0,1012,1025,29,5,0,0,1059,523,9,4,0,0,534,380,18,0,0,0,401,5466,259,11,0,4,5744
POA2172,23,0,0,0,0,23,9,0,0,0,0,9,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,29,0,0,0,0,29,22,0,0,0,0,22,53,0,0,0,0,53,48,0,0,0,0,48,92,0,0,0,0,92,90,0,0,0,0,90,28,0,0,0,0,28,426,0,0,0,0,426
POA2173,84,6,0,0,0,91,24,3,0,0,0,24,24,0,0,0,0,24,27,0,0,0,0,26,46,0,0,0,0,48,149,6,0,0,0,152,201,22,0,0,0,221,380,57,0,0,0,436,304,35,0,0,0,334,305,24,0,0,0,326,131,8,0,0,0,144,91,3,0,0,0,98,1758,171,6,0,0,1934
