POA_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
POA5412,46,6,60,164,257,151,145,248,72,1038
POA5413,5,0,15,135,175,104,106,123,60,700
POA5414,0,0,3,22,29,17,10,25,13,117
POA5415,0,0,4,46,72,44,24,23,10,209
POA5416,0,0,0,33,59,36,22,21,11,178
POA5417,16,7,36,220,345,180,152,254,111,1252
POA5418,0,0,0,12,31,13,18,19,7,101
POA5419,6,0,11,39,48,21,24,29,26,192
POA5420,0,0,0,11,25,11,0,15,5,67
POA5421,0,3,4,15,23,21,9,35,20,125
POA5422,19,13,46,195,318,160,150,406,212,1439
POA5431,29,9,48,131,201,91,94,143,61,729
POA5432,0,0,0,13,36,18,10,27,4,111
POA5433,28,0,39,165,290,141,127,279,124,1131
POA5434,4,0,16,45,104,46,28,76,41,345
POA5440,4,0,5,31,35,7,18,49,14,151
POA5451,9,0,9,113,190,98,65,110,26,611
POA5452,0,0,9,76,110,62,36,62,11,360
POA5453,78,20,154,813,1292,598,427,756,301,4186
POA5454,5,0,3,52,90,44,43,56,19,305
POA5455,0,0,0,15,5,8,0,5,0,41
POA5460,0,0,4,106,185,68,73,122,27,591
POA5461,64,10,117,400,516,315,256,498,126,2105
POA5462,3,0,3,90,115,48,45,95,24,419
POA5464,0,0,3,73,145,67,58,67,38,448
POA5470,0,0,3,16,28,31,19,17,9,127
POA5471,0,0,0,15,16,4,10,12,5,63
POA5472,0,0,0,37,40,25,23,33,17,165
POA5473,3,0,10,111,169,84,81,108,72,627
POA5480,10,5,30,123,199,98,96,147,50,714
POA5481,6,0,10,78,133,70,59,80,38,452
POA5482,30,0,38,81,102,63,49,96,21,411
POA5483,4,0,12,55,87,39,25,43,23,276
POA5485,4,0,10,81,134,71,81,103,74,550
POA5490,0,0,0,27,29,19,15,26,14,132
POA5491,38,9,77,298,429,190,173,312,65,1473
POA5493,0,0,0,6,13,12,10,18,3,62
POA5495,0,3,7,63,138,79,73,128,50,530
POA5501,28,11,76,1265,1746,895,699,1558,444,6607
POA5502,10,0,21,302,390,171,138,277,131,1411
POA5510,0,0,0,23,25,10,11,13,5,89
POA5520,7,0,14,64,109,57,60,111,40,447
POA5521,0,0,4,26,28,16,23,17,12,122
POA5522,63,11,93,191,331,187,172,365,87,1335
POA5523,34,11,72,266,444,209,236,308,102,1562
POA5540,238,35,453,2021,3148,1613,1297,3705,818,12604
POA5550,5,0,10,137,190,85,73,242,62,790
POA5552,0,0,3,61,70,32,34,60,27,269
POA5554,95,28,187,830,1127,631,478,1081,313,4457
POA5555,6,0,8,68,108,52,69,100,47,442
POA5556,85,15,140,610,971,511,436,993,334,3851
POA5558,83,38,201,686,1177,659,557,1116,384,4581
POA5560,4,0,7,76,77,51,49,87,38,371
POA5570,0,0,9,60,116,85,83,158,26,523
POA5571,50,13,96,278,421,258,223,442,152,1769
POA5572,0,0,0,27,43,21,14,18,8,132
POA5573,41,21,87,319,440,245,199,426,204,1834
POA5575,40,20,94,352,505,366,259,393,162,2042
POA5576,12,4,30,143,238,166,134,208,97,983
POA5577,3,3,16,87,132,86,67,93,47,499
POA5580,3,0,17,51,85,54,49,58,15,299
POA5581,18,0,38,61,157,85,86,122,21,531
POA5582,7,4,17,75,153,105,76,91,32,521
POA5583,6,0,24,109,205,103,96,184,65,755
POA5600,99,14,175,901,1521,726,506,1267,247,5168
POA5601,0,0,4,10,22,13,16,20,3,91
POA5602,14,4,35,197,283,164,138,221,124,1122
POA5603,0,0,4,66,92,33,51,63,29,335
POA5604,3,0,4,35,56,29,11,39,24,191
POA5605,50,11,108,258,461,235,175,339,110,1581
POA5606,225,43,432,2160,3276,1562,1049,2959,850,11850
POA5607,19,3,50,738,1207,672,539,631,507,4289
POA5608,128,38,254,1620,2488,1188,965,3400,1010,10675
POA5609,8,3,19,329,454,186,171,322,56,1515
POA5611,0,0,0,12,21,4,20,30,21,106
POA5630,0,0,0,35,20,18,22,11,0,104
POA5631,26,3,43,170,247,122,100,159,33,834
POA5632,0,0,0,40,46,23,22,28,12,163
POA5633,0,0,6,45,56,34,22,43,15,221
POA5640,20,10,51,139,229,103,123,161,81,836
POA5641,19,11,39,132,229,119,85,151,66,788
POA5642,0,0,4,50,32,22,17,42,19,190
POA5650,0,0,3,28,19,17,17,13,20,124
POA5651,0,0,0,21,10,12,3,6,6,54
POA5652,19,10,36,111,127,61,74,100,44,518
POA5653,0,0,0,6,13,8,8,11,4,49
POA5654,3,0,6,40,37,25,17,42,20,184
POA5655,0,0,0,17,18,8,15,17,5,78
POA5660,0,0,0,9,6,4,6,10,0,33
POA5661,0,0,0,14,28,8,10,25,18,108
POA5670,0,3,8,64,114,72,37,70,31,395
POA5671,0,0,0,22,24,23,16,37,16,139
POA5680,30,10,61,292,487,272,206,367,146,1761
POA5690,29,7,48,552,844,424,266,667,387,3143
POA5700,112,18,231,1455,2135,991,758,2850,825,9007
POA5701,0,0,0,7,5,0,0,4,6,30
POA5710,6,8,22,281,478,276,163,386,701,2282
POA5713,0,0,0,3,4,0,3,0,0,12
POA5715,0,0,0,13,3,3,0,3,0,21
POA5717,0,0,0,3,5,3,9,8,7,27
POA5719,0,0,0,16,6,3,3,17,6,52
POA5720,0,0,3,47,50,20,19,66,29,229
POA5722,0,0,10,35,64,22,28,64,20,235
POA5723,4,14,30,220,328,127,94,468,373,1601
POA5724,0,0,0,15,10,5,10,20,14,75
POA5725,5,0,3,541,817,305,243,664,384,2952
POA5730,0,0,0,19,31,15,4,11,10,96
POA5731,0,0,0,29,38,16,4,42,73,203
POA5732,0,0,0,30,28,10,10,21,27,129
POA5733,0,0,0,29,10,3,10,44,13,112
POA5734,0,0,0,12,12,3,3,49,8,96
POA5950,0,0,0,0,0,0,0,0,0,4
POA6000,41,18,83,2997,3305,689,478,3719,1668,12861
POA6003,5,0,22,880,956,200,119,870,343,3372
POA6004,55,5,98,2512,2892,735,441,3204,1024,10809
POA6005,73,9,108,1498,1688,373,249,1432,385,5618
POA6006,134,31,250,2062,2657,870,521,1610,415,8130
POA6007,131,49,234,1937,2276,651,393,1266,480,7000
POA6008,128,70,327,3408,4505,1670,861,2266,796,13507
POA6009,209,33,493,4042,4551,2033,1308,3311,626,15885
POA6010,282,111,742,3926,4766,2006,1272,2825,828,15616
POA6011,83,41,254,1992,2360,1066,687,1340,413,7864
POA6012,94,36,211,1834,2148,1003,613,1564,459,7622
POA6014,372,41,716,4373,5448,2433,1420,3444,596,17711
POA6015,106,14,319,1407,1611,857,574,964,193,5601
POA6016,104,9,173,2004,2654,983,592,1990,363,8583
POA6017,41,3,67,901,1013,293,198,1287,317,4002
POA6018,682,229,1387,8307,10474,4060,2645,7286,1737,34508
POA6019,205,19,454,5166,6295,2243,1352,4146,1185,20398
POA6020,232,31,489,4215,5717,2744,1679,3333,665,18347
POA6021,315,47,640,3808,4819,2016,1499,4601,811,17551
POA6022,21,3,70,851,1362,548,383,897,146,4186
POA6023,166,21,314,2757,3984,1933,1195,2257,404,12530
POA6024,73,10,185,2426,3420,1435,1061,2323,445,11105
POA6025,207,42,449,5749,7752,3548,2319,5251,957,25574
POA6026,425,52,740,4247,5653,2488,1594,4097,545,18637
POA6027,344,94,695,7983,10236,4382,2864,8104,1741,35310
POA6028,98,13,213,4560,5649,2315,1490,4487,661,19164
POA6029,29,6,73,562,724,352,195,391,110,2330
POA6030,415,101,793,7064,8794,3558,2685,8704,1992,32797
POA6031,28,4,58,3128,3835,1459,1133,3772,613,13943
POA6032,0,0,0,32,45,22,19,27,15,167
POA6033,5,0,8,75,80,59,27,96,33,371
POA6034,0,0,0,569,784,254,262,617,177,2667
POA6035,78,31,151,1555,2110,895,855,2249,612,8266
POA6036,33,5,81,2960,3529,1399,1042,3878,703,13511
POA6037,16,8,35,502,738,380,334,719,271,2953
POA6038,28,0,35,1576,2080,781,673,2010,369,7482
POA6041,16,6,27,191,319,186,231,309,121,1357
POA6042,0,0,4,11,22,8,12,24,24,100
POA6043,0,0,3,39,51,23,31,52,28,221
POA6044,13,5,35,195,284,148,146,299,113,1174
POA6050,387,108,707,3457,4091,1592,901,2831,686,13557
POA6051,42,7,114,2816,3561,1069,636,2669,726,11470
POA6052,97,36,242,2232,2989,1182,701,1962,465,9529
POA6053,234,53,428,2850,4007,1445,937,2819,611,12668
POA6054,206,35,410,3599,4996,2017,1363,4241,1073,17296
POA6055,120,34,234,4976,6745,2495,2180,6845,1409,24650
POA6056,392,241,971,6900,8897,3687,2995,9248,2497,34217
POA6057,170,36,318,2833,3777,1578,1246,3419,717,13570
POA6058,131,29,267,2123,2890,1211,964,2838,662,10687
POA6059,352,55,815,4540,5473,2415,1649,5412,959,20446
POA6060,435,59,786,5151,6393,2092,1371,5727,1193,21938
POA6061,261,48,546,6281,7274,2577,2286,12347,2833,33596
POA6062,458,63,876,5707,7303,3128,2415,8643,1437,28637
POA6063,72,16,138,2302,2714,1099,977,4083,694,11873
POA6064,213,145,506,4856,5613,2385,1909,8774,1585,25122
POA6065,457,128,915,11571,14534,5955,4429,14210,2276,52977
POA6066,97,11,198,3092,3654,1533,1196,4725,712,14916
POA6067,0,0,0,0,4,0,0,18,3,37
POA6068,0,0,0,0,3,0,0,0,0,10
POA6069,267,35,451,7365,9385,3714,3115,9162,1857,34593
POA6070,16,3,58,646,947,524,358,359,126,2960
POA6071,29,13,64,595,936,468,314,424,162,2900
POA6072,4,0,10,147,198,98,81,141,31,695
POA6073,62,12,140,504,763,412,351,536,132,2699
POA6074,0,0,17,175,259,105,105,152,38,832
POA6076,262,76,676,3890,5647,2710,1952,3362,807,18368
POA6077,16,0,35,246,384,190,144,405,66,1445
POA6078,5,0,5,145,193,116,82,190,48,779
POA6079,0,0,0,6,3,3,7,11,0,32
POA6081,23,8,55,862,1218,610,426,716,163,3991
POA6082,16,3,35,502,781,373,341,548,199,2743
POA6083,13,4,41,564,909,434,387,541,198,3032
POA6084,38,9,64,1487,1930,999,801,1501,578,7290
POA6090,0,0,0,6,0,6,0,6,4,21
POA6100,78,18,182,3397,4028,1337,785,3246,924,13713
POA6101,94,29,232,3325,4485,1415,872,3439,1057,14593
POA6102,274,292,718,2592,2580,870,612,4234,1434,12331
POA6103,54,14,136,2192,2486,791,539,2774,649,9419
POA6104,228,96,432,2563,3136,1107,900,3871,1178,12760
POA6105,149,28,335,2632,3269,1238,982,4222,1019,13362
POA6106,0,0,0,0,0,0,0,5,5,16
POA6107,327,44,583,7217,8948,3521,2985,13546,2720,38939
POA6108,139,27,329,3754,4787,2111,1787,5698,929,19062
POA6109,85,39,215,1769,2216,939,879,3758,861,10422
POA6110,380,192,790,6693,8390,3604,3065,10940,2234,34927
POA6111,170,70,379,3883,5186,2327,1966,4685,1266,19320
POA6112,307,74,626,10245,13806,5818,5005,14803,3106,52786
POA6121,9,6,24,489,705,328,289,583,118,2514
POA6122,88,13,139,3231,4333,1739,1650,4016,790,15756
POA6123,9,0,21,318,472,186,216,393,125,1703
POA6124,5,0,16,183,259,138,130,173,62,941
POA6125,19,7,47,532,705,359,332,562,557,3062
POA6126,0,0,3,43,67,26,25,36,22,229
POA6147,95,11,216,2452,2996,1306,1128,3729,661,12268
POA6148,243,95,583,3339,4284,2015,1487,3686,661,15469
POA6149,236,58,512,3368,4688,2286,1466,3181,481,15466
POA6150,211,92,492,2509,2979,1447,1025,2658,594,11207
POA6151,104,54,290,3718,4556,1723,979,2969,849,14794
POA6152,457,196,942,5283,6633,2389,1595,5240,1278,22412
POA6153,197,23,510,4183,5322,2403,1643,3485,649,17690
POA6154,313,46,568,2015,2550,1101,739,1959,292,8660
POA6155,376,30,647,9119,11001,5086,4060,11000,2594,42858
POA6156,272,105,641,3487,4446,1812,1255,2922,830,14751
POA6157,203,35,439,2873,3827,1500,949,2381,608,12128
POA6158,144,40,254,1530,2051,840,526,1177,309,6439
POA6159,83,4,114,883,1152,388,243,631,176,3481
POA6160,78,10,166,2034,2618,828,450,1587,748,8265
POA6161,0,0,0,42,32,0,7,42,21,149
POA6162,181,17,330,2323,3207,1322,803,1902,570,10137
POA6163,584,333,1479,9936,13122,5206,3806,11321,2883,46271
POA6164,297,70,560,11451,14525,5691,4366,13084,2317,51437
POA6165,0,0,0,16,6,3,3,29,6,61
POA6166,70,20,180,1838,2405,1052,805,2271,506,8873
POA6167,204,31,373,3960,5340,2236,2056,6398,2582,22573
POA6168,386,160,825,3771,5109,2162,1843,6442,2115,21438
POA6169,290,173,762,5405,7474,3523,2870,7335,1969,28573
POA6170,22,7,49,2601,3404,1347,1173,3553,744,12824
POA6171,71,12,169,5716,7499,3063,2556,7099,1644,27574
POA6172,108,31,216,2089,2834,1153,968,2775,680,10504
POA6173,26,3,46,2022,2554,1094,889,2320,456,9331
POA6174,9,0,15,915,1178,462,402,1019,261,4240
POA6175,23,7,35,644,880,410,297,672,139,3042
POA6176,7,0,15,275,432,181,160,399,93,1542
POA6180,30,5,46,1030,1335,579,512,1322,276,5063
POA6181,0,0,6,69,128,64,48,71,13,394
POA6182,0,0,0,0,0,0,0,0,0,0
POA6207,4,0,7,162,240,122,134,184,109,959
POA6208,113,66,325,1739,2637,1405,1270,2613,876,10541
POA6209,24,6,50,288,397,200,183,512,174,1757
POA6210,1194,417,2584,10946,15857,7610,6584,17217,4467,62679
POA6211,32,6,80,1207,1819,949,897,1639,384,6890
POA6213,10,0,18,91,155,75,67,98,55,542
POA6214,6,0,4,98,155,76,66,112,45,545
POA6215,27,30,106,574,859,465,488,793,347,3533
POA6218,0,0,12,80,126,37,74,92,31,434
POA6219,7,0,12,79,134,67,72,113,39,502
POA6220,62,14,146,614,901,414,407,1015,248,3602
POA6221,0,0,6,70,57,34,35,51,22,264
POA6223,0,0,0,30,36,26,11,20,4,129
POA6224,8,0,18,188,245,162,118,214,100,1029
POA6225,54,55,179,1195,1790,976,997,1859,699,7523
POA6226,0,3,3,128,234,117,74,136,46,735
POA6227,4,3,9,119,171,90,76,89,39,589
POA6228,0,0,3,25,23,12,13,22,20,119
POA6229,3,3,4,34,38,19,12,47,29,167
POA6230,479,167,1030,7127,9895,4435,3351,8925,2943,36676
POA6232,105,87,303,1674,2500,1108,961,2175,605,9011
POA6233,83,21,208,3100,4675,2135,1764,3376,849,15909
POA6236,13,7,32,371,538,262,245,292,130,1834
POA6237,8,4,29,395,623,309,290,381,164,2153
POA6239,56,6,106,673,978,593,518,802,264,3832
POA6240,0,0,0,22,50,24,20,23,12,148
POA6243,0,0,4,11,16,7,12,20,5,70
POA6244,17,3,33,226,316,175,175,238,152,1279
POA6251,0,0,0,41,64,46,45,54,12,261
POA6252,0,0,0,19,30,20,21,37,7,130
POA6253,4,0,16,83,175,119,75,78,41,571
POA6254,5,0,12,78,90,64,60,117,48,462
POA6255,35,10,86,581,1009,593,539,652,284,3666
POA6256,0,0,4,64,103,51,47,48,34,344
POA6258,77,12,146,1023,1423,653,582,1261,413,5355
POA6260,21,8,43,209,326,157,98,238,160,1193
POA6262,4,0,19,80,172,98,80,115,85,627
POA6271,20,6,49,541,789,387,328,561,197,2798
POA6275,8,0,30,193,349,204,194,207,162,1306
POA6280,444,95,925,4926,7048,3461,2524,5448,1613,25018
POA6281,38,12,112,1398,2048,982,738,1074,524,6765
POA6282,3,0,16,263,361,220,167,144,100,1246
POA6284,17,0,32,410,639,305,245,320,224,2145
POA6285,61,12,139,1754,2480,1156,810,1471,708,8379
POA6286,3,0,5,129,222,89,73,104,62,678
POA6288,0,0,3,109,133,78,58,87,34,505
POA6290,47,16,106,255,447,289,216,325,135,1660
POA6302,48,17,108,490,718,425,409,647,300,2992
POA6304,23,13,58,229,365,200,192,289,186,1468
POA6306,29,0,41,139,194,112,92,199,72,810
POA6308,10,7,37,217,289,151,206,307,151,1326
POA6309,4,0,7,50,62,27,30,53,30,256
POA6311,3,0,10,106,136,82,48,89,43,506
POA6312,51,55,154,774,982,437,293,836,453,3770
POA6313,0,0,0,40,57,24,30,31,17,203
POA6315,24,5,47,311,371,194,167,355,177,1577
POA6316,5,0,3,67,65,36,43,62,35,313
POA6317,46,20,100,603,731,384,282,923,367,3293
POA6318,0,0,0,77,104,58,44,64,38,380
POA6320,8,0,8,92,84,47,56,86,60,435
POA6321,0,3,4,76,87,55,48,84,43,393
POA6322,0,0,7,28,47,35,36,22,27,198
POA6323,3,0,7,156,206,132,139,170,81,890
POA6324,27,35,106,516,766,441,392,558,419,3100
POA6326,0,0,8,75,131,57,53,72,53,441
POA6327,0,3,5,27,57,27,27,36,39,212
POA6328,0,0,0,81,105,38,41,45,30,347
POA6330,512,129,1156,6054,8972,4219,3224,6697,2232,31396
POA6333,51,15,155,921,1535,862,613,797,494,5225
POA6335,5,0,12,120,137,68,99,108,49,585
POA6336,0,0,0,68,65,39,34,39,25,277
POA6337,0,3,0,90,116,43,47,56,58,414
POA6338,0,3,6,107,171,95,87,93,30,585
POA6341,0,0,0,32,57,28,15,52,14,195
POA6343,0,0,0,33,47,19,19,23,37,174
POA6346,6,0,15,119,168,80,66,164,80,684
POA6348,5,0,16,133,249,109,102,206,105,903
POA6350,0,0,0,42,76,22,32,56,54,273
POA6351,0,0,0,9,17,7,0,0,3,47
POA6352,0,0,0,20,34,13,13,16,32,130
POA6353,5,6,9,128,168,94,66,120,49,633
POA6355,3,0,4,74,97,35,48,60,28,354
POA6356,0,0,0,24,26,0,6,19,12,97
POA6357,0,0,0,12,5,6,10,4,10,52
POA6358,0,0,5,14,16,13,5,14,16,79
POA6359,0,3,14,79,97,38,32,58,50,357
POA6361,0,0,0,16,15,9,6,17,18,85
POA6363,0,0,0,16,21,8,0,19,4,73
POA6365,0,6,8,80,119,49,54,78,44,424
POA6367,5,0,6,58,65,42,24,73,22,285
POA6368,0,0,0,20,13,9,11,3,10,64
POA6369,12,14,37,89,136,50,57,107,105,542
POA6370,4,4,6,58,82,43,43,71,54,360
POA6372,0,3,7,13,24,11,10,15,17,87
POA6373,0,0,0,14,21,14,7,10,0,68
POA6375,23,6,42,144,211,96,84,137,57,731
POA6383,17,7,39,108,141,85,72,176,209,788
POA6384,0,0,0,4,0,3,0,3,3,21
POA6385,0,0,0,3,9,3,0,3,0,17
POA6386,0,0,0,10,16,9,0,11,40,94
POA6390,5,3,20,226,348,157,164,274,129,1302
POA6391,6,3,17,167,206,95,107,156,103,821
POA6392,4,4,15,76,104,50,31,57,42,358
POA6393,0,0,0,10,28,6,17,18,15,92
POA6394,5,0,8,80,98,52,53,65,46,404
POA6395,24,7,53,248,329,149,124,267,108,1232
POA6396,0,0,3,71,66,30,36,56,25,297
POA6397,0,0,0,17,15,16,13,14,7,79
POA6398,4,3,13,79,132,71,74,99,32,499
POA6401,94,35,203,1072,1551,746,674,1719,1013,6775
POA6403,0,0,0,25,27,24,22,35,6,142
POA6405,5,0,5,45,53,36,41,51,35,264
POA6407,4,4,26,163,179,82,105,187,62,776
POA6409,4,0,6,73,66,21,32,74,46,315
POA6410,27,5,46,133,166,78,89,264,100,825
POA6411,0,0,0,25,27,14,8,20,23,120
POA6412,0,0,0,13,10,0,3,6,18,50
POA6413,0,0,0,12,15,3,7,5,7,57
POA6414,0,0,0,11,10,7,5,7,19,59
POA6415,32,6,69,432,556,257,243,480,277,2241
POA6418,13,9,24,110,130,77,64,142,80,599
POA6419,0,0,0,4,13,9,4,14,3,46
POA6420,0,0,3,14,18,4,9,15,0,67
POA6421,0,0,3,19,29,16,24,19,23,137
POA6422,0,0,0,7,13,9,7,9,3,44
POA6423,0,0,8,23,37,18,17,23,12,131
POA6424,0,0,0,5,14,14,3,7,16,59
POA6425,0,0,0,15,14,8,13,11,9,75
POA6426,7,7,15,112,156,78,62,250,141,804
POA6427,0,0,0,10,3,3,0,31,43,93
POA6428,0,0,0,7,6,0,3,10,9,45
POA6429,3,0,4,93,162,69,64,238,188,812
POA6430,103,35,173,3380,4485,1723,1330,4519,1552,16995
POA6431,0,0,0,147,214,97,15,170,155,806
POA6432,14,0,26,922,1209,442,424,1464,1151,5607
POA6434,0,0,0,22,22,4,3,53,68,172
POA6436,0,0,0,13,20,11,3,39,47,140
POA6437,0,0,0,89,97,33,36,152,184,589
POA6438,3,0,3,92,125,53,32,163,276,732
POA6440,0,0,5,145,155,66,41,353,446,1197
POA6442,9,6,12,282,412,201,176,418,447,1930
POA6443,5,0,3,80,124,57,46,193,145,643
POA6445,0,0,0,36,22,23,16,12,13,124
POA6446,0,0,0,16,26,14,16,16,6,92
POA6447,0,0,0,32,36,13,20,30,10,139
POA6448,4,0,6,53,82,39,31,62,47,312
POA6450,117,26,278,2155,2820,1283,987,2172,1189,10603
POA6452,0,0,0,0,0,4,0,0,0,4
POA6460,8,6,26,109,126,69,59,127,82,569
POA6461,3,0,6,83,98,37,43,92,35,399
POA6462,0,0,0,27,36,14,18,16,12,119
POA6463,0,0,0,8,7,0,0,6,0,16
POA6465,0,0,0,9,17,4,4,9,4,41
POA6466,0,0,0,10,15,5,9,10,4,50
POA6467,0,0,0,5,4,4,4,4,0,28
POA6468,0,0,0,26,43,9,17,37,28,163
POA6470,0,0,0,0,4,0,3,0,0,6
POA6472,3,0,3,26,34,24,19,17,13,127
POA6473,0,0,0,8,14,0,8,0,3,36
POA6475,0,0,6,46,84,30,32,85,14,291
POA6476,5,0,5,8,7,4,3,18,0,39
POA6477,10,0,7,45,53,11,24,40,21,200
POA6479,3,4,11,99,105,50,58,79,49,449
POA6480,0,0,0,12,6,5,0,5,5,33
POA6484,0,0,0,5,9,4,4,6,5,28
POA6485,3,4,9,61,93,44,33,112,45,388
POA6487,0,0,0,6,8,3,8,9,0,41
POA6488,0,0,0,17,44,9,15,41,19,148
POA6489,0,0,0,15,17,10,11,18,11,84
POA6490,0,0,4,46,34,24,29,31,51,217
POA6501,10,0,13,132,225,95,86,187,46,775
POA6502,11,4,28,157,237,158,136,208,105,1009
POA6503,11,0,30,350,480,233,224,494,170,1951
POA6504,0,0,3,19,37,25,21,31,42,183
POA6505,0,0,0,19,35,7,20,14,10,106
POA6506,0,0,0,15,16,3,8,12,4,53
POA6507,0,0,4,82,111,49,39,82,85,451
POA6509,0,0,0,20,35,9,7,35,20,125
POA6510,24,9,50,284,401,154,124,391,207,1565
POA6511,6,4,16,64,91,73,53,97,39,416
POA6512,0,0,5,19,20,8,8,14,9,78
POA6513,0,0,0,33,39,22,14,11,12,133
POA6514,3,10,17,81,151,83,59,134,64,577
POA6515,0,0,6,49,67,30,29,43,50,267
POA6516,10,6,36,297,449,237,187,371,167,1710
POA6517,5,0,11,68,81,52,25,59,64,339
POA6518,0,5,6,30,46,21,18,35,40,191
POA6519,4,0,6,67,121,46,50,100,74,455
POA6521,0,0,7,54,75,21,38,68,31,293
POA6522,6,4,9,46,73,42,27,76,60,331
POA6525,31,14,78,468,776,430,377,697,377,3126
POA6528,4,0,10,54,76,45,44,73,27,313
POA6530,338,148,771,4757,7057,3099,2487,6495,2958,26850
POA6532,33,3,66,1035,1489,676,630,1053,524,5405
POA6535,29,5,61,194,301,174,219,275,180,1334
POA6536,7,4,27,193,291,164,168,285,198,1293
POA6537,0,5,8,139,198,85,91,188,127,837
POA6556,11,0,22,387,481,218,165,290,96,1640
POA6558,3,7,6,122,179,85,79,133,1899,2494
POA6560,9,0,15,217,282,155,118,242,115,1123
POA6562,4,5,12,181,294,181,137,230,120,1140
POA6564,0,0,4,40,76,42,42,64,16,280
POA6566,18,3,63,403,734,390,371,592,365,2856
POA6567,0,0,8,46,114,53,58,87,67,423
POA6568,0,0,3,38,47,15,22,38,20,182
POA6569,4,0,5,42,56,10,21,53,27,215
POA6571,0,0,0,12,20,11,5,8,10,57
POA6572,0,0,0,5,3,3,9,14,8,45
POA6574,0,0,0,12,13,6,10,16,4,55
POA6575,0,0,0,23,21,8,10,12,12,83
POA6603,14,0,21,179,205,103,101,212,95,891
POA6605,0,0,0,3,10,0,6,7,7,36
POA6606,0,0,3,17,30,14,14,41,0,112
POA6608,0,0,0,30,18,6,10,23,29,115
POA6609,10,0,25,130,145,61,68,144,112,665
POA6612,5,5,12,18,30,10,18,32,17,121
POA6613,0,0,3,8,13,5,6,4,0,40
POA6614,0,0,0,6,5,3,0,4,0,18
POA6616,0,0,0,9,9,0,4,10,15,45
POA6620,3,4,8,58,77,30,27,107,152,447
POA6623,10,8,22,59,103,43,46,96,101,444
POA6625,0,0,0,12,9,3,3,11,0,42
POA6627,0,0,0,13,15,5,5,9,0,45
POA6628,0,0,0,3,0,0,0,11,0,14
POA6630,7,0,3,71,69,36,36,88,84,386
POA6631,0,0,0,5,0,3,0,3,0,13
POA6632,0,0,0,11,17,3,7,3,0,44
POA6635,0,0,4,29,33,21,10,78,156,331
POA6638,0,0,9,47,66,29,43,92,249,531
POA6639,0,0,0,19,21,10,6,22,38,113
POA6640,0,0,0,21,42,13,12,81,36,209
POA6642,0,0,0,214,149,71,56,247,290,1028
POA6646,0,0,0,73,76,19,14,115,153,452
POA6701,31,15,70,697,1074,413,297,1039,762,4281
POA6705,0,0,0,25,32,12,15,27,13,129
POA6707,10,3,16,585,699,269,213,475,267,2521
POA6710,4,0,6,144,175,79,59,128,144,729
POA6712,0,0,0,0,0,0,0,3,42,45
POA6713,0,0,0,199,268,126,93,119,113,928
POA6714,6,4,11,2443,3445,1148,985,2741,2377,13141
POA6716,0,0,0,133,164,71,58,246,162,835
POA6718,0,0,0,100,184,101,81,101,256,828
POA6720,0,0,0,278,434,164,133,328,330,1659
POA6721,0,0,3,703,895,274,249,687,526,3337
POA6722,14,7,23,1484,1916,672,549,2341,1495,8465
POA6725,27,10,50,1760,2182,789,599,1737,1483,8556
POA6726,8,4,25,928,1248,439,249,906,651,4414
POA6728,15,4,23,1014,808,290,226,839,976,4154
POA6740,0,4,4,251,294,80,56,223,236,1134
POA6743,7,9,22,945,1361,465,279,1036,878,4970
POA6751,0,0,0,517,654,290,197,771,615,3046
POA6753,3,0,6,852,1047,350,364,1476,1306,5402
POA6754,0,0,0,182,246,85,76,183,233,1018
POA6758,0,3,4,109,132,30,32,337,483,1130
POA6760,0,0,3,79,124,76,37,247,294,853
POA6762,0,0,0,73,94,60,39,166,159,589
POA6765,4,0,9,523,249,55,60,273,123,1283
POA6770,5,3,11,458,462,262,154,644,382,2358
POA7000,143,19,262,3508,4519,1545,695,2817,827,13914
POA7004,71,49,221,1717,2342,886,409,1184,386,6920
POA7005,232,23,458,2920,3609,1472,729,2929,566,12235
POA7007,9,4,43,659,913,421,198,506,105,2802
POA7008,200,20,338,2482,3577,1321,698,2604,479,11159
POA7009,105,28,224,2455,3276,1226,834,3277,604,11665
POA7010,329,59,584,2794,3887,1513,1149,5296,901,15544
POA7011,203,39,413,2504,3382,1444,1044,3850,715,12937
POA7012,5,0,3,141,221,104,71,123,28,694
POA7015,375,71,667,1961,3056,1212,717,2281,414,9642
POA7016,21,7,38,339,532,205,179,628,693,2577
POA7017,52,3,92,1109,1589,702,435,1160,142,5144
POA7018,322,79,717,4139,5942,2683,1513,4584,867,19724
POA7019,30,8,62,1186,1597,629,547,1658,399,6004
POA7020,8,0,16,455,746,361,188,358,57,2163
POA7021,21,3,53,482,664,312,175,372,70,2077
POA7022,14,3,22,164,293,124,66,128,39,815
POA7023,4,0,7,72,125,50,32,47,18,336
POA7024,0,0,6,91,169,81,33,65,28,463
POA7025,12,7,38,278,468,264,167,249,94,1523
POA7026,7,3,15,204,250,113,96,188,90,934
POA7027,0,0,3,55,68,33,34,63,79,325
POA7030,63,18,146,2717,3789,1759,1470,4503,1102,15340
POA7050,161,27,349,2710,3640,1594,939,2791,433,12116
