POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA2030,229,647,553,1720,11,3160,8,4,5,39,0,56,758,22,50,32,8,870,34,4,6,17,0,61,100,20,12,32,0,164,1407,475,354,1506,24,3766,95,0,21,0,0,116,113,13,7,36,0,169,298,51,51,135,3,538,349,81,48,253,0,731,250,28,16,53,0,347,120,14,7,6,0,147,265,103,99,760,11,1238,315,71,42,168,0,596,42,9,7,3,0,61,77,25,18,83,0,203,12,0,0,0,0,12,19,6,4,24,0,53,9,4,0,0,0,13,64,12,28,0,0,104,322,49,45,67,3,486,360,36,37,29,0,462,9,3,0,0,0,12,263,86,74,529,0,952,54,4,14,11,0,83,994,79,58,12,4,1147,99,3,10,12,0,124,30,0,0,0,0,30,33,0,0,0,0,33,41,5,10,17,0,73,2499,299,255,311,12,3376,104,3,10,25,602,744,7459,1300,1080,3929,671,14439
POA2031,373,1420,1209,4805,56,7863,4,24,14,177,0,219,1638,87,105,135,11,1976,119,35,19,61,0,234,180,53,57,122,0,412,4068,1158,848,4831,51,10956,384,9,58,12,4,467,403,37,40,73,0,553,614,103,89,505,0,1311,519,133,60,364,4,1080,193,33,33,81,5,345,485,40,16,14,0,555,2576,414,322,2706,21,6039,812,169,104,477,5,1567,106,0,11,9,0,126,140,40,24,119,0,323,27,9,6,7,0,49,84,33,23,72,0,212,106,10,9,4,0,129,195,44,32,20,0,291,325,58,50,90,0,523,361,25,18,38,0,442,22,4,0,0,0,26,986,301,219,1590,13,3109,83,9,3,10,0,105,374,62,30,12,0,478,339,24,16,25,0,404,58,15,3,0,0,76,164,8,12,5,0,189,164,14,17,74,0,269,4041,491,480,506,29,5547,159,12,11,67,1689,1938,16004,2749,2211,11004,1861,33829
POA2032,165,443,402,1496,16,2522,4,10,9,193,3,219,2674,39,90,45,11,2859,44,7,0,25,0,76,47,13,7,32,0,99,791,335,227,1264,20,2637,287,4,26,8,0,325,134,17,16,24,0,191,149,33,27,125,8,342,749,112,66,291,10,1228,60,9,5,11,0,85,391,8,7,5,0,411,400,157,85,740,3,1385,271,68,27,152,5,523,107,0,12,0,0,119,83,19,17,39,0,158,6,6,0,9,0,21,41,9,5,11,0,66,54,24,9,0,0,87,66,22,10,8,0,106,126,17,12,21,0,176,114,10,12,18,0,154,9,0,5,0,0,14,204,62,42,423,9,740,40,0,4,6,0,50,82,18,14,0,0,114,129,4,5,18,4,160,44,3,3,0,0,50,143,4,9,0,0,156,32,6,4,31,0,73,2497,168,160,168,17,3010,121,6,4,18,707,856,8741,939,777,3386,795,14638
POA2033,139,333,314,1389,21,2196,5,3,5,126,0,139,1967,38,72,51,4,2132,33,4,5,18,0,60,59,21,11,47,0,138,691,258,206,1223,22,2400,169,4,16,4,0,193,93,11,5,14,3,126,141,25,21,138,0,325,404,86,39,196,36,761,42,4,9,4,0,59,437,10,24,12,0,483,302,107,59,652,6,1126,254,34,17,132,7,444,108,0,14,3,0,125,70,12,10,36,0,128,5,0,0,0,0,5,12,5,7,26,0,50,37,13,0,0,0,50,50,9,8,5,0,72,99,9,10,17,0,135,119,10,12,15,0,156,13,0,0,0,0,13,176,51,44,382,5,658,42,0,3,5,0,50,108,13,3,0,0,124,129,5,5,4,0,143,55,0,0,3,0,58,146,0,9,4,0,159,28,11,4,20,0,63,2006,149,143,164,10,2472,72,6,0,16,653,747,6753,733,618,3079,749,11932
POA2034,203,831,661,2915,42,4652,3,24,10,198,3,238,693,59,47,74,3,876,77,27,14,23,0,141,135,42,29,54,0,260,2650,724,472,2987,39,6872,114,3,23,8,0,148,360,28,21,40,0,449,374,69,56,271,4,774,385,103,48,262,11,809,98,18,16,30,0,162,200,13,13,8,0,234,1523,225,218,1626,22,3614,502,115,59,311,8,995,43,9,7,3,0,62,138,31,25,69,0,263,28,4,5,3,0,40,35,21,16,56,0,128,89,15,3,3,4,114,119,33,31,12,0,195,219,25,30,49,0,323,251,6,16,11,4,288,10,4,0,3,0,17,587,146,111,965,14,1823,76,14,4,5,0,99,212,37,19,3,0,271,215,16,0,15,0,246,21,5,3,3,0,32,72,10,10,0,0,92,115,12,13,48,0,188,2245,291,262,292,17,3107,95,17,3,58,979,1152,9364,1685,1260,6821,1113,20243
POA2035,432,1151,932,4258,52,6825,20,36,32,371,9,468,3877,97,126,165,27,4292,180,31,17,58,0,286,132,49,21,55,0,257,2554,839,589,3722,62,7766,328,27,65,10,0,430,713,68,62,75,3,921,510,79,59,333,7,988,1457,244,121,736,20,2578,161,27,20,48,0,256,402,16,19,20,0,457,1351,293,186,2048,32,3910,1266,212,75,538,10,2101,152,0,3,0,0,155,233,50,55,113,0,451,46,6,5,7,0,64,194,32,21,99,6,352,116,20,16,16,0,168,133,56,43,23,0,255,359,43,35,64,0,501,479,24,38,40,3,584,53,9,8,0,6,76,519,204,118,1131,13,1985,154,9,9,10,0,182,379,52,43,7,0,481,421,25,23,37,0,506,54,3,6,0,0,63,200,11,9,8,0,228,107,8,20,52,0,187,5357,482,402,518,38,6797,242,11,7,76,1556,1892,18768,2467,1822,9752,1793,34602
POA2036,463,1015,832,4546,67,6923,12,91,43,1017,16,1179,3231,63,134,94,19,3541,192,17,21,60,0,290,111,31,17,44,0,203,2355,750,571,3773,67,7516,533,17,76,21,4,651,410,37,31,32,0,510,391,68,52,314,5,830,646,167,70,437,0,1320,172,19,21,30,0,242,528,24,25,5,5,587,1554,291,188,1917,30,3980,918,216,86,479,13,1712,111,9,9,0,0,129,188,45,38,57,0,328,32,8,3,8,0,51,305,56,29,178,4,572,203,54,24,30,0,311,171,62,30,25,3,291,280,27,24,26,0,357,375,23,30,15,4,447,59,7,6,0,0,72,572,152,149,1020,20,1913,166,13,22,14,0,215,197,18,17,0,0,232,389,13,25,36,0,463,39,9,3,0,0,51,164,4,23,4,0,195,110,13,19,59,0,201,5201,448,401,447,36,6533,254,11,22,104,2769,3160,16944,2199,1721,9900,3001,33765
POA2037,144,659,539,2349,34,3725,9,17,19,372,6,423,1655,37,68,70,5,1835,67,12,4,19,3,105,110,37,24,46,0,217,1455,573,411,2554,46,5039,163,6,31,6,0,206,150,11,18,48,0,227,256,52,45,274,8,635,161,38,18,118,0,335,63,16,6,18,0,103,342,17,6,7,0,372,485,170,148,1362,21,2186,314,89,54,202,8,667,140,5,13,3,0,161,90,17,17,38,0,162,13,0,0,7,0,20,31,12,15,28,0,86,71,16,6,6,0,99,114,28,15,8,0,165,128,17,17,34,0,196,105,7,16,19,0,147,19,5,0,0,0,24,436,165,135,936,14,1686,55,8,0,11,0,74,46,9,5,3,0,63,149,6,4,18,0,177,63,3,4,4,0,74,363,9,7,9,6,394,67,15,21,44,0,147,2013,271,231,283,27,2825,84,6,3,25,930,1048,7545,1310,1057,5667,1062,16641
POA2038,105,516,396,1854,42,2913,3,8,4,58,0,73,384,26,54,54,3,521,45,7,4,18,0,74,50,25,23,52,0,150,842,432,326,1756,17,3373,77,0,13,7,0,97,55,14,12,21,0,102,126,45,28,180,8,387,113,26,21,99,6,265,30,5,7,3,0,45,111,17,15,4,0,147,300,133,124,858,6,1421,226,90,26,216,0,558,30,0,7,3,0,40,52,16,21,48,4,141,11,0,0,9,0,20,40,18,3,19,3,83,23,4,6,3,0,36,66,21,20,13,0,120,54,6,13,37,0,110,36,10,6,15,0,67,11,0,0,0,0,11,240,109,70,716,5,1140,36,3,3,0,0,42,43,5,4,0,0,52,47,3,4,10,0,64,29,0,0,3,0,32,78,8,10,7,0,103,36,20,9,35,0,100,830,175,144,191,12,1352,21,6,0,28,488,543,3165,970,753,4011,584,9483
POA2039,81,466,314,1534,16,2411,0,5,5,76,0,86,287,24,37,45,0,393,45,12,10,13,0,80,71,22,21,24,0,138,1096,442,252,1605,10,3405,58,3,21,3,0,85,70,6,4,28,0,108,113,29,29,141,0,312,92,30,17,42,0,181,23,8,10,13,0,54,137,14,8,8,0,167,413,139,82,789,4,1427,188,69,48,157,0,462,53,0,3,4,0,60,53,9,5,29,0,96,6,5,0,0,0,11,28,26,6,24,0,84,20,4,3,0,5,32,73,28,12,13,0,126,54,15,21,32,0,122,40,9,3,13,0,65,4,0,0,0,0,4,298,83,76,587,0,1044,18,3,8,3,0,32,27,11,3,0,0,41,70,3,4,13,0,90,20,3,3,0,0,26,37,7,8,0,0,52,52,7,10,34,0,103,711,126,106,151,8,1102,26,0,6,13,242,287,3298,908,626,3442,287,8561
POA2040,218,1262,837,4072,35,6424,4,22,14,260,9,309,935,64,131,133,8,1271,114,34,25,42,0,215,119,59,31,117,0,326,2084,1012,677,3788,44,7605,222,17,46,10,3,298,121,31,17,74,0,243,307,93,58,386,9,853,339,89,38,194,0,660,63,27,9,31,0,130,288,29,29,12,0,358,821,329,205,2033,15,3403,1110,263,141,604,20,2138,88,10,10,8,0,116,104,49,22,91,0,266,67,18,5,28,0,118,109,35,16,70,0,230,77,9,9,5,0,100,170,47,44,15,0,276,110,31,21,49,0,211,96,12,20,31,4,163,14,13,4,0,0,31,582,301,177,1330,8,2398,104,26,18,25,0,173,95,27,11,5,5,143,203,20,22,21,0,266,47,8,0,0,0,55,190,9,21,11,0,231,92,33,21,91,0,237,2115,417,295,466,33,3326,88,6,13,39,869,1015,8764,2445,1665,8905,1026,22805
POA2041,138,791,640,2761,19,4349,5,12,0,79,0,96,467,53,68,76,4,668,50,15,5,21,3,94,139,50,22,53,0,264,2171,762,516,3045,21,6515,92,6,24,9,0,131,121,12,10,39,0,182,254,59,39,272,3,627,153,38,14,96,0,301,36,18,3,11,0,68,182,15,15,7,0,219,789,218,175,1660,11,2853,336,90,49,237,0,712,49,3,16,6,0,74,71,13,13,39,0,136,23,3,0,0,0,26,39,25,11,28,0,103,26,13,7,14,0,60,135,18,28,7,0,188,87,18,17,34,0,156,84,10,9,16,0,119,3,0,0,0,0,3,559,177,169,1110,5,2020,42,11,3,8,0,64,93,10,9,10,0,122,75,9,3,9,0,96,32,0,8,0,0,40,77,5,3,7,0,92,81,10,12,62,0,165,1208,195,219,235,10,1867,46,9,0,34,578,667,5842,1495,1181,6417,636,15571
POA2042,152,947,739,3154,27,5019,3,24,16,191,10,244,882,51,84,92,9,1118,94,23,15,31,4,167,154,75,24,110,4,367,1780,800,640,3208,35,6463,176,11,54,4,0,245,175,18,30,63,0,286,296,97,73,387,0,853,337,67,34,151,0,589,52,16,9,31,0,108,238,20,25,12,0,295,718,293,229,1802,13,3055,288,114,59,312,4,777,88,3,15,0,0,106,87,31,6,39,3,166,58,9,11,10,0,88,39,31,16,51,0,137,67,16,3,10,0,96,123,37,32,26,0,218,118,33,33,60,0,244,71,13,5,34,0,123,9,0,3,0,0,12,536,224,181,1200,5,2146,64,5,5,13,0,87,71,15,12,3,0,101,177,12,6,7,0,202,41,10,0,6,0,57,232,6,20,8,0,266,83,37,11,85,0,216,2087,328,272,358,13,3058,70,3,11,43,866,993,7197,1866,1467,7164,981,18675
POA2043,93,450,314,1490,11,2358,3,17,4,110,4,138,808,31,56,30,3,928,26,13,7,11,0,57,73,27,17,47,0,164,1196,378,282,1507,11,3374,124,4,23,0,0,151,123,18,8,23,0,172,183,41,32,170,0,426,71,28,19,50,0,168,30,10,5,7,0,52,190,12,11,4,0,217,395,142,83,791,0,1411,170,54,40,131,0,395,63,5,9,0,0,77,27,14,6,22,0,69,40,5,0,0,0,45,17,17,6,34,0,74,40,4,3,4,0,51,99,11,24,3,0,137,88,14,10,35,0,147,73,5,8,13,0,99,10,0,0,0,0,10,283,83,97,519,0,982,37,5,0,4,0,46,61,9,0,0,0,70,91,8,7,10,0,116,36,0,0,5,0,41,120,7,5,6,0,138,56,6,11,44,0,117,1095,182,123,160,0,1560,32,6,0,15,327,380,4473,874,663,3290,355,9655
POA2044,109,364,322,1278,23,2096,0,12,10,130,3,155,520,30,35,44,0,629,36,8,8,14,0,66,46,19,12,30,0,107,685,313,238,1203,10,2449,182,13,26,6,0,227,52,12,9,29,0,102,87,37,29,142,10,305,207,28,17,63,0,315,24,7,0,19,0,50,142,4,16,10,0,172,221,95,77,644,3,1040,121,47,23,118,0,309,36,6,7,3,0,52,42,8,8,16,0,74,215,7,5,10,0,237,46,11,3,29,0,89,31,4,7,3,0,45,48,9,13,5,0,75,41,17,5,19,0,82,40,3,5,3,0,51,14,0,0,0,0,14,176,77,53,434,0,740,30,3,0,4,0,37,23,11,4,4,5,47,48,10,5,3,0,66,19,3,0,0,0,22,290,8,13,15,5,331,39,3,8,25,0,75,1036,150,127,144,9,1466,55,0,5,18,284,362,3756,738,594,2843,348,8279
POA2045,66,265,192,1049,15,1587,0,4,7,37,0,48,204,9,33,23,0,269,31,0,6,22,0,59,32,13,12,22,0,79,362,238,140,908,8,1656,32,3,9,7,0,51,17,3,12,7,0,39,44,16,15,97,0,172,152,29,6,105,0,292,18,4,0,4,0,26,62,4,7,5,0,78,138,73,43,546,0,800,1252,156,67,481,15,1971,6,4,0,0,0,10,33,17,0,21,0,71,11,6,0,0,0,17,35,4,6,13,0,58,5,3,0,0,0,8,41,11,13,0,0,65,24,6,5,6,0,41,13,4,6,0,0,23,5,0,0,0,0,5,95,53,44,314,0,506,11,0,0,3,0,14,11,4,0,0,0,15,47,7,5,6,0,65,3,3,0,0,0,6,36,5,9,4,0,54,8,6,0,10,0,24,369,87,75,109,3,643,12,5,0,4,197,218,2743,617,405,2478,233,6476
POA2046,282,985,695,3798,30,5790,7,7,5,158,0,177,2112,108,126,147,10,2503,198,44,23,100,3,368,106,31,24,70,6,237,1489,656,513,3363,40,6061,235,17,59,21,0,332,114,13,5,41,0,173,210,60,29,301,0,600,641,123,71,412,3,1250,97,18,7,29,0,151,373,27,34,20,0,454,670,249,176,1824,8,2927,3626,632,270,1640,20,6188,224,9,9,14,0,256,298,102,44,187,6,637,71,17,4,20,0,112,139,32,35,122,0,328,59,16,9,3,0,87,101,58,32,13,0,204,165,30,33,71,0,299,105,9,14,34,0,162,22,11,0,0,0,33,384,171,133,1056,0,1744,132,15,8,26,0,181,91,16,17,9,0,133,227,25,16,42,0,310,62,10,3,8,0,83,294,16,17,17,0,344,49,18,8,63,0,138,2455,372,351,426,26,3630,107,5,13,43,1023,1191,12986,2327,1599,9222,1156,27290
POA2047,130,477,348,2007,19,2981,4,8,3,39,0,54,595,39,47,53,8,742,76,9,11,43,0,139,64,18,7,48,0,137,837,412,302,1925,20,3496,133,6,20,0,0,159,76,14,14,35,0,139,141,30,28,163,0,362,355,72,41,193,6,667,40,8,6,14,0,68,229,22,11,19,0,281,351,154,73,1052,6,1636,671,143,85,398,4,1301,77,3,6,0,0,86,106,29,20,71,0,226,24,0,4,5,0,33,40,18,15,40,0,113,34,10,3,0,0,47,45,24,10,4,0,83,62,15,9,21,0,107,81,5,6,12,3,107,0,0,0,0,0,0,249,101,71,661,15,1097,45,6,3,7,0,61,35,9,11,9,0,64,68,8,8,18,0,102,52,8,11,14,0,85,113,7,12,10,0,142,32,11,10,41,0,94,1220,172,147,207,8,1754,51,0,0,23,498,572,4952,1050,747,4693,562,12004
POA2048,63,357,280,1307,9,2016,0,4,0,53,0,57,346,15,45,38,5,449,37,12,7,34,0,90,32,28,8,47,0,115,543,352,221,1338,8,2462,62,6,13,10,0,91,53,16,8,26,0,103,88,41,25,128,4,286,185,32,16,100,5,338,14,10,9,10,0,43,112,6,3,4,0,125,219,125,96,799,7,1246,224,68,24,191,0,507,31,4,4,6,0,45,36,9,4,42,0,91,18,4,0,4,0,26,19,22,0,34,0,75,17,3,0,0,0,20,38,20,23,0,0,81,38,3,14,17,0,72,26,6,9,10,0,51,12,5,0,0,0,17,163,92,81,473,0,809,57,4,3,3,0,67,20,3,8,9,0,40,69,10,3,10,0,92,16,6,0,0,0,22,127,0,8,4,0,139,22,14,11,40,0,87,809,149,122,162,5,1247,20,0,0,18,294,332,2843,776,581,3087,332,7619
POA2049,122,579,450,2044,38,3233,7,32,10,150,4,203,725,36,55,41,3,860,51,11,8,26,0,96,61,31,11,47,0,150,932,542,357,2001,17,3849,145,12,25,4,0,186,59,20,17,34,0,130,118,58,34,195,9,414,252,42,21,132,8,455,34,10,12,19,0,75,172,26,13,6,0,217,333,198,132,1162,12,1837,345,105,43,273,5,771,62,3,5,6,0,76,109,27,4,59,0,199,23,11,10,0,0,44,32,17,14,36,5,104,36,8,8,0,0,52,71,25,14,5,0,115,75,25,14,39,0,153,57,5,7,17,0,86,8,8,0,0,0,16,254,138,87,763,5,1247,41,3,9,0,5,58,33,11,12,3,0,59,98,0,6,7,3,114,31,3,7,3,0,44,175,11,17,3,0,206,40,10,10,43,0,103,1344,193,189,266,24,2016,46,9,3,23,661,742,4719,1209,880,4666,791,12265
POA2050,80,405,328,1533,9,2355,5,10,9,88,0,112,857,42,46,44,6,995,36,5,7,26,0,74,61,15,7,35,0,118,832,372,269,1466,20,2959,163,7,26,0,0,196,70,18,4,21,0,113,147,46,26,155,4,378,73,18,7,62,0,160,18,6,6,9,0,39,239,11,16,3,0,269,285,114,71,807,6,1283,179,63,31,164,0,437,81,5,11,6,0,103,49,13,11,24,0,97,10,0,6,4,0,20,14,16,8,21,0,59,29,8,0,7,0,44,65,14,14,8,0,101,76,13,11,27,0,127,42,9,5,12,0,68,8,9,0,0,0,17,222,97,74,529,10,932,28,0,3,0,0,31,35,7,6,3,0,51,61,6,0,10,0,77,42,8,3,0,0,53,95,7,7,0,0,109,47,20,8,25,0,100,1049,157,130,135,9,1480,48,0,0,20,541,609,4010,837,630,3321,590,9388
POA2060,122,515,442,1995,13,3087,5,0,0,57,0,62,1642,51,86,61,13,1853,36,8,7,14,0,65,113,28,21,44,0,206,1518,484,338,2379,19,4738,235,10,30,9,0,284,145,14,13,36,0,208,266,57,43,211,4,581,79,21,10,61,0,171,41,5,3,24,0,73,653,21,5,4,0,683,425,148,80,1209,8,1870,260,57,35,169,0,521,183,7,10,9,0,209,40,13,3,23,0,79,22,0,0,8,0,30,27,14,0,22,0,63,21,0,0,0,0,21,75,15,12,5,0,107,121,17,16,24,0,178,123,8,4,10,0,145,6,0,0,0,0,6,384,133,95,897,5,1514,45,4,4,4,0,57,115,17,5,0,0,137,157,8,10,10,0,185,73,4,0,3,0,80,116,0,8,0,0,124,69,18,7,45,0,139,1975,168,171,180,15,2509,58,9,5,22,792,886,7551,1052,823,4853,861,15140
POA2061,51,145,162,720,6,1084,0,4,4,17,0,25,717,14,30,10,0,771,23,3,5,9,0,40,40,10,3,19,0,72,611,165,113,981,14,1884,80,0,13,0,0,93,63,4,0,16,0,83,91,17,10,86,0,204,34,16,10,17,0,77,16,0,4,3,0,23,250,0,0,0,0,250,211,66,43,479,10,809,150,27,10,63,0,250,81,0,3,3,0,87,20,5,3,12,0,40,5,0,0,0,0,5,0,5,4,4,0,13,15,0,0,0,0,15,31,0,5,0,0,36,47,3,4,10,0,64,57,0,4,0,0,61,3,0,0,0,0,3,155,51,40,361,0,607,21,0,0,0,0,21,38,0,0,4,0,42,51,3,0,0,0,54,19,4,0,0,0,23,29,3,0,0,0,32,22,5,8,21,0,56,763,43,60,63,3,932,21,0,5,19,465,510,3076,364,318,1906,498,6162
POA2062,80,338,323,1296,0,2037,5,3,0,17,0,25,404,36,48,43,0,531,30,4,7,15,0,56,41,19,6,28,0,94,759,382,222,1366,7,2736,55,4,16,6,0,81,63,6,6,21,0,96,97,25,19,98,0,239,44,28,4,34,0,110,32,10,3,6,0,51,179,9,10,3,0,201,228,104,63,652,4,1051,146,35,29,97,0,307,49,0,9,3,0,61,16,7,0,11,0,34,3,3,0,0,0,6,11,9,4,14,0,38,18,0,5,0,0,23,48,15,9,3,0,75,78,16,10,15,0,119,55,9,4,0,0,68,0,0,0,0,0,0,169,60,62,512,0,803,11,0,5,4,0,20,79,8,4,5,0,96,33,8,9,9,0,59,11,5,0,0,0,16,21,0,3,0,0,24,28,0,6,28,0,62,774,73,130,115,8,1100,8,3,0,11,187,209,2808,690,553,2828,203,7082
POA2063,65,279,242,1257,7,1850,0,0,7,17,0,24,699,22,43,48,5,817,31,12,0,29,0,72,45,13,9,17,0,84,542,237,185,1231,13,2208,18,0,11,0,0,29,41,10,12,23,0,86,79,24,12,88,0,203,83,6,14,70,0,173,28,3,10,3,3,47,75,9,8,9,0,101,160,69,50,596,0,875,83,30,17,113,0,243,21,3,8,0,0,32,26,9,6,19,0,60,7,0,0,3,0,10,14,0,8,8,0,30,0,0,0,0,0,0,40,16,8,10,0,74,43,6,15,12,0,76,50,5,6,3,0,64,0,0,0,0,0,0,168,78,43,384,0,673,18,0,0,9,0,27,44,14,0,0,0,58,14,6,0,6,0,26,11,0,11,0,0,22,24,0,3,7,0,34,27,3,8,24,0,62,595,69,79,101,0,844,19,0,3,19,223,264,2494,531,470,2744,253,6492
POA2064,97,290,286,1017,3,1693,6,6,0,16,0,28,2162,26,118,54,11,2371,32,5,9,15,0,61,40,18,9,13,0,80,588,214,148,976,6,1932,201,5,8,0,5,219,44,7,5,6,0,62,83,23,11,74,0,191,23,10,3,8,0,44,23,5,3,9,0,40,805,3,9,10,5,832,153,55,38,418,5,669,129,45,17,69,0,260,182,0,9,3,0,194,30,6,3,13,0,52,8,0,0,0,0,8,19,0,3,4,0,26,14,0,0,0,0,14,32,20,20,9,0,81,45,8,3,17,0,73,45,6,8,6,0,65,4,0,0,0,0,4,108,47,43,369,0,567,12,0,0,6,0,18,35,0,3,0,0,38,46,8,8,5,0,67,21,4,0,0,0,25,59,0,7,3,0,69,14,5,4,23,0,46,1582,71,134,97,3,1887,62,0,0,9,333,404,5890,510,525,2118,382,9425
POA2065,284,1315,1062,4547,36,7244,7,12,9,91,0,119,4333,119,232,150,30,4864,115,28,17,51,0,211,202,78,42,104,0,426,3002,1052,772,4425,44,9295,520,19,53,17,0,609,286,39,28,63,0,416,490,111,74,406,7,1088,137,58,30,139,4,368,84,31,12,25,0,152,1288,32,31,23,0,1374,910,310,205,2118,19,3562,507,148,85,397,0,1137,422,5,27,7,0,461,111,15,18,54,0,198,57,5,4,7,0,73,32,22,8,52,0,114,58,7,8,4,0,77,246,52,46,25,5,374,278,44,31,50,0,403,226,25,12,27,0,290,15,0,0,0,0,15,801,292,190,1599,8,2890,70,0,3,10,0,83,274,43,18,12,0,347,205,17,10,14,0,246,129,10,8,0,0,147,231,7,10,16,0,264,116,26,25,86,0,253,4406,362,421,377,15,5581,158,11,6,62,996,1233,16529,2398,1960,9685,1125,31697
