POA_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
POA2046,9,30,582,2163,1443,510,88,42,4854,0,15,205,165,38,4,0,5,431,0,27,338,412,76,3,5,12,867,0,44,551,572,108,10,5,14,1303,22,198,1022,255,25,3,0,20,1547,0,49,935,190,13,0,0,9,1202,0,328,783,429,7,5,0,7,1546,0,0,23,0,0,0,0,3,27,0,5,4,0,3,0,0,0,15,26,581,2774,874,45,6,3,37,4341,0,29,80,30,3,0,0,0,137,0,0,0,0,0,0,0,0,3,35,678,3985,3640,1595,524,91,92,10643
POA2047,3,9,130,594,540,174,38,13,1496,0,12,164,151,42,3,5,0,377,0,6,48,81,31,0,0,0,159,0,10,204,232,74,3,6,0,533,5,111,576,256,27,4,0,8,987,0,59,550,210,14,0,0,5,842,0,57,408,259,8,4,0,3,737,0,31,93,95,0,0,0,9,234,0,0,5,0,4,0,0,0,7,5,257,1633,824,52,9,0,27,2810,0,21,26,14,0,0,0,0,70,0,4,7,5,0,0,0,0,13,9,304,2011,1656,660,189,45,43,4919
POA2048,6,12,73,259,185,38,9,4,587,3,10,224,531,105,11,3,3,894,3,17,44,147,114,21,6,4,360,5,28,270,674,226,33,7,5,1258,33,263,203,22,11,0,0,14,543,9,138,216,16,0,0,0,3,377,8,114,109,20,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,12,8,5,0,0,0,0,31,48,523,540,66,10,0,0,17,1202,0,16,26,10,7,0,0,7,68,3,0,3,0,0,4,0,0,8,61,588,909,1005,423,82,24,28,3127
POA2049,4,39,176,590,353,64,18,7,1252,4,26,229,257,67,8,5,4,594,17,32,97,226,117,26,3,5,531,25,57,329,482,181,33,3,10,1123,62,370,520,94,19,6,5,11,1093,20,187,257,20,0,0,0,3,495,51,295,420,68,0,0,0,8,847,9,37,47,10,0,0,0,4,100,0,14,18,8,0,5,0,0,45,147,906,1263,200,27,8,4,28,2571,7,40,46,16,3,0,0,0,124,4,12,6,3,0,0,0,0,19,185,1058,1816,1297,564,102,27,51,5099
POA2050,7,0,30,41,38,3,0,0,126,0,22,227,170,41,7,0,0,464,0,10,141,200,82,12,3,0,449,3,35,367,367,125,13,3,3,919,16,51,52,21,3,0,0,0,146,30,205,281,26,0,0,0,4,543,102,643,506,70,5,0,0,15,1346,61,516,301,48,3,0,0,12,953,0,0,0,0,0,0,0,0,0,212,1418,1133,169,14,0,3,28,2987,0,7,10,0,0,0,0,0,19,0,0,3,0,0,0,0,0,9,224,1461,1547,584,176,21,12,35,4057
POA2060,4,10,119,280,186,67,15,5,686,0,4,88,125,29,6,0,5,249,9,64,252,476,109,22,0,7,942,9,67,340,598,136,33,0,8,1188,11,132,184,70,3,0,0,5,407,29,211,470,100,13,0,0,8,831,57,432,580,151,10,0,4,16,1246,270,1065,1080,352,19,3,0,21,2815,0,0,3,0,0,0,0,0,3,368,1842,2313,673,40,4,3,51,5295,0,0,8,0,0,0,0,0,8,0,9,6,0,3,0,4,0,18,373,1923,2784,1553,375,106,21,71,7201
POA2061,0,4,17,38,30,21,0,0,105,0,4,3,6,0,0,0,0,14,0,0,18,61,35,3,0,4,120,0,4,21,68,35,3,0,4,136,8,42,115,19,6,0,0,6,193,43,126,162,93,8,0,0,7,432,15,97,154,122,4,0,0,0,397,78,613,802,333,19,0,0,22,1869,0,0,0,0,0,0,0,0,0,146,884,1235,563,39,0,0,29,2889,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,15,144,903,1269,673,105,21,0,28,3147
POA2062,0,3,68,319,246,101,13,3,759,0,7,57,62,16,0,0,0,133,0,18,87,185,30,0,4,0,324,0,25,139,241,47,4,4,0,465,8,86,327,192,11,0,0,5,631,10,260,394,90,0,0,0,8,760,0,93,198,61,0,0,0,0,353,0,16,58,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,14,458,983,340,12,0,0,8,1819,0,3,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,17,495,1193,905,306,105,17,13,3054
POA2063,0,12,75,401,659,385,49,11,1588,0,0,23,22,13,0,0,0,56,0,0,20,43,12,0,0,0,81,0,0,41,59,26,0,0,0,136,3,47,96,34,0,4,0,0,180,9,16,72,22,0,0,0,0,115,0,10,51,48,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,77,213,103,3,4,0,0,412,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,12,89,346,567,687,388,49,13,2142
POA2064,0,5,37,260,360,128,25,0,820,0,0,11,8,8,0,0,0,26,0,0,155,120,15,0,0,0,295,0,3,167,128,17,0,3,0,320,6,67,253,56,0,0,0,0,380,0,131,824,104,0,0,0,10,1071,10,95,448,55,4,0,0,4,611,0,3,333,75,0,0,0,0,414,0,0,0,0,0,0,0,0,0,16,299,1863,286,5,0,0,12,2483,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,307,2065,672,387,132,27,18,3629
POA2065,6,28,305,958,911,323,62,12,2607,3,23,235,281,72,5,0,0,619,0,48,262,690,94,10,0,5,1116,3,68,500,972,161,17,0,5,1732,23,170,616,286,21,0,3,12,1133,52,655,1267,421,22,0,0,21,2434,101,828,1404,391,10,0,0,27,2757,157,1248,1445,586,16,0,0,30,3484,0,4,10,11,7,0,0,0,30,332,2906,4738,1698,73,8,4,87,9837,4,6,14,8,0,0,0,0,37,0,15,7,0,0,0,0,4,25,344,3029,5569,3632,1146,354,67,108,14244
POA2066,0,21,298,1550,2025,1074,200,16,5186,0,6,68,68,15,3,0,0,150,3,96,86,371,62,0,0,4,633,3,98,153,443,76,9,0,3,781,20,154,350,114,6,5,0,10,662,111,330,1786,417,14,0,0,28,2682,4,696,1669,449,10,0,0,26,2860,0,243,417,110,3,0,0,8,773,0,4,11,8,5,4,0,0,30,137,1428,4241,1093,28,7,0,72,7004,0,0,5,0,3,0,0,0,11,0,0,9,7,4,0,0,3,23,148,1553,4701,3097,2129,1088,200,93,13006
POA2067,12,17,184,1033,1233,480,132,30,3130,0,18,83,97,28,8,0,0,227,0,6,45,110,43,10,0,6,216,0,19,125,209,68,13,0,6,444,0,51,167,63,8,0,0,10,310,6,193,803,216,11,0,0,13,1236,12,399,917,264,0,0,0,18,1616,60,1028,1503,597,22,0,4,38,3254,0,3,16,8,7,0,4,0,26,87,1671,3397,1151,50,3,6,79,6440,0,0,0,0,0,0,0,0,7,0,5,5,0,0,0,0,0,8,98,1714,3713,2394,1349,499,141,117,10028
POA2068,0,11,316,1401,1649,576,94,14,4068,0,6,165,130,33,0,0,3,345,0,11,26,132,50,8,3,0,229,0,14,194,270,83,11,3,3,574,0,45,188,25,0,0,0,5,273,5,89,350,45,0,0,0,5,495,30,112,214,79,0,0,0,5,441,0,0,16,10,0,0,0,0,30,0,0,3,7,0,5,0,0,17,35,245,770,170,10,0,0,12,1244,3,12,28,4,0,0,0,0,52,0,0,0,0,0,0,0,0,3,43,290,1309,1848,1743,590,97,32,5940
POA2069,9,26,112,983,1549,822,140,25,3664,0,9,16,16,4,0,0,0,42,0,5,48,38,27,5,0,0,121,0,11,65,51,26,8,0,4,166,4,14,61,48,6,0,0,4,138,0,42,145,68,0,0,4,3,265,0,95,385,121,0,0,0,3,598,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,13,7,155,594,237,8,0,4,12,1014,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,12,197,770,1275,1581,837,144,34,4848
POA2070,3,11,62,647,1334,803,152,9,3023,0,0,0,5,0,0,0,0,12,0,13,14,72,7,0,0,3,115,0,17,18,78,8,0,0,3,129,11,45,153,40,12,6,0,9,268,38,46,117,57,0,0,0,0,263,0,107,570,454,11,0,0,8,1153,3,56,60,23,3,0,0,0,142,0,0,0,0,0,0,0,0,7,54,254,908,579,28,3,0,15,1840,0,3,4,0,0,0,0,0,4,0,5,0,0,0,0,0,0,8,58,282,997,1301,1371,807,156,35,5003
POA2071,0,0,59,509,1223,859,225,17,2893,0,0,0,9,0,0,0,0,6,0,20,52,19,7,0,0,0,97,0,20,52,24,11,0,0,0,107,0,15,74,60,6,0,0,3,166,0,22,143,117,9,0,0,0,298,0,162,516,400,17,0,0,9,1103,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,9,0,207,743,583,31,7,0,13,1575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,229,852,1114,1265,859,228,31,4578
POA2072,0,12,51,322,638,345,63,15,1448,0,3,3,0,0,0,0,0,11,0,0,6,83,15,0,0,0,106,0,4,11,86,15,0,0,0,111,0,12,84,72,0,0,0,0,181,0,14,94,107,0,0,0,0,218,0,237,485,190,6,0,0,14,928,0,58,120,34,0,0,0,0,216,0,0,4,0,0,0,0,0,3,0,325,785,403,12,0,0,11,1546,0,54,35,9,0,0,0,0,93,0,0,0,0,0,0,0,0,0,6,391,880,822,660,348,67,31,3199
POA2073,4,10,109,1003,1974,1106,225,26,4458,0,15,3,7,0,0,0,0,32,0,0,11,62,19,3,0,0,103,0,15,16,65,24,6,0,0,136,0,0,62,67,0,0,0,0,132,0,18,20,30,0,0,0,0,65,0,107,272,135,3,0,0,5,518,0,61,158,33,4,0,0,4,261,0,5,6,0,0,6,5,0,22,0,179,516,258,10,5,5,13,995,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,206,652,1327,2014,1119,222,40,5595
POA2074,0,21,167,1482,2480,1340,253,32,5776,0,0,8,29,3,0,0,0,37,0,0,27,229,68,0,0,5,323,0,0,30,257,65,0,0,5,358,0,27,237,128,9,0,0,4,410,0,103,197,115,3,0,0,9,428,0,141,454,247,19,0,0,8,870,0,51,81,12,0,0,0,0,145,0,3,5,0,0,0,0,0,16,0,325,976,510,31,3,0,23,1870,0,0,5,5,0,0,0,3,12,0,5,0,3,0,0,0,0,7,3,355,1183,2254,2575,1344,257,61,8022
POA2075,0,7,75,937,2530,1273,270,30,5120,0,0,13,43,0,0,0,0,57,0,3,41,335,52,13,7,0,445,0,4,56,376,52,13,7,0,503,0,13,109,154,0,0,0,0,284,0,0,3,32,4,0,0,0,45,0,179,848,271,4,0,0,11,1318,0,0,0,0,0,0,0,0,0,0,5,4,4,0,4,0,0,18,5,194,968,460,11,4,0,11,1664,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,5,214,1096,1781,2596,1289,273,42,7291
POA2076,9,49,243,1572,2836,1297,289,36,6329,0,9,19,46,8,5,0,0,79,4,46,70,363,55,5,0,3,545,4,51,88,407,58,14,0,8,632,0,81,82,82,0,0,0,3,257,0,20,98,62,4,0,0,0,185,0,68,309,328,0,0,0,3,708,0,22,47,4,0,0,0,0,71,0,4,15,3,0,5,4,0,27,4,194,540,488,3,5,4,11,1245,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,10,17,299,874,2464,2909,1319,289,50,8218
POA2077,3,60,440,2340,2431,797,166,56,6292,0,38,33,40,6,0,0,3,127,4,34,183,353,58,4,0,0,625,4,67,215,393,65,0,0,6,756,7,144,323,191,14,0,5,8,687,81,259,2242,300,0,0,3,36,2922,5,568,1854,323,3,0,0,23,2776,18,481,1739,263,4,0,0,21,2525,0,12,29,4,0,4,5,0,51,102,1460,6187,1081,27,9,4,90,8961,3,6,8,7,0,0,0,0,24,0,9,0,0,0,5,0,0,14,111,1603,6846,3815,2527,808,179,154,16044
POA2079,4,26,132,803,937,279,43,11,2236,0,7,7,15,0,0,0,0,26,0,0,0,67,8,0,0,0,77,0,7,7,78,8,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,179,45,0,0,0,3,316,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,92,187,45,0,0,0,3,328,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,119,320,930,948,279,42,21,2664
POA2080,0,3,32,190,232,71,12,4,555,0,3,5,7,0,0,0,0,18,0,0,0,4,0,0,0,0,8,0,3,11,13,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,41,207,237,71,12,7,585
POA2081,6,19,75,566,728,241,35,12,1675,0,0,0,3,0,0,0,0,9,0,0,7,49,20,3,0,0,75,0,0,3,57,19,3,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,17,89,622,752,240,36,12,1769
POA2082,0,16,81,701,688,200,44,6,1734,0,3,0,5,6,0,0,0,15,0,0,5,53,0,3,0,0,70,0,3,8,55,7,7,0,0,79,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,4,12,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,100,767,698,202,44,6,1838
POA2083,4,24,155,253,155,30,3,3,627,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,3,12,0,0,0,0,0,17,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,15,6,0,4,0,0,25,4,0,9,5,0,0,0,0,10,0,0,0,0,0,0,0,0,10,10,36,171,260,156,35,3,3,679
POA2084,0,25,43,265,424,211,71,5,1047,0,0,0,4,0,0,0,0,4,0,3,8,18,4,0,0,0,35,0,3,8,25,4,4,0,0,39,0,3,14,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,18,44,0,4,0,0,66,9,17,14,3,0,0,0,0,39,0,0,0,0,0,0,0,0,3,8,48,82,337,429,217,76,5,1192
POA2085,10,14,48,687,1667,594,128,25,3167,0,5,27,19,0,0,0,4,48,0,3,45,155,30,3,0,0,238,0,11,73,173,33,3,0,3,289,0,43,155,60,4,5,0,18,284,7,18,0,3,0,0,0,0,26,0,5,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,14,7,65,167,62,4,5,0,18,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,88,277,925,1700,602,126,42,3780
POA2086,0,39,109,1300,1764,704,139,21,4070,8,7,5,15,7,0,0,0,35,0,0,22,89,26,4,0,0,147,8,7,21,108,30,7,0,0,184,13,39,12,30,9,3,3,6,104,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,0,0,4,0,29,13,38,33,36,9,0,0,6,136,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,24,87,169,1439,1802,714,141,24,4401
POA2087,0,20,130,1088,1577,668,151,24,3673,0,83,27,16,4,0,0,3,128,0,128,84,53,20,0,0,9,291,0,210,104,63,25,3,0,8,423,5,17,24,7,0,0,0,0,56,0,34,48,38,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,3,4,3,0,0,29,11,54,87,51,7,3,0,0,208,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,9,16,287,328,1206,1606,671,156,36,4307
POA2088,4,20,164,946,1752,961,163,20,4028,0,9,148,439,133,21,0,3,755,0,15,81,374,132,17,3,6,629,3,28,232,814,266,34,3,9,1389,10,220,665,383,50,15,0,7,1353,25,768,1634,372,15,3,3,32,2847,14,424,502,184,3,0,0,8,1144,9,247,270,52,3,0,0,4,589,6,15,29,17,0,0,0,0,67,66,1676,3097,1019,65,19,7,55,6001,0,14,45,29,4,0,0,4,96,0,5,8,3,4,0,0,9,29,69,1743,3552,2807,2092,1009,174,94,11544
POA2089,0,13,50,199,151,56,13,0,485,0,3,70,115,26,5,0,0,220,0,9,56,194,64,11,0,0,329,0,13,123,308,89,14,0,6,547,14,234,430,269,21,0,0,8,976,39,426,928,266,16,0,0,10,1693,48,332,614,218,5,0,0,6,1217,41,155,144,65,3,0,0,10,412,0,0,0,0,0,0,0,0,0,143,1146,2110,815,44,0,4,40,4308,0,5,0,7,0,0,0,0,13,0,3,13,4,0,0,0,0,19,146,1177,2300,1328,283,77,16,42,5375
POA2090,0,7,81,346,383,160,31,3,1018,0,5,49,82,17,0,0,0,155,0,15,55,331,68,4,3,3,485,0,19,100,414,86,4,3,6,641,18,82,395,269,21,3,3,5,799,12,304,913,318,13,0,0,12,1581,52,444,699,203,11,0,0,7,1413,10,119,448,97,0,0,5,9,681,0,5,9,8,3,0,0,0,23,89,956,2465,898,49,9,9,32,4496,0,0,8,0,0,0,0,0,10,0,4,3,0,0,0,0,0,8,96,988,2654,1661,520,173,39,43,6169
POA2092,4,16,79,572,821,410,64,12,1964,0,0,0,13,4,0,0,0,17,0,15,17,102,30,3,0,0,163,0,12,12,108,39,3,0,0,182,0,0,13,13,3,0,0,0,31,0,5,27,14,0,0,0,0,42,0,8,20,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,10,66,32,4,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,34,155,723,861,420,62,13,2267
POA2093,3,33,271,1392,1836,797,141,28,4499,6,23,52,73,13,3,0,0,170,0,17,152,464,106,21,0,5,768,8,44,201,534,120,22,0,4,934,7,78,416,149,15,5,0,7,677,9,314,1240,182,5,0,0,19,1767,0,123,148,35,0,0,0,6,318,0,14,34,26,0,0,0,0,75,0,8,19,4,3,0,3,0,41,17,544,1857,394,26,7,6,30,2882,0,21,37,13,0,0,0,0,69,0,0,3,0,0,0,0,0,5,28,640,2375,2330,1986,827,149,68,8394
POA2094,0,6,55,241,240,76,16,0,635,0,4,57,80,37,4,0,6,184,0,38,97,171,37,7,0,5,359,0,45,150,247,76,9,0,9,538,0,69,175,110,9,0,0,3,369,0,86,326,110,3,0,0,6,538,0,20,81,85,0,0,0,0,184,0,0,12,119,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,172,594,421,14,3,0,7,1223,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,5,225,806,906,333,87,15,16,2407
POA2095,0,17,62,244,312,121,24,5,790,50,27,69,171,86,4,0,3,408,0,21,79,203,75,14,4,0,390,50,48,150,371,155,14,4,3,799,17,235,583,273,40,12,4,10,1171,16,310,841,349,30,0,0,16,1563,81,424,715,361,21,4,0,22,1626,16,191,503,270,8,0,0,12,995,0,0,0,0,0,0,0,0,6,126,1161,2642,1252,101,15,5,57,5352,0,3,18,4,0,0,0,0,30,0,6,0,0,0,0,0,0,5,178,1236,2866,1876,567,160,36,64,6973
POA2096,0,36,192,745,858,367,91,12,2304,0,14,26,11,4,0,0,0,60,0,13,72,106,15,4,4,0,206,3,22,99,116,16,4,3,3,265,5,121,217,74,5,0,0,9,433,0,351,1443,154,17,0,0,13,1982,4,134,445,87,0,0,0,4,674,0,21,58,16,0,0,0,6,99,0,6,3,8,0,0,0,0,24,8,640,2168,331,25,3,7,28,3215,0,0,8,0,0,0,0,0,14,0,4,3,5,0,0,0,4,11,16,703,2474,1196,901,375,100,48,5811
POA2097,16,53,170,1019,1454,603,170,33,3510,0,0,6,3,7,0,0,0,16,0,5,31,99,31,5,0,0,167,0,5,32,101,36,11,0,0,184,0,36,50,30,6,5,3,0,122,4,103,532,77,0,4,0,0,727,0,123,497,162,5,0,0,4,791,0,0,5,21,0,0,0,0,27,0,10,7,5,3,5,0,0,29,5,267,1088,290,17,11,0,12,1695,0,0,18,3,0,0,0,0,23,0,0,0,3,0,0,0,0,3,26,328,1308,1415,1508,614,168,37,5413
POA2099,17,123,547,2153,2337,989,282,62,6505,3,21,59,42,14,0,0,0,137,20,227,226,363,53,9,0,20,926,17,248,287,401,66,9,0,27,1063,44,304,419,89,22,3,0,19,904,17,698,3210,271,7,0,0,58,4272,60,771,1732,219,0,0,0,33,2817,4,206,262,96,0,0,0,0,571,3,23,49,26,15,7,0,0,119,132,2003,5673,712,46,7,7,112,8681,0,6,19,10,0,0,0,6,30,0,5,11,3,0,3,0,3,30,170,2384,6529,3275,2449,1010,293,202,16318
POA2100,60,104,349,1776,1909,851,233,33,5318,16,21,23,32,13,0,0,0,110,0,27,130,189,44,3,0,9,404,15,54,154,217,56,6,0,9,511,47,338,321,63,16,0,0,16,806,0,81,201,9,0,0,0,8,302,5,67,69,8,0,0,0,3,151,0,0,0,0,0,0,0,0,0,6,16,39,13,13,4,0,0,90,59,508,628,93,27,9,0,27,1351,0,6,11,7,3,0,0,0,25,4,3,6,3,0,0,0,0,22,136,672,1141,2095,1995,865,239,71,7211
POA2101,10,122,384,1317,1363,525,159,35,3920,17,120,184,45,3,4,5,4,391,0,38,194,109,20,5,0,4,360,17,159,377,157,24,7,7,14,755,26,122,277,88,17,4,0,6,539,0,131,712,150,3,0,0,15,1015,5,216,641,128,0,0,0,9,998,0,0,0,0,0,0,0,0,0,0,17,19,0,3,0,0,0,40,35,493,1638,370,31,3,4,31,2595,0,12,15,13,4,0,0,0,37,0,0,14,8,0,5,0,0,26,57,785,2423,1851,1420,539,168,76,7328
POA2102,6,12,60,353,715,232,32,10,1418,0,6,24,24,5,5,0,0,61,0,7,74,449,74,3,0,3,621,0,12,105,472,79,4,0,3,681,0,10,56,66,0,0,0,0,136,0,23,162,36,0,0,0,3,224,0,22,161,45,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,11,0,55,386,147,3,0,0,5,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,11,82,547,976,805,239,35,19,2712
POA2103,8,34,111,668,847,352,90,21,2129,0,3,11,57,18,13,0,0,105,0,5,115,347,47,7,0,6,531,0,5,133,403,66,23,0,6,636,11,54,152,194,14,4,0,3,425,0,108,314,48,0,0,3,9,478,4,53,145,26,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,16,16,226,616,267,20,9,3,4,1158,0,7,24,10,0,0,0,0,40,0,0,3,0,0,0,0,0,13,22,277,893,1353,931,378,95,29,3974
POA2104,4,11,39,211,378,173,56,4,878,0,6,8,3,12,5,0,0,28,4,72,162,47,20,15,4,10,329,4,77,172,50,31,15,4,10,359,6,50,106,46,0,0,0,10,220,10,20,19,16,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,16,68,136,70,3,0,0,14,301,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,20,162,343,334,410,186,61,26,1544
