POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA2069,40,10,18,0,65,12,7,6,0,19,7,0,4,0,15,4,0,8,0,17,18,10,8,0,36,17,9,13,0,43,56,19,9,0,85,69,12,13,4,100,51,34,33,5,117,90,37,31,3,160,49,31,25,4,111,69,42,26,4,146,122,128,57,3,312,127,125,25,3,285,97,139,28,6,268,60,145,14,0,222,351,1402,66,5,1821,38,150,34,0,226,13,10,4,0,28,1291,2317,429,37,4076
POA2070,57,7,27,6,97,11,7,7,0,28,11,0,5,0,16,6,4,14,0,21,29,3,10,0,44,29,4,11,0,46,44,14,17,4,79,52,24,17,6,100,59,37,40,3,135,77,54,36,3,172,43,54,37,4,131,71,60,36,3,174,155,146,61,9,375,123,125,26,3,272,93,164,32,0,281,75,144,14,0,231,317,1298,69,5,1681,35,153,23,0,219,19,16,3,0,33,1296,2308,477,44,4127
POA2071,56,23,39,0,118,19,0,7,0,26,3,4,5,0,17,7,7,7,0,19,12,10,10,5,38,24,11,12,3,49,54,22,29,3,107,57,31,23,0,111,49,47,24,5,121,64,51,32,4,145,54,49,41,0,138,63,62,26,3,157,146,133,71,6,359,97,115,35,6,249,93,157,23,3,267,51,116,12,4,187,293,1111,66,7,1469,37,155,41,3,228,10,10,0,0,22,1183,2109,496,46,3837
POA2072,36,8,40,0,80,12,0,4,0,14,10,3,10,0,22,3,7,5,0,16,19,10,9,0,41,9,14,16,0,37,37,19,12,0,71,26,16,17,0,57,40,36,30,0,110,53,33,31,0,116,47,29,33,0,102,49,48,12,6,116,99,93,48,4,241,66,105,28,6,208,79,106,22,0,207,37,75,8,0,117,198,606,40,5,849,26,94,24,0,145,22,15,0,0,35,865,1310,382,21,2578
POA2073,65,16,30,3,112,18,0,3,0,26,10,6,4,3,27,7,3,11,3,20,34,9,6,4,52,23,12,14,0,42,53,15,26,0,95,48,22,30,0,98,71,46,35,0,151,94,49,34,5,179,61,47,22,0,131,95,54,34,0,192,161,137,63,4,368,115,156,34,0,307,128,206,28,4,362,65,163,15,0,241,408,1730,76,4,2222,44,196,36,0,273,18,15,7,0,34,1513,2883,511,29,4936
POA2074,74,12,33,0,120,30,10,3,0,41,12,7,7,0,27,4,8,4,0,16,41,4,14,0,62,26,14,33,0,72,107,18,29,0,163,117,24,36,7,179,164,43,53,6,260,177,59,34,7,287,103,65,36,7,212,142,70,47,0,255,232,233,100,12,575,170,196,48,4,414,157,250,43,4,453,118,221,15,0,357,523,2164,92,8,2783,68,178,50,0,291,25,20,6,3,52,2286,3589,673,65,6607
POA2075,97,16,26,0,144,32,3,8,0,44,15,10,6,0,37,5,4,19,0,26,56,11,17,4,89,40,12,22,0,81,133,30,20,0,178,78,33,32,3,153,132,51,42,3,230,161,71,53,3,289,84,66,41,4,193,118,78,33,7,231,205,249,98,3,560,161,213,42,3,420,159,270,35,0,461,85,215,15,5,320,466,1915,95,0,2474,51,216,45,0,314,22,18,7,0,48,2106,3487,657,38,6288
POA2076,78,14,28,3,118,27,5,10,0,43,20,0,12,0,33,8,4,8,0,25,64,10,21,0,89,39,17,21,0,77,131,15,41,0,191,109,25,39,0,166,144,63,60,5,272,176,73,65,0,318,95,74,45,4,225,130,77,46,4,255,237,277,100,7,625,177,245,32,6,460,146,325,45,4,517,105,247,27,0,376,457,2190,98,7,2749,62,252,49,0,365,25,32,4,0,60,2223,3949,747,47,6969
POA2077,158,26,58,11,250,58,9,13,0,84,38,7,26,4,75,12,3,34,8,62,124,22,59,0,201,73,30,74,0,178,260,50,85,8,401,188,97,126,14,421,259,187,181,26,651,315,227,153,22,725,207,281,137,20,647,234,269,123,12,643,595,814,209,23,1644,373,696,80,16,1166,336,737,77,17,1164,213,510,24,4,754,471,1859,72,14,2421,134,280,99,8,523,54,34,10,3,100,4112,6148,1640,205,12108
POA2079,16,3,5,0,22,4,0,0,0,6,7,0,0,0,6,5,0,0,0,14,11,3,5,0,20,16,4,4,0,18,38,6,17,0,68,43,13,20,7,83,59,23,11,0,99,59,36,37,4,136,37,39,25,0,106,40,53,22,6,119,86,134,47,5,263,76,130,23,0,226,88,151,9,4,251,37,127,5,0,172,102,476,11,0,590,6,65,18,0,87,5,10,0,0,14,728,1273,274,26,2295
POA2080,6,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,4,0,0,0,4,14,5,0,0,18,12,3,12,0,17,13,4,0,0,26,15,9,6,0,31,9,4,0,0,24,10,21,3,0,29,16,35,8,0,60,18,25,7,0,47,15,41,0,0,52,11,23,0,0,33,25,94,8,0,120,9,17,10,0,28,0,0,0,0,0,170,278,60,0,509
POA2081,8,0,0,0,8,4,0,0,0,4,5,0,3,0,5,3,0,0,0,4,10,0,0,0,13,12,0,3,0,12,32,4,8,0,47,32,7,11,0,50,53,20,14,0,81,37,17,23,0,78,29,17,13,0,54,30,28,19,0,77,46,89,27,0,165,44,89,15,0,136,37,123,3,0,167,30,90,4,0,121,77,360,14,0,447,10,45,12,0,68,0,0,0,0,9,488,888,179,0,1551
POA2082,15,0,0,0,17,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,6,0,4,4,16,13,0,5,0,21,48,0,9,0,58,37,9,7,0,50,49,16,23,0,83,49,27,18,0,96,35,29,13,4,74,36,29,17,0,80,55,89,32,0,175,34,90,14,0,139,37,130,7,0,175,20,88,0,0,107,74,331,11,0,420,15,33,11,0,58,0,0,0,0,3,524,870,168,12,1574
POA2083,4,0,0,0,4,0,0,0,0,4,5,0,0,0,5,0,0,0,0,0,7,0,6,0,13,7,0,0,0,7,16,3,0,3,20,13,0,7,0,19,12,4,7,0,19,13,9,5,0,24,10,7,5,0,20,10,8,0,0,21,25,18,6,0,52,20,23,5,0,43,24,11,0,0,40,6,13,0,0,24,48,69,3,0,119,3,22,7,0,33,0,3,0,0,3,229,188,52,7,479
POA2084,3,0,4,0,10,4,0,3,0,4,0,0,0,0,5,0,4,0,0,4,11,0,3,0,20,8,7,0,0,10,27,4,4,0,29,22,4,3,0,29,30,6,6,3,42,39,12,6,0,52,14,10,6,0,31,25,12,5,0,39,36,34,14,0,85,32,43,5,0,82,31,59,0,0,91,13,49,0,0,62,81,273,10,0,365,13,36,8,0,52,4,0,0,0,8,404,551,80,6,1035
POA2085,26,3,4,0,30,10,0,3,0,17,4,0,4,0,5,13,0,7,0,16,43,0,7,0,47,20,4,13,0,36,80,8,15,0,99,74,9,15,3,100,111,14,21,0,151,96,28,23,0,153,76,35,35,0,145,51,38,31,0,117,102,112,49,3,262,63,147,29,3,241,53,164,20,0,242,39,133,6,0,177,160,965,43,0,1165,35,101,24,3,163,12,8,7,0,25,1062,1770,346,16,3203
POA2086,20,0,4,0,27,13,0,3,0,18,4,0,5,0,13,0,0,9,0,5,24,3,4,0,35,12,11,16,0,37,92,3,13,6,116,51,12,28,3,96,98,39,32,4,172,102,45,22,3,175,68,39,38,0,154,49,61,42,3,153,123,188,51,4,364,91,189,33,4,314,69,236,20,0,318,56,205,11,0,280,183,1243,39,0,1464,28,113,29,0,171,11,11,11,0,31,1099,2410,407,28,3944
POA2087,26,5,10,0,40,8,5,0,0,10,6,5,3,0,5,5,0,7,0,20,18,6,7,0,34,24,5,11,0,40,92,10,17,0,121,70,12,16,0,103,94,27,23,0,149,77,38,34,4,147,43,53,34,3,135,66,52,33,0,154,110,147,62,8,322,74,134,35,6,247,60,181,21,0,261,36,152,12,0,198,157,1201,56,3,1409,24,108,36,0,175,8,12,3,0,27,999,2146,424,31,3593
POA2088,49,19,32,0,104,21,4,3,0,26,11,5,6,0,20,3,0,7,3,14,25,6,22,0,54,29,3,25,7,62,64,12,29,3,106,75,19,45,8,144,126,28,54,7,211,146,36,49,8,239,135,50,67,10,258,111,60,39,5,219,336,143,112,5,597,288,130,42,11,479,269,148,54,6,473,244,137,11,5,403,1321,2312,190,11,3827,92,259,66,6,421,27,23,7,0,63,3382,3388,862,95,7723
POA2089,19,6,15,0,38,12,0,0,0,14,0,0,0,0,3,4,0,3,0,10,10,0,7,0,21,3,3,14,0,17,24,6,7,0,40,27,3,8,0,49,44,11,20,3,78,62,22,15,9,109,40,13,24,7,84,58,20,27,7,110,147,51,57,9,267,142,68,28,11,252,146,70,26,4,242,140,62,11,4,219,597,570,91,6,1269,48,47,19,3,112,7,9,5,0,18,1540,970,382,64,2961
POA2090,22,8,8,0,41,4,0,3,0,4,11,0,0,0,19,0,0,5,0,12,21,0,8,0,33,4,5,15,0,26,40,10,18,0,63,29,10,23,0,64,61,19,27,7,110,75,22,24,8,137,58,17,26,4,105,77,23,27,0,133,168,70,59,9,309,163,66,17,8,254,166,93,14,6,287,121,92,9,8,229,677,849,110,17,1652,48,71,33,0,154,19,13,3,0,40,1788,1366,427,71,3660
POA2092,13,5,3,0,20,6,3,0,0,10,0,0,4,0,3,0,0,0,0,0,8,0,3,0,13,4,3,8,0,27,31,7,6,0,37,15,5,10,0,37,38,11,16,0,63,26,13,20,0,63,29,16,6,0,43,28,15,16,0,60,59,46,19,0,126,47,65,7,0,120,47,63,10,4,119,26,56,3,0,80,169,831,38,0,1046,17,92,18,0,130,6,9,4,0,17,563,1229,204,13,2009
POA2093,42,8,15,0,66,6,4,5,0,21,6,0,4,0,11,11,7,17,0,27,17,0,17,0,37,23,4,28,5,58,88,9,32,0,129,68,23,47,5,143,118,39,57,4,220,138,52,57,9,250,90,43,68,5,207,107,62,48,6,220,246,191,117,7,559,231,223,51,9,505,183,246,42,6,474,136,194,21,0,348,543,2161,93,4,2800,54,227,65,0,345,25,22,8,0,55,2130,3500,775,66,6479
POA2094,15,0,0,0,17,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,4,0,6,0,0,5,0,3,19,3,7,0,29,17,5,0,5,26,26,3,13,0,47,37,7,13,0,56,19,5,18,0,52,39,12,18,0,70,77,27,19,5,127,65,37,7,0,107,54,56,13,0,122,60,44,5,0,104,267,520,25,0,821,15,58,20,0,90,4,4,7,0,14,728,783,170,15,1698
POA2095,18,6,12,0,37,3,0,4,0,11,3,0,4,0,7,4,0,4,0,7,19,3,8,4,30,8,3,13,7,29,37,3,13,0,55,42,6,27,0,78,52,13,25,4,89,65,13,27,0,113,68,20,11,3,103,97,37,17,3,152,208,91,53,5,362,191,79,24,4,295,207,92,29,0,328,162,68,3,0,238,1028,979,81,0,2085,75,108,44,0,231,17,11,0,4,29,2305,1529,389,41,4270
POA2096,22,8,14,0,37,9,0,0,0,5,4,3,3,0,11,4,3,4,0,12,22,0,11,0,30,22,5,10,0,31,46,8,14,0,66,50,10,22,3,86,57,13,37,0,109,103,24,44,6,177,71,32,26,5,139,76,40,33,6,153,228,126,80,4,441,200,127,16,11,348,170,150,22,4,349,150,120,5,0,274,505,1084,72,5,1664,59,114,24,0,196,12,4,5,0,26,1797,1862,442,49,4151
POA2097,28,5,5,0,36,11,0,0,0,11,3,3,3,0,15,0,0,7,0,10,25,0,7,0,38,19,5,16,0,40,88,14,21,0,121,81,12,36,0,130,84,18,49,5,155,122,43,58,3,226,67,64,44,3,175,75,60,35,7,180,180,185,86,11,465,157,222,33,4,417,117,229,32,3,375,81,197,12,0,287,312,1098,48,5,1457,50,134,29,3,224,12,14,0,0,35,1530,2301,522,54,4405
POA2099,73,5,27,3,111,34,0,7,0,37,32,3,13,0,45,14,0,18,5,36,69,14,35,3,128,48,11,70,5,139,284,39,86,0,412,186,56,129,6,382,229,121,149,15,522,314,180,168,19,679,225,202,158,9,596,274,244,133,21,667,678,592,219,38,1522,488,591,91,11,1182,400,543,69,9,1022,240,435,35,5,719,669,2060,109,10,2848,124,302,123,5,558,51,36,22,0,112,4436,5443,1671,172,11721
POA2100,35,5,6,0,48,9,0,6,0,12,9,5,6,0,20,8,4,5,0,15,36,11,11,3,55,34,3,22,0,59,125,19,30,0,164,89,28,42,3,172,125,45,52,6,222,157,65,74,5,298,96,77,63,6,242,108,86,52,4,249,223,261,117,6,608,181,289,57,11,538,138,313,37,5,498,105,262,21,0,386,296,1643,73,4,2014,51,173,41,3,270,19,24,6,7,49,1844,3300,729,51,5927
POA2101,35,8,8,0,58,23,5,3,0,29,15,0,10,0,24,9,0,9,0,18,41,6,19,0,61,25,5,28,0,57,114,12,37,3,164,91,10,60,0,163,137,35,71,11,246,180,74,58,7,314,90,75,66,9,237,116,85,52,0,255,234,229,81,14,555,188,264,47,4,506,163,303,36,0,508,97,223,24,6,346,354,1059,67,7,1481,79,144,56,0,286,23,18,17,0,58,2013,2541,745,57,5363
POA2102,5,0,0,0,9,6,0,0,0,6,6,3,3,0,8,0,0,4,0,4,8,0,3,0,19,7,4,5,0,20,50,0,15,0,67,36,10,26,0,69,56,12,23,0,95,66,24,25,0,114,36,32,30,0,101,38,48,33,0,118,80,120,54,0,259,67,128,23,0,213,58,129,26,0,217,45,107,6,0,161,107,529,30,0,664,22,70,35,3,124,10,8,0,0,20,708,1218,341,16,2288
POA2103,15,6,4,0,19,9,0,0,0,9,3,3,0,0,13,5,0,0,0,7,21,4,9,0,35,14,7,7,3,32,87,8,18,0,118,57,3,17,0,82,95,17,31,4,148,105,37,27,4,174,67,41,34,6,145,94,37,28,0,157,156,109,55,7,331,114,119,30,0,262,84,157,17,0,256,69,120,9,0,192,225,600,49,0,876,36,97,29,0,163,13,10,4,0,27,1279,1360,372,25,3034
POA2104,3,5,0,0,6,9,0,0,0,9,5,0,3,0,13,0,0,0,0,3,12,0,0,0,14,12,0,0,0,14,34,0,0,0,35,30,3,5,3,35,37,3,4,0,46,53,9,0,4,61,16,9,4,0,39,37,9,6,7,53,48,19,7,0,69,39,20,3,0,62,35,40,3,0,80,29,31,3,0,63,110,231,7,0,348,13,43,11,0,65,9,0,0,0,9,526,431,74,12,1041
POA2105,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,11,0,6,0,9,19,3,9,0,29,12,6,0,0,21,23,5,7,0,34,14,5,0,0,23,14,10,0,0,29,29,19,9,0,59,18,16,3,0,36,18,26,0,0,48,12,19,0,0,29,86,118,4,0,211,9,26,3,0,36,0,0,0,0,5,280,256,47,7,593
POA2106,11,6,8,0,22,6,0,0,0,9,3,4,0,0,10,0,0,3,0,3,14,0,0,0,18,14,0,10,0,20,60,3,25,4,89,44,4,14,5,75,63,20,29,0,114,90,14,29,0,139,54,29,25,0,107,64,32,21,0,116,146,97,57,3,306,116,104,17,4,245,94,114,15,0,229,61,98,10,0,162,265,618,34,0,928,35,101,21,0,163,14,15,4,0,26,1161,1257,321,24,2768
POA2107,38,8,11,0,60,15,0,5,0,19,9,5,3,0,13,3,3,5,0,15,29,3,10,0,44,24,8,20,0,49,92,18,24,0,130,60,20,17,6,99,143,26,35,0,204,153,34,63,0,247,95,45,23,4,169,110,67,29,3,208,204,180,63,0,441,161,181,32,3,372,103,207,26,0,334,78,142,5,0,228,426,994,55,0,1476,59,164,44,0,260,17,12,4,0,36,1821,2099,463,18,4407
POA2108,5,3,0,0,9,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,4,0,3,0,9,11,3,6,0,16,12,0,3,0,12,7,0,4,0,17,13,4,4,0,15,7,7,0,0,14,10,0,3,0,17,26,13,11,0,56,26,7,8,0,37,26,16,5,0,45,20,10,0,0,35,110,73,9,0,185,11,22,8,0,35,9,0,0,0,9,298,161,56,7,520
POA2110,24,3,14,0,38,3,5,0,0,8,3,0,4,0,10,0,0,0,3,3,17,4,3,0,22,12,5,14,0,24,28,0,9,4,42,18,7,10,0,42,51,11,12,0,77,47,20,17,0,81,24,19,17,0,61,30,20,12,5,64,91,48,25,4,169,65,57,15,0,135,57,49,17,3,128,44,73,13,0,125,310,915,55,0,1283,27,89,18,4,136,9,11,0,0,17,868,1334,253,18,2469
POA2111,39,6,6,0,50,14,0,3,0,16,4,0,8,0,18,5,3,4,0,15,28,0,10,0,44,14,5,26,0,41,107,5,31,3,144,49,17,36,6,109,77,29,39,3,150,96,45,40,7,186,65,43,31,3,141,100,47,30,5,179,176,142,82,12,409,158,142,33,17,351,145,173,32,4,347,108,148,20,5,279,372,1037,60,4,1475,53,126,37,4,221,18,15,6,0,33,1628,1987,537,73,4219
POA2112,141,34,40,8,221,30,10,8,0,43,26,8,23,5,56,25,9,21,5,55,92,31,33,0,153,57,37,61,10,158,274,55,85,12,428,182,85,112,12,392,202,155,111,24,498,275,206,115,27,628,165,212,87,13,480,203,194,71,11,483,514,600,185,23,1327,380,512,75,23,993,300,516,63,8,888,205,381,29,12,623,560,1789,104,17,2465,123,269,67,4,466,41,35,13,0,96,3792,5135,1304,218,10450
POA2113,107,16,40,5,174,19,5,4,5,36,29,6,11,0,48,12,7,13,0,35,67,7,20,4,98,51,17,28,5,99,153,21,43,3,229,129,55,46,12,243,149,78,81,11,314,213,112,69,23,422,124,108,66,20,314,167,97,57,19,340,425,338,111,36,914,333,300,54,11,700,292,342,46,12,690,176,260,17,7,460,542,1245,70,10,1861,87,148,46,0,282,30,20,3,0,57,3109,3187,823,191,7307
POA2114,101,17,25,5,147,28,0,8,0,36,26,4,10,6,43,12,8,17,0,37,71,16,29,3,115,39,24,34,8,97,185,34,55,14,282,149,60,53,13,273,152,96,88,16,352,187,144,77,15,423,135,116,66,10,331,145,141,60,7,354,404,398,95,23,922,291,334,67,23,718,215,341,41,3,610,185,264,15,4,469,422,1024,53,10,1503,83,126,46,0,251,25,27,3,0,59,2845,3171,837,162,7016
POA2115,63,15,17,0,89,3,0,8,0,10,5,9,5,0,22,12,6,15,0,30,34,8,19,0,58,23,16,25,0,69,82,22,35,0,145,51,33,43,5,137,57,69,49,0,177,68,108,54,3,230,53,91,32,0,171,42,97,30,6,166,124,234,72,10,431,100,176,32,5,308,69,199,15,7,290,53,151,21,0,219,123,466,19,3,610,51,100,32,0,188,11,8,11,0,31,1003,1801,534,49,3387
POA2116,28,3,9,0,42,7,0,0,0,10,3,0,7,0,15,3,6,7,0,12,31,0,14,0,46,14,0,22,0,32,60,21,26,0,106,32,32,37,6,95,34,37,33,0,111,34,65,23,3,121,21,52,26,0,98,28,67,17,3,117,75,148,38,9,258,53,115,24,3,198,35,111,15,3,158,26,77,3,0,106,59,218,13,3,291,17,54,13,0,89,5,5,8,0,22,561,1008,329,30,1932
POA2117,105,16,23,0,148,26,0,6,0,33,22,6,12,0,33,9,7,30,0,56,79,19,44,4,146,36,23,50,3,113,197,53,67,9,322,115,95,67,4,282,103,126,93,14,330,139,190,83,4,421,85,151,64,0,297,90,188,59,3,346,210,394,108,12,722,139,334,62,8,543,110,319,34,5,469,74,256,18,5,346,171,727,50,8,958,62,181,50,4,293,26,14,13,3,57,1799,3111,930,86,5926
POA2118,167,33,45,5,249,49,9,13,3,81,29,7,17,0,60,17,12,21,0,52,94,23,19,0,138,59,41,55,5,164,215,83,68,4,371,132,108,94,5,338,197,218,92,7,511,185,273,87,6,556,117,246,77,7,448,127,241,72,8,444,264,591,141,17,1015,180,469,62,9,721,133,451,37,6,622,86,321,14,5,431,188,1099,55,5,1349,68,238,42,0,348,24,33,10,3,74,2339,4493,1030,107,7972
POA2119,33,0,8,0,43,10,0,0,0,14,6,4,4,0,11,9,3,3,0,19,25,4,3,3,41,21,6,10,0,42,77,4,13,0,107,62,12,11,0,86,77,37,16,6,141,93,44,22,0,157,67,33,19,0,123,71,54,20,0,145,100,140,52,7,294,91,123,21,0,236,85,180,22,3,287,44,123,13,0,180,269,1101,36,0,1412,40,128,21,0,195,13,12,3,0,28,1189,2025,312,19,3547
POA2120,64,9,16,0,81,14,0,4,0,19,19,0,4,0,23,15,9,9,0,29,48,12,23,0,80,32,9,22,0,71,134,13,33,0,178,97,35,45,5,183,128,40,47,6,229,159,86,64,3,318,90,81,62,3,239,110,88,54,0,257,202,276,118,8,602,180,272,50,0,503,133,336,42,7,515,102,333,23,6,463,309,1513,55,3,1888,64,153,52,6,272,13,14,4,0,39,1908,3283,733,57,5989
POA2121,163,23,66,9,252,62,9,10,4,90,20,15,16,0,58,20,8,36,0,62,92,21,37,3,153,69,46,62,3,171,179,71,58,6,315,157,118,77,8,365,195,144,91,11,443,225,206,101,19,554,158,226,80,10,476,166,237,71,3,479,382,607,146,15,1157,304,462,80,15,864,251,506,44,7,807,182,408,29,7,613,466,1873,72,9,2414,92,236,52,7,388,32,37,10,0,84,3216,5240,1141,138,9738
POA2122,214,33,47,7,299,51,7,13,5,83,22,9,13,0,49,24,10,24,0,56,137,35,29,3,201,66,33,53,4,156,236,66,58,8,373,151,94,88,19,349,213,138,98,11,458,239,208,107,16,558,160,190,78,5,433,150,201,70,13,440,355,539,138,17,1059,288,427,57,12,786,206,401,44,8,661,136,356,26,5,522,333,1081,58,16,1482,108,181,61,4,351,37,23,9,0,81,3132,4035,1075,152,8389
POA2125,72,8,17,0,98,31,0,0,0,41,16,3,0,0,21,5,0,3,0,12,39,3,4,0,53,35,8,20,0,65,96,19,11,0,125,89,21,30,3,139,110,42,23,3,174,143,74,36,4,255,64,51,25,0,143,90,62,21,7,182,152,204,53,6,417,146,211,37,7,400,88,217,23,0,331,75,208,21,3,308,278,1490,58,0,1826,41,166,29,0,230,18,19,0,0,35,1581,2813,406,38,4841
POA2126,95,4,19,0,117,19,3,4,3,26,22,5,0,0,25,13,0,6,0,14,53,6,8,0,66,36,15,10,0,66,137,18,18,0,177,103,30,36,0,167,129,51,28,4,207,170,84,41,4,297,81,74,34,0,189,70,97,32,0,192,152,291,65,6,504,114,266,48,3,432,106,349,26,0,489,66,261,14,0,340,225,1578,54,0,1867,31,190,34,0,253,21,12,11,0,45,1637,3332,491,23,5489
POA2127,111,24,35,8,180,12,3,9,0,24,18,4,15,3,42,28,9,27,4,65,41,23,24,0,86,35,27,34,0,95,97,45,33,3,182,101,63,40,3,205,157,127,57,3,349,197,179,66,15,462,153,143,47,3,349,180,170,50,6,398,542,364,78,19,1012,422,259,45,24,745,335,231,23,7,597,245,176,11,0,431,541,637,28,13,1215,102,112,29,5,249,19,8,13,0,36,3320,2618,662,117,6718
POA2128,7,4,0,0,9,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,9,0,5,0,13,3,3,5,0,10,21,10,5,0,33,18,16,3,0,32,5,13,17,0,36,9,28,5,0,44,8,20,10,0,41,12,28,7,3,49,34,34,10,0,81,25,36,8,0,64,18,32,4,0,55,7,20,3,0,24,15,37,6,0,64,7,19,4,0,27,0,0,0,0,5,199,300,88,13,598
POA2130,12,0,0,0,16,4,0,0,3,11,6,0,0,0,4,0,0,4,0,13,0,0,5,0,11,3,3,12,0,18,18,4,10,0,27,19,3,20,0,42,26,9,18,3,72,41,18,22,3,86,38,17,28,0,85,35,23,14,3,74,98,60,51,8,206,119,65,10,0,196,97,62,9,6,175,83,56,4,4,145,201,366,31,0,598,28,29,7,0,67,3,0,4,0,11,831,724,261,43,1856
POA2131,80,7,25,7,122,18,3,3,0,27,19,6,13,4,39,11,6,20,0,39,56,3,25,0,90,35,19,33,0,80,171,29,55,11,257,87,56,73,15,234,142,81,69,13,311,205,116,83,21,428,123,106,68,21,315,160,119,54,15,350,354,288,105,34,782,253,199,39,11,497,217,184,39,15,453,181,157,21,10,364,328,621,41,6,991,87,107,47,3,253,30,10,9,3,54,2560,2127,823,171,5678
POA2132,38,10,17,0,70,10,4,0,0,19,10,0,3,0,17,7,3,9,0,16,34,3,23,0,57,13,3,19,0,35,106,16,28,0,149,49,20,19,4,89,60,40,31,4,139,59,60,40,9,169,52,55,29,3,142,40,74,19,0,137,106,133,56,9,302,93,127,25,3,248,69,138,16,3,220,47,93,5,0,152,141,548,41,6,732,30,83,32,0,147,8,5,7,0,23,966,1414,423,51,2847
POA2133,48,5,4,0,55,11,3,5,0,14,7,5,10,0,19,4,4,15,0,19,38,12,19,3,69,21,13,21,3,59,99,13,25,4,140,52,20,43,5,119,61,53,36,8,150,53,70,34,7,165,43,77,45,7,169,39,65,44,0,151,98,194,70,6,371,53,135,18,7,219,61,160,15,3,238,37,138,4,0,183,104,464,31,6,608,24,86,29,0,137,18,19,9,5,49,867,1528,474,62,2927
POA2134,114,12,61,15,193,28,0,7,0,36,12,4,16,3,40,20,6,22,4,52,41,14,30,7,97,46,23,42,8,124,134,32,32,4,202,111,44,52,14,225,147,94,57,26,323,193,109,49,21,376,102,91,42,23,253,128,85,31,15,261,277,204,61,33,572,146,139,27,11,321,111,121,21,9,260,62,83,10,6,161,219,327,25,4,575,57,80,32,10,172,9,9,6,3,35,1961,1483,630,210,4284
