POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA2158,2301,7494,55,91,174,496,230,585,102,131,14,20,66,93,0,0,15,51,196,301,6,11,48,77,0,0,8,32,64,113,7,16,2794,8511,171,..,2968,8511
POA2159,1473,4578,48,67,22,43,71,109,93,137,0,0,0,0,0,0,9,24,100,162,0,0,0,0,0,0,4,16,4,16,8,27,1658,4889,82,..,1740,4889
POA2160,5937,20435,433,1016,1305,4459,1740,5470,579,1061,1809,4153,1531,3630,339,799,92,274,4355,9919,0,0,0,0,8,15,58,165,62,178,49,130,12139,36126,1188,..,13326,36126
POA2161,5925,21623,485,1061,1103,3468,1593,4529,337,623,949,2233,788,1829,0,0,125,425,2194,5104,0,0,0,0,0,0,9,46,9,46,44,121,9770,31415,909,..,10674,31415
POA2162,4194,14435,256,631,549,1766,802,2393,372,753,168,416,95,238,0,0,129,388,760,1800,0,0,0,0,0,0,12,25,12,25,21,51,5787,18705,399,..,6184,18705
POA2163,1925,6434,50,128,122,426,177,550,423,898,502,916,45,100,0,0,31,103,996,2015,4,6,0,0,0,0,44,96,47,106,10,16,3160,9120,318,..,3480,9120
POA2164,5274,17248,199,511,463,1540,662,2053,359,642,5,9,0,0,0,0,94,260,456,912,59,69,0,0,0,0,3,5,60,77,19,51,6473,20339,347,..,6823,20339
POA2165,7859,27404,393,1043,1670,5937,2064,6974,890,1850,603,1372,1072,2516,554,1325,176,572,3299,7636,0,5,0,0,0,4,9,18,12,25,59,179,13296,42221,909,..,14207,42221
POA2166,9230,33251,223,533,2605,8095,2836,8631,948,2389,1791,4212,681,1605,0,0,194,553,3609,8765,0,0,0,0,0,0,32,68,36,74,52,133,15757,50846,1076,..,16836,50846
POA2167,2233,7122,425,1028,489,1319,907,2342,16,43,0,5,27,78,0,0,21,64,75,192,0,0,0,0,0,0,7,15,7,15,5,12,3228,9677,153,..,3378,9677
POA2168,10504,36833,414,1119,826,2439,1243,3554,453,719,402,576,122,287,0,0,162,471,1143,2057,0,0,0,0,0,0,0,8,5,8,23,43,12916,42500,787,..,13703,42500
POA2170,21382,72063,781,1693,4014,10519,4796,12209,1168,2203,3662,7947,1613,4112,3099,7024,250,670,9791,21958,0,0,0,0,0,0,34,76,31,79,84,199,36089,106503,2937,..,39025,106503
POA2171,9630,35573,61,185,554,1757,613,1944,20,31,0,0,0,0,0,0,37,98,55,136,0,0,0,0,0,0,0,3,0,3,13,26,10309,37677,255,..,10560,37677
POA2172,829,2736,6,7,31,84,36,89,0,0,0,0,0,0,0,0,5,7,10,15,0,0,0,0,0,0,0,0,0,0,0,0,879,2834,21,..,897,2834
POA2173,3949,12410,12,38,348,1074,363,1110,4,8,0,0,0,0,0,0,11,34,14,41,0,0,0,0,0,0,0,0,0,0,0,0,4329,13564,136,..,4469,13564
POA2174,2792,10216,62,204,146,410,205,613,3,20,0,0,71,145,227,417,28,81,332,672,0,0,0,0,0,0,0,0,0,0,19,67,3349,11566,268,..,3616,11566
POA2175,502,1666,0,3,0,5,5,9,0,0,0,0,0,0,0,0,7,11,7,11,0,0,0,0,0,0,3,6,3,6,3,3,519,1695,55,..,572,1695
POA2176,12986,43753,373,917,591,1878,968,2794,48,102,0,0,68,133,0,0,264,792,379,1022,0,3,0,0,0,3,4,18,9,25,20,71,14360,47670,463,..,14822,47670
POA2177,4018,14244,214,569,416,1169,624,1738,10,14,22,43,120,244,0,0,53,121,205,430,0,0,0,0,0,0,4,11,4,11,13,20,4862,16440,212,..,5073,16440
POA2178,1071,3761,21,40,0,0,21,40,0,0,0,0,0,0,0,0,27,70,27,75,0,0,0,0,0,0,0,4,0,3,3,6,1126,3884,55,..,1182,3884
POA2179,4492,14544,22,86,113,346,140,429,11,11,25,38,0,0,0,0,20,60,56,103,0,8,88,124,0,3,0,3,95,133,77,255,4861,15467,315,..,5176,15467
POA2190,4804,17585,419,1136,1714,5462,2139,6592,202,346,166,452,38,102,0,0,92,313,500,1208,0,0,0,0,0,0,25,68,25,68,12,47,7478,25500,546,..,8022,25500
POA2191,1460,4593,264,579,251,723,517,1301,87,134,53,105,45,87,0,0,13,24,195,345,0,0,0,0,0,0,10,22,10,22,6,4,2184,6268,138,..,2325,6268
POA2192,2085,6561,142,357,313,853,453,1207,1405,2988,341,742,395,857,0,0,50,155,2195,4750,0,0,0,0,0,0,16,43,16,43,3,14,4760,12582,460,..,5217,12582
POA2193,3097,9010,270,651,289,796,563,1444,586,1136,612,1193,904,2062,776,1825,21,57,2894,6268,0,0,0,0,0,0,104,218,104,218,16,35,6667,16981,623,..,7293,16981
POA2194,1970,6426,237,659,722,2257,962,2921,2248,5439,1902,4558,1858,4393,37,94,23,76,6074,14561,0,0,0,0,0,0,15,34,15,34,36,89,9058,24024,915,..,9974,24024
POA2195,2146,7970,90,277,274,936,362,1211,3501,9741,1540,4493,383,1203,0,0,36,114,5460,15554,5,8,0,0,0,0,12,29,21,38,15,42,8013,24817,839,..,8849,24817
POA2196,5848,20637,296,783,1468,4722,1762,5503,920,1971,574,1326,703,1779,0,0,87,256,2288,5325,0,0,0,0,0,0,92,236,92,236,11,47,10006,31754,852,..,10858,31754
POA2197,1975,6903,172,522,385,1337,558,1860,143,235,27,57,0,0,0,7,36,110,202,409,0,0,0,0,0,0,8,18,8,18,5,18,2754,9208,198,..,2948,9208
POA2198,2343,7816,40,117,258,818,297,937,58,87,16,18,0,0,0,0,12,23,81,136,0,0,0,0,0,0,16,32,16,32,0,10,2739,8930,107,..,2844,8930
POA2199,3682,12855,186,531,676,2243,860,2777,455,836,250,600,341,820,5,0,81,273,1131,2530,0,0,0,0,0,0,16,39,16,39,11,31,5700,18233,379,..,6079,18233
POA2200,5618,20163,391,1199,1810,6044,2202,7241,472,1071,3100,7881,1669,4153,1116,3120,122,357,6485,16579,0,0,0,0,0,0,133,371,133,371,43,111,14480,44471,1399,..,15873,44471
POA2203,1722,4918,466,1182,185,477,650,1658,996,1700,1063,1812,1113,2193,214,381,28,63,3420,6151,0,0,0,0,0,0,185,336,185,336,10,26,5990,13094,625,..,6616,13094
POA2204,3400,10011,1525,3865,420,1166,1941,5035,1298,2338,1958,3491,1519,2746,161,321,78,146,5014,9044,0,0,0,0,0,0,236,514,236,514,15,29,10610,24628,1048,..,11658,24628
POA2205,2063,6771,347,901,165,500,513,1400,192,416,531,1160,1431,3248,4692,10333,23,64,6874,15215,0,0,0,0,0,0,20,58,22,60,54,121,9524,23575,1115,..,10637,23575
POA2206,5328,15774,109,287,495,1293,606,1571,235,498,167,341,264,526,27,60,26,75,726,1498,0,0,0,0,0,0,5,12,5,12,3,3,6666,18863,438,..,7104,18863
POA2207,5640,17585,1235,3069,822,2385,2058,5452,243,469,804,1747,418,892,0,8,98,229,1564,3341,0,0,0,0,0,0,88,173,88,173,14,34,9367,26580,655,..,10025,26580
POA2208,3520,10577,123,311,221,633,343,944,178,350,41,76,121,270,0,0,41,125,380,824,0,0,0,0,0,0,39,82,39,82,6,11,4292,12440,271,..,4559,12440
POA2209,3333,10327,348,844,599,1569,945,2413,415,798,444,932,237,569,0,0,53,129,1148,2426,0,0,0,0,0,0,43,100,43,100,8,10,5474,15285,364,..,5842,15285
POA2210,6688,20480,512,968,1287,3516,1795,4476,465,613,1517,3339,587,1251,469,862,60,157,3097,6235,0,0,0,0,0,0,74,173,76,171,19,30,11674,31395,762,..,12433,31395
POA2211,4143,12173,292,644,1128,3148,1422,3793,119,212,258,412,35,71,0,0,43,94,455,793,0,0,0,0,0,0,8,25,8,25,5,17,6037,16808,336,..,6372,16808
POA2212,3577,10800,335,817,1276,3977,1614,4794,171,258,39,71,95,173,0,0,50,110,357,609,0,0,0,0,0,0,30,68,30,68,16,40,5588,16302,328,..,5920,16302
POA2213,5553,16562,512,1204,1358,4072,1874,5282,235,302,16,35,66,105,0,0,43,86,356,526,0,0,0,0,0,0,52,103,52,103,8,27,7844,22500,414,..,8256,22500
POA2214,1254,3725,10,33,62,170,70,203,0,0,0,0,0,0,0,0,3,12,3,12,0,0,0,0,0,0,0,0,0,0,5,6,1330,3950,46,..,1371,3950
POA2216,3528,10723,451,1077,253,712,706,1787,486,877,942,2020,2974,6535,1679,4054,45,108,6126,13597,68,86,0,0,0,0,77,180,140,259,26,53,10516,26418,1131,..,11640,26418
POA2217,3690,11053,710,1536,471,1296,1180,2839,363,710,1160,2538,3635,8220,506,1252,42,103,5701,12820,0,0,0,0,0,0,70,148,70,148,26,41,10663,26897,1123,..,11792,26897
POA2218,2159,6766,110,255,203,637,321,889,277,636,1023,2332,1947,4664,0,6,38,97,3289,7729,0,0,0,0,0,0,84,150,84,150,4,8,5853,15545,484,..,6344,15545
POA2219,2433,7255,767,1548,624,1534,1393,3085,110,200,581,1018,786,1407,0,0,9,13,1488,2628,0,0,3,5,0,0,32,59,29,61,10,17,5351,13048,395,..,5754,13048
POA2220,3874,12596,326,785,604,1923,932,2708,299,802,1105,2897,2358,6511,2650,6713,74,177,6491,17095,0,0,0,0,0,0,13,53,13,53,25,60,11338,32508,1097,..,12436,32508
POA2221,4124,13079,261,583,449,1197,712,1776,258,571,135,306,204,411,0,0,20,62,620,1349,0,0,0,0,0,0,10,23,10,23,7,25,5472,16257,369,..,5837,16257
POA2222,1880,5834,280,649,331,883,609,1524,188,388,814,1761,1064,2353,0,0,36,95,2090,4597,0,0,0,0,0,0,3,10,3,10,12,18,4599,11986,303,..,4903,11986
POA2223,4331,13198,405,809,659,1892,1061,2700,223,424,951,1962,1019,1984,0,0,32,85,2229,4453,0,0,0,0,0,0,42,102,42,102,10,14,7679,20473,505,..,8188,20473
POA2224,3360,10188,169,360,995,2153,1164,2516,22,48,280,553,271,420,0,0,15,41,589,1060,0,0,5,6,0,0,18,49,19,53,0,6,5136,13822,406,..,5542,13822
POA2225,1436,4517,143,455,129,374,268,829,33,46,0,0,0,0,0,0,5,14,37,65,0,0,0,0,0,0,0,0,0,0,3,9,1750,5415,62,..,1811,5415
POA2226,3164,9625,386,961,368,848,762,1805,264,446,141,248,155,296,0,0,17,33,575,1024,0,0,0,0,0,0,14,31,18,30,7,11,4515,12500,227,..,4743,12500
POA2227,3469,10614,127,272,806,1990,940,2263,168,289,705,1259,163,303,0,0,12,22,1047,1875,0,0,0,0,0,0,21,51,21,51,6,9,5477,14809,266,..,5746,14809
POA2228,3686,11060,326,638,951,2210,1274,2849,383,646,686,1425,1506,2891,348,699,23,54,2945,5720,61,90,0,0,0,0,0,5,60,93,18,37,7990,19759,572,..,8564,19759
POA2229,6126,19080,639,1196,1986,4684,2622,5883,198,337,1302,2327,827,1483,269,480,26,53,2622,4675,0,0,5,5,0,0,0,0,3,10,15,30,11383,29674,752,..,12138,29674
POA2230,4895,14659,115,235,832,1918,953,2150,1610,2662,2719,4969,1360,2555,947,1698,30,72,6662,11954,0,0,0,0,0,0,77,160,81,166,23,41,12608,28964,1443,..,14055,28964
POA2231,756,2342,6,11,19,47,22,58,0,9,0,0,0,0,0,0,6,5,3,15,0,0,0,0,0,0,8,20,8,20,0,5,794,2430,38,..,831,2430
POA2232,6914,20664,424,791,1249,2931,1673,3724,600,1097,2229,4172,1853,3488,201,394,20,44,4905,9195,0,0,0,0,0,0,20,30,20,32,27,50,13544,33666,950,..,14498,33666
POA2233,8251,25321,252,498,503,1214,759,1710,378,646,494,936,153,276,0,0,26,48,1046,1898,3,3,30,46,0,0,17,29,49,81,12,19,10120,29036,359,..,10481,29036
POA2234,8425,26573,58,145,1063,2796,1123,2942,0,6,171,279,40,73,0,0,12,22,222,375,0,0,0,0,0,0,0,0,0,0,0,6,9779,29899,272,..,10054,29899
POA2250,18857,52227,1950,3071,1815,3643,3763,6709,1595,2746,710,1224,1527,2813,446,809,75,152,4350,7739,21,31,16,34,0,0,8,18,48,82,68,140,27093,66901,1925,..,29012,66901
POA2251,10443,28479,904,1368,412,795,1310,2159,530,855,94,157,30,46,0,6,44,106,691,1171,125,181,9,17,0,3,16,24,151,226,9,17,12605,32052,1824,..,14431,32052
POA2256,4689,11368,1190,2051,399,739,1589,2790,305,462,51,71,0,0,0,0,42,86,394,617,0,0,83,130,0,0,22,33,101,168,26,44,6802,14988,1022,..,7821,14988
POA2257,9116,22924,1507,2596,650,1270,2157,3868,675,1045,16,23,59,115,0,6,63,141,819,1326,5,4,234,352,0,0,30,59,267,419,51,79,12410,28609,1907,..,14316,28609
POA2258,1479,4319,180,364,144,308,323,666,0,0,0,3,0,0,0,0,9,24,9,29,0,0,0,0,0,0,0,0,3,6,4,20,1836,5041,95,..,1930,5041
POA2259,21224,57914,984,1786,537,1132,1518,2914,401,695,47,91,49,84,0,0,56,113,553,988,19,32,158,235,6,4,16,22,194,302,40,92,23528,62207,1655,..,25188,62207
POA2260,7206,20578,315,571,403,872,719,1444,906,1918,199,376,107,184,0,0,39,88,1246,2564,0,0,0,0,0,0,0,6,0,6,20,49,9197,24649,1310,..,10507,24649
POA2261,15515,41955,1796,2847,1485,2920,3270,5765,976,1505,389,680,646,1105,146,252,33,72,2189,3611,67,102,40,71,0,0,36,67,144,241,39,69,21164,51639,3187,..,24350,51639
POA2262,7586,19442,153,283,17,38,174,322,138,228,19,30,0,0,0,0,29,56,186,313,65,95,31,49,0,4,19,46,109,189,10,19,8068,20283,649,..,8714,20283
POA2263,7900,19274,756,1252,259,469,1017,1723,957,1510,4,0,47,70,0,0,35,57,1044,1637,23,45,10,13,0,3,0,3,37,62,14,21,10010,22713,924,..,10939,22713
POA2264,5672,13974,310,467,162,394,472,863,50,105,6,12,23,43,0,0,20,38,108,204,5,3,14,12,0,0,0,0,13,18,12,26,6276,15084,725,..,7004,15084
POA2265,2275,6461,249,366,4,11,256,374,86,144,0,0,0,0,0,0,8,20,93,167,7,4,0,0,0,0,0,0,3,13,5,8,2640,7025,190,..,2825,7025
POA2267,1049,2490,66,80,12,24,74,102,26,37,30,44,0,0,0,0,0,7,55,90,5,12,0,0,0,3,7,13,13,24,0,0,1199,2708,159,..,1359,2708
POA2278,878,2482,4,6,0,0,4,6,0,8,0,0,0,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,0,881,2498,31,..,911,2498
POA2280,8442,22650,822,1323,345,643,1166,1966,473,719,70,101,189,303,23,30,22,43,780,1195,12,24,51,68,0,0,32,70,98,165,18,31,10509,26006,587,..,11094,26006
POA2281,4966,12783,357,617,138,257,497,878,458,647,47,63,56,88,0,0,19,26,573,825,24,42,4,5,0,5,10,20,34,63,11,20,6081,14569,882,..,6964,14569
POA2282,4823,13204,789,1232,231,471,1018,1702,107,174,44,80,170,297,0,0,12,27,339,572,0,0,0,0,0,0,4,14,4,14,0,5,6190,15499,295,..,6481,15499
POA2283,8256,20920,468,747,355,651,824,1400,188,245,39,76,54,95,0,0,23,38,299,455,5,9,22,27,3,5,3,4,38,55,12,19,9425,22843,673,..,10097,22843
POA2284,4082,10624,288,431,203,357,490,783,72,100,14,20,7,26,0,0,16,33,113,176,23,25,30,37,0,0,9,15,56,79,11,24,4758,11687,287,..,5041,11687
POA2285,11028,30366,623,1015,180,320,810,1332,270,368,20,21,114,184,0,0,31,60,433,634,0,0,0,0,0,0,16,31,17,38,4,12,12288,32382,485,..,12775,32382
POA2286,1646,4376,24,60,11,20,36,77,8,10,0,0,0,0,0,0,3,3,8,13,0,0,0,0,0,0,7,12,7,12,0,0,1699,4482,63,..,1760,4482
POA2287,12487,34276,1167,2166,716,1543,1885,3709,267,422,46,78,25,32,0,0,66,165,405,692,0,0,0,0,0,0,19,43,19,43,20,26,14815,38755,713,..,15530,38755
POA2289,6331,17423,282,475,407,799,687,1272,305,508,84,128,24,35,0,0,7,23,430,695,0,0,0,0,0,0,10,22,11,23,0,4,7457,19417,397,..,7853,19417
POA2290,10833,28762,923,1469,859,1713,1780,3182,271,434,54,71,74,108,227,403,21,42,648,1061,0,0,0,0,0,0,6,13,6,13,15,22,13282,33039,688,..,13963,33039
POA2291,3480,9895,271,500,753,1616,1027,2115,458,666,447,716,53,95,0,0,10,23,966,1506,0,0,0,0,0,0,0,0,0,0,10,18,5475,13542,467,..,5942,13542
POA2292,811,1924,70,117,88,186,159,303,47,63,11,28,36,58,0,0,7,10,97,147,0,0,0,0,0,0,6,20,6,20,0,6,1078,2401,100,..,1184,2401
POA2293,603,1470,40,84,411,873,455,960,51,81,99,161,53,93,215,341,0,0,420,680,0,0,16,19,0,0,5,10,19,26,3,8,1504,3144,192,..,1692,3144
POA2294,527,1219,63,119,196,397,258,511,44,61,19,43,0,0,0,0,3,8,68,113,0,0,0,0,0,0,0,0,0,0,0,7,856,1848,80,..,942,1848
POA2295,2918,7020,63,115,75,138,135,253,149,229,9,15,0,0,0,0,10,14,169,263,5,14,0,0,0,0,0,0,6,14,5,20,3243,7567,230,..,3473,7567
POA2296,508,1173,64,138,208,416,276,551,40,64,14,25,48,76,0,0,0,0,107,166,0,0,0,0,0,0,14,21,14,21,5,0,909,1918,97,..,1008,1918
POA2297,591,1492,18,32,35,63,52,97,40,70,0,0,0,0,0,0,0,0,41,72,0,0,0,0,0,0,0,0,0,0,0,0,683,1661,46,..,730,1661
POA2298,2936,7247,184,301,334,660,520,964,286,405,108,153,17,25,0,0,55,104,471,688,0,0,0,0,0,4,18,25,19,31,7,13,3953,8934,292,..,4242,8934
POA2299,3214,8358,421,811,326,782,744,1589,330,613,172,329,0,0,0,0,52,110,548,1052,0,0,0,0,0,0,5,12,9,12,12,25,4520,11028,290,..,4814,11028
POA2300,723,1925,245,528,1226,2640,1469,3170,601,988,827,1381,1105,1858,928,1541,4,4,3460,5768,0,0,0,0,0,0,28,50,28,50,24,31,5703,10937,1236,..,6941,10937
POA2302,8,8,3,6,10,16,7,23,64,89,13,21,393,716,241,367,0,0,716,1197,0,0,0,0,0,0,14,19,14,19,10,11,749,1259,189,..,940,1259
POA2303,2448,6275,215,416,498,1022,711,1439,286,400,343,478,135,193,0,0,7,9,771,1086,0,0,0,0,0,0,30,48,30,48,6,13,3970,8861,419,..,4390,8861
POA2304,4842,11726,704,1128,429,811,1135,1933,274,410,33,43,18,33,0,0,37,75,372,563,0,0,0,0,0,0,66,114,66,114,20,25,6431,14367,461,..,6889,14367
POA2305,4074,10904,339,519,246,455,585,972,253,395,56,106,8,12,0,0,22,32,346,547,0,0,0,0,0,0,10,19,10,19,8,6,5017,12448,290,..,5304,12448
POA2306,987,2436,81,150,147,321,224,473,104,127,0,0,0,0,0,0,0,0,108,130,0,0,0,0,0,0,0,7,0,7,0,0,1321,3039,82,..,1404,3039
POA2307,1301,3210,289,497,241,536,527,1034,19,25,12,8,0,0,0,0,9,24,33,61,0,0,0,0,0,0,0,0,0,0,0,6,1866,4311,115,..,1978,4311
POA2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA2311,334,818,0,6,0,0,0,6,3,9,0,0,0,0,0,0,0,0,3,9,5,6,5,18,0,0,0,0,11,25,6,11,357,860,66,..,417,860
POA2312,537,1404,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,541,1421,63,..,602,1421
POA2315,3940,9770,697,1158,942,1990,1641,3148,173,273,148,214,347,600,0,0,7,22,674,1107,0,3,11,39,0,0,3,12,16,53,21,32,6297,14112,2985,..,9283,14112
POA2316,2224,5378,116,224,161,383,279,608,4,3,0,0,0,0,0,0,7,25,14,23,31,56,0,0,0,5,3,7,41,67,24,39,2570,6114,414,..,2982,6114
POA2317,1695,4084,425,716,346,714,774,1430,82,130,72,135,85,139,0,0,7,11,252,406,0,3,77,122,0,0,3,3,81,134,32,62,2828,6109,674,..,3496,6109
POA2318,4458,12625,130,232,21,47,156,284,3,7,0,0,0,0,0,0,14,23,20,29,4,3,7,12,0,0,0,0,13,15,9,6,4650,12953,292,..,4946,12953
POA2319,2523,6004,146,242,66,143,212,381,9,20,0,4,0,0,0,0,4,7,15,33,0,4,15,30,0,0,11,14,19,41,0,5,2766,6467,298,..,3072,6467
POA2320,12412,34551,884,1593,234,390,1121,1987,170,258,0,0,31,48,0,0,21,39,218,350,46,49,6,18,3,17,47,76,100,151,29,71,13871,37112,973,..,14843,37112
POA2321,6253,17911,514,895,22,43,537,938,14,29,0,0,0,0,0,0,25,52,42,76,120,151,5,7,3,9,3,12,129,172,14,39,6972,19144,412,..,7387,19144
POA2322,8083,22436,376,714,54,95,428,809,30,41,7,13,0,0,0,0,30,79,69,128,61,75,0,0,0,0,4,0,61,82,10,24,8656,23474,417,..,9074,23474
POA2323,8237,21992,965,1615,340,584,1306,2199,449,603,0,0,0,0,0,0,17,21,464,622,12,10,0,0,0,0,0,0,8,16,16,27,10034,24855,551,..,10589,24855
POA2324,8427,21112,698,1152,334,613,1033,1766,81,122,19,22,10,17,0,0,22,48,128,210,51,70,163,288,0,7,23,45,240,406,25,38,9852,23533,1682,..,11534,23533
POA2325,9646,25583,880,1483,119,193,999,1672,122,168,0,0,0,0,0,0,22,50,142,218,31,33,0,4,0,0,13,25,45,64,29,67,10862,27604,1213,..,12075,27604
POA2326,2685,7267,84,138,0,0,84,138,13,12,0,0,0,0,0,0,13,25,21,40,0,0,0,0,6,10,7,5,6,18,0,9,2804,7470,134,..,2935,7470
POA2327,2610,6600,225,372,123,201,347,571,108,142,0,0,0,0,0,0,7,13,113,160,0,0,0,0,0,0,0,0,0,0,3,8,3073,7338,179,..,3255,7338
POA2328,843,2142,70,116,0,0,76,115,25,31,0,0,0,0,0,0,0,0,25,33,4,0,3,5,0,0,5,11,9,17,9,15,967,2322,114,..,1078,2322
POA2329,739,1826,24,38,0,0,24,38,4,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,4,4,4,6,14,775,1883,190,..,965,1883
POA2330,6647,18415,398,742,209,373,609,1110,231,345,0,0,0,0,0,0,4,0,231,347,44,59,43,71,3,4,8,26,95,167,15,29,7601,20063,708,..,8315,20063
POA2331,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,..,7,7
POA2333,4474,11699,373,577,150,218,522,792,18,28,16,29,0,0,0,0,3,3,36,62,18,32,0,8,0,0,0,9,25,43,14,32,5072,12631,689,..,5758,12631
POA2334,1110,3113,41,77,3,3,42,82,0,0,0,0,0,0,0,0,3,6,3,6,0,0,0,0,0,3,0,0,0,3,9,13,1157,3220,88,..,1243,3220
POA2335,2564,7407,149,291,18,30,167,324,10,20,0,0,0,0,0,0,3,10,15,32,7,5,0,3,0,0,0,7,4,10,5,3,2749,7779,219,..,2969,7779
POA2336,943,2290,42,59,0,0,42,59,0,14,0,0,0,0,0,0,0,0,0,14,0,0,39,49,0,0,0,0,39,49,0,0,1027,2416,109,..,1136,2416
POA2337,2721,6887,288,503,27,39,313,542,32,46,0,0,0,0,0,0,0,0,32,46,15,20,0,0,3,4,3,11,15,34,6,14,3093,7521,420,..,3510,7521
POA2338,570,1222,4,10,0,0,4,10,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,0,6,0,0,5,13,17,3,5,591,1254,152,..,741,1254
POA2339,255,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,254,631,56,..,316,631
POA2340,16828,44011,1731,2726,347,586,2077,3316,321,529,22,33,18,40,0,0,16,33,380,637,36,45,37,51,5,0,4,20,81,112,97,167,19464,48239,1702,..,21166,48239
POA2341,592,1317,4,3,3,9,3,15,12,14,0,0,0,0,0,0,0,0,12,14,0,0,0,0,0,0,0,12,0,12,8,4,619,1359,66,..,681,1359
POA2342,159,423,6,14,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,437,41,..,208,437
POA2343,1708,4095,51,68,0,3,58,69,25,41,0,0,0,0,0,0,0,0,25,41,4,3,0,0,0,0,3,12,10,15,4,12,1796,4235,296,..,2094,4235
POA2344,251,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,640,30,..,280,640
POA2345,265,656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,0,9,9,0,3,275,671,28,..,302,671
POA2346,1135,2619,38,50,0,3,40,52,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,7,7,13,20,8,11,1196,2709,187,..,1379,2709
POA2347,780,1613,9,16,0,0,9,16,10,11,0,0,0,0,0,0,0,0,10,11,4,6,3,0,0,0,0,6,10,13,0,0,807,1654,202,..,1008,1654
POA2350,8238,20467,923,1563,163,280,1081,1841,398,639,52,94,0,0,0,3,9,16,455,747,3,4,19,26,0,3,12,29,36,61,31,59,9848,23175,1192,..,11039,23175
POA2352,1062,2728,28,51,0,0,28,51,0,5,0,0,0,0,0,0,6,0,9,10,0,0,0,0,0,0,3,6,3,6,0,5,1094,2795,88,..,1181,2795
POA2353,382,957,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,28,28,16,23,0,0,0,3,0,0,14,22,0,0,428,1008,26,..,454,1008
POA2354,1293,2988,0,3,3,3,3,6,39,45,0,0,0,0,0,0,0,0,39,45,0,4,9,11,0,0,0,0,13,18,5,8,1363,3073,353,..,1713,3073
POA2355,255,579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,9,258,584,84,..,340,584
POA2356,48,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,101,11,..,61,101
POA2357,1368,3235,4,8,0,3,6,4,58,78,0,0,0,0,0,0,0,0,64,81,4,12,0,4,0,0,0,6,9,13,17,40,1454,3377,247,..,1704,3377
POA2358,1365,3280,52,80,0,0,52,80,16,20,0,0,0,0,0,0,0,3,19,25,6,10,7,5,0,0,11,29,24,48,4,3,1473,3431,203,..,1672,3431
