POA_CODE_2021,MOL_SAL_Filipin_UOLSE_NWorNAA,MOL_SAL_Filipin_UOLSE_Tot,MOL_SAL_Filipin_NS,MOL_SAL_Filipin_Tot,MOL_SAL_Indon_SEO,MOL_SAL_Indon_UOLSE_VWorW,MOL_SAL_Indon_UOLSE_NWorNAA,MOL_SAL_Indon_UOLSE_Tot,MOL_SAL_Indon_NS,MOL_SAL_Indon_Tot,MOL_SAL_Tagalog_SEO,MOL_SAL_Tagalog_UOLSE_VWorW,MOL_SAL_Tagalog_UOLSE_NWorNAA,MOL_SAL_Tagalog_UOLSE_Tot,MOL_SAL_Tagalog_NS,MOL_SAL_Tagalog_Tot,MOL_SAL_Oth_SEO,MOL_SAL_Oth_UOLSE_VWorW,MOL_SAL_Oth_UOLSE_NWorNAA,MOL_SAL_Oth_UOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_UOLSE_VWorW,MOL_SAL_Tot_UOLSE_NWorNAA,MOL_SAL_Tot_UOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_UOLSE_VWorW,MOL_Spanish_UOLSE_NWorNAA,MOL_Spanish_UOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_UOLSE_VWorW,MOL_Tamil_UOLSE_NWorNAA,MOL_Tamil_UOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_UOLSE_VWorW,MOL_Thai_UOLSE_NWorNAA,MOL_Thai_UOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_UOLSE_VWorW,MOL_Turkish_UOLSE_NWorNAA,MOL_Turkish_UOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_UOLSE_VWorW,MOL_Vietnamese_UOLSE_NWorNAA,MOL_Vietnamese_UOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_UOLSE_VWorW,MOL_Oth_UOLSE_NWorNAA,MOL_Oth_UOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_UOLSE_VWorW,MOL_Tot_UOLSE_NWorNAA,MOL_Tot_UOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LUatH_NS_SEO,M_LUatH_NS_UOLSE_VWorW,M_LUatH_NS_UOLSE_NWorNAA,M_LUatH_NS_UOLSE_Tot,M_LUatH_NS_NS,M_LUatH_NS_Tot,M_Tot_SEO,M_Tot_UOLSE_VWorW,M_Tot_UOLSE_NWorNAA,M_Tot_UOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_UOLSE_VWorW,FSEO_UOLSE_NWorNAA,FSEO_UOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_UOLSE_VWorW,FOL_Afrikaans_UOLSE_NWorNAA,FOL_Afrikaans_UOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_UOLSE_VWorW,FOL_Arabic_UOLSE_NWorNAA,FOL_Arabic_UOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_UOLSE_VWorW,FOL_AIndLng_UOLSE_NWorNAA,FOL_AIndLng_UOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Canton_SEO,FOL_CL_Canton_UOLSE_VWorW,FOL_CL_Canton_UOLSE_NWorNAA,FOL_CL_Canton_UOLSE_Tot,FOL_CL_Canton_NS,FOL_CL_Canton_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_UOLSE_VWorW,FOL_CL_Mandarin_UOLSE_NWorNAA,FOL_CL_Mandarin_UOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_UOLSE_VWorW,FOL_CL_Oth_UOLSE_NWorNAA,FOL_CL_Oth_UOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_UOLSE_VWorW,FOL_CL_Tot_UOLSE_NWorNAA,FOL_CL_Tot_UOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_UOLSE_VWorW,FOL_Croatian_UOLSE_NWorNAA,FOL_Croatian_UOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_French_SEO,FOL_French_UOLSE_VWorW,FOL_French_UOLSE_NWorNAA,FOL_French_UOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_UOLSE_VWorW,FOL_German_UOLSE_NWorNAA,FOL_German_UOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_UOLSE_VWorW,FOL_Greek_UOLSE_NWorNAA,FOL_Greek_UOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_UOLSE_VWorW,FOL_IAL_Bengali_UOLSE_NWorNAA,FOL_IAL_Bengali_UOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Guj_SEO,FOL_IAL_Guj_UOLSE_VWorW,FOL_IAL_Guj_UOLSE_NWorNAA,FOL_IAL_Guj_UOLSE_Tot,FOL_IAL_Guj_NS,FOL_IAL_Guj_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_UOLSE_VWorW,FOL_IAL_Hindi_UOLSE_NWorNAA,FOL_IAL_Hindi_UOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Nepali_SEO,FOL_IAL_Nepali_UOLSE_VWorW,FOL_IAL_Nepali_UOLSE_NWorNAA,FOL_IAL_Nepali_UOLSE_Tot,FOL_IAL_Nepali_NS,FOL_IAL_Nepali_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_UOLSE_VWorW,FOL_IAL_Punjabi_UOLSE_NWorNAA,FOL_IAL_Punjabi_UOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhal_SEO,FOL_IAL_Sinhal_UOLSE_VWorW,FOL_IAL_Sinhal_UOLSE_NWorNAA,FOL_IAL_Sinhal_UOLSE_Tot,FOL_IAL_Sinhal_NS,FOL_IAL_Sinhal_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_UOLSE_VWorW,FOL_IAL_Urdu_UOLSE_NWorNAA,FOL_IAL_Urdu_UOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_UOLSE_VWorW,FOL_IAL_Oth_UOLSE_NWorNAA,FOL_IAL_Oth_UOLSE_Tot
POA2221,0,22,0,20,..,35,3,39,0,39,..,19,0,19,0,19,..,8,0,8,0,8,..,85,3,85,0,88,..,61,10,68,0,70,..,16,0,16,0,16,..,19,3,20,0,20,..,18,0,14,0,15,..,55,8,62,0,62,..,86,25,112,5,116,..,3247,614,3857,19,3878,..,21,5,22,297,326,4106,3273,617,3887,318,8312,4110,..,..,..,..,4110,..,3,0,3,0,3,..,397,39,443,0,440,..,4,0,0,0,0,..,565,225,794,3,802,..,685,306,990,8,995,..,18,14,32,0,32,..,1273,543,1822,12,1828,..,90,16,106,0,106,..,18,3,19,0,19,..,19,0,19,0,20,..,762,79,843,3,849,..,19,0,19,0,19,..,17,0,19,0,19,..,30,0,36,0,36,..,32,0,35,0,33,..,7,0,7,0,7,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6
POA2222,0,38,0,37,..,42,9,52,0,52,..,77,0,77,0,77,..,12,0,11,0,11,..,165,6,170,0,171,..,69,5,76,0,76,..,3,0,3,0,3,..,13,0,13,0,13,..,6,0,6,0,6,..,31,4,33,3,32,..,98,23,120,7,123,..,2638,528,3172,34,3203,..,37,8,44,265,304,2704,2672,540,3209,292,6210,2673,..,..,..,..,2673,..,6,0,6,0,6,..,148,27,180,0,180,..,0,0,0,0,0,..,391,182,571,0,571,..,521,258,778,4,778,..,19,7,25,0,25,..,926,448,1373,7,1380,..,61,11,70,0,69,..,14,0,14,0,14,..,9,0,9,0,9,..,193,36,226,0,226,..,39,4,41,0,44,..,7,0,9,0,9,..,40,0,44,0,44,..,467,26,503,0,501,..,14,0,14,0,14,..,8,0,8,0,8,..,15,8,19,0,19,..,15,0,15
POA2223,0,27,0,27,..,44,0,41,0,45,..,56,0,55,0,55,..,9,3,9,0,9,..,135,3,141,0,141,..,88,8,100,0,100,..,4,0,4,0,4,..,26,0,31,0,26,..,18,4,22,0,22,..,30,5,33,0,35,..,92,17,106,4,111,..,2926,464,3387,32,3416,..,33,3,36,299,328,6675,2957,467,3422,326,10424,6725,..,..,..,..,6725,..,0,0,0,0,4,..,158,22,177,0,177,..,6,0,6,0,6,..,451,139,586,5,594,..,678,264,938,7,945,..,15,9,26,0,26,..,1149,405,1559,10,1570,..,137,11,156,0,156,..,23,4,27,0,27,..,32,0,32,0,33,..,303,33,331,0,339,..,23,3,24,0,24,..,7,0,14,0,14,..,36,0,44,0,44,..,195,11,206,5,211,..,9,0,11,0,11,..,16,0,16,0,16,..,9,0,9,0,9,..,13,0,13
POA2224,0,7,0,7,..,3,6,7,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,15,6,21,3,21,..,66,9,73,0,70,..,4,0,4,0,4,..,7,0,10,0,10,..,13,4,14,0,14,..,12,5,19,0,19,..,81,14,97,6,100,..,1766,226,1995,22,2010,..,28,3,30,244,276,4761,1794,236,2029,261,7049,5012,..,..,..,..,5012,..,3,0,3,0,3,..,190,14,201,0,206,..,0,0,0,0,0,..,183,57,242,0,240,..,252,97,344,0,346,..,17,5,23,0,23,..,449,156,604,3,614,..,39,5,39,8,44,..,23,0,23,0,23,..,21,0,21,0,21,..,497,50,545,5,547,..,9,0,11,0,11,..,6,0,6,0,6,..,29,0,29,0,29,..,5,0,5,0,5,..,5,0,5,0,5,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0
POA2225,0,0,0,0,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,4,0,4,..,17,0,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,34,3,36,0,36,..,224,28,249,4,256,..,4,0,4,45,49,2447,227,28,260,47,2751,2479,..,..,..,..,2479,..,0,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,13,0,21,0,21,..,29,13,45,0,45,..,0,0,0,0,0,..,52,22,66,0,66,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,15,..,36,0,36,0,36,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2226,0,6,0,6,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,18,0,18,..,40,9,45,0,50,..,0,0,0,0,0,..,8,0,10,0,10,..,0,0,0,0,0,..,12,0,14,0,14,..,66,10,80,7,82,..,585,72,664,12,672,..,14,0,20,194,210,5561,602,75,677,204,6446,5556,..,..,..,..,5556,..,8,3,11,0,11,..,15,3,18,0,18,..,0,0,0,0,0,..,65,11,77,0,77,..,96,31,131,0,131,..,3,0,3,0,3,..,166,44,211,0,211,..,19,5,21,0,21,..,25,0,25,0,25,..,29,0,29,0,29,..,54,11,66,0,66,..,4,0,4,0,4,..,4,0,4,0,4,..,12,0,12,0,12,..,11,0,12,0,12,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2227,0,9,0,9,..,9,0,9,0,9,..,13,0,11,0,11,..,0,0,0,0,0,..,27,0,26,0,26,..,44,3,50,0,45,..,4,0,4,0,4,..,10,4,11,0,11,..,5,0,5,0,5,..,16,3,14,0,17,..,58,10,70,4,69,..,659,84,746,12,757,..,19,4,19,184,206,6557,674,89,767,194,7521,6685,..,..,..,..,6685,..,8,0,8,0,8,..,33,0,38,0,38,..,0,0,0,0,0,..,57,18,77,0,77,..,94,22,121,0,120,..,0,0,0,0,0,..,158,46,202,0,201,..,12,0,12,0,12,..,31,0,31,0,31,..,23,0,23,0,20,..,64,12,78,0,78,..,5,0,5,0,5,..,9,0,9,0,9,..,15,0,15,0,15,..,5,0,5,0,5,..,4,0,4,0,4,..,0,0,4,0,4,..,7,0,7,0,7,..,6,0,6
POA2228,0,24,0,24,..,38,0,36,0,36,..,44,5,45,0,45,..,7,0,7,0,8,..,115,3,119,0,120,..,137,10,150,3,150,..,5,0,5,0,5,..,31,8,36,0,36,..,12,0,8,0,8,..,27,3,32,6,36,..,148,21,163,4,169,..,1809,245,2051,26,2079,..,43,3,48,407,453,7566,1857,244,2100,441,10106,8046,..,..,..,..,8046,..,14,0,14,0,14,..,98,10,105,0,105,..,3,0,3,0,3,..,136,50,181,0,189,..,272,101,378,4,383,..,15,0,15,0,15,..,429,148,581,3,581,..,32,0,32,0,32,..,37,0,37,0,38,..,20,0,18,0,18,..,222,29,250,0,250,..,7,0,7,0,7,..,9,0,14,0,14,..,48,5,47,0,47,..,6,5,14,0,14,..,19,3,17,0,22,..,4,0,4,0,4,..,9,0,9,0,9,..,4,0,5
POA2229,0,18,0,18,..,13,0,13,0,13,..,25,0,25,0,25,..,3,0,3,0,3,..,60,0,66,0,66,..,92,12,103,0,107,..,4,0,4,0,4,..,16,0,20,0,20,..,5,0,5,0,5,..,25,4,29,0,29,..,139,16,157,6,169,..,1495,157,1653,15,1675,..,33,4,37,581,619,12826,1530,158,1694,599,15119,13171,..,..,..,..,13171,..,15,0,15,0,15,..,89,12,97,0,97,..,3,0,3,0,3,..,96,39,131,0,132,..,170,50,214,0,216,..,9,0,9,0,9,..,274,89,359,6,357,..,52,6,54,0,52,..,47,0,48,0,48,..,47,0,50,0,48,..,298,29,325,4,331,..,7,0,7,0,7,..,4,0,4,0,4,..,8,0,8,0,8,..,17,0,17,0,17,..,14,0,14,0,14,..,3,0,3,0,3,..,5,0,5,0,5,..,3,0,3
POA2230,0,4,0,4,..,18,0,18,0,18,..,7,0,7,0,8,..,0,0,0,0,0,..,28,0,28,0,29,..,92,4,100,5,99,..,0,0,0,0,0,..,17,3,20,0,20,..,7,0,7,0,7,..,19,0,25,0,25,..,153,23,179,5,188,..,1088,96,1186,25,1206,..,31,0,31,580,614,13265,1124,96,1221,603,15086,13412,..,..,..,..,13412,..,19,0,19,0,19,..,34,5,38,0,38,..,6,0,6,0,6,..,32,10,39,0,39,..,56,13,77,0,77,..,8,7,11,0,11,..,99,28,126,0,126,..,39,0,36,0,36,..,48,0,56,0,55,..,77,0,76,0,80,..,152,13,160,0,168,..,3,0,3,0,3,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
POA2231,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,14,0,15,..,71,6,73,0,74,..,0,0,0,45,45,1149,74,6,78,44,1265,1136,..,..,..,..,1136,..,0,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,16,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2232,0,46,0,46,..,23,0,27,0,27,..,34,4,31,0,35,..,8,0,8,0,8,..,104,0,106,0,109,..,149,9,156,3,159,..,10,0,14,0,14,..,34,8,49,0,49,..,20,0,21,0,21,..,24,7,37,0,37,..,204,26,233,8,236,..,2103,254,2354,29,2380,..,42,4,45,551,595,14218,2140,252,2395,579,17193,14596,..,..,..,..,14596,..,18,0,18,0,18,..,111,19,125,3,131,..,7,0,7,0,7,..,168,45,212,0,214,..,310,98,409,0,407,..,17,3,14,0,14,..,489,145,634,4,633,..,27,4,32,0,33,..,47,0,50,0,50,..,62,0,62,0,62,..,144,24,172,0,174,..,13,0,18,0,18,..,16,3,22,0,22,..,44,4,44,0,44,..,60,4,61,0,62,..,4,0,4,0,10,..,3,0,3,0,3,..,12,0,12,0,14,..,13,0,13
POA2233,0,12,0,12,..,13,0,13,0,13,..,13,0,13,0,13,..,0,0,0,0,0,..,30,4,35,0,35,..,68,6,73,0,73,..,3,0,3,0,3,..,17,6,17,0,17,..,3,0,3,0,3,..,13,0,13,0,13,..,95,19,116,10,120,..,708,74,781,18,801,..,39,0,39,296,337,13478,745,74,821,317,14610,13906,..,..,..,..,13906,..,11,0,11,0,11,..,22,3,27,0,27,..,4,0,4,0,4,..,35,5,46,0,45,..,78,20,93,0,93,..,0,0,3,0,3,..,117,25,147,0,146,..,14,0,14,0,14,..,22,0,22,0,22,..,50,0,50,0,51,..,60,7,62,0,69,..,3,0,3,0,3,..,10,0,8,0,8,..,11,0,11,0,11,..,0,0,0,0,0,..,9,0,9,0,9,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
POA2234,0,18,0,18,..,12,0,14,0,17,..,26,0,26,0,26,..,3,0,3,0,3,..,56,0,54,0,56,..,113,11,119,0,117,..,7,0,7,0,7,..,14,0,13,0,13,..,24,0,29,0,29,..,68,13,73,0,73,..,142,30,168,6,179,..,2373,265,2641,16,2661,..,51,4,50,260,312,12137,2416,270,2692,278,15106,12270,..,..,..,..,12270,..,34,0,34,0,34,..,437,43,479,4,484,..,6,0,6,0,6,..,162,41,204,3,208,..,178,69,246,3,246,..,16,9,22,0,22,..,356,118,474,3,477,..,74,12,83,0,83,..,34,0,34,0,34,..,33,0,33,0,33,..,446,39,481,4,486,..,7,0,7,0,7,..,17,0,18,0,18,..,35,4,42,0,42,..,14,0,14,0,14,..,10,0,10,0,10,..,6,0,6,0,6,..,16,0,17,0,17,..,5,0,5
POA2250,3,104,0,99,..,46,4,44,0,44,..,132,6,137,0,132,..,35,3,40,0,42,..,310,16,323,3,328,..,181,13,195,5,203,..,39,0,37,0,41,..,55,15,75,0,75,..,21,0,23,0,23,..,64,8,80,0,79,..,491,78,569,23,593,..,3350,429,3775,41,3822,..,134,25,155,1526,1685,29078,3482,451,3932,1575,34583,30333,..,..,..,..,30333,..,65,0,65,0,65,..,106,8,113,0,114,..,17,0,19,0,19,..,118,47,164,0,164,..,344,128,469,5,475,..,13,0,16,0,16,..,475,174,649,4,651,..,26,0,24,0,24,..,94,4,100,6,100,..,109,0,113,0,115,..,82,12,93,3,94,..,36,10,41,0,41,..,32,5,35,0,35,..,111,3,116,3,122,..,143,6,149,0,149,..,96,6,106,5,104,..,29,0,30,0,30,..,33,0,36,0,35,..,21,0,20
POA2251,0,11,0,11,..,10,0,10,0,10,..,14,0,14,0,14,..,4,0,4,0,4,..,30,0,30,0,30,..,59,10,70,0,74,..,15,0,15,0,15,..,9,0,9,0,9,..,0,0,4,0,4,..,11,0,16,0,16,..,122,14,138,10,149,..,724,71,790,16,810,..,36,4,44,520,565,14802,760,72,839,538,16175,15957,..,..,..,..,15957,..,48,0,51,0,51,..,26,4,23,0,23,..,3,0,3,0,3,..,24,8,27,0,27,..,47,17,61,0,61,..,3,0,3,0,3,..,74,23,93,0,93,..,14,0,15,0,15,..,45,0,45,0,45,..,68,0,71,0,68,..,17,0,19,0,19,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,3,0,3,0,3,..,10,6,17,0,17,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2256,0,8,0,12,..,0,0,0,0,0,..,15,0,15,0,15,..,10,5,10,0,10,..,33,5,35,0,37,..,57,3,63,0,64,..,3,0,3,0,3,..,9,3,14,0,14,..,0,0,0,0,0,..,7,5,16,0,16,..,86,15,98,7,102,..,493,107,599,14,617,..,40,4,37,411,454,6591,529,111,640,428,7662,7122,..,..,..,..,7122,..,12,0,12,0,12,..,12,0,12,0,12,..,7,0,7,0,7,..,27,12,43,0,43,..,78,41,113,0,114,..,3,0,3,0,3,..,110,53,158,0,157,..,3,0,3,0,3,..,19,0,18,0,18,..,27,4,32,0,31,..,11,8,17,0,17,..,4,0,7,0,7,..,4,0,7,0,7,..,8,0,8,0,8,..,4,0,4,0,4,..,9,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3
POA2257,0,11,0,11,..,15,0,15,0,15,..,12,0,12,0,12,..,7,4,4,0,7,..,40,5,41,0,43,..,81,13,97,5,93,..,8,0,8,0,8,..,26,9,31,0,31,..,18,0,18,0,18,..,8,0,8,0,6,..,172,14,187,7,195,..,789,85,870,21,899,..,40,8,42,744,789,12911,826,89,917,770,14598,13902,..,..,..,..,13902,..,18,0,18,0,18,..,10,4,15,0,16,..,16,0,16,0,16,..,18,8,31,0,31,..,58,15,79,3,78,..,0,0,0,0,0,..,80,28,106,3,105,..,8,0,15,0,15,..,40,3,42,0,42,..,52,0,52,0,52,..,26,10,33,0,33,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,3,0,3,0,3,..,10,7,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2258,0,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,15,0,15,0,15,..,18,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,11,0,8,..,23,3,28,0,30,..,166,16,182,4,179,..,9,0,9,112,115,2331,170,16,181,115,2631,2332,..,..,..,..,2332,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,22,7,26,0,26,..,0,0,0,0,0,..,27,7,34,0,34,..,0,0,0,0,0,..,7,0,7,0,7,..,11,0,11,0,11,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0
POA2259,4,65,0,64,..,40,3,46,0,43,..,75,4,75,0,75,..,13,0,13,0,14,..,191,8,194,9,203,..,120,14,136,0,141,..,21,3,19,0,19,..,34,8,43,0,43,..,10,0,12,0,12,..,41,5,48,0,48,..,379,60,431,17,449,..,1891,249,2141,34,2180,..,95,10,106,1610,1712,28381,1989,257,2244,1645,32270,29605,..,..,..,..,29605,..,51,0,51,0,53,..,49,5,54,0,54,..,31,0,31,0,31,..,65,29,97,0,97,..,102,72,174,0,178,..,8,3,9,0,9,..,180,103,277,0,283,..,17,0,15,0,15,..,38,0,38,0,38,..,44,5,50,0,49,..,59,7,66,0,70,..,8,3,4,0,4,..,21,0,21,0,21,..,45,9,53,0,53,..,43,6,49,0,44,..,56,3,54,0,57,..,8,0,8,0,8,..,20,3,27,0,27,..,20,0,19
POA2260,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,17,0,17,..,46,5,52,0,57,..,4,0,4,0,4,..,15,0,15,0,15,..,6,0,7,0,7,..,12,0,12,0,12,..,111,10,120,4,124,..,681,54,737,9,740,..,30,4,36,501,537,11401,707,60,768,516,12682,11762,..,..,..,..,11762,..,46,0,51,0,51,..,23,5,28,0,28,..,3,0,3,0,3,..,29,3,35,0,35,..,54,22,77,0,74,..,3,0,3,0,3,..,89,26,118,0,113,..,20,0,20,0,20,..,40,0,37,0,37,..,37,3,40,0,40,..,37,3,43,0,43,..,6,0,6,0,6,..,0,0,0,0,0,..,16,0,16,0,16,..,6,0,7,0,7,..,6,0,6,0,8,..,7,0,7,0,7,..,9,0,9,0,9,..,8,0,8
POA2261,0,11,0,13,..,24,9,32,0,32,..,25,0,26,0,26,..,13,7,14,0,14,..,71,13,86,0,88,..,119,11,128,0,128,..,5,0,3,0,3,..,12,7,17,0,17,..,8,0,8,0,4,..,10,0,9,0,9,..,180,38,214,5,220,..,1073,171,1251,19,1269,..,73,8,77,1340,1417,23800,1142,181,1324,1356,26483,25504,..,..,..,..,25504,..,23,0,30,0,30,..,49,7,51,0,51,..,21,0,21,0,19,..,35,11,45,0,45,..,66,35,98,0,98,..,0,0,0,0,0,..,97,39,142,0,142,..,15,3,18,0,18,..,46,0,46,0,46,..,48,4,54,0,55,..,46,6,50,0,53,..,10,5,11,0,11,..,11,0,11,0,11,..,23,0,27,4,28,..,22,0,25,0,25,..,52,7,63,0,63,..,3,0,3,0,3,..,4,4,10,0,10,..,0,0,0
POA2262,0,5,0,5,..,7,0,7,0,7,..,10,0,10,0,10,..,3,0,3,0,3,..,24,0,24,0,24,..,41,3,47,0,47,..,0,0,0,0,0,..,15,3,17,0,17,..,6,0,6,0,6,..,5,0,8,0,8,..,82,3,86,0,87,..,310,30,335,0,338,..,38,0,40,519,556,9567,346,33,380,526,10469,9943,..,..,..,..,9943,..,3,0,3,0,3,..,13,0,16,0,16,..,13,0,13,0,13,..,7,3,9,0,9,..,12,4,17,0,17,..,6,0,5,0,5,..,21,7,32,0,32,..,4,0,8,0,8,..,0,0,0,0,0,..,9,0,9,0,9,..,16,3,17,0,17,..,4,0,4,0,4,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
POA2263,0,9,0,9,..,8,0,8,0,8,..,14,0,18,0,18,..,3,0,3,0,3,..,30,0,34,0,34,..,26,0,25,0,25,..,6,0,6,0,6,..,21,4,21,0,21,..,5,0,5,0,5,..,17,8,26,0,26,..,140,19,152,3,156,..,471,66,537,9,541,..,35,5,40,752,793,10599,504,71,575,754,11937,11137,..,..,..,..,11137,..,0,0,0,0,0,..,29,5,33,0,31,..,22,0,22,0,22,..,12,4,15,0,15,..,18,14,31,0,31,..,0,0,0,0,0,..,30,20,49,0,48,..,7,3,10,0,10,..,9,4,16,0,15,..,15,0,15,0,15,..,21,0,22,0,20,..,0,0,0,0,0,..,6,0,6,0,6,..,15,0,20,0,20,..,9,5,11,0,11,..,9,0,9,0,9,..,4,0,5,0,5,..,0,0,3,0,3,..,3,0,3
POA2264,0,5,0,5,..,0,0,0,0,0,..,6,0,6,0,6,..,3,0,4,0,8,..,16,0,18,0,17,..,14,3,17,0,17,..,3,0,3,0,3,..,16,7,21,0,21,..,0,0,0,0,0,..,3,0,3,0,3,..,73,13,85,0,82,..,285,43,330,0,337,..,15,6,13,330,347,7153,297,51,348,334,7841,7570,..,..,..,..,7570,..,10,6,11,0,11,..,3,0,3,0,3,..,3,0,8,0,8,..,10,0,5,0,5,..,18,0,17,0,18,..,0,0,0,0,0,..,24,4,26,0,31,..,4,0,7,0,7,..,9,0,9,0,9,..,12,0,12,0,12,..,13,0,13,0,13,..,9,0,10,0,10,..,0,0,0,0,0,..,3,0,7,0,7,..,9,0,9,0,9,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
