POA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
POA2032,3,5,8,18,8,5,3,83,0,0,0,4,0,11,7,4,0,0,0,0,0,0,0,21,0,0,4,9,15,23,44,30,0,11,5,15,3,11,0,159,5,30,23,13,4,4,9,12,0,3,3,0,0,0,0,111,0,0,0,5,10,13,11,6,0,0,3,7,0,0,0,52,0,0,3,0,11,17,31,11,5,0,11,7,4,0,3,93,0,4,7,17,12,0,8,0,0,0,0,0,5,0,0,52,0,3,20,22,72,32,46,30,9,14,26,34,21,0,8,342,0,0,0,0,0,0,0,11,4,8,13,7,4,0,0,54,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,5,14,22,50,49,49,23,0,3,0,8,5,9,5,239,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,4,5,7,4,18,14,4,0,0,76
POA2033,4,7,4,8,0,3,0,55,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,0,8,6,19,41,6,12,7,6,10,0,0,123,0,26,15,0,0,3,9,21,6,7,7,5,0,0,3,97,0,0,0,0,6,12,19,9,5,0,6,3,0,0,0,65,0,0,0,0,11,10,39,15,0,3,0,0,3,0,0,87,0,0,8,0,8,3,0,0,0,0,0,0,3,0,0,24,0,0,10,14,36,11,24,23,19,7,9,19,33,0,6,215,0,0,0,0,0,0,3,0,3,8,12,5,0,0,0,34,0,7,0,0,0,0,6,4,0,4,0,0,0,0,0,28,0,0,13,16,26,41,42,27,10,0,8,12,5,6,3,209,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,7,5,0,3,4,5,0,0,0,35
POA2034,0,0,0,0,0,0,4,35,0,0,0,5,0,11,4,6,0,0,0,0,0,0,0,32,0,0,14,11,38,35,113,174,30,48,95,135,48,12,7,750,0,14,16,9,3,8,23,28,4,3,4,18,0,0,6,145,0,0,0,3,3,10,12,0,0,0,0,0,0,0,0,41,0,0,0,5,5,3,6,5,0,0,0,0,0,0,0,34,3,3,18,16,7,0,4,6,0,0,0,0,0,0,0,61,0,3,10,29,30,13,16,8,9,0,0,6,0,0,0,123,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,3,4,0,4,9,3,5,5,3,21,7,0,0,66,0,3,13,59,57,72,102,79,14,13,17,9,10,8,15,455,0,0,0,4,4,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,13
POA2035,0,0,0,0,0,0,0,68,0,0,4,0,13,20,12,15,0,0,0,0,0,0,0,68,3,0,13,14,35,48,165,158,20,42,38,55,20,3,7,619,3,94,82,26,12,8,28,52,10,14,9,10,7,0,15,364,0,0,0,5,28,28,32,21,0,0,6,6,0,0,0,129,0,0,0,0,26,8,32,14,3,4,4,3,0,0,0,99,0,9,23,40,16,11,12,3,0,3,0,0,0,0,5,123,0,8,25,65,125,54,86,26,5,13,6,5,4,4,8,435,0,0,0,0,3,5,3,3,0,7,10,0,0,0,3,36,3,9,4,3,5,5,6,17,4,3,0,6,0,0,6,65,0,3,30,66,104,98,112,46,10,16,15,15,8,13,18,553,0,0,0,4,8,0,4,0,3,0,0,0,0,0,0,22,0,0,0,0,5,0,3,7,0,0,5,0,0,0,0,27
POA2036,7,4,5,4,0,0,8,118,0,0,11,3,19,94,49,31,21,13,15,3,0,0,0,263,0,3,29,22,35,32,173,204,34,52,55,76,24,3,13,763,7,46,51,29,9,9,25,33,3,5,0,4,7,0,15,235,0,0,4,3,7,18,19,10,0,3,0,3,0,0,3,75,0,0,0,10,19,10,33,5,0,0,0,5,0,0,0,88,0,5,27,31,15,3,6,0,0,0,0,0,7,3,11,115,0,0,14,48,102,27,45,5,11,11,8,4,0,0,11,291,0,0,0,0,0,3,10,3,0,0,5,0,0,0,0,22,0,8,5,3,11,4,13,4,0,0,4,0,0,0,6,57,0,7,33,102,116,101,125,59,4,10,9,10,5,7,35,635,0,0,3,3,4,4,3,0,0,0,0,0,0,0,7,20,0,0,0,0,11,3,0,10,0,6,6,6,3,0,0,53
POA2037,5,0,0,8,0,0,0,67,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,5,19,12,39,14,0,3,0,5,0,0,0,103,3,8,12,10,8,6,13,35,4,3,11,10,6,0,0,118,0,0,0,3,9,29,21,18,3,5,3,4,0,0,0,93,0,0,0,5,11,17,29,8,6,0,14,5,10,0,4,107,0,0,5,4,16,6,0,3,0,0,0,0,3,0,0,38,0,0,11,16,41,17,35,17,7,0,5,0,3,0,7,164,0,0,0,0,0,6,9,6,0,3,0,4,0,0,0,22,0,5,3,0,0,4,3,16,0,6,6,5,0,0,0,40,4,0,27,63,77,70,83,55,14,15,17,14,12,12,10,473,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,4,4,3,0,0,0,0,0,0,14
POA2038,0,7,0,0,0,0,0,35,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,5,4,6,8,13,13,0,4,0,0,4,0,0,67,0,22,25,9,5,4,3,4,0,0,0,0,0,0,4,80,0,0,0,0,0,5,4,0,3,4,0,0,5,0,0,22,0,0,0,3,8,0,3,0,0,0,0,0,0,0,0,27,0,3,6,3,6,0,0,0,0,0,0,0,0,0,3,21,0,0,4,7,14,0,4,0,5,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,15,0,7,15,41,44,33,49,25,3,0,5,4,5,0,9,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
POA2039,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,5,23,14,41,28,0,0,3,0,0,0,0,116,0,6,11,0,6,5,9,9,0,0,3,5,0,0,3,47,0,0,3,0,5,6,8,9,0,0,0,0,0,0,0,30,0,0,0,3,4,9,3,7,0,0,0,3,0,0,0,29,0,0,6,0,5,0,0,0,5,4,0,0,0,0,0,14,0,0,3,4,9,5,6,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,19,0,0,17,34,41,36,64,16,0,0,0,3,3,4,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2040,0,0,0,0,0,0,0,60,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,0,0,0,13,28,41,55,45,3,8,4,0,0,0,0,203,12,124,182,46,13,16,27,46,4,6,3,9,0,0,17,513,0,0,0,0,16,6,24,15,0,0,0,0,5,0,6,78,0,0,0,4,16,7,19,11,0,0,0,0,0,0,3,64,0,5,11,5,15,0,0,3,0,0,0,0,0,0,0,44,0,0,0,21,25,21,17,15,0,3,0,0,0,0,3,107,0,0,0,0,4,3,4,4,6,0,4,5,0,0,0,19,0,4,5,5,0,3,6,3,4,0,6,0,0,0,0,44,0,7,30,69,93,128,122,59,3,7,20,6,5,3,9,560,0,4,8,10,5,0,8,0,0,0,0,0,0,0,0,32,0,0,0,3,0,0,4,4,0,0,0,0,0,0,0,9
POA2041,0,0,0,0,0,0,0,16,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,8,0,0,5,14,31,40,57,30,3,0,9,0,0,6,0,201,3,23,21,4,6,8,14,20,5,0,0,3,0,0,0,108,0,0,0,9,5,8,10,5,0,4,0,0,0,0,0,43,0,0,0,8,13,4,13,4,0,0,4,0,0,0,4,38,0,0,7,0,6,0,0,3,0,0,0,4,0,0,0,20,0,0,7,6,26,5,13,0,0,0,0,3,0,0,0,55,0,0,0,0,0,0,0,0,3,5,0,3,0,0,0,9,0,11,7,4,0,6,16,12,0,5,5,5,0,0,0,68,3,3,35,54,83,82,77,25,3,3,4,8,0,0,11,405,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2042,0,3,0,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,3,22,29,40,36,10,8,4,6,5,6,0,171,0,8,9,3,3,3,5,25,12,16,5,9,4,0,4,96,0,0,0,0,5,18,17,13,9,5,3,12,0,0,0,95,0,0,0,3,6,7,21,11,5,0,5,0,3,0,0,62,0,0,6,0,18,3,0,0,0,0,0,0,3,0,0,38,0,0,6,10,28,6,29,18,7,5,11,3,0,0,0,123,0,0,0,0,0,0,13,4,0,4,4,7,0,0,0,36,0,5,3,0,0,8,13,13,0,4,4,0,0,0,0,53,0,0,7,42,91,99,93,70,12,16,7,15,6,10,6,479,0,0,8,15,3,5,3,0,0,0,0,0,0,0,0,29,0,0,0,0,0,4,4,0,0,3,0,3,0,0,0,23
POA2043,0,5,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,9,32,32,3,8,8,6,0,0,0,102,0,0,3,3,0,7,3,18,0,0,5,0,0,0,0,48,0,0,0,3,0,8,13,8,5,3,3,3,0,0,0,46,0,0,0,4,8,15,14,10,4,0,6,0,0,0,7,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,30,10,16,14,3,6,0,0,0,0,0,90,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,6,5,0,4,0,0,0,3,0,0,0,16,0,0,5,22,33,46,76,47,12,3,10,14,12,0,7,306,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4
POA2044,0,0,0,0,0,0,0,8,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,8,7,21,19,0,0,0,0,0,0,0,64,0,3,8,3,5,0,4,7,0,3,3,0,0,0,4,43,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,28,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,21,0,3,7,7,4,0,3,4,0,0,0,0,0,0,0,23,0,0,0,0,15,10,13,9,0,0,0,6,0,0,0,50,0,0,0,0,0,6,9,4,3,8,7,0,0,0,0,39,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,17,0,0,3,24,35,44,28,21,4,6,0,3,5,5,4,178,0,3,62,52,9,5,0,0,0,0,0,4,0,0,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2045,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,8,9,0,0,0,4,0,0,0,37,20,266,293,54,9,6,3,3,6,0,0,3,0,0,24,687,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,15,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,0,14,10,3,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,17,16,17,19,10,0,0,0,0,0,0,4,97,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA2046,7,5,0,0,3,0,0,100,0,0,6,4,0,0,3,6,0,0,0,0,0,0,0,22,0,3,9,21,23,35,61,50,8,5,5,8,0,0,0,224,36,555,691,134,37,33,41,90,9,22,8,11,8,0,90,1764,0,0,0,3,9,16,22,5,0,0,0,0,0,0,0,59,0,0,0,16,48,41,37,11,0,5,0,3,0,0,9,169,0,5,27,50,17,4,3,0,0,0,3,0,0,0,0,124,0,0,7,18,47,13,15,21,0,4,0,0,0,0,5,141,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,12,0,8,0,0,4,8,0,4,0,0,0,0,0,0,4,28,0,6,21,59,72,79,83,39,7,3,7,6,3,0,15,395,0,0,4,12,6,5,3,0,0,0,0,0,0,0,0,31,0,0,0,0,7,3,4,7,0,3,0,4,0,0,0,24
POA2047,4,0,3,0,0,0,0,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,0,20,17,25,28,0,3,3,4,4,0,0,115,16,81,75,10,9,3,14,25,0,3,0,5,4,0,7,255,0,0,0,6,10,6,11,4,0,0,0,0,0,0,0,29,0,0,0,6,12,12,11,5,0,4,0,0,4,0,0,51,0,4,9,8,9,3,3,0,0,0,0,0,0,0,0,35,0,3,9,19,18,7,11,4,0,0,0,0,0,0,7,83,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,11,0,3,5,0,0,0,7,0,0,0,0,0,0,0,0,17,4,9,9,46,36,51,49,34,4,5,3,0,0,0,3,252,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,9
POA2048,0,5,0,3,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,5,15,12,0,0,0,0,0,0,0,46,0,31,19,6,7,3,6,0,0,0,0,0,0,0,0,85,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,21,0,0,0,0,4,0,6,4,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,3,12,15,9,0,0,0,0,3,0,0,5,39,0,0,0,0,0,0,6,4,3,0,3,4,0,0,0,19,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,10,0,0,3,11,35,50,29,9,0,5,4,6,4,0,5,163,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2049,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,7,6,11,9,35,16,0,0,0,0,0,0,3,87,0,31,38,17,0,8,9,28,4,6,7,3,0,0,12,167,0,0,0,0,4,10,13,7,0,3,0,6,0,0,0,44,0,0,0,0,10,4,18,4,4,0,0,0,0,0,3,43,0,4,19,9,5,0,0,4,3,0,0,0,0,0,0,48,0,0,3,8,15,17,19,3,3,5,0,0,4,0,0,69,0,0,0,0,0,0,10,3,0,5,10,0,0,0,0,24,0,0,0,0,0,4,9,3,0,0,0,0,0,0,0,22,0,0,8,34,53,45,50,26,3,12,5,13,0,0,5,250,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,7
POA2050,4,0,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,15,10,15,13,0,6,0,4,0,0,0,68,0,0,5,0,0,0,7,21,4,7,3,0,0,0,0,50,0,0,0,0,11,12,16,10,0,0,5,3,5,0,0,60,0,0,0,4,16,5,25,3,0,0,0,0,4,0,0,63,0,0,4,5,0,6,0,0,0,0,0,0,0,0,0,17,0,0,3,4,16,20,23,17,3,9,4,0,3,7,0,101,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,9,9,0,0,0,0,0,0,0,19,0,3,3,18,36,49,71,35,10,10,6,16,14,8,0,280,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,4,0,0,3,3,0,0,11
POA2060,10,9,3,8,3,0,0,125,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,8,0,17,3,15,18,7,6,4,4,3,0,0,85,4,14,6,0,0,3,12,20,10,6,0,11,0,0,0,87,0,0,0,13,9,19,50,20,10,9,9,17,4,3,10,162,0,0,0,9,17,22,36,12,10,7,9,18,4,0,3,154,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,16,0,0,5,17,45,23,25,10,4,4,9,6,3,3,0,164,0,0,0,0,0,0,4,3,0,4,10,9,4,0,0,46,6,14,0,4,0,3,3,6,3,0,0,0,0,0,0,51,0,7,24,40,59,49,74,45,11,16,7,20,3,12,0,363,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,8,4,4,0,0,0,0,0,25
POA2061,0,0,0,0,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,9,7,12,10,3,7,0,0,0,0,0,50,0,4,6,0,6,3,5,13,4,5,10,4,3,0,0,56,0,0,0,4,6,0,6,0,4,7,5,5,4,5,0,60,0,0,0,3,15,19,17,6,0,0,0,3,5,8,0,74,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,30,22,0,15,3,0,3,5,5,3,0,0,91,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,8,20,29,21,15,27,0,0,4,3,3,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
POA2062,0,4,0,0,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,14,9,8,3,0,0,0,0,0,0,0,44,0,5,4,3,0,0,0,12,0,0,4,0,0,0,6,39,0,0,0,3,18,14,14,12,0,0,4,4,9,0,0,79,0,0,0,4,9,15,8,6,0,0,0,5,0,0,0,39,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,15,9,6,5,5,5,0,0,3,0,0,49,0,0,0,0,0,0,5,0,0,5,10,3,0,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,15,17,38,44,30,10,3,0,4,3,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
POA2063,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,3,6,0,0,0,0,0,0,0,29,0,13,4,0,3,0,0,3,0,0,0,0,0,0,0,29,0,0,0,4,23,22,21,14,0,0,0,7,7,0,4,104,0,0,0,0,8,3,4,0,0,0,0,0,0,0,0,16,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,16,0,0,11,20,19,13,5,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,4,0,0,4,3,3,0,0,0,0,0,0,0,13,0,0,6,16,26,27,33,9,0,0,3,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA2064,0,4,0,5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,9,10,0,0,0,0,0,0,0,32,0,8,12,0,0,0,9,10,0,0,0,0,0,0,0,41,0,0,0,3,17,48,58,20,3,6,8,0,3,0,7,186,0,0,0,7,17,29,50,27,0,0,0,0,3,0,0,135,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,3,16,45,17,33,12,0,4,3,9,0,0,0,147,0,0,0,0,0,0,31,30,7,18,32,23,3,0,0,146,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,7,19,23,34,35,17,3,0,5,0,0,6,0,153,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,4,11,4,9,0,0,4,7,0,0,0,38
POA2065,8,21,13,15,11,0,0,256,0,0,4,3,0,3,9,0,0,0,0,0,0,0,0,26,0,0,12,12,32,41,44,43,5,6,4,15,6,0,0,199,3,22,17,7,3,0,20,45,11,6,11,3,6,0,0,156,0,0,0,9,48,88,131,62,28,37,42,56,34,24,19,583,0,0,4,13,44,66,102,41,8,12,6,9,0,3,11,326,0,0,10,22,9,9,10,0,0,0,0,4,0,0,4,67,0,0,22,47,105,55,73,44,11,10,18,15,10,4,3,407,0,0,0,0,0,0,20,17,4,20,31,17,3,0,0,120,0,4,6,0,7,8,18,10,3,9,0,5,0,3,0,85,7,8,38,82,130,155,181,102,11,20,32,12,8,6,12,809,0,3,11,8,3,3,4,0,0,0,0,0,0,0,0,33,0,0,0,0,0,8,17,16,6,8,7,3,0,0,0,63
POA2066,27,35,9,12,10,0,7,474,0,0,3,4,0,3,0,3,0,0,0,0,0,0,0,18,0,4,9,9,45,26,33,59,0,3,6,0,0,0,0,197,14,34,28,10,7,7,13,39,7,0,0,4,8,3,0,174,0,0,0,13,32,59,102,52,8,7,4,7,0,0,4,293,0,0,0,17,56,53,95,45,10,15,11,6,0,4,7,312,3,0,19,13,16,11,5,3,0,0,0,0,0,0,0,76,0,9,26,63,115,59,103,40,11,10,11,4,0,3,4,457,0,0,0,0,0,0,49,23,9,19,49,25,0,0,6,176,3,23,6,3,3,6,14,15,0,0,0,5,0,0,0,70,10,18,34,84,90,121,125,67,3,6,5,13,7,0,5,594,0,6,8,4,3,4,9,4,3,3,0,0,0,4,0,39,0,0,0,3,9,8,6,24,3,4,9,3,3,0,0,79
POA2067,0,7,5,0,15,0,0,205,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,13,0,3,6,9,15,10,15,11,0,0,3,4,0,0,0,65,8,38,27,14,3,5,10,23,4,8,0,0,0,0,4,148,0,5,5,8,36,78,123,66,27,36,59,107,27,50,35,655,0,0,0,23,91,163,359,176,37,56,53,74,40,24,35,1128,0,0,5,31,11,3,8,0,0,0,0,0,0,0,3,64,0,0,16,52,137,66,136,77,28,40,29,28,11,6,7,629,0,0,0,0,0,5,31,41,15,51,57,53,9,0,9,268,0,8,4,3,0,0,9,0,0,3,0,0,0,4,0,34,3,6,24,40,53,80,70,43,0,15,10,3,16,5,12,372,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,6,8,4,7,0,0,3,0,0,42
POA2068,0,3,4,6,0,0,0,121,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,6,0,22,12,20,11,0,0,0,0,0,0,0,72,10,39,69,17,7,0,10,5,0,0,3,0,0,0,0,160,0,0,3,4,43,49,39,30,5,6,8,11,0,0,0,208,0,0,0,8,23,30,33,11,0,4,4,8,0,6,5,124,0,6,26,32,12,0,7,0,0,0,0,0,0,0,0,78,0,4,6,32,63,17,27,15,0,0,0,4,0,0,0,172,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,13,3,12,3,3,4,0,0,0,0,0,0,0,0,0,0,30,0,3,26,61,65,51,77,37,10,4,5,3,0,3,8,359,0,5,3,9,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,4,4,6,0,5,0,3,0,0,0,3,19
POA2069,5,0,0,3,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,4,14,9,13,9,0,0,0,0,0,0,0,46,0,23,18,4,10,0,3,6,0,0,0,0,0,0,0,62,0,0,0,4,23,26,26,13,4,7,0,3,7,0,9,125,0,0,0,8,37,19,62,24,6,0,14,4,4,0,3,181,0,0,9,11,6,0,4,3,0,0,0,0,0,4,0,42,0,3,8,28,56,21,45,9,4,7,6,4,6,0,6,186,0,0,0,0,0,0,0,5,0,0,6,7,0,0,0,17,0,3,0,8,0,3,11,11,0,0,0,4,0,0,5,52,4,3,33,33,42,51,49,18,0,5,0,8,3,3,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,0,0,0,3,18
