POA_CODE_2021,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Brazil_0_4,M_Brazil_5_14,M_Brazil_15_24,M_Brazil_25_44,M_Brazil_45_54,M_Brazil_55_64,M_Brazil_65_74,M_Brazil_75_84,M_Brazil_85ov,M_Brazil_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_SAR_Ch_0_4,M_Hong_Kong_SAR_Ch_5_14,M_Hong_Kong_SAR_Ch_15_24,M_Hong_Kong_SAR_Ch_25_44,M_Hong_Kong_SAR_Ch_45_54,M_Hong_Kong_SAR_Ch_55_64,M_Hong_Kong_SAR_Ch_65_74,M_Hong_Kong_SAR_Ch_75_84,M_Hong_Kong_SAR_Ch_85ov,M_Hong_Kong_SAR_Ch_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot
POA2032,0,0,0,0,0,0,0,0,0,0,323,573,670,873,442,300,199,86,31,3505,0,0,8,25,7,3,0,0,0,44,0,0,0,0,0,3,0,0,0,4,0,0,5,45,0,0,0,0,0,52,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,11,0,0,0,13,6,0,4,0,0,26,0,5,169,296,26,45,26,15,8,590,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,4,7,0,21,0,8,18,79,51,43,17,10,0,222,0,0,5,5,0,3,0,0,0,21,0,15,0,24,9,0,0,0,0,50,0,0,0,7,0,3,0,3,0,24,0,0,0,4,3,12,19,50,60,147,0,3,28,27,8,19,15,4,0,100,0,9,61,138,13,4,6,3,0,236,0,3,45,135,34,29,24,12,6,289,0,0,0,32,5,4,4,0,0,51
POA2033,0,0,0,3,0,0,0,0,0,3,216,402,668,833,285,256,145,106,38,2952,0,0,4,15,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,4,32,4,0,0,0,0,45,0,0,4,0,0,0,0,0,0,3,3,0,0,8,3,3,0,0,0,18,0,5,0,22,0,0,4,0,0,32,0,10,123,140,16,24,21,8,9,352,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,5,0,7,0,19,3,6,22,74,39,23,4,10,5,188,0,0,0,0,0,0,0,0,0,8,3,0,0,26,5,3,0,0,0,38,0,0,4,10,6,0,0,3,6,22,0,3,0,4,4,4,18,26,23,84,0,6,33,32,11,12,5,4,0,96,4,5,66,99,13,9,4,4,0,202,0,5,46,67,20,13,12,6,0,178,0,0,11,19,0,0,0,0,0,34
POA2034,0,0,0,0,0,0,0,0,0,0,477,844,702,1686,653,584,357,179,58,5535,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,8,0,0,4,100,4,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,0,0,0,0,44,0,3,7,17,3,3,6,0,0,39,0,4,0,29,9,14,11,8,5,72,0,0,0,4,0,0,3,0,0,10,0,0,0,4,0,0,7,0,0,19,9,32,33,456,133,85,45,33,13,833,0,0,0,0,0,0,3,0,0,14,0,10,16,88,22,4,3,0,0,140,0,3,4,26,17,4,7,6,0,68,0,0,0,0,0,8,16,20,10,58,0,8,6,11,5,5,8,0,0,42,0,0,0,31,9,11,3,0,7,58,0,0,0,6,8,6,5,0,0,26,0,0,0,11,3,0,0,0,0,23
POA2035,0,0,0,0,0,0,0,0,0,0,860,1678,1469,2208,1202,925,572,315,132,9353,0,0,3,10,0,7,3,0,0,24,0,0,0,5,0,4,3,0,0,12,0,6,45,440,17,7,0,3,0,513,0,0,0,4,3,0,0,0,0,3,0,7,3,29,7,0,0,0,0,49,0,3,0,27,4,8,10,0,0,56,0,10,52,155,40,93,61,44,27,479,0,0,0,0,0,3,10,22,3,37,0,0,0,9,3,15,16,32,11,82,6,28,26,271,152,109,58,46,8,702,0,3,0,13,3,12,3,3,4,48,0,37,22,124,58,15,3,0,0,264,0,6,5,46,11,5,10,10,3,97,0,0,3,7,4,16,54,111,69,263,0,5,11,51,36,39,31,9,4,192,4,7,10,65,12,17,4,17,8,140,0,8,26,123,44,39,48,21,4,314,0,0,0,12,4,3,3,0,0,29
POA2036,0,0,0,4,0,0,0,0,0,11,859,1614,1554,2377,1278,979,690,364,130,9841,0,9,6,55,26,49,14,5,0,158,0,0,0,4,0,5,7,4,0,18,0,7,12,234,11,8,4,0,0,269,0,0,0,4,0,5,4,0,0,12,0,6,3,16,3,9,9,0,0,39,0,0,6,15,20,20,18,9,7,90,0,10,98,246,44,70,60,27,16,561,0,0,0,0,3,6,9,14,5,35,0,4,4,6,5,21,29,33,7,101,6,22,24,231,116,86,70,52,13,623,0,0,0,18,5,13,10,3,0,53,0,22,9,51,34,8,0,4,0,126,0,0,4,20,13,5,8,16,3,62,0,0,4,10,10,8,19,30,12,90,0,0,26,44,22,31,23,4,3,151,0,8,29,94,27,23,23,12,6,221,0,10,27,86,40,47,25,7,3,243,0,0,0,34,10,12,3,0,3,63
POA2037,0,0,0,3,0,0,0,0,0,7,321,465,623,1647,519,463,367,147,24,4578,0,0,0,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,41,0,0,0,4,0,0,0,4,0,3,0,3,0,28,3,7,5,0,0,51,0,0,0,13,7,0,3,6,0,24,0,8,92,139,26,29,13,10,5,322,0,0,0,7,0,0,0,0,0,10,0,0,0,3,0,9,0,0,0,9,4,10,22,196,62,86,33,24,4,452,0,0,0,6,3,4,3,0,0,19,0,0,0,36,9,0,4,3,0,58,3,0,0,29,7,8,4,9,0,63,0,0,0,3,0,0,3,14,3,24,0,0,13,24,6,11,3,0,0,59,0,0,13,104,0,10,0,4,0,136,0,0,10,22,7,3,7,3,0,52,0,0,0,20,9,0,0,0,0,30
POA2038,0,0,0,0,0,0,0,0,0,0,221,445,377,1005,450,304,219,85,24,3133,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,7,0,0,0,16,3,0,0,0,0,23,0,0,0,0,4,3,0,0,0,8,0,5,0,17,5,0,4,6,0,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,6,0,19,16,75,72,41,33,11,0,263,0,0,0,0,0,0,0,4,0,5,0,0,0,13,0,3,0,0,0,17,0,0,0,3,4,5,3,4,0,30,0,0,0,0,0,4,3,6,7,22,0,0,0,3,3,0,4,0,0,10,0,0,0,31,0,5,0,4,0,38,0,0,0,9,5,0,0,0,0,12,0,0,0,17,7,3,0,0,0,20
POA2039,0,0,0,0,0,0,0,0,0,0,274,386,262,826,362,248,227,78,6,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,0,0,25,0,0,0,4,9,0,0,0,0,11,0,3,3,17,3,11,0,0,0,42,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,0,0,3,4,25,10,119,108,54,36,20,0,386,0,0,0,11,3,0,0,0,0,12,0,0,0,5,3,3,0,0,0,18,0,5,0,3,7,0,3,0,0,21,0,0,0,5,4,5,0,9,0,22,0,3,4,4,0,0,0,0,0,19,0,0,0,16,6,0,6,0,0,30,0,0,0,4,0,0,0,0,0,6,0,0,0,3,6,0,0,0,0,4
POA2040,0,0,0,0,0,0,0,0,0,0,735,1305,870,2233,1014,685,347,114,38,7352,0,0,0,5,3,0,0,0,0,5,0,0,0,4,0,3,0,0,0,10,0,4,0,23,8,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,10,0,0,0,31,0,0,0,9,5,3,3,3,0,24,0,5,10,56,5,9,10,5,0,105,0,0,0,3,3,3,6,9,0,20,0,0,0,0,0,5,13,0,0,17,4,37,31,184,206,99,73,16,7,659,0,0,0,4,6,3,0,0,0,20,0,0,0,21,9,4,4,0,0,40,0,0,0,15,15,6,8,5,5,57,0,0,0,7,3,5,5,22,5,45,0,3,4,30,3,3,6,0,0,51,0,10,3,43,7,3,5,3,0,66,0,0,5,20,7,0,8,0,0,34,0,0,0,14,5,6,0,0,0,32
POA2041,0,0,0,0,0,0,0,0,0,0,397,769,536,1217,667,605,495,219,42,4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,10,0,0,31,0,0,0,4,0,0,0,0,0,8,0,0,3,31,4,5,4,3,0,54,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,3,0,0,17,5,45,28,184,213,153,111,59,12,814,0,0,0,7,0,5,4,0,0,12,0,0,0,20,8,9,0,0,0,36,0,0,0,14,9,6,9,4,4,47,0,0,0,0,0,12,3,4,4,24,0,8,0,9,5,4,6,0,0,25,0,4,3,19,4,4,0,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,9
POA2042,0,0,0,0,0,0,0,0,0,0,335,522,795,2758,799,562,282,73,15,6135,0,0,7,6,0,0,0,0,0,18,0,0,0,7,0,0,0,0,0,6,0,0,3,36,7,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,5,3,0,0,41,0,0,0,14,0,0,0,0,0,20,0,6,23,50,6,7,9,0,3,111,0,0,0,0,3,0,0,4,0,7,0,0,4,3,0,0,0,0,0,11,3,9,23,265,138,92,31,13,0,580,0,0,0,11,8,0,0,0,0,21,0,0,4,37,4,6,0,0,0,52,0,0,0,23,15,10,6,4,0,60,0,0,0,9,0,6,11,23,13,60,0,0,7,22,4,6,4,0,0,43,0,6,7,52,4,8,7,0,0,75,0,0,6,18,10,0,3,0,0,38,0,0,0,15,0,0,0,0,0,15
POA2043,0,0,0,0,0,0,0,0,0,0,235,246,229,1481,370,231,100,25,10,2926,0,0,0,0,3,0,0,0,0,5,0,0,0,13,0,0,0,0,0,13,0,0,0,29,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,4,0,0,0,37,0,0,0,7,6,3,0,0,0,13,0,3,22,92,4,11,0,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,9,272,65,53,17,4,0,429,0,0,0,5,0,0,0,0,0,14,0,0,0,33,5,0,0,0,0,37,0,0,0,22,6,0,0,3,0,38,0,0,0,0,3,4,0,0,0,10,0,0,0,14,4,4,0,0,0,31,0,0,0,52,9,3,0,0,0,62,0,0,4,18,0,0,0,0,0,22,0,0,0,4,4,0,0,0,0,4
POA2044,0,0,0,0,0,0,0,0,0,0,265,356,313,1096,324,207,113,25,6,2700,0,0,0,6,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,20,0,0,0,6,3,0,3,0,0,7,0,0,7,21,9,20,9,3,0,67,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,3,0,5,0,6,10,106,54,34,12,8,0,230,0,0,0,8,0,3,3,0,0,14,0,0,0,11,0,4,0,5,0,14,0,0,0,11,0,0,0,0,0,16,0,0,0,0,5,3,10,19,11,46,0,0,0,4,0,4,5,0,0,17,0,3,4,35,0,0,0,0,0,45,0,0,4,24,4,0,0,0,0,39,0,0,0,3,0,0,0,0,0,3
POA2045,0,0,0,0,0,0,0,0,0,0,132,398,413,467,337,286,174,58,9,2270,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,22,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,10,0,9,4,14,26,20,20,4,3,105,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,4,0,6,4,20,0,0,4,5,5,6,4,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
POA2046,0,0,0,4,0,0,0,0,0,3,790,1458,1123,2249,1214,917,568,233,79,8632,0,0,0,3,0,0,0,0,0,5,0,0,0,7,6,0,0,4,0,24,0,0,0,24,5,0,0,0,0,36,0,0,0,4,3,0,0,0,0,5,0,3,0,12,8,4,0,0,0,19,0,0,4,11,12,10,6,4,0,40,3,8,20,123,53,74,39,17,23,361,0,0,0,7,3,7,7,9,0,32,0,0,0,6,4,9,13,7,0,44,9,20,7,119,84,67,61,30,10,406,0,0,0,5,3,6,0,3,5,24,0,0,0,19,3,4,0,0,0,32,0,0,0,10,9,6,7,6,0,40,0,0,0,3,11,13,21,36,19,101,0,0,4,36,29,16,23,8,0,116,0,0,0,48,20,12,6,10,0,97,4,0,0,9,3,8,6,0,0,30,0,0,0,30,4,4,5,0,0,49
POA2047,0,0,0,0,0,0,0,0,0,0,342,541,480,1055,485,441,332,160,54,3880,0,0,0,4,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,6,0,12,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,4,0,0,17,0,0,0,0,5,0,0,0,0,15,0,0,4,22,10,18,16,0,4,76,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,6,3,6,0,28,4,21,8,88,46,53,31,16,0,264,0,0,0,0,4,0,0,3,0,16,0,0,0,10,7,0,0,0,0,20,0,0,0,4,10,6,3,10,0,29,0,0,0,0,0,6,12,25,14,60,0,0,0,11,8,12,5,0,0,33,0,5,0,33,5,9,9,4,0,62,0,0,0,4,3,0,4,0,0,13,0,0,0,13,0,4,0,0,0,22
POA2048,0,0,0,0,0,0,0,0,0,0,148,318,357,937,389,219,131,54,13,2566,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,8,0,0,0,10,0,0,5,0,0,15,0,0,0,9,4,13,4,7,0,27,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,4,10,82,32,37,21,6,0,192,0,0,0,5,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,13,0,0,0,0,0,0,4,3,0,14,0,0,0,8,0,4,8,11,7,39,0,0,0,11,0,0,5,0,0,18,0,0,5,20,0,0,0,0,0,31,0,0,0,5,0,0,3,0,0,11,0,0,0,11,0,0,0,0,0,11
POA2049,0,0,0,0,0,0,0,0,0,0,279,482,538,1534,514,321,193,62,15,3933,0,0,0,8,5,3,0,0,0,11,0,0,0,0,0,4,0,0,0,10,0,0,4,22,0,4,0,0,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,3,6,0,0,16,0,0,0,7,6,5,4,0,0,21,0,0,13,51,10,15,12,8,0,113,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,6,12,98,66,43,16,11,0,265,0,0,0,6,3,3,0,0,0,17,0,0,0,5,0,0,0,0,0,10,0,0,0,8,4,4,4,0,0,27,0,0,0,0,3,8,8,20,14,56,0,3,3,21,0,0,0,0,0,28,0,0,0,36,9,0,4,0,3,56,0,0,7,8,0,0,0,4,0,20,0,0,0,7,0,0,0,0,0,10
POA2050,0,0,0,0,0,0,0,0,0,0,148,181,574,1233,330,220,114,37,3,2844,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,20,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,26,3,0,0,0,0,40,0,0,0,10,5,0,0,0,0,16,0,3,34,73,13,4,0,4,3,142,0,0,0,0,4,0,0,0,0,4,0,0,0,8,0,0,0,0,0,10,0,3,42,114,46,30,19,3,0,259,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,19,0,0,3,12,0,3,0,5,0,29,0,0,0,0,0,5,0,0,0,7,0,0,18,15,0,4,0,0,0,46,0,0,24,58,6,0,3,0,0,90,0,0,6,5,0,0,0,0,0,16,0,0,0,21,3,4,0,0,0,23
POA2060,0,0,0,0,0,0,0,0,0,3,288,359,441,1352,400,390,327,244,61,3875,0,0,0,3,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,7,0,4,4,51,3,0,0,0,0,63,0,0,0,0,0,0,0,0,0,3,0,0,0,21,7,8,0,3,0,42,0,0,0,4,3,0,0,0,0,13,0,11,28,130,17,27,25,9,0,249,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,11,4,15,30,168,93,94,59,36,3,507,0,0,0,10,4,3,0,0,0,15,0,0,0,45,0,3,0,0,0,62,0,0,0,24,6,5,3,3,3,42,0,0,0,3,0,0,0,3,0,11,0,4,12,37,9,19,11,3,0,104,8,16,8,211,20,10,7,10,0,278,0,0,5,25,5,3,0,4,0,44,0,0,0,46,7,10,3,5,0,65
POA2061,0,0,0,0,0,0,0,0,0,0,63,82,127,509,161,188,156,142,29,1464,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,0,0,0,27,0,0,0,3,0,0,0,0,0,7,0,4,7,31,7,17,14,13,14,103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,5,84,34,42,36,28,0,235,0,0,0,0,0,5,0,0,0,11,0,0,0,10,0,0,3,0,0,17,0,0,0,8,0,3,0,0,0,10,0,0,0,4,0,0,0,0,0,6,0,3,11,18,5,11,14,8,0,60,0,0,0,51,13,5,6,5,0,84,0,0,0,6,0,3,3,0,0,13,0,0,0,12,4,3,0,3,0,27
POA2062,0,0,0,0,0,0,0,0,0,0,215,367,202,629,294,211,175,85,17,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,4,3,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,20,0,5,7,4,4,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,11,8,72,55,32,27,14,5,230,0,0,0,0,0,3,0,0,0,7,0,0,0,3,4,0,0,0,0,14,0,0,0,5,5,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,14,4,4,4,4,0,33,0,4,5,35,4,3,0,5,0,59,0,0,0,0,0,0,0,0,0,0,0,4,0,12,3,0,0,0,0,22
POA2063,0,0,0,0,0,0,0,0,0,0,131,444,364,340,293,242,171,109,48,2138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,4,41,12,26,11,7,3,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,21,9,14,35,39,31,10,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,13,0,4,0,3,3,9,0,0,0,22,0,0,0,0,0,0,0,9,0,11,3,13,6,6,13,4,12,4,0,61,0,0,0,3,3,5,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,4,0,0,13
POA2064,0,0,0,0,0,0,0,0,0,3,249,475,320,619,242,187,148,55,21,2311,0,0,3,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,4,4,41,17,183,60,48,38,16,13,415,0,0,0,0,0,0,0,5,0,8,0,0,0,3,0,0,0,0,0,6,0,10,13,36,38,29,25,14,7,176,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,0,0,14,0,0,0,4,0,6,0,0,7,11,0,0,0,0,0,0,0,0,0,6,5,13,4,33,22,17,30,4,0,134,3,69,13,207,45,6,9,0,0,356,5,0,5,19,11,0,3,0,0,46,0,4,0,11,8,6,3,0,3,35
POA2065,0,0,0,4,0,0,0,0,0,3,849,1094,942,2978,938,741,542,272,73,8440,0,0,0,11,0,3,0,0,0,18,0,0,0,3,0,0,0,0,0,7,0,7,4,99,9,0,0,0,0,117,0,0,3,0,0,0,0,0,0,4,3,4,0,44,14,10,0,0,0,84,0,0,0,10,8,4,0,0,0,23,5,17,28,275,44,82,69,34,13,564,0,0,0,3,0,11,0,7,3,29,0,0,0,8,0,0,4,0,0,20,5,25,38,361,196,114,96,65,22,933,0,0,3,11,5,5,0,4,0,28,0,0,0,54,10,3,4,3,0,76,0,0,0,30,11,6,15,10,4,72,0,0,0,5,4,0,3,0,0,18,0,19,20,153,66,37,53,10,0,356,8,25,14,380,36,18,23,5,0,508,0,0,5,36,8,4,0,0,0,54,0,5,3,90,5,16,6,9,0,132
POA2066,0,0,0,4,0,3,0,0,0,8,1013,1887,1446,2581,1154,873,601,358,95,10025,0,0,0,21,5,7,0,0,0,28,0,0,0,4,0,3,0,0,0,7,3,6,4,59,6,0,0,0,0,76,0,3,0,0,0,0,0,0,0,7,0,4,0,23,20,10,6,0,0,67,0,0,6,11,3,0,4,0,0,34,0,25,33,304,69,86,81,36,10,643,0,0,0,3,0,9,9,11,5,36,0,3,0,9,3,6,17,5,3,44,8,67,59,223,191,123,100,74,22,857,0,0,0,16,9,3,0,3,0,29,0,0,3,32,4,9,0,0,0,45,0,4,0,20,12,6,14,4,6,70,0,0,0,7,0,4,9,6,5,34,7,24,18,91,41,39,30,13,0,249,4,25,19,283,72,22,16,17,0,447,0,0,6,42,11,4,4,0,0,68,0,4,10,128,26,27,26,7,0,236
POA2067,0,0,0,0,0,0,0,0,0,0,586,1057,771,1191,494,385,279,174,80,5012,0,0,0,24,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,4,0,4,3,30,3,4,0,0,0,41,0,0,0,0,5,0,0,0,0,7,0,3,6,24,8,8,0,0,0,50,0,0,4,4,5,0,0,0,0,12,15,155,223,865,269,283,213,115,55,2185,0,0,0,0,3,8,16,7,3,41,0,3,0,8,0,4,7,8,3,29,4,27,22,71,61,68,56,35,14,361,0,0,4,4,12,0,3,0,0,20,0,0,3,23,9,0,0,0,0,47,0,0,0,7,10,4,5,6,4,31,0,0,0,0,0,0,0,4,0,9,5,56,58,208,80,94,89,36,10,636,12,71,27,313,80,16,17,5,0,537,0,3,26,120,29,12,17,5,3,220,0,3,5,57,7,8,13,8,0,98
POA2068,0,0,0,0,0,0,0,0,0,3,464,1177,896,1034,787,573,370,176,63,5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,7,14,0,0,0,0,32,0,0,0,5,0,6,0,0,0,9,0,14,21,101,40,66,44,14,5,307,0,0,0,0,0,5,15,16,9,53,0,0,0,0,0,3,8,3,4,22,3,27,30,77,100,85,44,31,8,402,0,0,0,5,6,0,3,0,0,15,0,3,5,11,10,4,0,3,0,31,0,4,0,6,6,0,0,0,0,21,0,0,0,0,0,5,8,9,8,34,6,14,5,48,33,25,30,5,0,177,0,0,7,40,19,6,5,0,0,84,0,0,0,20,4,4,5,0,0,31,0,0,0,19,12,5,7,6,0,49
