SA2_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
505021097,769,51,836,2613,943,96,3654,10244,653,14549
505021301,358,21,384,1722,789,66,2573,7186,354,10110
505021302,435,27,468,1975,650,50,2674,7713,596,10985
505031098,141,5,152,1730,705,61,2506,6462,440,9407
505031099,492,51,544,4172,1247,229,5645,11657,1134,18437
505031100,56,4,58,3987,1014,176,5175,8168,597,13937
505031101,64,3,71,2556,771,114,3443,6869,607,10922
505031102,87,6,98,1267,449,43,1755,4916,481,7154
505031104,132,127,258,1568,672,64,2310,5667,591,8574
505031105,209,50,261,3517,1345,168,5033,11078,845,16955
505031106,0,0,0,0,0,0,0,3,0,6
505031107,145,17,166,2755,723,117,3592,6430,453,10474
505031255,41,0,37,3306,645,130,4079,5539,529,10150
505031256,5,0,5,85,67,10,165,372,69,606
505031257,28,8,35,622,208,39,874,1808,271,2953
505031258,120,25,151,2152,563,99,2819,4860,576,8253
505031303,89,4,93,2547,780,108,3439,6469,454,10361
505031304,71,0,75,3486,814,100,4406,6738,387,11531
505031305,231,19,252,2911,791,107,3807,6918,379,11102
505031306,286,79,363,2555,924,115,3599,7498,617,11705
506011110,308,51,363,3757,1106,192,5054,11488,1464,18009
506011111,0,0,0,0,0,0,0,0,0,3
506011112,61,0,63,877,366,45,1295,3031,318,4637
506011114,175,63,238,1441,661,99,2202,5818,721,8737
506011115,127,11,137,1222,683,75,1978,4554,319,6849
506011116,79,6,79,1224,593,61,1886,3861,212,5950
506011117,58,6,68,2238,558,122,2920,4877,543,8341
506011307,23,0,29,3111,495,91,3700,4315,269,8281
506011308,19,0,30,4322,616,116,5060,5820,402,11278
506021118,329,97,432,2128,714,74,2912,8698,1152,12760
506021119,200,28,233,2726,747,97,3572,9933,1036,14540
506021120,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,20,20
506021123,159,17,182,2287,813,78,3181,9633,904,13713
506021309,179,20,197,1337,385,34,1757,4971,601,7333
506021310,132,6,142,1190,363,37,1588,4045,366,6000
506021311,125,13,136,1465,479,42,1988,6813,625,9419
506031124,634,303,943,2420,797,91,3306,12997,1681,17989
506031125,81,3,88,1687,690,62,2443,5654,252,8344
506031126,0,0,0,0,0,0,0,0,4,3
506031127,161,12,176,3489,739,60,4287,11195,1274,16758
506031128,236,83,319,2240,919,93,3259,7760,577,11594
506031129,392,29,428,2654,961,75,3687,7688,363,11738
506031130,0,0,0,0,0,0,0,9,5,16
506031131,218,12,235,3957,1200,97,5258,9376,414,15044
506041132,196,19,210,3271,915,116,4298,10768,1170,16240
506041133,299,18,324,4706,1252,122,6088,11518,1861,19458
506041134,454,123,584,3217,1108,147,4472,11080,1280,16834
506041135,99,9,116,4545,1180,174,5899,9982,711,16594
506041136,211,92,307,2407,738,79,3223,7721,981,11922
506041137,300,23,329,3796,1620,168,5586,12556,923,19062
506051138,265,29,292,3702,1118,160,4980,9557,905,15443
506051139,215,29,246,2128,742,91,2954,6400,528,9883
506051140,399,31,439,2341,1283,104,3732,8353,514,12601
506051141,269,46,315,1958,868,98,2920,6120,438,9481
506061142,117,12,129,4541,1169,250,5962,7994,728,14685
506061143,56,6,62,1260,485,46,1792,3596,306,5694
506061144,49,11,56,631,306,42,981,2237,612,3834
506071145,425,96,523,2008,850,72,2930,9026,678,12639
506071146,307,99,419,1696,759,86,2541,6649,582,9774
506071147,236,52,290,2460,1119,97,3674,10290,828,14794
507011148,171,25,197,4825,1117,181,6122,9871,635,16631
507011150,0,0,0,0,0,0,0,12,5,21
507011151,0,0,0,0,0,0,0,0,0,0
507011152,144,17,162,1647,696,79,2415,5176,445,8036
507011153,114,30,144,1323,502,71,1893,4842,400,7131
507011154,247,70,320,1645,578,111,2327,6495,774,9600
507011155,0,0,0,0,0,0,0,8,3,10
507011158,84,3,84,512,348,17,880,2254,141,3275
507011159,193,32,227,1822,689,65,2574,6704,517,9799
507011160,233,113,352,1638,741,77,2453,6496,589,9535
507011161,105,30,138,3946,794,175,4918,7710,552,13181
507011163,66,3,71,1409,463,58,1931,3797,319,6047
507011259,59,4,70,2065,585,75,2719,4809,370,7895
507011260,32,0,33,392,193,20,606,1412,70,2078
507021164,212,40,254,1329,575,72,1975,4167,299,6439
507021165,375,21,403,2181,1080,106,3371,10200,1098,14666
507021166,352,92,451,2503,960,146,3609,8403,814,12827
507021167,0,0,0,0,0,0,0,7,0,5
507031169,39,3,44,4141,803,181,5127,7317,678,13124
507031170,195,16,214,1087,369,51,1509,4042,432,5987
507031172,0,0,0,0,3,0,6,57,10,79
507031173,0,0,0,0,0,0,0,18,4,24
507031174,121,10,134,1711,616,90,2418,5948,686,9046
507031261,19,6,26,1793,450,68,2309,3440,1454,7201
507041175,250,9,269,2023,869,55,2946,6365,356,9670
507041176,99,0,101,683,291,34,1009,2018,98,3128
507041177,398,42,445,2504,962,124,3588,8082,598,12271
507041178,502,29,547,2663,1141,99,3910,8427,433,12771
507041179,311,57,376,1458,628,36,2122,4128,287,6537
507041180,138,5,139,1957,944,84,2984,5746,200,8923
507041181,635,60,705,3185,1091,148,4423,9157,522,14101
507041182,374,99,480,1608,897,48,2553,7705,658,10918
507041183,134,63,198,947,264,51,1262,2750,397,4413
507041184,98,5,103,963,569,20,1553,3346,136,5029
507051186,149,48,194,1138,582,62,1779,4672,553,7008
507051187,176,39,216,2322,855,151,3326,6516,665,10504
507051188,514,110,628,1811,1050,86,2944,9981,1508,14428
507051189,0,0,0,0,0,0,0,3,0,3
507051190,327,114,436,1732,833,82,2651,6678,726,10051
507051191,89,5,104,4584,1203,255,6040,9747,832,16615
507051192,142,39,180,1995,864,142,3003,6309,675,9984
507051193,121,14,137,1744,705,100,2544,5493,503,8542
507051312,40,0,49,2509,536,118,3161,4850,584,8601
507051313,114,9,124,5695,1346,282,7320,10627,1026,18971
507051314,9,0,15,452,122,22,594,852,90,1542
509011225,675,89,764,1884,846,107,2841,8993,793,12628
509011226,27,3,28,584,200,19,801,1942,261,3007
509011227,109,10,120,815,269,41,1125,2892,220,4240
509011228,130,22,155,906,325,68,1301,3428,490,5225
509011229,20,7,20,517,128,19,674,1345,217,2232
509011230,81,20,105,588,194,37,812,2434,381,3631
509011231,73,11,81,595,189,33,812,2074,345,3233
509011232,53,10,63,484,216,34,725,1946,489,3153
509011233,173,18,192,1883,647,126,2654,5757,526,8943
509011234,84,37,117,669,272,49,986,2939,562,4488
509011235,0,0,0,0,0,0,0,0,0,0
509021236,62,14,77,893,361,53,1306,3081,433,4820
509021237,101,22,120,472,176,28,680,2001,474,3152
509021238,65,9,72,560,202,25,781,2025,308,3119
509021239,132,14,154,1050,497,45,1593,5336,741,7668
509021240,102,28,131,694,242,35,978,2435,559,3975
509021241,86,16,101,596,238,24,858,2255,494,3602
509021242,51,14,60,364,135,16,516,1645,417,2583
509021243,192,35,237,1443,604,79,2129,5914,1255,9299
509021244,60,9,72,484,268,33,785,2717,480,3977
509021245,141,23,166,559,286,30,876,3109,471,4457
509031246,100,17,119,471,188,12,671,1980,281,2937
509031247,47,15,66,675,227,22,926,2061,419,3409
509031248,35,3,36,374,104,14,494,1205,188,1885
509031249,105,48,154,570,223,23,814,2385,425,3627
509031250,93,7,104,652,259,31,941,2616,442,4001
510011262,50,16,63,2221,622,161,3004,6333,1899,11236
510011263,25,7,29,904,514,110,1532,2794,1108,5441
510011264,5,3,11,324,459,211,993,1312,406,2702
510011265,14,8,25,960,494,108,1559,3106,1092,5761
510011266,5,3,15,323,171,37,538,988,211,1735
510021267,10,0,13,568,398,162,1129,2392,1889,5405
510021268,0,0,0,863,137,49,1043,1628,390,3060
510021269,3,0,3,780,147,51,977,1774,499,3248
510021270,18,7,18,1901,394,112,2400,4439,1427,8270
510031271,3,0,10,1360,216,111,1685,2796,1187,5670
510031272,6,4,11,3402,534,170,4100,6405,2004,12514
510031273,0,0,0,833,267,58,1161,1822,1066,4044
511011274,246,20,275,1682,660,108,2451,6172,1082,9700
511011275,31,5,41,684,158,25,865,1932,356,3154
511021276,47,18,65,581,210,61,855,2381,719,3958
511021277,19,4,24,665,162,47,870,2530,436,3840
511031278,29,0,26,987,284,53,1326,3144,1133,5607
511031279,101,25,122,2206,549,105,2856,6466,1030,10353
511031280,42,7,51,1667,379,77,2115,4039,481,6631
511031281,0,0,0,0,0,0,0,0,0,0
511031282,14,5,19,534,172,29,737,2018,858,3609
511031283,11,0,15,565,364,86,1011,1845,1224,4082
511031284,0,0,0,0,0,0,0,0,0,0
511041285,410,110,531,1347,661,91,2098,6865,1127,10084
511041286,57,3,57,1046,394,68,1506,3758,896,6161
511041287,83,14,97,1501,480,89,2073,3896,586,6556
511041288,123,15,136,1831,603,99,2530,4982,537,8048
511041289,68,14,78,445,161,30,637,2119,367,3126
511041290,8,0,10,279,102,17,390,1396,915,2710
511041291,53,30,81,471,163,17,655,1969,611,3238
511041292,93,16,110,669,295,33,992,3046,704,4742
597979799,0,0,0,40,5,3,45,248,221,516
599999499,12,23,30,613,205,45,861,3063,3361,7285
601011001,26,10,34,1181,356,81,1616,3829,607,6046
601011002,63,0,66,1180,380,64,1625,3264,191,5077
601011003,79,0,80,873,326,56,1251,2718,95,4074
601021004,219,30,251,913,557,57,1528,3826,236,5584
601021005,95,4,103,1587,710,60,2354,4412,178,6948
601021006,78,9,84,576,265,17,855,1952,74,2881
601021007,274,19,296,1887,941,91,2914,6534,260,9702
601021008,509,62,569,1052,618,40,1713,4698,330,6740
601021009,126,39,165,719,285,37,1048,2969,318,4333
601021010,42,8,53,490,152,23,667,1496,714,2879
601021011,47,7,62,1401,418,70,1889,3833,391,6112
601021012,36,6,42,808,347,36,1192,2446,145,3780
601031013,55,7,59,744,300,42,1082,2363,104,3545
601031014,120,16,132,870,348,55,1276,3120,273,4665
601031015,212,28,242,1257,498,67,1827,4735,382,6940
601031016,66,9,80,658,273,34,963,2709,231,3903
601031017,355,34,393,1664,622,72,2359,7425,628,10415
601031018,160,21,182,748,364,24,1141,3034,194,4365
601031019,80,8,92,870,288,38,1196,3439,223,4859
601031020,139,16,158,1049,437,59,1546,4009,389,5937
601031021,44,12,57,702,244,36,985,2513,172,3668
601041022,269,35,302,2310,819,127,3251,7427,386,11064
601041023,198,6,210,1873,903,86,2860,6051,271,9179
601041024,120,14,135,1650,591,114,2352,3998,282,6641
601041025,0,0,0,0,0,0,0,0,0,0
601041026,101,12,114,590,268,35,894,2056,98,3054
601051027,161,22,188,784,452,38,1274,6430,639,8350
601051028,147,15,165,1591,554,74,2224,5034,247,7504
601051029,52,0,56,763,320,42,1123,2980,169,4273
601051030,206,5,218,856,393,40,1287,4151,281,5720
601051031,419,22,445,1564,829,51,2452,7861,497,10807
601051032,120,41,166,1033,366,94,1493,3847,311,5653
601051033,87,3,91,920,346,44,1307,3998,204,5507
601061034,72,9,83,1250,545,70,1870,4691,521,7081
601061035,222,25,249,1596,678,91,2370,5445,424,8238
602011036,30,3,31,412,170,24,605,2026,395,3027
602011037,180,18,196,797,278,41,1111,2790,144,4046
602011038,76,19,91,693,289,21,1005,3445,305,4753
602011039,84,52,138,834,258,27,1122,2569,187,3871
602011040,64,6,71,531,137,22,689,2462,215,3366
602011041,169,10,183,1371,456,51,1880,5426,535,7840
602011042,182,20,202,813,296,44,1152,3177,242,4569
602011043,248,16,263,582,261,39,879,2407,114,3398
602011044,200,13,217,979,451,56,1484,4046,208,5737
602011045,24,0,28,510,205,33,746,1993,245,2987
602011046,197,13,210,1169,503,62,1736,4014,236,5991
602011047,157,53,210,713,211,46,971,2838,260,4066
602011048,96,11,112,827,317,37,1185,2721,189,4091
602011049,63,10,79,836,269,46,1147,2664,130,3946
602011050,72,7,79,684,242,20,946,2046,149,3143
602011051,69,9,87,633,275,36,949,2501,129,3579
602011052,150,25,170,771,297,28,1102,2834,145,4073
602021053,63,9,75,413,217,22,651,2572,279,3501
602021054,144,9,156,768,309,30,1113,3722,349,5184
602021055,97,13,111,825,299,44,1165,3711,311,5189
602021056,59,0,54,644,249,32,931,1831,122,2883
602021057,73,10,76,634,241,32,906,2495,207,3609
602031058,36,6,41,658,254,35,948,2415,250,3613
602031059,147,13,166,841,376,44,1258,4325,390,5978
602031060,126,21,147,594,264,24,880,2600,236,3712
602031061,73,0,75,513,174,18,699,2124,269,3093
602031062,71,11,89,880,328,49,1256,3093,176,4531
602031064,135,20,155,758,310,24,1097,4329,460,5883
602031099,19,0,20,99,44,6,150,588,58,799
602031100,142,77,223,842,427,42,1313,3926,489,5723
603011065,19,6,25,311,113,7,429,1422,209,2064
603011066,31,10,33,470,179,17,669,1877,229,2773
603011067,74,12,86,961,424,39,1430,3652,454,5535
603011068,0,0,0,0,0,0,0,4,0,7
603021069,52,3,57,453,223,24,698,2072,205,2974
603021070,54,3,62,626,274,41,936,2771,303,4011
603021071,51,11,63,519,207,26,757,2430,242,3431
603021072,156,56,211,1514,528,88,2132,4985,562,7678
603031073,50,5,58,245,117,12,374,1732,219,2329
603031074,121,16,134,494,265,15,774,3379,347,4497
604011075,65,8,67,469,175,44,682,1812,173,2668
604011076,31,6,40,794,329,26,1151,2913,276,4351
604011077,64,0,65,547,194,35,773,2168,195,3134
604011078,222,10,240,1012,356,49,1417,3821,261,5500
604011079,125,11,136,785,358,38,1175,3122,237,4538
604011080,53,3,58,551,237,30,812,1957,123,2892
604011081,111,17,128,541,282,28,849,2341,220,3413
604011082,208,26,239,930,476,43,1444,4237,326,6007
604011083,207,16,221,517,297,43,852,2715,262,3827
604011084,166,19,190,839,396,60,1296,3710,300,5307
604021085,431,73,498,1971,860,122,2956,8517,632,12107
604021086,108,25,132,601,241,36,884,2977,348,4211
604021087,146,18,163,798,303,56,1152,3071,272,4495
604021088,49,0,51,592,220,36,852,2004,110,2967
604021089,150,13,168,852,395,37,1287,3912,321,5522
604021090,36,0,38,499,204,22,717,1767,99,2587
604021091,92,9,105,895,341,48,1287,3850,480,5611
604021092,33,3,37,535,232,32,796,1952,157,2910
604031093,32,0,33,215,85,14,305,896,139,1341
604031094,37,5,45,661,234,36,928,2109,322,3361
604031095,106,16,123,539,237,27,799,2151,261,3215
604031096,38,4,46,538,241,22,807,2110,239,3158
604031097,43,18,59,531,180,25,732,2465,393,3586
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,11,3,19
699999499,3,0,3,144,39,7,192,726,324,1248
701011001,0,0,0,0,0,0,0,12,4,23
701011002,20,0,20,652,234,7,897,4794,856,6545
701011003,0,0,0,0,0,0,0,0,0,0
701011004,41,33,75,483,181,23,693,2087,288,3062
701011005,12,6,18,547,137,20,706,2264,433,3401
701011006,11,3,19,402,124,24,548,1338,175,2059
701011007,22,3,26,452,137,18,608,1564,159,2328
701011008,19,0,17,554,129,14,702,2513,327,3537
701011009,6,0,9,450,113,14,585,1635,166,2383
701021010,14,0,10,331,106,16,449,1043,155,1645
701021011,10,3,13,422,161,8,592,1111,144,1844
701021012,4,0,3,248,69,11,325,848,199,1372
701021013,35,3,36,466,180,18,666,1982,188,2842
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,3,0,3
701021016,14,5,18,414,104,9,529,1666,270,2464
701021017,0,0,0,0,0,0,4,14,3,21
701021018,11,0,15,319,115,21,457,864,93,1423
701021019,28,5,32,698,285,53,1046,2338,332,3715
701021020,23,8,37,759,238,40,1031,2339,306,3680
701021021,9,0,10,1428,210,42,1679,2316,290,4280
701021022,27,3,27,618,281,42,938,2165,352,3451
701021023,14,6,21,407,121,16,547,1388,200,2128
701021024,7,4,12,351,101,19,476,963,114,1554
701021025,18,5,26,634,206,21,857,2125,226,3214
701021026,11,3,18,549,166,23,736,1788,154,2682
701021027,83,4,84,332,134,18,488,1333,239,2057
701021028,10,0,15,325,110,12,444,1019,140,1609
701021029,11,0,14,284,99,10,399,920,137,1462
701021030,6,0,9,429,115,28,569,1122,178,1872
701031031,15,4,22,526,204,23,755,2299,1436,4495
701031032,39,0,42,1409,427,72,1907,4132,588,6621
701031033,0,0,0,0,0,0,0,10,0,13
701031034,8,0,17,491,203,25,720,1647,271,2640
701031035,11,4,15,610,181,26,816,1957,638,3411
701041036,10,0,12,598,165,33,798,1372,189,2356
701041037,8,0,11,448,155,23,624,1281,222,2123
701041038,12,4,16,900,252,49,1203,1973,200,3374
701041039,20,5,23,456,149,29,631,1402,389,2422
701041040,12,0,12,419,136,25,585,1274,418,2278
701041041,48,0,50,890,212,55,1156,1988,225,3373
701041042,3,0,3,1449,199,59,1699,2578,349,4628
701041043,20,3,24,1297,224,58,1577,2713,498,4789
701041044,9,5,15,520,163,38,722,1444,269,2433
702011045,20,0,20,623,249,40,911,2175,277,3362
702011046,22,6,21,834,288,57,1172,2849,289,4307
702011047,22,0,22,762,209,42,1010,2266,271,3552
702011048,16,5,24,865,258,49,1173,2349,235,3760
702011049,14,0,14,640,155,27,830,2181,274,3287
702011050,4,0,3,199,145,74,411,991,266,1679
702011051,44,22,71,350,125,19,489,1439,316,2244
702011052,5,0,4,571,424,65,1059,1042,916,3015
702011053,7,0,7,341,591,106,1035,829,257,2116
702011054,7,0,11,275,266,73,612,606,139,1353
702021055,5,0,3,382,216,57,655,844,121,1622
702021056,10,0,11,341,343,108,789,1293,328,2403
702031057,13,0,15,442,237,28,703,2150,737,3589
702031058,0,0,3,279,228,27,537,673,208,1415
702031059,0,0,7,383,346,30,757,682,113,1554
702031060,0,0,0,344,181,18,543,1126,147,1813
702031061,0,0,0,619,1193,557,2368,1263,259,3888
702041062,0,0,0,372,416,137,927,736,295,1957
702041063,3,0,12,937,1566,590,3091,1888,310,5288
702041064,0,0,0,611,97,41,747,1062,579,2393
702051065,5,0,5,311,364,130,804,784,150,1739
702051066,9,0,8,535,789,198,1517,1211,498,3232
702051067,37,9,46,1294,459,100,1855,4380,1257,7489
702051068,7,0,10,375,377,168,924,724,235,1878
797979799,0,0,0,3,4,0,11,60,26,94
799999499,4,0,7,288,57,11,354,1487,1208,3052
801011001,54,0,62,486,120,29,638,1390,70,2095
801011002,173,9,184,841,251,20,1120,6234,409,7764
801011003,127,8,137,799,320,33,1148,5325,262,6732
801011004,28,3,30,568,162,22,753,1539,115,2407
801011005,65,4,73,506,154,28,689,1675,86,2450
801011006,38,0,40,1513,390,54,1966,3424,175,5560
801011007,46,0,49,1020,360,45,1431,2855,110,4394
801011008,61,4,69,768,361,33,1160,2650,145,3960
801011009,24,5,30,670,273,37,980,1824,96,2900
801011010,16,0,16,374,180,22,574,1087,42,1707
801011011,26,0,27,636,235,36,910,1675,85,2671
801011012,0,0,0,0,0,0,0,0,0,0
801011013,60,5,66,483,197,18,709,1718,90,2520
801011014,46,0,46,636,171,31,843,1738,77,2656
801011015,123,4,123,992,279,45,1312,3068,167,4550
801011016,119,3,130,1261,563,66,1894,4147,250,6295
801011017,34,0,32,710,268,35,1015,1843,131,2981
801011018,4,0,4,356,54,9,419,1804,170,2386
801011019,31,0,32,1559,378,64,2000,3184,152,5335
801011020,54,5,60,458,180,14,656,1780,161,2595
801011021,43,0,45,427,209,20,662,1545,84,2284
801011022,30,0,35,642,246,29,912,1629,94,2635
801011023,183,62,246,462,126,27,617,1739,217,2572
801011024,27,4,31,597,172,35,798,1517,110,2427
801011025,26,0,26,466,140,22,625,1369,77,2068
801011026,72,0,77,511,205,15,725,1489,60,2276
801011111,0,0,0,4,0,0,4,9,3,10
801011142,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,160,18,5,186,335,20,541
801011144,0,0,0,5,0,0,5,6,6,19
801031031,0,0,0,3,0,0,3,7,376,390
801031032,0,0,0,3,0,0,6,14,3,22
801031113,10,0,10,79,38,0,121,567,299,988
801031114,0,0,0,21,9,0,28,50,28,103
801031115,4,0,3,22,11,0,39,183,53,270
801041034,34,0,34,1324,259,38,1624,2962,159,4749
801041035,6,0,13,1682,253,64,1998,2965,245,5200
801041036,13,0,13,1618,255,30,1902,2736,165,4797
801041037,37,0,38,1142,193,29,1360,2141,106,3607
801041038,11,0,11,1096,196,28,1326,1813,110,3252
801041039,9,0,14,1463,251,41,1750,3933,282,5971
801041040,33,0,33,1445,299,31,1783,5113,323,7213
801041043,6,0,6,49,22,0,74,166,10,251
801041044,17,0,19,1762,284,44,2093,4001,258,6354
801041045,0,0,0,0,0,0,0,6,0,6
801041046,84,8,92,2207,503,78,2785,5493,303,8585
801041047,54,0,61,1080,468,41,1587,3834,118,5535
801041048,48,0,52,1001,289,36,1324,2965,158,4447
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,195,16,3,214,263,18,492
801041119,0,0,0,4,0,0,4,5,7,16
801041120,0,0,0,1394,171,30,1593,1947,170,3713
801041121,0,0,3,556,81,19,656,826,100,1582
801041122,3,0,3,652,83,7,743,884,69,1687
801051049,0,0,0,5,31,0,34,2311,497,2844
801051050,228,18,250,847,272,56,1173,3131,181,4481
801051051,42,0,46,425,203,15,643,5076,330,6051
801051053,14,3,23,187,107,0,298,3847,544,4686
801051054,35,0,35,436,106,20,564,2201,103,2863
801051055,70,0,74,785,184,37,1001,2383,150,3530
801051056,87,4,87,658,143,36,836,1626,94,2556
801051057,142,64,212,687,281,24,986,3746,317,5053
801051058,82,4,89,906,291,45,1245,3598,151,5002
801051060,40,0,43,391,176,15,590,3393,143,4124
801051061,68,6,74,1306,300,71,1680,3509,197,5388
801051123,0,0,0,0,0,0,0,0,0,0
801051124,99,16,115,639,278,21,932,2823,250,4004
801051125,0,0,0,100,12,0,113,1395,350,1857
801051126,0,0,0,0,0,0,0,0,0,0
801051127,19,0,18,148,76,5,223,1098,98,1425
801051128,0,0,0,0,0,0,0,0,0,0
801061062,127,13,141,527,187,21,737,1726,130,2596
801061063,33,0,36,234,138,4,376,1188,59,1625
801061064,143,9,157,773,303,13,1084,3381,168,4639
801061066,0,0,0,0,0,0,0,0,0,0
801061067,137,95,230,1102,258,44,1410,3503,394,5312
801061068,0,0,3,0,0,0,0,0,3,3
801061069,122,3,131,573,176,19,764,1712,80,2562
801061070,84,6,84,454,248,29,730,1803,107,2642
801061129,9,0,12,144,94,3,248,1355,210,1806
801061130,0,0,0,12,0,0,16,34,8,53
801061131,37,0,42,644,295,18,962,4474,581,6016
801071071,24,0,29,964,316,35,1313,2580,126,4019
801071072,41,0,43,646,219,34,898,2106,109,3112
801071073,82,16,101,1001,365,62,1434,3010,163,4605
801071074,27,0,24,919,397,52,1370,2664,144,4174
801071075,29,0,41,903,333,30,1269,2697,119,4090
801071076,26,0,28,534,242,25,800,1589,40,2429
801071077,24,0,27,470,203,24,697,1404,68,2164
801071078,106,27,138,1352,512,60,1926,4219,217,6361
801071079,27,3,32,601,246,18,865,1543,66,2482
801071080,85,19,105,510,268,14,797,2680,195,3669
801071081,70,7,83,787,313,18,1120,2186,111,3429
801071082,169,21,191,2611,1220,125,3955,8286,488,12729
801071083,7,0,14,297,124,13,429,659,14,1106
801071084,195,88,281,876,451,47,1375,3041,241,4651
801071085,0,0,0,0,0,0,0,0,0,0
801071086,14,0,15,287,163,14,467,844,54,1371
801071087,26,0,24,527,202,26,759,1591,97,2445
801071088,25,0,22,694,260,36,986,2012,77,3070
801071089,0,0,0,3,0,0,3,20,10,38
801071090,93,0,92,1413,626,47,2091,4012,218,6324
801071132,0,0,0,0,0,0,4,5,0,7
801081091,60,3,62,482,234,22,738,1553,63,2348
801081092,50,0,59,615,180,26,825,1810,93,2729
801081093,73,3,82,630,158,29,809,1623,98,2532
801081094,56,5,63,489,138,41,671,1527,94,2287
801081095,56,5,66,613,196,28,837,1696,126,2664
801081096,124,8,134,353,166,18,538,1203,72,1810
801081097,45,7,50,523,147,36,708,1392,101,2205
801081098,128,47,175,711,204,28,943,2107,191,3239
801081133,0,0,0,0,0,0,0,0,0,0
801091099,53,3,54,425,121,8,558,1618,78,2250
801091100,192,8,196,1013,290,42,1350,2997,136,4485
801091101,162,31,191,656,260,23,937,2013,150,3105
801091102,130,10,140,709,187,17,910,1862,164,2938
801091103,190,11,207,556,153,30,742,1781,88,2617
801091104,63,5,67,329,171,15,513,1452,67,2031
801091105,98,5,109,557,138,25,718,1881,122,2722
801091106,67,0,75,553,206,19,779,1935,118,2831
801091107,14,4,20,113,79,5,197,579,33,803
801091108,70,0,68,440,167,21,632,1521,77,2226
801091109,36,0,42,665,158,10,835,3536,239,4613
801091110,38,3,43,466,140,16,626,1195,85,1899
801101134,0,0,0,0,0,0,0,11,5,13
801101135,11,0,11,1121,159,37,1311,2220,144,3680
801101136,0,0,0,689,90,12,790,1180,62,2035
801101137,0,0,0,0,0,0,0,0,0,0
801101139,9,0,9,752,145,13,912,1996,136,3043
801101145,0,0,0,0,0,0,0,0,4,4
801101146,0,0,0,0,0,0,0,4,0,4
801111140,4,0,4,121,33,0,156,242,27,423
801111141,0,0,0,6,3,0,12,20,13,47
897979799,0,0,0,0,0,0,0,0,0,0
899999499,0,0,4,63,32,0,97,335,130,560
901011001,4,0,4,218,38,7,271,711,425,1406
901021002,6,0,11,69,31,4,105,270,89,467
901031003,0,0,0,25,20,0,44,121,80,246
901041004,46,7,50,276,147,29,453,1168,218,1839
997979799,0,0,0,0,0,0,0,0,0,0
999999499,0,0,0,4,0,0,4,6,3,11
