SA2_CODE_2021,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
504011047,242,54,525,3767,4771,2005,1588,5900,1034,19054
504011048,107,8,216,1394,1783,832,622,1891,233,6746
504021049,14,7,30,508,671,314,250,434,2005,4181
504021050,44,14,122,1239,1883,992,672,783,291,5858
504021051,34,3,87,1002,1391,609,476,1023,251,4750
504021052,0,0,0,0,0,0,4,5,0,10
504021053,108,30,259,2180,3204,1591,1294,2092,550,10912
504021054,140,117,366,2067,2763,1182,962,2892,801,10664
504031055,0,0,0,0,3,6,0,0,0,9
504031056,97,11,198,3091,3659,1533,1200,4744,719,14950
504031057,91,16,159,3225,3839,1524,1405,5519,1134,16646
504031058,23,0,38,931,1168,598,486,1007,346,4527
504031060,9,4,37,447,726,339,310,390,171,2385
504031061,30,6,61,926,1371,517,387,944,216,4352
504031062,40,0,84,2015,2449,970,821,2851,582,9693
504031063,0,0,0,6,0,6,0,6,4,21
504031064,0,0,0,0,0,0,0,0,0,0
504031065,47,13,108,926,1173,507,494,1282,308,4692
504031066,184,127,426,1850,2300,854,631,3004,953,9580
504031067,30,14,66,1243,1571,626,476,1377,276,5575
504031068,38,0,74,2043,2676,1152,975,2232,431,9504
504031069,0,0,0,0,0,0,0,0,0,0
504031298,22,4,57,2507,3252,1182,1006,3036,546,11527
504031299,8,0,26,1615,2279,814,757,2450,359,8275
504031300,217,30,334,2957,3666,1488,1207,4027,902,14238
505011070,49,15,106,1831,2533,963,782,1951,363,8423
505011071,81,5,150,2552,3281,1316,858,2775,441,11223
505011072,166,21,314,2757,3984,1933,1195,2257,404,12530
505011073,73,10,185,2426,3420,1435,1061,2323,445,11105
505011074,59,17,123,1973,2476,1026,685,1999,422,8582
505011075,78,5,162,2124,2816,1362,838,1756,308,9198
505011076,18,4,55,2005,2364,997,636,1717,220,7940
505011077,190,64,338,2588,3329,1328,829,2958,720,11762
505011078,348,37,559,2389,3237,1403,939,2464,349,10782
505011079,76,17,193,2111,2879,1374,858,1854,346,9417
505011080,58,3,118,1584,1910,925,595,1399,286,6704
505011081,47,9,104,1519,2044,943,602,1435,248,6792
505011082,73,23,204,1953,2581,1237,809,1481,299,8354
505011083,75,16,177,1865,2415,1088,658,1634,201,7851
505021084,241,44,509,2756,3841,1526,1095,3410,687,13315
505021085,107,20,207,2862,3276,1226,1179,6515,1469,16528
505021087,0,0,0,0,0,0,0,0,0,0
505021088,192,125,485,3772,4722,1580,1039,3364,973,15462
505021089,437,99,773,4070,5494,2535,1613,3489,666,17868
505021090,114,25,301,3287,3868,1302,1061,5511,1313,16341
505021091,0,0,0,64,44,11,0,60,33,208
505021092,146,15,270,3883,4600,1458,863,3177,1049,15024
505021093,130,10,270,2784,3342,1334,984,3361,578,12377
505021094,72,14,169,1590,2041,943,520,1206,310,6610
505021095,174,34,345,2569,3318,1003,666,2882,679,11109
505021096,230,21,494,2922,3729,1641,1024,2382,370,12065
505021097,488,56,836,3433,4073,1598,1025,3766,666,14549
505021301,199,24,384,2219,2548,1208,827,2922,385,10110
505021302,188,33,468,2441,3013,1249,862,2795,618,10985
505031098,81,9,152,1896,2111,910,743,3283,461,9407
505031099,286,54,544,3750,4616,1901,1479,5499,1179,18437
505031100,28,4,58,3128,3832,1459,1133,3774,613,13937
505031101,44,5,71,2346,2932,1080,890,3052,623,10922
505031102,58,8,98,1311,1480,627,529,2686,517,7154
505031104,81,126,258,1662,2024,843,641,2798,604,8574
505031105,124,52,261,3924,4775,1979,1359,4037,887,16955
505031106,0,0,0,0,0,0,0,4,0,6
505031107,77,15,166,2259,2998,1175,869,2723,463,10474
505031255,28,0,37,2143,2872,1039,927,2626,552,10150
505031256,3,0,5,121,148,91,49,139,57,606
505031257,16,8,35,502,738,380,334,719,271,2953
505031258,78,31,151,1555,2106,888,855,2244,604,8253
505031303,45,6,93,2308,2942,1190,868,2575,478,10361
505031304,34,3,75,2517,3015,1271,997,3330,400,11531
505031305,147,22,252,2565,2958,1207,912,3047,409,11102
505031306,173,83,363,2310,3193,1414,1015,3136,645,11705
506011110,189,53,363,3308,4252,1693,1649,5610,1501,18009
506011111,0,0,0,0,0,0,0,0,0,3
506011112,42,0,63,917,1130,451,435,1386,319,4637
506011114,100,65,238,1692,2246,996,821,2255,728,8737
506011115,59,14,137,1353,2045,957,715,1454,331,6849
506011116,27,3,79,1275,1812,875,718,1050,223,5950
506011117,36,8,68,1600,2070,863,755,2487,561,8341
506011307,16,0,29,1699,2268,981,775,2277,279,8281
506011308,12,0,30,2288,3175,1322,1105,2966,420,11278
506021118,228,96,432,2563,3136,1107,900,3871,1178,12760
506021119,94,29,233,3303,4469,1411,871,3435,1058,14540
506021120,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,20,20
506021123,78,18,182,3397,4028,1337,785,3246,924,13713
506021309,72,20,197,1451,1731,648,533,2355,615,7333
506021310,74,13,142,1180,1539,590,451,1865,375,6000
506021311,54,14,136,2192,2486,791,539,2774,649,9419
506031124,416,307,943,3838,4062,1427,986,5975,1703,17989
506031125,37,3,88,1872,2276,1014,781,2158,237,8344
506031126,0,0,0,0,0,0,0,0,4,3
506031127,84,12,176,2933,3609,1353,1172,6388,1309,16758
506031128,110,81,319,2431,3124,1358,1079,3000,604,11594
506031129,200,26,428,2569,3234,1583,1158,2815,376,11738
506031130,0,0,0,0,0,0,0,5,5,16
506031131,118,14,235,3414,4118,1994,1575,3499,445,15044
506041132,112,17,210,2854,3596,1424,1327,5824,1215,16240
506041133,219,18,324,3831,4608,2072,1702,5340,1910,19458
506041134,293,123,584,2966,3743,1620,1449,5733,1326,16834
506041135,59,12,116,3457,4271,1810,1468,4832,757,16594
506041136,113,92,307,2046,2590,1115,1026,4130,1013,11922
506041137,139,27,329,3754,4787,2111,1787,5698,929,19062
506051138,151,32,292,3121,4091,1788,1458,4041,944,15443
506051139,141,29,246,2078,2720,1107,827,2605,536,9883
506051140,163,43,439,2590,3883,1834,1399,2345,547,12601
506051141,134,40,315,2063,2823,1351,971,1822,449,9481
506061142,82,16,129,2995,4053,1588,1505,3798,745,14685
506061143,21,6,62,1129,1576,718,707,1261,299,5694
506061144,27,11,56,669,920,483,430,706,632,3834
506071145,241,97,523,3080,3944,1284,823,2815,687,12639
506071146,216,99,419,2198,2684,1102,767,2427,589,9774
506071147,104,54,290,3718,4556,1723,979,2969,849,14794
507011148,127,27,197,3830,4766,1949,1423,4012,650,16631
507011150,0,0,0,0,6,0,4,6,3,21
507011151,0,0,0,0,0,0,0,0,0,0
507011152,62,20,162,1667,2175,965,737,2043,449,8036
507011153,65,21,144,1620,2102,771,580,1650,414,7131
507011154,115,68,320,1997,2661,978,744,2407,810,9600
507011155,0,0,0,0,4,0,0,0,3,10
507011158,70,3,84,805,995,337,211,786,149,3275
507011159,91,34,227,2048,2684,1050,822,2672,533,9799
507011160,113,114,352,1946,2559,1035,785,2599,605,9535
507011161,55,30,138,2904,3808,1387,1130,3390,566,13181
507011163,34,3,71,1305,1751,674,528,1466,325,6047
507011259,32,3,70,1768,2136,838,663,2109,379,7895
507011260,8,0,33,434,594,286,194,496,79,2078
507021164,144,40,254,1530,2051,840,526,1177,309,6439
507021165,250,16,403,3579,4673,1569,918,2828,1100,14666
507021166,174,93,451,2807,3972,1640,1033,2538,834,12827
507021167,0,0,0,4,0,0,0,0,0,5
507031169,24,6,44,2569,3497,1399,1222,3722,721,13124
507031170,126,15,214,1062,1430,609,528,1897,450,5987
507031172,0,0,0,17,9,4,4,37,10,79
507031173,0,0,0,0,4,3,0,11,0,24
507031174,61,15,134,1604,2122,889,852,2881,702,9046
507031261,9,6,26,1324,1689,683,626,1438,1447,7201
507041175,104,11,269,2298,2904,1317,937,1847,374,9670
507041176,73,0,101,671,914,436,273,728,108,3128
507041177,203,35,445,2902,3871,1529,956,2392,618,12271
507041178,241,37,547,2999,3796,1709,1134,2693,438,12771
507041179,173,51,376,1342,1834,930,644,1512,281,6537
507041180,56,6,139,2029,2857,1354,824,1669,202,8923
507041181,347,64,705,3391,4305,1815,1249,2799,543,14101
507041182,172,101,480,2454,2862,1319,916,2689,681,10918
507041183,85,60,198,968,1266,446,316,1020,406,4413
507041184,45,7,103,1182,1387,697,541,1089,132,5029
507051186,89,46,194,1197,1624,771,663,2176,568,7008
507051187,108,31,216,2089,2834,1153,968,2775,680,10504
507051188,300,116,628,2575,3485,1387,1173,4261,1548,14428
507051189,0,0,0,0,0,0,0,0,0,3
507051190,159,118,436,1920,2675,1280,1023,2393,753,10051
507051191,54,5,104,3579,4610,1971,1587,4010,860,16615
507051192,69,42,180,1873,2552,1185,971,2701,700,9984
507051193,66,15,137,1606,2246,1058,874,2233,518,8542
507051312,26,0,49,1726,2274,914,811,2289,589,8601
507051313,50,8,124,3989,5226,2148,1747,4815,1054,18971
507051314,7,0,15,275,432,181,160,399,93,1542
509011225,366,86,764,2501,3602,1619,1171,2964,771,12628
509011226,7,5,28,573,880,457,427,398,278,3007
509011227,44,7,120,855,1312,625,422,797,229,4240
509011228,51,15,155,921,1535,862,613,797,494,5225
509011229,8,7,20,452,594,298,301,370,218,2232
509011230,48,19,105,671,800,428,333,986,409,3631
509011231,40,7,81,671,799,418,395,625,330,3233
509011232,18,13,63,510,898,453,344,461,494,3153
509011233,83,23,192,1731,2432,1143,933,2172,539,8943
509011234,30,36,117,764,1119,649,594,814,557,4488
509011235,0,0,0,0,0,0,0,0,0,0
509021236,35,14,77,885,1300,679,583,947,432,4820
509021237,62,24,120,563,647,320,353,778,490,3152
509021238,35,9,72,573,767,358,354,747,316,3119
509021239,57,17,154,1292,1888,977,952,1793,772,7668
509021240,57,25,131,749,964,440,425,825,573,3975
509021241,36,16,101,681,898,339,340,827,513,3602
509021242,26,14,60,455,571,262,286,593,416,2583
509021243,109,37,237,1520,2172,1122,970,2249,1263,9299
509021244,19,3,72,585,1042,535,512,832,468,3977
509021245,71,28,166,725,1086,623,599,941,483,4457
509031246,63,16,119,520,721,369,388,656,284,2937
509031247,28,17,66,667,882,418,365,638,436,3409
509031248,14,3,36,322,520,239,239,377,183,1885
509031249,51,55,154,745,947,412,284,807,435,3627
509031250,41,14,104,801,1006,510,437,796,450,4001
510011262,31,18,63,2251,3052,1049,643,2317,1920,11236
510011263,19,4,29,1537,1060,347,284,1117,1099,5441
510011264,5,3,11,548,585,294,167,701,414,2702
510011265,8,8,25,1103,1531,511,327,1200,1086,5761
510011266,5,3,15,436,379,170,210,324,212,1735
510021267,6,0,13,567,704,323,262,1649,1910,5405
510021268,0,0,0,628,829,278,247,688,396,3060
510021269,0,0,3,689,886,258,247,660,515,3248
510021270,13,7,18,1449,1865,652,535,2314,1450,8270
510031271,0,0,10,980,1243,523,393,1333,1204,5670
510031272,6,4,11,2411,3417,1134,978,2559,2013,12514
510031273,0,0,0,617,909,400,320,722,1063,4044
511011274,115,26,275,1976,2590,1163,898,1995,1075,9700
511011275,12,3,41,583,815,389,342,661,367,3154
511021276,31,11,65,632,978,384,277,956,733,3958
511021277,12,4,24,822,1044,402,340,783,453,3840
511031278,14,0,26,922,1209,442,424,1464,1151,5607
511031279,77,21,122,1976,2556,1025,774,2972,1054,10353
511031280,23,7,51,1405,1932,696,558,1545,496,6631
511031281,0,0,0,0,0,0,0,0,0,0
511031282,9,4,19,476,737,338,289,912,858,3609
511031283,9,0,15,598,794,372,133,942,1242,4082
511031284,0,0,0,0,0,0,0,0,0,0
511041285,241,116,531,1697,2462,1119,853,2778,1176,10084
511041286,26,5,57,1053,1493,724,568,1414,918,6161
511041287,46,14,97,1187,1916,829,676,1339,603,6556
511041288,50,17,136,1610,2333,945,832,1779,550,8048
511041289,31,14,78,468,776,430,377,697,377,3126
511041290,4,0,10,412,404,168,153,647,922,2710
511041291,29,24,81,506,768,371,309,672,615,3238
511041292,42,17,110,753,1079,583,655,962,712,4742
597979799,0,0,0,33,21,10,15,214,222,516
599999499,10,23,30,870,963,339,278,1476,3362,7285
601011001,19,6,34,945,1201,575,609,2103,611,6046
601011002,25,4,66,1017,1455,578,408,1422,202,5077
601011003,47,0,80,899,1228,580,343,918,99,4074
601021004,108,25,251,1207,1751,748,421,1205,253,5584
601021005,37,3,103,1566,2336,1042,612,1193,203,6948
601021006,25,9,84,651,999,346,255,557,76,2881
601021007,105,23,296,2127,3152,1525,791,1850,264,9702
601021008,347,65,569,1315,2068,865,463,1688,331,6740
601021009,101,39,165,782,1012,396,296,1501,348,4333
601021010,30,9,53,380,602,242,204,738,715,2879
601021011,30,8,62,1208,1621,645,549,1676,407,6112
601021012,22,4,42,784,1323,624,318,589,141,3780
601031013,22,0,59,757,1057,474,292,865,108,3545
601031014,67,12,132,884,1266,502,381,1347,289,4665
601031015,122,26,242,1313,1777,786,562,2107,400,6940
601031016,47,7,80,752,1078,376,270,1191,238,3903
601031017,237,35,393,1869,2519,967,719,3698,639,10415
601031018,89,19,182,822,1165,483,372,1318,210,4365
601031019,38,11,92,1022,1363,487,370,1374,239,4859
601031020,92,12,158,1008,1401,684,611,1814,427,5937
601031021,21,7,57,794,1038,425,254,988,178,3668
601041022,146,25,302,2458,3309,1415,873,2619,378,11064
601041023,86,12,210,2081,3007,1425,764,1620,275,9179
601041024,66,12,135,1516,2109,1025,666,1029,290,6641
601041025,0,0,0,0,0,0,0,0,0,0
601041026,37,6,114,747,1087,506,219,396,91,3054
601051027,98,24,188,2133,2441,778,349,1997,652,8350
601051028,58,16,165,1700,2569,1011,488,1478,262,7504
601051029,14,0,56,1063,1342,576,266,858,169,4273
601051030,157,10,218,1255,1759,616,329,1468,288,5720
601051031,228,21,445,2538,3191,1330,665,2583,500,10807
601051032,52,40,166,1340,1989,774,351,876,317,5653
601051033,46,3,91,1441,1962,695,332,869,199,5507
601061034,38,13,83,1370,2076,1056,688,1364,524,7081
601061035,133,29,249,1631,2412,1123,771,1850,444,8238
602011036,11,3,31,564,778,286,175,840,388,3027
602011037,106,13,196,806,1115,474,333,1170,155,4046
602011038,35,16,91,1045,1427,567,330,1084,305,4753
602011039,47,47,138,763,1117,548,389,870,189,3871
602011040,41,9,71,616,762,321,221,1231,217,3366
602011041,110,16,183,1292,1724,709,647,2914,556,7840
602011042,109,21,202,953,1354,566,311,1136,238,4569
602011043,163,13,263,625,967,474,293,909,124,3398
602011044,125,14,217,1137,1643,722,442,1563,226,5737
602011045,14,0,28,503,602,317,290,1032,241,2987
602011046,101,18,210,1275,1781,780,540,1372,234,5991
602011047,124,51,210,823,1193,420,284,1070,267,4066
602011048,49,15,112,821,1114,502,314,1135,200,4091
602011049,26,10,79,865,1350,553,305,729,135,3946
602011050,57,7,79,600,850,384,277,866,161,3143
602011051,28,9,87,838,1137,483,299,692,126,3579
602011052,78,20,170,763,1208,528,384,1042,145,4073
602021053,32,5,75,538,928,458,459,824,295,3501
602021054,81,10,156,1022,1328,694,628,1167,354,5184
602021055,28,12,111,932,1608,826,589,920,320,5189
602021056,28,0,54,563,847,393,289,666,120,2883
602021057,33,5,76,656,980,498,464,799,214,3609
602031058,14,6,41,666,1056,597,448,588,254,3613
602031059,96,17,166,925,1455,817,679,1676,425,5978
602031060,83,18,147,684,967,496,355,976,237,3712
602031061,45,0,75,477,796,412,351,788,264,3093
602031062,42,11,89,882,1301,621,437,1111,175,4531
602031064,79,22,155,812,1475,894,767,1461,477,5883
602031099,11,0,20,146,203,140,90,159,55,799
602031100,75,74,223,1035,1437,773,632,1346,496,5723
603011065,14,6,25,305,517,234,249,543,210,2064
603011066,10,9,33,507,755,394,278,616,226,2773
603011067,52,15,86,995,1478,743,597,1251,470,5535
603011068,0,0,0,3,0,0,0,0,0,7
603021069,20,10,57,533,923,534,363,429,200,2974
603021070,28,3,62,728,1220,653,429,671,303,4011
603021071,25,11,63,540,947,551,420,708,270,3431
603021072,91,60,211,1375,2291,1172,824,1455,564,7678
603031073,21,9,58,342,664,301,337,452,231,2329
603031074,73,14,134,732,1174,676,511,1049,357,4497
604011075,33,8,67,467,649,326,265,780,178,2668
604011076,19,0,40,777,1218,640,531,896,283,4351
604011077,40,3,65,565,856,359,279,853,214,3134
604011078,137,12,240,995,1517,664,524,1533,271,5500
604011079,91,4,136,819,1251,649,529,1047,247,4538
604011080,32,0,58,579,856,346,297,687,126,2892
604011081,69,18,128,595,839,460,376,907,235,3413
604011082,99,29,239,1077,1649,828,592,1510,345,6007
604011083,139,19,221,645,965,475,365,1104,272,3827
604011084,84,25,190,896,1411,740,594,1361,311,5307
604021085,246,77,498,2216,3145,1450,1036,3599,665,12107
604021086,69,25,132,697,948,473,362,1384,347,4211
604021087,88,13,163,875,1108,562,425,1252,266,4495
604021088,15,0,51,584,861,433,279,689,112,2967
604021089,100,16,168,935,1503,814,631,1301,336,5522
604021090,20,5,38,458,737,341,263,679,105,2587
604021091,45,10,105,937,1469,824,645,1245,495,5611
604021092,17,3,37,527,851,462,306,608,151,2910
604031093,22,0,33,239,360,183,126,285,144,1341
604031094,24,3,45,577,812,493,399,739,341,3361
604031095,66,15,123,574,756,411,309,893,268,3215
604031096,17,4,46,568,860,520,384,586,239,3158
604031097,24,17,59,547,850,418,418,973,379,3586
604031098,0,0,0,0,0,0,0,0,0,0
697979799,0,0,0,0,0,0,0,13,8,19
699999499,0,0,3,216,217,80,47,353,324,1248
701011001,0,0,0,7,0,0,0,9,4,23
701011002,13,0,20,1571,1533,404,196,1972,870,6545
701011003,0,0,0,0,0,0,0,0,0,0
701011004,20,32,75,704,921,323,163,656,302,3062
701011005,13,6,18,732,881,275,139,944,433,3401
701011006,10,3,19,489,595,211,121,457,181,2059
701011007,11,3,26,583,709,235,120,529,156,2328
701011008,9,0,17,884,1017,343,167,809,321,3537
701011009,6,0,9,620,728,210,148,524,163,2383
701021010,10,0,10,314,408,181,123,465,149,1645
701021011,11,3,13,364,529,226,153,433,143,1844
701021012,0,0,3,243,273,124,95,431,203,1372
701021013,16,3,36,596,734,307,166,842,198,2842
701021014,0,0,0,0,0,0,0,0,0,0
701021015,0,0,0,0,0,0,0,3,0,3
701021016,13,5,18,480,607,185,147,771,276,2464
701021017,0,0,0,4,5,0,0,0,3,21
701021018,9,0,15,335,411,187,113,288,92,1423
701021019,16,3,32,695,884,403,274,1112,344,3715
701021020,14,6,37,680,1107,403,287,886,317,3680
701021021,5,0,10,822,1306,511,384,965,286,4280
701021022,6,0,27,720,891,406,222,872,354,3451
701021023,6,6,21,425,552,207,167,559,213,2128
701021024,0,4,12,276,433,171,122,431,118,1554
701021025,8,5,26,701,988,342,196,740,238,3214
701021026,4,3,18,608,884,306,138,582,159,2682
701021027,56,4,84,390,548,198,127,563,240,2057
701021028,7,0,15,300,369,147,125,530,146,1609
701021029,4,0,14,301,399,193,81,345,147,1462
701021030,6,0,9,364,514,220,163,427,185,1872
701031031,11,6,22,728,904,346,268,817,1434,4495
701031032,19,4,42,1307,2032,878,605,1199,601,6621
701031033,0,0,0,0,4,0,0,3,0,13
701031034,9,0,17,567,747,342,238,475,276,2640
701031035,5,4,15,548,894,413,308,606,636,3411
701041036,11,3,12,478,704,231,162,588,193,2356
701041037,5,0,11,406,575,215,152,556,217,2123
701041038,7,4,16,673,1118,379,259,743,210,3374
701041039,14,4,23,412,572,213,162,661,394,2422
701041040,3,0,12,401,549,204,157,556,424,2278
701041041,41,0,50,705,1028,332,227,851,231,3373
701041042,4,0,3,912,1348,459,329,1226,348,4628
701041043,9,3,24,980,1344,490,319,1149,507,4789
701041044,4,5,15,475,757,269,165,495,275,2433
702011045,8,0,20,761,897,340,225,850,286,3362
702011046,14,0,21,1023,1306,418,227,1038,286,4307
702011047,13,0,22,761,890,360,237,1020,277,3552
702011048,10,3,24,794,1092,375,280,973,234,3760
702011049,6,0,14,733,879,295,201,904,287,3287
702011050,0,0,3,424,424,120,44,398,273,1679
702011051,42,20,71,473,503,225,145,579,320,2244
702011052,8,0,4,744,423,243,131,570,905,3015
702011053,4,0,7,498,536,374,68,379,262,2116
702011054,3,0,11,402,358,150,43,259,149,1353
702021055,3,0,3,343,396,310,83,344,142,1622
702021056,6,0,11,540,628,283,82,538,334,2403
702031057,8,0,15,572,822,368,318,766,747,3589
702031058,0,0,3,293,261,146,175,349,191,1415
702031059,5,0,7,223,266,242,252,449,113,1554
702031060,0,0,0,581,236,66,42,744,143,1813
702031061,0,0,0,1120,1542,466,199,303,271,3888
702041062,0,0,0,392,538,388,101,221,321,1957
702041063,8,0,12,1300,1417,582,471,1234,296,5288
702041064,0,0,0,446,650,251,131,322,591,2393
702051065,0,0,5,492,332,170,264,326,147,1739
702051066,4,0,8,597,672,428,461,569,508,3232
702051067,28,6,46,1516,1877,738,460,1629,1260,7489
702051068,4,0,10,652,531,119,55,289,236,1878
797979799,0,0,0,9,14,6,4,47,25,94
799999499,4,0,7,480,399,152,120,687,1217,3052
801011001,16,0,62,459,783,341,159,278,70,2095
801011002,96,3,184,1723,2301,619,322,2373,420,7764
801011003,75,16,137,1799,2055,610,317,1679,274,6732
801011004,12,3,30,485,777,283,165,576,114,2407
801011005,24,6,73,536,996,371,169,294,87,2450
801011006,17,0,40,1298,1851,714,386,1133,187,5560
801011007,18,0,49,971,1523,659,335,803,116,4394
801011008,21,4,69,851,1254,519,308,874,144,3960
801011009,11,5,30,658,970,432,235,513,91,2900
801011010,6,0,16,375,594,262,168,257,45,1707
801011011,15,3,27,589,901,422,225,444,89,2671
801011012,0,0,0,0,0,0,0,0,0,0
801011013,18,5,66,539,884,401,190,409,100,2520
801011014,16,4,46,600,840,370,231,525,89,2656
801011015,68,5,123,1040,1478,543,332,984,169,4550
801011016,65,6,130,1347,1986,906,458,1333,266,6295
801011017,21,4,32,630,988,440,265,543,129,2981
801011018,3,0,4,566,650,168,101,736,166,2386
801011019,14,0,32,1173,1814,707,408,1087,157,5335
801011020,20,0,60,576,865,341,177,470,161,2595
801011021,15,0,45,478,725,353,198,451,82,2284
801011022,9,0,35,533,910,434,209,444,95,2635
801011023,113,62,246,495,747,298,148,657,225,2572
801011024,7,3,31,498,776,378,179,488,118,2427
801011025,10,0,26,480,702,297,143,369,78,2068
801011026,24,0,77,553,755,381,193,328,71,2276
801011111,0,0,0,4,6,0,0,0,3,10
801011142,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,114,163,58,37,146,20,541
801011144,0,0,0,5,0,0,0,4,6,19
801031031,0,0,0,0,3,0,3,5,376,390
801031032,0,0,0,8,4,3,0,4,3,22
801031113,5,0,10,149,218,63,40,222,292,988
801031114,0,0,0,20,30,10,6,12,27,103
801031115,5,0,3,50,44,25,16,91,50,270
801041034,14,0,34,1131,1596,660,323,874,161,4749
801041035,4,0,13,1129,1569,611,356,1292,243,5200
801041036,6,0,13,1112,1610,564,360,986,166,4797
801041037,12,4,38,790,1233,437,248,792,104,3607
801041038,4,0,11,734,1131,438,248,598,113,3252
801041039,3,0,14,1310,1717,609,342,1704,278,5971
801041040,19,0,33,1652,1980,694,416,2146,333,7213
801041043,0,0,6,59,88,36,20,34,9,251
801041044,6,0,19,1452,1940,723,399,1577,268,6354
801041045,0,0,0,0,5,0,0,0,0,6
801041046,35,8,92,1930,2865,1001,629,1839,320,8585
801041047,21,0,61,1267,1864,827,401,1052,117,5535
801041048,24,0,52,988,1405,584,317,979,172,4447
801041116,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,114,159,47,43,114,16,492
801041119,0,0,0,0,4,0,0,4,7,16
801041120,0,0,0,746,1147,443,286,930,164,3713
801041121,0,0,3,303,405,181,119,474,97,1582
801041122,0,0,3,307,487,216,133,475,67,1687
801051049,0,0,0,973,525,50,14,782,501,2844
801051050,118,17,250,1037,1584,690,270,724,180,4481
801051051,20,0,46,1781,2297,437,172,1041,331,6051
801051053,4,0,23,1257,1489,268,102,1021,547,4686
801051054,11,0,35,798,1067,279,122,498,105,2863
801051055,39,0,74,840,1241,449,203,635,165,3530
801051056,20,10,87,567,958,423,184,333,96,2556
801051057,70,70,212,1242,1750,598,227,914,331,5053
801051058,42,4,89,1389,1822,648,264,722,159,5002
801051060,10,0,43,1212,1663,370,134,597,146,4124
801051061,28,0,74,1260,2000,788,346,796,200,5388
801051123,0,0,0,0,0,0,0,0,0,0
801051124,44,20,115,1044,1503,503,194,502,260,4004
801051125,0,0,0,499,372,49,29,558,355,1857
801051126,0,0,0,0,0,0,0,0,0,0
801051127,5,0,18,346,484,188,69,236,105,1425
801051128,0,0,0,0,0,0,0,0,0,0
801061062,51,10,141,600,890,399,180,389,135,2596
801061063,13,0,36,413,619,235,90,205,56,1625
801061064,102,5,157,1255,1666,541,239,767,163,4639
801061066,0,0,0,0,0,0,0,0,0,0
801061067,77,95,230,1189,1729,684,317,988,410,5312
801061068,0,0,3,0,0,0,0,0,3,3
801061069,66,3,131,629,790,388,218,451,85,2562
801061070,24,3,84,617,892,472,217,334,105,2642
801061129,0,0,12,488,701,179,46,181,211,1806
801061130,0,0,0,11,15,0,0,17,5,53
801061131,18,0,42,1709,2259,540,189,735,583,6016
801071071,9,0,29,993,1277,480,271,877,125,4019
801071072,21,0,43,711,995,383,238,673,104,3112
801071073,54,16,101,1056,1565,572,339,898,170,4605
801071074,14,0,24,914,1370,563,355,814,153,4174
801071075,15,0,41,997,1299,540,322,815,125,4090
801071076,8,0,28,566,860,388,193,373,47,2429
801071077,11,0,27,462,725,282,153,472,62,2164
801071078,69,31,138,1469,2003,807,469,1388,229,6361
801071079,11,3,32,517,874,369,196,442,84,2482
801071080,42,21,105,882,1179,381,189,853,190,3669
801071081,35,7,83,752,1074,482,247,760,113,3429
801071082,77,23,191,2700,4400,1836,1074,2215,498,12729
801071083,3,0,14,233,406,208,73,161,14,1106
801071084,93,88,281,939,1477,637,388,968,257,4651
801071085,0,0,0,0,0,0,0,0,0,0
801071086,7,0,15,305,456,176,105,263,57,1371
801071087,11,0,24,550,736,288,177,603,95,2445
801071088,12,0,22,685,1084,402,210,613,82,3070
801071089,0,0,0,13,10,9,8,3,5,38
801071090,40,0,92,1349,2127,912,576,1123,233,6324
801071132,0,0,0,0,3,0,0,5,0,7
801081091,16,3,62,560,814,438,202,267,74,2348
801081092,23,4,59,606,993,413,217,407,91,2729
801081093,18,3,82,538,897,379,193,421,107,2532
801081094,18,0,63,480,839,368,167,346,93,2287
801081095,26,7,66,537,889,415,239,454,131,2664
801081096,88,9,134,366,545,288,143,398,71,1810
801081097,15,7,50,490,766,307,168,362,108,2205
801081098,74,45,175,636,1060,503,224,618,195,3239
801081133,0,0,0,0,5,0,0,0,0,0
801091099,12,0,54,492,721,308,146,488,91,2250
801091100,103,0,196,1000,1639,711,296,706,121,4485
801091101,77,33,191,661,1055,476,210,551,158,3105
801091102,66,3,140,639,943,437,234,528,166,2938
801091103,134,12,207,563,886,397,158,525,83,2617
801091104,18,0,67,442,679,291,203,351,58,2031
801091105,38,7,109,610,819,354,161,650,126,2722
801091106,14,9,75,614,955,334,205,595,117,2831
801091107,4,0,20,201,239,110,81,151,28,803
801091108,28,0,68,525,751,332,178,366,78,2226
801091109,13,0,42,1127,1479,375,217,1158,254,4613
801091110,15,0,43,418,654,281,152,315,81,1899
801101134,0,0,0,6,0,0,0,0,5,13
801101135,3,0,11,798,1233,409,285,802,155,3680
801101136,0,0,0,464,695,257,140,427,60,2035
801101137,0,0,0,0,0,0,0,0,0,0
801101139,3,0,9,761,1081,335,173,565,133,3043
801101145,0,0,0,0,0,0,0,0,4,4
801101146,0,0,0,0,0,0,0,4,0,4
801111140,0,0,4,102,149,71,25,54,28,423
